iteration,investor,proximal_coefficient_eur_per_mw2_day,unpenalized_profit_eur_per_day,proximal_penalty_eur_per_day,strategic_epsilon_penalty,epsilon_penalty_eur_per_day,penalized_objective_eur_per_day
19,I1,2.0,4745.377885827245,1.2950346657600222,0.0001,0.9862137854293117,4743.096637376056
19,I2,2.0,4387.970749544089,1.8318431746168273,0.0001,0.9869262604197613,4385.151980109053
19,I3,2.0,147430.61483399535,1.6258634254436566,0.0001,0.9097962958313396,147428.07917427408
19,I4,2.0,244586.19870247756,1.4734767943222962,0.0001,1.4928686795217023,244583.23235700373
20,I1,2.0,4735.016044723354,1.470632696099565,0.0001,0.9867287351628935,4732.558683292092
20,I2,2.0,4376.329298965267,1.9421324828747817,0.0001,0.987004689683723,4373.400161792709
20,I3,2.0,147191.1693015798,2.9302994611164164,0.0001,2.7097142901328173,147185.52928782854
20,I4,2.0,244611.94608038952,2.066116050947667,0.0001,1.3715189366542404,244608.5084454019
21,I1,2.0,4722.528458285645,1.4724236074370887,0.0001,0.9866787327535055,4720.069355945454
21,I2,2.0,4364.391877697933,1.971234152350152,0.0001,0.9875818941070671,4361.433061651475
21,I3,2.0,147462.76742951965,1.37208837493758,0.0001,0.8851385342511614,147460.51020261046
21,I4,2.0,244414.40630364744,0.5848887429806668,0.0001,0.6961149032167618,244413.12530000124
22,I1,2.0,4710.013379378091,1.526347650149965,0.0001,0.9954702418243613,4707.491561486117
22,I2,2.0,4354.105201832763,1.9678174738439687,0.0001,0.9871515910477416,4351.150232767871
22,I3,2.0,147454.59245318547,1.2517101534661628,0.0001,0.9289090360499399,147452.41183399595
22,I4,2.0,244642.2715685524,1.8319714721909444,0.0001,2.1960856108842677,244638.2435114693
23,I1,2.0,4689.206682155987,1.531648436890867,0.0001,0.9893832161092581,4686.685650502987
23,I2,2.0,4334.7538524504935,1.9805847887999621,0.0001,0.987138385345997,4331.786129276347
23,I3,2.0,147470.24103187118,1.2863875245114142,0.0001,0.8776597524076218,147468.07698459426
23,I4,2.0,244609.4766306727,1.1020139899927188,0.0001,1.5397294046960597,244606.834887278
