iteration,investor,termination,solve_seconds,optimistic_mpec_profit_eur_per_day,max_access_shadow_price_eur_per_mw_day,strong_duality_gap,total_power_mw,total_energy_mwh,max_rel_delta_power,max_rel_delta_energy,abs_capacity_step_mw_equivalent,abs_offer_step_mw,abs_price_step_eur_per_mwh,converged_sweep_streak,max_undamped_delta_power_mw,undamped_capacity_residual_mw_equivalent,undamped_offer_residual_mw,undamped_price_residual_eur_per_mwh
19,I1,optimal,11.729890199989313,4745.377885827245,4.5294305739290926e-07,0.0007195251528173685,47.14293348065659,117.37753790635979,0.014863464498362386,0.01486349097826635,0.22657154811948277,0.018438415769888743,0.02175658533620309,0,0.8282713209583221,0.9062862069009326,0.07375369800938664,0.0870263413448123
19,I2,optimal,15.266651100013405,4387.970749544089,4.4677115887244594e-07,0.0005218394799157977,40.218086937850515,113.1554264473692,0.014854525335235312,0.014854452842042891,0.2912748084051211,0.03848700216250517,0.051530001436924516,0,1.1055066464844998,1.1650992417757216,0.15394802080120723,0.20612000574769818
19,I3,optimal,17.650949800008675,147430.61483399535,5.160706777153525e-07,0.0014342150534503162,47.70945703629153,163.86924954840438,0.09047365670810426,0.09047365739154534,0.28231659539085013,0.02139071929966516,0.1822179969563692,0,0.9766201059840895,1.1292663853144103,0.08556290424804752,0.7288719878254768
19,I4,optimal,18.74703870000667,244586.19870247756,8.317937458773101e-07,0.0016235390212386847,57.49725876618986,199.17516810976508,0.025787268053536788,0.02578727110823545,0.2662638364098492,0.03591271315696931,1.3805627670062552,0,0.9856360484553619,1.0650553507584124,0.14365086659770376,5.522251068025021
20,I1,optimal,39.535095700004604,4735.016044723354,4.2983740714619154e-07,0.0005604996113106608,46.89828563768552,117.0047146351395,0.01115315981400769,0.011153241411138902,0.24970809942661085,0.013829569401411028,0.02005045637495968,0,0.9339787326282405,0.9988324025082721,0.05531831466779912,0.08020182549983876
20,I2,optimal,17.33706409999286,4376.329298965267,4.252820990739696e-07,0.00042840983951464295,39.917243695049436,112.78259422485945,0.011150046755154248,0.01115010943893871,0.30291433683667834,0.02246457848727506,0.045721384518208126,0,1.1587727841837037,1.211657351205141,0.08985832817504712,0.1828855380728325
20,I3,optimal,31.041140599991195,147191.1693015798,4.763075814540473e-08,0.0017346724634990096,47.397023642629435,164.11232645834014,0.08780280775862082,0.08780300004236985,0.26308296711950246,0.016362641968356642,2.886465315084789,0,0.8764759183284667,1.0523318684780187,0.0654505678734292,11.545861260339157
20,I4,optimal,18.358717700000852,244611.94608038952,0.00035547271895558724,0.0016912344144657254,57.163339653345666,199.33849296692932,0.023740028058084825,0.023740012269824314,0.27723380026769184,0.046952265490905504,1.9462949798886968,0,0.9778693241745202,1.1089352078813854,0.18780907004077657,7.785179919554786
21,I1,optimal,28.070233099977486,4722.528458285645,7.971018991968099e-07,0.0003816801472567022,46.655457606339986,116.64380405384875,0.008358419296280832,0.008358417697868988,0.24993531433921204,0.010371472251079237,0.0176879151489054,1,0.9378784481970115,0.9997412713119351,0.041485951392632656,0.07075166059562155
21,I2,optimal,19.486277999996673,4364.391877697933,3.959475360013086e-07,0.00036062265280634165,39.615389338792674,112.42172207705616,0.008360466401591972,0.008360479167733657,0.3059878065536388,0.017162498266838473,0.041815926452795374,1,1.1739755594206969,1.2239512290459587,0.0686500143904016,0.16675416959987513
21,I3,optimal,25.161209899990354,147462.76742951965,1.1545436176538062e-06,0.0009073367109522223,47.139947830816254,164.40134719214802,0.027456628555761864,0.027456583009438096,0.24404968989802706,0.01226876857617137,0.31932897939465166,1,0.9020402607610407,0.9761987719838746,0.04907512599711801,1.2773159175786069
21,I4,optimal,27.25450370000908,244414.40630364744,8.976130292377056e-06,0.0014931062469258904,57.0931349436059,199.7041597952381,0.01451069243947746,0.01451069331651298,0.12867712607584222,0.03191943671504037,0.44785994545689767,1,0.3631378550029254,0.5147085043967985,0.12767774709632967,1.7914397818275904
22,I1,optimal,23.651667500002077,4710.013379378091,3.9539809403908335e-07,0.00040391430957242846,46.407809597808395,116.2921272274781,0.006267701111463679,0.006267579620733901,0.25593382821538374,0.030401170447106513,0.021522295876332795,0,0.9655212296805189,1.023735315671492,0.12160469885244883,0.08608918350533121
22,I2,optimal,9.722041899978649,4354.105201832763,3.914601753078118e-07,0.0003359985421411693,39.3155591437354,112.0700339199565,0.007415122970527187,0.006263266449741348,0.30564677027941556,0.024265509789398294,0.037733402204315925,0,1.1742674221871496,1.2225870888596413,0.09706205837478354,0.15093360881726364
22,I3,optimal,18.80011729997932,147454.59245318547,6.589190775595359e-07,0.0011667535291053355,46.890561241652236,164.67889483298254,0.032220659981530064,0.032220625669799025,0.23390323847905223,0.008414585976179613,0.2537891056103158,0,0.8563172092752325,0.9356129640824249,0.03365842206626745,1.0151564224412633
22,I4,optimal,5.558622699987609,244642.2715685524,0.00021995091941148808,0.0017136739916168153,56.86468095775478,200.27649000708436,0.013342739178137037,0.013342732574127577,0.2808368629670652,0.029346999535760865,1.6232301260623268,0,0.975640811550349,1.1233474585306482,0.1173880110823345,6.492920504249307
23,I1,optimal,27.91078770000604,4689.206682155987,4.442607311125005e-07,0.000365374144166708,46.16470636329001,115.89377802129164,0.00513919072286583,0.004701478631870251,0.25752278987057176,0.009381992239440471,0.011804122952111652,1,0.9536071192400115,1.0300911722967288,0.03752803485859224,0.047216491808446566
23,I2,optimal,28.223342300014338,4334.7538524504935,9.327347834968298e-08,0.00034427735954523087,39.0197614342679,111.67169775211056,0.007407747802420149,0.004697453367248642,0.30695539875773403,0.06406233032449132,0.041037237822308836,1,1.1644008051470465,1.227821602755536,0.25624932857348526,0.16414895128923535
23,I3,optimal,11.059628000017256,147470.24103187118,4.76462982219901e-08,0.0009367267484776676,46.63932476495747,164.9027348941532,0.03085738487912698,0.030857359188388334,0.2324080760189226,0.007240268246950736,0.2706440773995924,1,0.872305726640711,0.9296323186781081,0.02896116045797583,1.0825763095983696
23,I4,optimal,10.457556900015334,244609.4766306727,8.275540297502494e-06,0.0014759888290427625,56.62981877083166,200.57425656692533,0.008164140627810866,0.008164142490046392,0.2568950887975848,0.020459403913195354,0.47945421089509926,1,0.9857617912095265,1.0275803575821973,0.08183763688636993,1.917816843580397
