hour,lambda_system,system_net_injection_residual_mw
1,67.15000051920977,3.030625242802668e-14
2,67.15000046481288,-6.826292001465114e-14
3,67.15000037222518,-4.466618416108694e-14
4,67.15000025254277,-7.343907935418343e-15
5,67.15000040162253,1.049014217600431e-14
6,67.15000052813934,-3.322784777382374e-14
7,67.15000060402141,1.2942125965170897e-15
8,67.15000062319064,-1.2003145566554003e-14
9,67.15000056395517,-2.476640473568862e-14
10,60.000000672095375,-3.4758208748817028e-15
11,60.000000580176504,-1.7585672734475144e-14
12,60.00000056052779,-4.2859527735553544e-14
13,60.000000537034744,1.3572360220770528e-14
14,60.000000501239526,-2.046043730944952e-14
15,60.0000005032265,4.521959631354909e-14
16,60.00000054848859,2.5177381310048145e-14
17,60.000000616058685,-5.821488807512964e-14
18,67.1500005032032,2.2014938591090655e-15
19,67.14999953601344,9.559411573891207e-15
20,67.14999962040643,1.1952266821305922e-13
21,67.15000061269048,3.3635220672978953e-15
22,67.15000060241682,-3.9105244567503753e-14
23,67.15000056577227,3.2932932686218408e-15
24,67.15000053798354,6.309595868530241e-14
