investor,node,power_mw,energy_mwh
I1,N1,0.0,0.0
I1,N2,0.0,0.0
I1,N3,9.700695341537074,36.319053718623316
I1,N4,0.0,0.0
I1,N5,0.0,0.0
I1,N6,13.804710229896335,43.11357489278907
I1,N7,0.0,0.0
I1,N8,17.183206564603246,34.53060290154676
I1,N9,6.105174161132156,22.839350980215887
I2,N1,0.0,0.0
I2,N2,0.0,0.0
I2,N3,10.354250867473578,38.693266542360064
I2,N4,0.0,0.0
I2,N5,0.0,0.0
I2,N6,13.766450812814671,42.99074482980084
I2,N7,0.0,0.0
I2,N8,17.118717007294666,34.32344959900127
I2,N9,5.554345231985518,20.79512106232375
I3,N1,0.0,0.0
I3,N2,0.0,0.0
I3,N3,15.536806816975567,40.671272141970064
I3,N4,0.0,0.0
I3,N5,0.0,0.0
I3,N6,8.253668985955617,33.915356766293044
I3,N7,0.0,0.0
I3,N8,7.809026913284928,19.016198117503727
I3,N9,15.20138999981576,43.19221582380699
I4,N1,0.0,0.0
I4,N2,0.0,0.0
I4,N3,13.409927632731033,39.37057232164449
I4,N4,0.0,0.0
I4,N5,0.0,0.0
I4,N6,8.254527455482288,33.22960047301194
I4,N7,0.0,0.0
I4,N8,7.822593269293983,17.862470292646478
I4,N9,17.3069293988665,46.3325419999388
