hour,node,shed_mw,bound_mw,marginal_wtp_eur_per_mwh,xi_shed_dual
1,N1,-9.874755373878358e-09,41.94,3999.999997645504,-1.8055613032035685e-09
1,N2,-9.874755374022478e-09,251.64,3999.999999607584,8.03240644942987e-09
1,N3,-9.874755374023351e-09,251.64,3999.999999607584,8.032406449429912e-09
1,N4,-9.874755374013905e-09,251.64,3999.999999607584,8.032406449429328e-09
1,N5,-9.874755373844402e-09,41.94,3999.999997645504,-1.8055613032020597e-09
2,N1,-9.874764044557808e-09,40.44,3999.999997558169,-2.2434530438477237e-09
2,N2,-9.874764044702419e-09,242.64,3999.9999995930284,7.959424492662238e-09
2,N3,-9.87476404469988e-09,242.64,3999.9999995930284,7.959424492662241e-09
2,N4,-9.874764044701704e-09,242.64,3999.9999995930284,7.959424492661475e-09
2,N5,-9.874764044565128e-09,40.44,3999.999997558169,-2.2434530438459966e-09
3,N1,-9.874764044532193e-09,39.54,3999.999997502589,-2.522135586605674e-09
3,N2,-9.87476404468546e-09,237.24,3999.9999995837647,7.91297740220107e-09
3,N3,-9.874764044683005e-09,237.24,3999.9999995837647,7.912977402201083e-09
3,N4,-9.874764044680237e-09,237.24,3999.9999995837647,7.912977402200334e-09
3,N5,-9.874764044539628e-09,39.54,3999.999997502589,-2.522135586604013e-09
4,N1,-9.874764044522044e-09,37.8,3999.9999973876284,-3.0985513516951663e-09
4,N2,-9.874764044680669e-09,226.8,3999.999999564605,7.816908108016203e-09
4,N3,-9.874764044678768e-09,226.8,3999.999999564605,7.816908108016275e-09
4,N4,-9.874764044676084e-09,226.8,3999.999999564605,7.816908108015706e-09
4,N5,-9.874764044529336e-09,37.8,3999.9999973876284,-3.098551351693717e-09
5,N1,-9.874764044525923e-09,38.58,3999.999997440445,-2.8337283850241235e-09
5,N2,-9.8747640446855e-09,231.48,3999.9999995734074,7.86104526912962e-09
5,N3,-9.874764044682751e-09,231.48,3999.9999995734074,7.86104526912966e-09
5,N4,-9.874764044677858e-09,231.48,3999.9999995734074,7.861045269128977e-09
5,N5,-9.874764044533338e-09,38.58,3999.999997440445,-2.833728385022555e-09
6,N1,-9.874764044692502e-09,42.36,3999.999997668847,-1.6885089964503381e-09
6,N2,-9.874764044830387e-09,254.16,3999.9999996114743,8.051915167229544e-09
6,N3,-9.874764044828876e-09,254.16,3999.9999996114743,8.051915167229527e-09
6,N4,-9.874764044831176e-09,254.16,3999.9999996114743,8.051915167228758e-09
6,N5,-9.874764044700514e-09,42.36,3999.999997668847,-1.6885089964484786e-09
7,N1,-9.874968373330169e-09,51.9,3999.9999980973084,4.600146224144838e-10
7,N2,-9.708199029525395e-09,311.4,3999.99999968824,8.262140238595185e-09
7,N3,-9.82136602863764e-09,311.4,3999.999999684606,8.410002437078898e-09
7,N4,-9.856603428614996e-09,311.4,3999.9999996834745,8.410002437053949e-09
7,N5,-9.87369254039946e-09,51.9,3999.9999980975545,4.6001462241237946e-10
8,N1,-9.87353419543814e-09,59.7,3999.9999983461416,1.7064448728397232e-09
8,N2,-8.678483074721063e-09,358.2,3999.9999997577197,8.237862556052973e-09
8,N3,-9.818717535525683e-09,358.2,3999.9999997258874,8.617740812141701e-09
8,N4,-9.850177640821596e-09,358.2,3999.999999725009,8.617740812139906e-09
8,N5,-9.873692540416674e-09,59.7,3999.9999983461153,1.7064448727313758e-09
9,N1,-9.87353419536355e-09,60.0,3999.9999983544108,1.7479126484725841e-09
9,N2,-9.761837353748172e-09,360.0,3999.999999728838,8.55841013590702e-09
9,N3,-9.818794503082372e-09,360.0,3999.9999997272557,8.624652108078e-09
9,N4,-9.850204238957855e-09,360.0,3999.999999726383,8.624652108076733e-09
9,N5,-9.873692540416631e-09,60.0,3999.9999983543844,1.7479126483682667e-09
10,N1,-9.87369254040657e-09,54.36,3999.999998183647,8.917358149906741e-10
10,N2,-9.87369254051767e-09,326.16,3999.9999996972747,8.481955969148226e-09
10,N3,-9.873692540517906e-09,326.16,3999.9999996972747,8.481955969148263e-09
10,N4,-9.873692540517284e-09,326.16,3999.9999996972747,8.481955969148164e-09
10,N5,-9.873692540405463e-09,54.36,3999.999998183647,8.917358149896021e-10
11,N1,-9.873692540373494e-09,48.18,3999.9999979506656,-2.765720443970324e-10
11,N2,-9.873692540496176e-09,289.08,3999.9999996584443,8.287237992581002e-09
11,N3,-9.873692540496175e-09,289.08,3999.9999996584443,8.287237992580997e-09
11,N4,-9.873692540496166e-09,289.08,3999.9999996584443,8.28723799258099e-09
11,N5,-9.873692540374056e-09,48.18,3999.9999979506656,-2.765720443963574e-10
12,N1,-9.87401112253984e-09,45.9,3999.9999978487995,-7.870422896809327e-10
12,N2,-9.874011122667584e-09,275.4,3999.9999996414667,8.202159618362353e-09
12,N3,-9.874011122665515e-09,275.4,3999.9999996414667,8.202159618362312e-09
12,N4,-9.874011122667027e-09,275.4,3999.9999996414667,8.202159618362368e-09
12,N5,-9.874011122540119e-09,45.9,3999.9999978487995,-7.870422896800592e-10
13,N1,-9.874011122525789e-09,44.94,3999.999997802846,-1.0174730996417236e-09
13,N2,-9.87401112265614e-09,269.64,3999.9999996338074,8.163754483368846e-09
13,N3,-9.87401112265465e-09,269.64,3999.9999996338074,8.163754483368775e-09
13,N4,-9.874011122655438e-09,269.64,3999.9999996338074,8.163754483368871e-09
13,N5,-9.874011122525999e-09,44.94,3999.999997802846,-1.0174730996407575e-09
14,N1,-9.874011122523372e-09,44.46,3999.999997779125,-1.136420177640735e-09
14,N2,-9.874011122654966e-09,266.76,3999.9999996298543,8.14392997036837e-09
14,N3,-9.874011122653663e-09,266.76,3999.9999996298543,8.143929970368297e-09
14,N4,-9.874011122654235e-09,266.76,3999.9999996298543,8.143929970368396e-09
14,N5,-9.874011122523519e-09,44.46,3999.999997779125,-1.1364201776397754e-09
15,N1,-9.874011122525777e-09,43.86,3999.9999977487437,-1.2887651868887344e-09
15,N2,-9.874011122659021e-09,263.16,3999.9999996247907,8.118539135492376e-09
15,N3,-9.87401112265757e-09,263.16,3999.9999996247907,8.118539135492318e-09
15,N4,-9.874011122658212e-09,263.16,3999.9999996247907,8.118539135492396e-09
15,N5,-9.874011122525858e-09,43.86,3999.9999977487437,-1.2887651868878014e-09
16,N1,-9.87401112258727e-09,45.48,3999.9999978289334,-8.866587750513761e-10
16,N2,-9.874011122714831e-09,272.88,3999.9999996381557,8.185556870795206e-09
16,N3,-9.874011122712953e-09,272.88,3999.9999996381557,8.185556870795185e-09
16,N4,-9.874011122715179e-09,272.88,3999.9999996381557,8.185556870795211e-09
16,N5,-9.87401112258721e-09,45.48,3999.9999978289334,-8.866587750506217e-10
17,N1,-9.873692540389854e-09,48.66,3999.999997970881,-1.7520018693717125e-10
17,N2,-9.873692540511122e-09,291.96,3999.9999996618135,8.304133302155508e-09
17,N3,-9.87369254051119e-09,291.96,3999.9999996618135,8.304133302155526e-09
17,N4,-9.873692540510948e-09,291.96,3999.9999996618135,8.30413330215546e-09
17,N5,-9.873692540389806e-09,48.66,3999.999997970881,-1.7520018693721095e-10
18,N1,-9.873692540397092e-09,50.04,3999.99999802684,1.0541084939294478e-10
18,N2,-9.873692540517961e-09,300.24,3999.99999967114,8.350901808212244e-09
18,N3,-9.873692540518333e-09,300.24,3999.99999967114,8.350901808212337e-09
18,N4,-9.873692540517585e-09,300.24,3999.99999967114,8.35090180821221e-09
18,N5,-9.873692540395019e-09,50.04,3999.99999802684,1.0541084939088013e-10
19,N1,-9.862532339524076e-09,50.52,3999.9999980477965,1.994211986524658e-10
19,N2,-9.843941685573082e-09,303.12,3999.9999996752463,8.366570198761535e-09
19,N3,-9.835385511376144e-09,303.12,3999.999999675528,8.366570198985423e-09
19,N4,-9.790631548361356e-09,303.12,3999.999999677005,8.335009374639908e-09
19,N5,-9.873692540396044e-09,50.52,3999.9999980455873,1.9942119761395708e-10
20,N1,-9.862532339573118e-09,55.62,3999.999998226801,1.0980718978486578e-09
20,N2,-9.843941685697104e-09,333.72,3999.999999705024,8.516345315482223e-09
20,N3,-9.83538551153e-09,333.72,3999.9999997052805,8.516345315659587e-09
20,N4,-9.455725034841993e-09,333.72,3999.999999716657,8.224266643568682e-09
20,N5,-9.873692540408374e-09,55.62,3999.9999982247946,1.0980718968490861e-09
21,N1,-9.862532339545907e-09,53.88,3999.9999981695373,8.10593150679954e-10
21,N2,-9.843941685613701e-09,323.28,3999.999999695498,8.468432190880448e-09
21,N3,-9.835385511424817e-09,323.28,3999.9999996957627,8.46843219107574e-09
21,N4,-9.698919231646824e-09,323.28,3999.999999699984,8.315144266731668e-09
21,N5,-9.873692540404493e-09,53.88,3999.999998167466,8.105931496467062e-10
22,N1,-9.87369254037084e-09,42.23999999999999,3999.999997662478,-1.7217149880458494e-09
22,N2,-9.873692540512101e-09,253.44,3999.999999610413,8.046380835297488e-09
22,N3,-9.873692540512402e-09,253.44,3999.999999610413,8.04638083529759e-09
22,N4,-9.873692540510864e-09,253.44,3999.999999610413,8.046380835297127e-09
22,N5,-9.873692540369196e-09,42.23999999999999,3999.999997662478,-1.7217149880466832e-09
23,N1,-9.873692540345505e-09,37.14,3999.999997341494,-3.331320438718579e-09
23,N2,-9.873692540503991e-09,222.84,3999.9999995569156,7.778113260176648e-09
23,N3,-9.873692540504245e-09,222.84,3999.9999995569156,7.778113260176769e-09
23,N4,-9.873692540503353e-09,222.84,3999.9999995569156,7.778113260176357e-09
23,N5,-9.873692540345337e-09,37.14,3999.999997341494,-3.331320438718612e-09
24,N1,-9.873692540324731e-09,34.38,3999.999997128071,-4.401548606561713e-09
24,N2,-9.873692540495129e-09,206.28,3999.999999521345,7.599741898862776e-09
