hour,lambda_system,system_net_injection_residual_mw
1,40.000001643815956,4.263256414560601e-14
2,40.00000045593797,7.105427357601002e-14
3,40.00000040915396,9.947598300641403e-14
4,40.000000403241806,1.4210854715202004e-14
5,40.0000004058613,-9.947598300641403e-14
6,40.000000580994396,0.0
7,3367.8420644293165,8.526512829121202e-14
8,3402.877325900276,7.105427357601002e-14
9,3402.87732585224,2.842170943040401e-14
10,80.00000080075965,-2.842170943040401e-14
11,80.00000071211008,-3.2862601528904634e-14
12,70.08768067745379,-1.4210854715202004e-14
13,70.08768062491689,1.4210854715202004e-14
14,70.08768062111676,8.526512829121202e-14
15,70.08768064658697,9.947598300641403e-14
16,70.08768088330733,2.1316282072803006e-14
17,80.00000079107696,7.105427357601002e-14
18,80.00000080658502,0.0
19,2698.332464616714,-5.684341886080802e-14
20,2698.332465034671,2.842170943040401e-14
21,2698.3324647632817,1.1368683772161603e-13
22,80.000000800774,-2.842170943040401e-14
23,80.00000079241575,4.263256414560601e-14
24,80.00000077885491,3.197442310920451e-14
