iteration,investor,termination,solve_seconds,optimistic_mpec_profit_eur_per_day,max_access_shadow_price_eur_per_mw_day,strong_duality_gap,total_power_mw,total_energy_mwh,max_rel_delta_power,max_rel_delta_energy,abs_capacity_step_mw_equivalent,abs_offer_step_mw,abs_price_step_eur_per_mwh,converged_sweep_streak,max_undamped_delta_power_mw
1,I1,optimal,5.029289199999766,-0.001240037734889288,-0.002380225922825425,0.0018997364095412195,67.50001630664518,135.00003707999522,0.24999992114783715,0.24999991374964498,,,,,9.999996845913486
1,I2,optimal,2.5076611999975285,-0.001006888528896818,8.151979116869366e-06,0.0005180058069527149,67.50000516067045,135.00001403284887,0.24999994316437943,0.24999992331509455,,,,,9.999997726575177
1,I3,optimal,2.8707308000011835,204986.25289876302,-0.005250881704522894,0.0018990212120115757,67.50000200865446,135.0000089219977,0.24999998699793125,0.2499999744009907,,,,,9.99999947991725
1,I4,optimal,3.0379769999999553,160858.05134315457,-4.7365822791572215e-06,0.0018988638767041266,67.50000171678634,135.00000597686332,0.2499999921150632,0.24999998114144165,,,,,9.999999684602528
2,I1,optimal,183.59947180000017,-0.0008655359377836764,5.194977272518966e-06,0.0005232496187090874,50.62501664182708,101.25004076997777,0.2499999574460157,0.24999992987519828,,,,,7.500000592109954
2,I2,optimal,4.161651599999459,-0.0008046154091189689,5.057863580104637e-08,0.0005258401506580412,50.62500652774637,101.25001971227664,0.24999996229349714,0.24999993606576237,,,,,7.499999458950212
2,I3,optimal,2.3549458000052255,204986.25306095934,-2.874669372091973e-07,0.0018337684450671077,50.62500253317235,101.25001044890796,0.24999998791926403,0.2499999797471809,,,,,7.499999816971017
2,I4,optimal,3.2309524999946007,160858.10646608082,7.142318392653598e-07,0.0008940418483689427,50.625026247690144,101.25006111134562,0.24999967326529812,0.24999962310552268,,,,,7.499990276808208
3,I1,optimal,1.3233231999984127,-0.0003442831695735113,-0.00021848596308816004,0.0017836792976595461,37.968763883994335,75.93753708429995,0.2499999814497039,0.24999996942216646,,,,,5.625001799270993
3,I2,optimal,2.6338808000000427,-0.0011741870435764145,1.0549586626940726e-07,0.0005228041554801166,37.968762350365395,75.93753343095008,0.24999993304861284,0.24999991083528997,,,,,5.624999220724802
3,I3,optimal,3.8990483000015956,204986.6334892946,4.955228420807134e-08,0.001313778047915548,37.968773917242494,75.93755865580593,0.24999962424409514,0.24999955159878107,,,,,5.624991733612897
3,I4,optimal,3.4026081999982125,160858.1058496694,4.789362148239683e-08,0.0008940301486290991,37.968800574103106,75.93761408650381,0.2499994206287191,0.24999935772884385,,,,,5.624990459103476
4,I1,optimal,1.7828976999953738,-0.0002915736625454451,8.977189316874994e-06,0.0017422917881049216,28.47657450082285,56.95315817887891,0.24999997623673917,0.2499999530326896,,,,,4.218751365829877
4,I2,optimal,3.2545154000108596,-0.00221135377269627,1.4599117822573868e-05,0.000509051897097379,28.47659259068371,56.95319719426277,0.24999963583365375,0.24999957865133784,,,,,4.218745357383059
4,I3,optimal,2.732536600000458,204986.2528372827,1.4473223262707448e-05,0.001747320988215506,28.476583979888485,56.95317954439129,0.24999991071476269,0.2499998628229122,,,,,4.2187512821227555
4,I4,optimal,4.286509799996566,160858.10572775084,1.6617157963957643e-05,0.0008939881226979196,28.476642364121854,56.953302103857546,0.24999920453723884,0.24999907416033387,,,,,4.218742493344608
5,I1,optimal,2.61582400000043,-0.0030950196251373096,3.4173331900245544e-06,0.0005046591977588832,21.357472267862352,42.714958949858506,0.24999860701055523,0.24999847866222022,,,,,3.1640461822031782
5,I2,optimal,1.8061689999958617,-0.0015581471509382005,4.907907965260256e-06,0.0005215144483372569,21.35745668983795,42.71492713546131,0.24999963211764178,0.24999955074750807,,,,,3.164061306001795
5,I3,optimal,5.3952003000013065,204986.6281874021,2.7917161240258354e-07,0.0013128127320669591,21.357464188767622,42.714946522994374,0.249999531188471,0.24999915960341654,,,,,3.164059005808365
5,I4,optimal,3.6499263000005158,160858.02681497645,0.0034677849036968945,0.001718943181913346,21.357807110243996,42.7158881664228,0.24999988684963706,0.24999982477191937,,,,,3.16407036634296
6,I1,optimal,2.6334994999997434,-0.0010240501376374395,1.1428649368912997e-06,0.0005293950671330094,16.018111072712983,32.036237455438105,0.24999968405051076,0.24999957999637598,,,,,2.3730496736662956
6,I2,optimal,1.7999991999968188,-8.396266449202975e-05,4.775186047316273e-08,0.0016954743769019842,16.018092872658677,32.03619685685806,0.24999998762282438,0.24999997457895337,,,,,2.373050789624338
6,I3,optimal,4.0322154999958,204986.62717718206,-7.68118719396465e-06,0.0013128590653650463,16.018139880767635,32.03630287720363,0.2499981073600438,0.24999787765646783,,,,,2.3730348508846606
6,I4,optimal,4.205681799998274,160858.05083363174,3.3597360516785714e-06,0.0016776531119830906,16.018364970895565,32.036940098171385,0.24999996232723803,0.24999992284206365,,,,,2.373099281364138
7,I1,optimal,10.248761599999852,-0.0006798720859861526,4.6610415601565395e-08,0.0005325849051587284,12.013586789931274,24.027188502359387,0.24999989774219028,0.2499998054995049,,,,,1.779789379449661
7,I2,optimal,2.705652299999201,-0.001210015522777023,5.757026302668152e-06,0.0005268717068247497,12.013579658610524,24.027171726480393,0.2499996360488615,0.24999950480382396,,,,,1.7797854992593631
7,I3,optimal,3.8943567000023904,204980.06274728748,2.4346293755263537e-07,0.0013112956075929105,12.129704008722914,24.259432131291664,0.24999958057944405,0.24999938925861304,,,,,1.7797898526057627
7,I4,optimal,3.3336158000020077,160851.54113236893,5.417838460808374e-06,0.0008940722909756005,12.129858652009315,24.25988245929071,0.24999905065423944,0.24999865772260302,,,,,1.779819813535808
