investor,node,hour,installed_power_mw,charge_bid_mw,discharge_bid_mw
I1,N2,5,2.20213370141519e-06,1.3189054072790525e-06,1.2314440754370056e-06
I1,N2,6,2.20213370141519e-06,1.3210710758213278e-06,1.228791540102487e-06
I1,N2,7,2.20213370141519e-06,1.3232890757451276e-06,1.2262596515171338e-06
I1,N2,8,2.20213370141519e-06,1.3255766401137758e-06,1.2236079024169148e-06
I1,N2,9,2.20213370141519e-06,1.3279649986550156e-06,1.220795680666973e-06
I1,N2,10,2.20213370141519e-06,1.3350807647571403e-06,1.212480227825881e-06
I1,N2,11,2.20213370141519e-06,1.3318281725356651e-06,1.2163246426335518e-06
I1,N2,12,2.20213370141519e-06,1.3283292309709475e-06,1.2202994867396944e-06
I1,N2,13,2.20213370141519e-06,1.3246205417989933e-06,1.2243661112972557e-06
I1,N2,14,2.20213370141519e-06,1.3207154723120399e-06,1.2285533205638335e-06
I1,N2,15,2.20213370141519e-06,1.3166140743840137e-06,1.2328515306451935e-06
I1,N2,16,2.20213370141519e-06,1.3123041263426685e-06,1.2372646910576748e-06
I1,N2,17,2.20213370141519e-06,1.3077527526836112e-06,1.2418856777175294e-06
I1,N2,18,2.20213370141519e-06,1.2982661364936554e-06,1.2521957158412787e-06
I1,N2,19,2.20213370141519e-06,1.299865854595302e-06,1.2509174631373806e-06
I1,N2,20,2.20213370141519e-06,1.3023544929715018e-06,1.2473992384699446e-06
I1,N2,21,2.20213370141519e-06,1.3033216056929363e-06,1.2477097012987435e-06
I1,N2,22,2.20213370141519e-06,1.3051598282962017e-06,1.246013388702086e-06
I1,N2,23,2.20213370141519e-06,1.307037723227284e-06,1.2439839556936304e-06
I1,N2,24,2.20213370141519e-06,1.308967502610589e-06,1.2419715164880557e-06
I1,N3,1,12.242805368430766,4.7598702468621275,0.15364769613418217
I1,N3,2,12.242805368430766,4.754470204759667,0.12979393423747643
I1,N3,3,12.242805368430766,4.7470382428632725,0.0029268162718212028
I1,N3,4,12.242805368430766,4.736074871147885,0.001012601778669839
I1,N3,5,12.242805368430766,4.7354831325507085,0.003064061097124565
I1,N3,6,12.242805368430766,4.722971939059378,0.16695969293540544
I1,N3,7,12.242805368430766,4.716131674245557,5.135476537323192
I1,N3,8,12.242805368430766,5.012623457889487,7.755505143291289
I1,N3,9,12.242805368430766,5.224835366560478,0.5467588384859756
I1,N3,10,12.242805368430766,5.254044725601331,2.326231234503839e-07
I1,N3,11,12.242805368430766,5.254045728958815,2.1749258856406459e-07
I1,N3,12,12.242805368430766,7.8764451771692485,2.12406602074522e-07
I1,N3,13,12.242805368430766,12.242805179333212,2.736620748413676
I1,N3,14,12.242805368430766,12.242805252739135,4.317258281694872
I1,N3,15,12.242805368430766,11.34753394413941,4.917833140100104
I1,N3,16,12.242805368430766,2.689078978892566e-07,3.58390016791784
I1,N3,17,12.242805368430766,2.3814954956836493e-07,2.7263842446819014e-05
I1,N3,18,12.242805368430766,2.520550868956305e-07,0.44576503083576974
I1,N3,19,12.242805368430766,0.23510258993522726,10.889684255547635
I1,N3,20,12.242805368430766,3.825724742116047,0.004908706603167163
I1,N3,21,12.242805368430766,3.8090398397547798,10.682414257301522
I1,N3,22,12.242805368430766,4.681859909931765,1.9861774148500049
I1,N3,23,12.242805368430766,4.76613799537409,0.21453265492385468
I1,N3,24,12.242805368430766,4.764064411333124,0.1758020808302661
I1,N4,1,2.201856409406581e-06,1.3113506795209864e-06,1.2382715189645807e-06
I1,N4,2,2.201856409406581e-06,1.3131189948101161e-06,1.2364495290231265e-06
I1,N4,3,2.201856409406581e-06,1.3144976438741686e-06,1.2357513002078797e-06
I1,N4,4,2.201856409406581e-06,1.3161200193459637e-06,1.2331790281360742e-06
I1,N4,5,2.201856409406581e-06,1.316860223407056e-06,1.2348711392165002e-06
I1,N4,6,2.201856409406581e-06,1.3196146493964162e-06,1.229327252207222e-06
I1,N4,7,2.201856409406581e-06,1.3215023155485826e-06,1.22713361832007e-06
I1,N4,8,2.201856409406581e-06,1.3234309957410634e-06,1.2249287704613503e-06
I1,N4,9,2.201856409406581e-06,1.325421952008351e-06,1.2226290890038437e-06
I1,N4,10,2.201856409406581e-06,1.3328335318398124e-06,1.2155263131145279e-06
I1,N4,11,2.201856409406581e-06,1.323804355551458e-06,1.2246164215891426e-06
I1,N4,12,2.201856409406581e-06,1.3305276128200647e-06,1.2178016239248656e-06
I1,N4,13,2.201856409406581e-06,1.3236470923566594e-06,1.2236390555461346e-06
I1,N4,14,2.201856409406581e-06,1.3299902790797744e-06,1.2233701042180434e-06
I1,N4,15,2.201856409406581e-06,1.3153572541389666e-06,1.2341689794058264e-06
I1,N4,16,2.201856409406581e-06,1.3053272395500482e-06,1.2440504214167975e-06
I1,N4,17,2.201856409406581e-06,1.3115996360132233e-06,1.2381333851433662e-06
I1,N4,18,2.201856409406581e-06,1.3004292076988446e-06,1.2427440133805154e-06
I1,N4,19,2.201856409406581e-06,1.3022419800997087e-06,1.2473350234417705e-06
I1,N4,20,2.201856409406581e-06,1.3044629748103646e-06,1.2440479526299983e-06
I1,N4,21,2.201856409406581e-06,1.3051327708635646e-06,1.2445957425658808e-06
I1,N4,22,2.201856409406581e-06,1.3066526473885096e-06,1.2430851140418616e-06
I1,N4,23,2.201856409406581e-06,1.308201160736598e-06,1.2415104817256105e-06
I1,N4,24,2.201856409406581e-06,1.3097923615529337e-06,1.2398588041864578e-06
I1,N5,1,2.2003865210485653e-06,1.310771301330703e-06,1.2354371927916403e-06
I1,N5,2,2.2003865210485653e-06,1.3124429361404226e-06,1.2346316034373487e-06
I1,N5,3,2.2003865210485653e-06,1.3141391048327094e-06,1.2318645120495498e-06
I1,N5,4,2.2003865210485653e-06,1.3158452408599866e-06,1.2299909566405745e-06
I1,N5,5,2.2003865210485653e-06,1.317624342964609e-06,1.228047945838432e-06
I1,N5,6,2.2003865210485653e-06,1.3194699125544387e-06,1.2259562787148535e-06
I1,N5,7,2.2003865210485653e-06,1.3213770545199846e-06,1.2237892532708112e-06
I1,N5,8,2.2003865210485653e-06,1.3233528593856678e-06,1.2215148722936835e-06
I1,N5,9,2.2003865210485653e-06,1.3254191289136906e-06,1.2191026445035632e-06
I1,N5,10,2.2003865210485653e-06,1.3327404870411831e-06,1.2113868867795448e-06
I1,N5,11,2.2003865210485653e-06,1.3247439230270885e-06,1.2183119973436608e-06
I1,N5,12,2.2003865210485653e-06,1.3290864771583618e-06,1.2155041490834562e-06
I1,N5,13,2.2003865210485653e-06,1.3230895771926605e-06,1.2210085434921537e-06
I1,N5,14,2.2003865210485653e-06,1.3252647973919437e-06,1.221893624907556e-06
I1,N5,15,2.2003865210485653e-06,1.3153973939069121e-06,1.229910331937055e-06
I1,N5,16,2.2003865210485653e-06,1.3064361618442721e-06,1.2375600975177343e-06
I1,N5,17,2.2003865210485653e-06,1.3101562716187602e-06,1.2342282974454665e-06
I1,N5,18,2.2003865210485653e-06,1.299807560072055e-06,1.2460777771968085e-06
I1,N5,19,2.2003865210485653e-06,1.3011735250735313e-06,1.2449820905719992e-06
I1,N5,20,2.2003865210485653e-06,1.3034104188315335e-06,1.2415519648263917e-06
I1,N5,21,2.2003865210485653e-06,1.3041328694841588e-06,1.242231705442755e-06
I1,N5,22,2.2003865210485653e-06,1.3057203263675088e-06,1.2406586396154226e-06
I1,N5,23,2.2003865210485653e-06,1.3073476141354167e-06,1.239004218142276e-06
I1,N5,24,2.2003865210485653e-06,1.309031259288018e-06,1.2372486094775845e-06
I1,N6,1,11.009898237356197,4.749804343605609,0.07663464496791562
I1,N6,2,11.009898237356197,4.728354348220034,0.023952600510033412
I1,N6,3,11.009898237356197,4.709535908491619,0.005991416870668622
I1,N6,4,11.009898237356197,4.692773506359287,1.3656861017058055
I1,N6,5,11.009898237356197,4.691991963734166,0.006473033596221482
I1,N6,6,11.009898237356197,4.67107181890869,0.12541286260535853
I1,N6,7,11.009898237356197,4.650513822425642,2.8177392317431793
I1,N6,8,11.009898237356197,4.634796753002425,6.343653133232697
I1,N6,9,11.009898237356197,4.856536032874359,0.6582953607367575
