n6_power_mw,n8_power_mw,termination,objective_eur_per_day,pv_curtailment_n6_mwh,pv_curtailment_n8_mwh,pv_curtailment_total_mwh,curtailed_hours_n6,curtailed_hours_n8,lambda_n6_pv_min,lambda_n6_pv_max,lambda_n8_pv_min,lambda_n8_pv_max,lambda_n6_pv_regimes,lambda_n8_pv_regimes,n6_duration_hours,n6_operating_margin_eur_per_day,n6_unit_operating_margin_eur_per_mw_day,n6_unit_capex_eur_per_mw_day,n6_unit_net_margin_eur_per_mw_day,n8_duration_hours,n8_operating_margin_eur_per_day,n8_unit_operating_margin_eur_per_mw_day,n8_unit_capex_eur_per_mw_day,n8_unit_net_margin_eur_per_mw_day
50.0,150.0,optimal,372408.83558086795,0.0,0.0,0.0,0,0,29.90869853658539,60.0,38.495039999999996,60.0,29.909|41.331|52.200|60.000,38.495|49.917|52.200|60.000,3.3905920000535392,1555.1699078836286,31.103398157672572,22.500084382371174,8.603313775301398,2.59333527280942,2.4442670110147446e-12,1.6295113406764965e-14,17.705858389071004,-17.705858389070986
50.0,175.0,optimal,372408.83558086795,0.0,0.0,0.0,0,0,29.90869853658539,60.0,38.495039999999996,60.0,29.909|41.331|52.200|60.000,38.495|49.917|52.200|60.000,3.3905920000535392,1555.1699078836286,31.103398157672572,22.500084382371174,8.603313775301398,2.59333527280942,2.4442670110147446e-12,1.3967240062941398e-14,17.705858389071004,-17.70585838907099
50.0,200.0,optimal,372408.83558086795,0.0,0.0,0.0,0,0,29.90869853658539,60.0,38.495039999999996,60.0,29.909|41.331|52.200|60.000,38.495|49.917|52.200|60.000,3.3905920000535392,1555.1699078836286,31.103398157672572,22.500084382371174,8.603313775301398,2.59333527280942,2.4442670110147446e-12,1.2221335055073723e-14,17.705858389071004,-17.705858389070993
75.0,0.0,optimal,380784.2699202918,0.0,226.0325235538416,226.0325235538416,0,4,23.21905387647831,60.0,-0.0,60.0,23.219|41.331|52.200|60.000,-0.000|31.805|49.917|52.200|60.000,3.3905920000535392,4150.211245460059,55.336149939467454,22.500084382371174,32.836065557096276,0.0,0.0,,,
75.0,25.0,optimal,378117.8557894102,0.0,156.76608998521385,156.76608998521385,0,4,23.21905387647831,60.0,-0.0,60.0,23.219|41.331|52.200|60.000,-0.000|31.805|49.917|52.200|60.000,3.3905920000535392,4150.211245460057,55.33614993946743,22.500084382371174,32.83606555709626,2.59333527280942,2666.4141308816647,106.65656523526658,17.705858389071004,88.95070684619557
75.0,50.0,optimal,375451.4416585285,0.0,87.49965641658622,87.49965641658622,0,2,23.21905387647831,60.0,-0.0,60.0,23.219|41.331|52.200|60.000,-0.000|31.805|49.917|52.200|60.000,3.3905920000535392,4150.2112454600565,55.33614993946742,22.500084382371174,32.83606555709625,2.59333527280942,5332.8282617633295,106.65656523526658,17.705858389071004,88.95070684619557
75.0,75.0,optimal,372785.02752764686,0.0,18.233222847958586,18.233222847958586,0,2,23.21905387647831,60.0,-0.0,60.0,23.219|41.331|52.200|60.000,-0.000|31.805|49.917|52.200|60.000,3.3905920000535392,4150.211245460057,55.33614993946743,22.500084382371174,32.83606555709626,2.59333527280942,7999.242392644996,106.65656523526661,17.705858389071004,88.9507068461956
75.0,100.0,optimal,371895.51648389274,0.0,0.0,0.0,0,0,38.49503999999999,60.0,38.49504,60.0,38.495|41.331|52.200|60.000,38.495|47.081|49.917|52.200|60.000,3.3905920000535392,3.410605131648481e-13,4.547473508864641e-15,22.500084382371174,-22.50008438237117,2.59333527280942,-5.4569682106375694e-12,-5.456968210637569e-14,17.705858389071004,-17.705858389071057
75.0,125.0,optimal,371895.5164838927,0.0,0.0,0.0,0,0,38.49503999999997,60.0,38.49504,60.0,38.495|41.331|52.200|60.000,38.495|47.081|49.917|52.200|60.000,3.3905920000535392,5.5706550483591855e-12,7.427540064478914e-14,22.500084382371174,-22.5000843823711,2.59333527280942,-3.694822225952521e-13,-2.9558577807620166e-15,17.705858389071004,-17.705858389071008
75.0,150.0,optimal,371895.5164838927,0.0,0.0,0.0,0,0,38.49503999999997,60.0,38.49504,60.0,38.495|41.331|52.200|60.000,38.495|47.081|49.917|52.200|60.000,3.3905920000535392,5.5706550483591855e-12,7.427540064478914e-14,22.500084382371174,-22.5000843823711,2.59333527280942,8.526512829121202e-14,5.684341886080802e-16,17.705858389071004,-17.705858389071004
75.0,175.0,optimal,371895.5164838927,0.0,0.0,0.0,0,0,38.49503999999997,60.0,38.49504,60.0,38.495|41.331|52.200|60.000,38.495|47.081|49.917|52.200|60.000,3.3905920000535392,5.5706550483591855e-12,7.427540064478914e-14,22.500084382371174,-22.5000843823711,2.59333527280942,8.526512829121202e-14,4.872293045212116e-16,17.705858389071004,-17.705858389071004
75.0,200.0,optimal,371895.5164838927,0.0,0.0,0.0,0,0,38.49503999999997,60.0,38.49504,60.0,38.495|41.331|52.200|60.000,38.495|47.081|49.917|52.200|60.000,3.3905920000535392,5.5706550483591855e-12,7.427540064478914e-14,22.500084382371174,-22.5000843823711,2.59333527280942,8.526512829121202e-14,4.263256414560601e-16,17.705858389071004,-17.705858389071004
100.0,0.0,optimal,379400.86617180513,0.0,175.7540887450465,175.7540887450465,0,3,23.2190538764783,60.0,-1.4210854715202004e-14,60.0,23.219|41.331|52.200|60.000,-0.000|31.805|49.917|52.200|60.000,3.3905920000535392,5533.614993946746,55.33614993946746,22.500084382371174,32.83606555709629,0.0,0.0,,,
100.0,25.0,optimal,376734.4520409235,0.0,106.48765517641874,106.48765517641874,0,4,23.21905387647831,60.0,-0.0,60.0,23.219|41.331|52.200|60.000,-0.000|31.805|49.917|52.200|60.000,3.3905920000535392,5533.614993946744,55.33614993946744,22.500084382371174,32.83606555709626,2.59333527280942,2666.4141308816647,106.65656523526658,17.705858389071004,88.95070684619557
100.0,50.0,optimal,374068.0379100418,0.0,37.221221607791165,37.221221607791165,0,1,23.219053876478316,60.0,-0.0,60.0,23.219|41.331|52.200|60.000,0.000|31.805|49.917|52.200|60.000,3.3905920000535392,5533.614993946741,55.33614993946741,22.500084382371174,32.836065557096234,2.59333527280942,5332.828261763328,106.65656523526656,17.705858389071004,88.95070684619554
100.0,75.0,optimal,372283.3430792191,0.0,0.0,0.0,0,0,38.49503999999998,60.0,27.51485311242601,60.0,38.495|41.331|52.200|60.000,27.515|47.081|49.917|52.200|60.000,3.3905920000535392,9.094947017729282e-13,9.094947017729283e-15,22.500084382371174,-22.500084382371163,2.59333527280942,2281.6751568577893,30.422335424770523,17.705858389071004,12.71647703569952
100.0,100.0,optimal,371895.51648389274,0.0,0.0,0.0,0,0,38.49504,60.0,38.49504,60.0,38.495|41.331|52.200|60.000,38.495|47.081|49.917|52.200|60.000,3.3905920000535392,-5.258016244624741e-13,-5.258016244624741e-15,22.500084382371174,-22.500084382371178,2.59333527280942,2.2737367544323206e-12,2.2737367544323207e-14,17.705858389071004,-17.705858389070983
100.0,125.0,optimal,371895.5164838927,0.0,0.0,0.0,0,0,38.49504,60.0,38.49504,60.0,38.495|41.331|52.200|60.000,38.495|47.081|49.917|52.200|60.000,3.3905920000535392,6.821210263296962e-13,6.8212102632969615e-15,22.500084382371174,-22.500084382371167,2.59333527280942,4.547473508864641e-13,3.637978807091713e-15,17.705858389071004,-17.705858389071
100.0,150.0,optimal,371895.5164838927,0.0,0.0,0.0,0,0,38.49504,60.0,38.49504,60.0,38.495|41.331|52.200|60.000,38.495|47.081|49.917|52.200|60.000,3.3905920000535392,6.821210263296962e-13,6.8212102632969615e-15,22.500084382371174,-22.500084382371167,2.59333527280942,4.547473508864641e-13,3.031649005909761e-15,17.705858389071004,-17.705858389071
100.0,175.0,optimal,371895.5164838927,0.0,0.0,0.0,0,0,38.49504,60.0,38.49504,60.0,38.495|41.331|52.200|60.000,38.495|47.081|49.917|52.200|60.000,3.3905920000535392,6.821210263296962e-13,6.8212102632969615e-15,22.500084382371174,-22.500084382371167,2.59333527280942,4.547473508864641e-13,2.598556290779795e-15,17.705858389071004,-17.705858389071
100.0,200.0,optimal,371895.5164838927,0.0,0.0,0.0,0,0,38.49504,60.0,38.49504,60.0,38.495|41.331|52.200|60.000,38.495|47.081|49.917|52.200|60.000,3.3905920000535392,6.821210263296962e-13,6.8212102632969615e-15,22.500084382371174,-22.500084382371167,2.59333527280942,4.547473508864641e-13,2.2737367544323206e-15,17.705858389071004,-17.705858389071
125.0,0.0,optimal,378017.4624233185,0.0,125.47565393625138,125.47565393625138,0,4,23.21905387647831,60.0,-0.0,60.0,23.219|41.331|52.200|60.000,-0.000|31.805|49.917|52.200|60.000,3.3905920000535392,6917.018742433429,55.33614993946743,22.500084382371174,32.83606555709626,0.0,0.0,,,
125.0,25.0,optimal,375351.0482924368,0.0,56.20922036762374,56.20922036762374,0,3,23.21905387647831,60.0,-0.0,60.0,23.219|41.331|52.200|60.000,-0.000|31.805|49.917|52.200|60.000,3.3905920000535392,6917.01874243343,55.33614993946744,22.500084382371174,32.83606555709626,2.59333527280942,2666.4141308816647,106.65656523526658,17.705858389071004,88.95070684619557
125.0,50.0,optimal,373183.3788870479,0.0,5.069168337537235,5.069168337537235,0,1,23.21905387647831,60.0,-0.0,60.0,23.219|38.495|41.331|52.200|60.000,-0.000|27.515|47.081|49.917|52.200|60.000,3.3905920000535392,1909.4982654402095,15.275986123521676,22.500084382371174,-7.224098258849498,2.59333527280942,2896.859426859821,57.93718853719642,17.705858389071004,40.231330148125416
125.0,75.0,optimal,372283.3430792191,0.0,0.0,0.0,0,0,38.49504,60.0,27.514853112426046,60.0,38.495|41.331|52.200|60.000,27.515|47.081|49.917|52.200|60.000,3.3905920000535392,-2.2737367544323206e-13,-1.8189894035458565e-15,22.500084382371174,-22.500084382371178,2.59333527280942,2281.67515685777,30.422335424770267,17.705858389071004,12.716477035699263
125.0,100.0,optimal,371895.5164838927,0.0,0.0,0.0,0,0,38.49504,60.0,38.49504000000001,60.0,38.495|41.331|52.200|60.000,38.495|47.081|49.917|52.200|60.000,3.3905920000535392,3.410605131648481e-13,2.7284841053187848e-15,22.500084382371174,-22.50008438237117,2.59333527280942,3.637978807091713e-12,3.637978807091713e-14,17.705858389071004,-17.70585838907097
125.0,125.0,optimal,371895.5164838927,0.0,0.0,0.0,0,0,38.49504,60.0,38.49504,60.0,38.495|41.331|52.200|60.000,38.495|47.081|49.917|52.200|60.000,3.3905920000535392,1.5916157281026244e-12,1.2732925824820996e-14,22.500084382371174,-22.50008438237116,2.59333527280942,2.2737367544323206e-13,1.8189894035458565e-15,17.705858389071004,-17.705858389071
125.0,150.0,optimal,371895.5164838927,0.0,0.0,0.0,0,0,38.49504,60.0,38.49504,60.0,38.495|41.331|52.200|60.000,38.495|47.081|49.917|52.200|60.000,3.3905920000535392,1.5916157281026244e-12,1.2732925824820996e-14,22.500084382371174,-22.50008438237116,2.59333527280942,2.2737367544323206e-13,1.5158245029548805e-15,17.705858389071004,-17.705858389071004
125.0,175.0,optimal,371895.5164838927,0.0,0.0,0.0,0,0,38.49504,60.0,38.49504,60.0,38.495|41.331|52.200|60.000,38.495|47.081|49.917|52.200|60.000,3.3905920000535392,1.5916157281026244e-12,1.2732925824820996e-14,22.500084382371174,-22.50008438237116,2.59333527280942,2.2737367544323206e-13,1.2992781453898975e-15,17.705858389071004,-17.705858389071004
125.0,200.0,optimal,371895.5164838927,0.0,0.0,0.0,0,0,38.49504,60.0,38.49504,60.0,38.495|41.331|52.200|60.000,38.495|47.081|49.917|52.200|60.000,3.3905920000535392,1.5916157281026244e-12,1.2732925824820996e-14,22.500084382371174,-22.50008438237116,2.59333527280942,2.2737367544323206e-13,1.1368683772161603e-15,17.705858389071004,-17.705858389071004
150.0,0.0,optimal,376634.0586748318,0.0,75.19721912745626,75.19721912745626,0,2,23.21905387647831,60.0,-0.0,60.0,23.219|41.331|52.200|60.000,0.000|31.805|49.917|52.200|60.000,3.3905920000535392,8300.422490920118,55.336149939467454,22.500084382371174,32.836065557096276,0.0,0.0,,,
150.0,25.0,optimal,374249.90894738975,0.0,16.189404868417625,16.189404868417625,0,1,23.21905387647831,60.0,-0.0,60.0,23.219|38.495|41.331|52.200|60.000,-0.000|27.515|47.081|49.917|52.200|60.000,3.3905920000535392,2291.3979185282537,15.275986123521692,22.500084382371174,-7.224098258849482,2.59333527280942,1448.4297134299086,57.93718853719634,17.705858389071004,40.23133014812534
150.0,50.0,optimal,373043.9014648384,0.0,0.0,0.0,0,0,38.49504,60.0,27.514853112426046,60.0,38.495|41.331|52.200|60.000,27.515|47.081|49.917|52.200|60.000,3.3905920000535392,-8.668621376273222e-13,-5.779080917515482e-15,22.500084382371174,-22.50008438237118,2.59333527280942,1521.1167712385184,30.422335424770367,17.705858389071004,12.716477035699363
150.0,75.0,optimal,372283.3430792191,0.0,0.0,0.0,0,0,38.49504,60.0,27.514853112426046,60.0,38.495|41.331|52.200|60.000,27.515|47.081|49.917|52.200|60.000,3.3905920000535392,-4.547473508864641e-13,-3.031649005909761e-15,22.500084382371174,-22.500084382371178,2.59333527280942,2281.675156857776,30.42233542477035,17.705858389071004,12.716477035699345
150.0,100.0,optimal,371895.5164838927,0.0,0.0,0.0,0,0,38.49504,60.0,38.49504000000002,60.0,38.495|41.331|52.200|60.000,38.495|47.081|49.917|52.200|60.000,3.3905920000535392,-4.547473508864641e-13,-3.031649005909761e-15,22.500084382371174,-22.500084382371178,2.59333527280942,2.7000623958883807e-13,2.7000623958883807e-15,17.705858389071004,-17.705858389071
150.0,125.0,optimal,371895.5164838927,0.0,0.0,0.0,0,0,38.49504,60.0,38.49504,60.0,38.495|41.331|52.200|60.000,38.495|47.081|49.917|52.200|60.000,3.3905920000535392,1.5916157281026244e-12,1.0610771520684163e-14,22.500084382371174,-22.500084382371163,2.59333527280942,-2.2737367544323206e-13,-1.8189894035458565e-15,17.705858389071004,-17.705858389071008
150.0,150.0,optimal,371895.5164838927,0.0,0.0,0.0,0,0,38.49504,60.0,38.49504,60.0,38.495|41.331|52.200|60.000,38.495|47.081|49.917|52.200|60.000,3.3905920000535392,1.5916157281026244e-12,1.0610771520684163e-14,22.500084382371174,-22.500084382371163,2.59333527280942,-2.2737367544323206e-13,-1.5158245029548805e-15,17.705858389071004,-17.705858389071004
150.0,175.0,optimal,371895.5164838927,0.0,0.0,0.0,0,0,38.49504,60.0,38.49504,60.0,38.495|41.331|52.200|60.000,38.495|47.081|49.917|52.200|60.000,3.3905920000535392,1.5916157281026244e-12,1.0610771520684163e-14,22.500084382371174,-22.500084382371163,2.59333527280942,-2.2737367544323206e-13,-1.2992781453898975e-15,17.705858389071004,-17.705858389071004
150.0,200.0,optimal,371895.5164838927,0.0,0.0,0.0,0,0,38.49504,60.0,38.49504,60.0,38.495|41.331|52.200|60.000,38.495|47.081|49.917|52.200|60.000,3.3905920000535392,1.5916157281026244e-12,1.0610771520684163e-14,22.500084382371174,-22.500084382371163,2.59333527280942,-2.2737367544323206e-13,-1.1368683772161603e-15,17.705858389071004,-17.705858389071004
175.0,0.0,optimal,375466.3129779772,0.0,32.75666194609943,32.75666194609943,0,2,23.21905387647831,60.0,-0.0,60.0,23.219|38.495|41.331|52.200|60.000,-0.000|27.515|47.081|49.917|52.200|60.000,3.3905920000535397,5346.595143232595,30.5519722470434,22.500084382371174,8.051887864672224,0.0,0.0,,,
175.0,25.0,optimal,373868.0092943017,0.0,2.309641399298073,2.309641399298073,0,1,23.21905387647831,60.0,-0.0,60.0,23.219|38.495|41.331|52.200|60.000,-0.000|27.515|47.081|49.917|52.200|60.000,3.3905920000535397,2673.2975716162973,15.2759861235217,22.500084382371174,-7.224098258849475,2.59333527280942,1448.429713429909,57.93718853719636,17.705858389071004,40.23133014812536
175.0,50.0,optimal,373043.9014648384,0.0,0.0,0.0,0,0,38.49504,60.0,27.514853112426046,60.0,38.495|41.331|52.200|60.000,27.515|47.081|49.917|52.200|60.000,3.3905920000535397,2.6574298317427747e-12,1.5185313324244426e-14,22.500084382371174,-22.50008438237116,2.59333527280942,1521.1167712385204,30.42233542477041,17.705858389071004,12.716477035699405
175.0,75.0,optimal,372283.3430792191,0.0,0.0,0.0,0,0,38.49504,60.0,27.514853112426046,60.0,38.495|41.331|52.200|60.000,27.515|47.081|49.917|52.200|60.000,3.3905920000535397,1.4779288903810084e-12,8.445307945034334e-15,22.500084382371174,-22.500084382371167,2.59333527280942,2281.675156857776,30.42233542477035,17.705858389071004,12.716477035699345
175.0,100.0,optimal,371895.5164838927,0.0,0.0,0.0,0,0,38.49504,60.0,38.49504000000001,60.0,38.495|41.331|52.200|60.000,38.495|47.081|49.917|52.200|60.000,3.3905920000535397,2.0463630789890885e-12,1.1693503308509077e-14,22.500084382371174,-22.500084382371163,2.59333527280942,4.774847184307873e-12,4.774847184307873e-14,17.705858389071004,-17.705858389070958
175.0,125.0,optimal,371895.5164838927,0.0,0.0,0.0,0,0,38.49504,60.0,38.49504,60.0,38.495|41.331|52.200|60.000,38.495|47.081|49.917|52.200|60.000,3.3905920000535397,1.5916157281026244e-12,9.094947017729283e-15,22.500084382371174,-22.500084382371163,2.59333527280942,-2.2737367544323206e-13,-1.8189894035458565e-15,17.705858389071004,-17.705858389071008
175.0,150.0,optimal,371895.5164838927,0.0,0.0,0.0,0,0,38.49504,60.0,38.49504,60.0,38.495|41.331|52.200|60.000,38.495|47.081|49.917|52.200|60.000,3.3905920000535397,1.5916157281026244e-12,9.094947017729283e-15,22.500084382371174,-22.500084382371163,2.59333527280942,-2.2737367544323206e-13,-1.5158245029548805e-15,17.705858389071004,-17.705858389071004
175.0,175.0,optimal,371895.5164838927,0.0,0.0,0.0,0,0,38.49504,60.0,38.49504,60.0,38.495|41.331|52.200|60.000,38.495|47.081|49.917|52.200|60.000,3.3905920000535397,1.5916157281026244e-12,9.094947017729283e-15,22.500084382371174,-22.500084382371163,2.59333527280942,-2.2737367544323206e-13,-1.2992781453898975e-15,17.705858389071004,-17.705858389071004
175.0,200.0,optimal,371895.5164838927,0.0,0.0,0.0,0,0,38.49504,60.0,38.49504,60.0,38.495|41.331|52.200|60.000,38.495|47.081|49.917|52.200|60.000,3.3905920000535397,1.5916157281026244e-12,9.094947017729283e-15,22.500084382371174,-22.500084382371163,2.59333527280942,-2.2737367544323206e-13,-1.1368683772161603e-15,17.705858389071004,-17.705858389071004
200.0,0.0,optimal,374934.5393546436,0.0,13.429877930178463,13.429877930178463,0,1,23.21905387647831,60.0,-0.0,60.0,23.219|38.495|41.331|52.200|60.000,-0.000|27.515|47.081|49.917|52.200|60.000,3.3905920000535392,3055.19722470434,15.2759861235217,22.500084382371174,-7.224098258849475,0.0,0.0,,,
200.0,25.0,optimal,373804.4598504577,0.0,0.0,0.0,0,0,38.49504,60.0,27.514853112426046,60.0,38.495|41.331|52.200|60.000,27.515|47.081|49.917|52.200|60.000,3.3905920000535392,-6.139089236967266e-12,-3.069544618483633e-14,22.500084382371174,-22.500084382371206,2.59333527280942,760.5583856192612,30.42233542477045,17.705858389071004,12.716477035699445
