hour,lambda_system,system_net_injection_residual_mw
1,67.15000056658418,-3.0373537297520104e-14
2,67.15000052882766,2.848570409305805e-14
3,67.150000460956,4.378063318464964e-14
4,67.15000036653367,-3.40350151418853e-14
5,67.15000048282079,7.0167062679693895e-15
6,67.1500005724826,-6.329355924285867e-14
7,67.150000622991,4.980058744976734e-14
8,67.15000063574112,-5.1825819192092496e-14
9,67.15000059301357,-5.104784272344547e-14
10,60.00000064400393,-2.1780211547134842e-14
11,60.00000058364225,4.660619538919325e-15
12,60.00000056929384,1.0959069925583445e-14
13,60.000000557401094,5.1327096674781887e-14
14,60.00000053714083,-5.735075665610427e-14
15,60.000000530057285,-2.065750166868038e-14
16,60.000000562840626,-3.1766301184833496e-14
17,60.0000006071419,5.602636484477677e-14
18,67.15000055155868,-3.6705609174717826e-14
19,67.15000000326641,1.7923047651432426e-14
20,67.15000003389271,-3.782670545540777e-14
21,67.15000062743566,9.233750140565629e-14
22,67.15000062165635,-8.651789780231634e-14
23,67.15000059785027,-4.368808535898101e-14
24,67.1500005793331,-4.209032160486107e-14
