hour,lambda_system,system_net_injection_residual_mw
1,67.15000060790787,-1.4319658385258393e-15
2,67.1500005893811,4.2914702981559344e-14
3,67.15000057039096,1.0884002366823778e-14
4,67.15000055624219,5.406263839648504e-14
5,67.1500005757544,-3.245501081985925e-14
6,67.15000061368079,-6.363425250072232e-14
7,67.15000066662319,-8.292403871724446e-14
8,67.15000069237514,1.9993786738465907e-14
9,67.15000066156533,-1.008731407150139e-13
10,67.15000016603157,3.5819835494789845e-14
11,60.00000055770818,4.693631418517299e-14
12,55.246883022117046,-3.0689618388518564e-14
13,55.246882639468616,3.6511410327947526e-14
14,55.24688257035716,-6.741251547922007e-14
15,55.2468825834444,-5.70973547326532e-14
16,55.24688670723127,-5.908363725308564e-14
17,67.14999840843507,-4.143576442098667e-14
18,67.15000062647253,2.8351478123716336e-14
19,67.15000072636464,7.928909654237983e-14
20,67.1500010576733,-7.538101340332829e-14
21,67.15000105134891,5.854459548937534e-14
22,67.15000070394882,5.118343844597893e-14
23,67.15000064127541,1.4556065008694647e-14
24,67.15000061921484,-3.167288390796865e-14
