investor,time,charge_offer_mw,discharge_offer_mw
BESS_A,1,20.0,19.999954520115885
BESS_A,2,20.0,19.999954520115885
BESS_A,3,20.0,19.999954520115885
BESS_A,4,20.0,19.99995452011589
BESS_A,5,20.0,17.271535667501325
BESS_A,6,20.0,19.99995452011589
BESS_B,1,20.0,19.936204707002574
BESS_B,2,20.0,19.936204707001682
BESS_B,3,20.0,19.936204707001053
BESS_B,4,20.0,19.936204707024164
BESS_B,5,20.0,17.508481853586833
BESS_B,6,20.0,19.93620470702109
