investor,optimal,termination,max_raw_deviation_mw,profit_eur_per_day,max_complementarity_product,max_complementarity_violation,absolute_primal_dual_gap_eur_per_day,recleared_profit_eur_per_day,embedded_reclear_profit_gap_eur_per_day,maximum_lmp_reclear_gap_eur_per_mwh,profitable_deviation_eur_per_day
BESS_A,True,optimal,3.479886804669263e-05,131.43313159762914,9.991536216425469e-06,2.4269140433872507e-16,0.0009364419929625001,131.4213329290905,0.011798668538631318,0.0006795031496693582,0.1391414332561567
BESS_B,True,optimal,0.06378461202489305,380.6228977807486,9.999961210385241e-06,1.1412288608507504e-09,0.000989627562375972,380.60854883038286,0.014348950365729252,0.0006794564843914941,0.14104195660615915
