sweep,origin,investor,node,power_mw,energy_mwh,fleet_power_mw,fleet_energy_mwh
59,diagnostic continuation,I3,N3,6.735864963,22.130676913,187.087238254,547.195074302
59,diagnostic continuation,I3,N4,0.000000000,0.000000000,187.087238254,547.195074302
59,diagnostic continuation,I3,N5,0.000000000,0.000000000,187.087238254,547.195074302
59,diagnostic continuation,I3,N6,1.581549146,6.873942890,187.087238254,547.195074302
59,diagnostic continuation,I3,N7,0.000000000,0.000000000,187.087238254,547.195074302
59,diagnostic continuation,I3,N8,2.264773753,6.278353606,187.087238254,547.195074302
59,diagnostic continuation,I3,N9,35.792286303,127.305359482,187.087238254,547.195074302
59,diagnostic continuation,I4,N1,0.000000000,0.000000000,187.087238254,547.195074302
59,diagnostic continuation,I4,N2,0.000000000,0.000000000,187.087238254,547.195074302
59,diagnostic continuation,I4,N3,15.392271930,38.627323015,187.087238254,547.195074302
59,diagnostic continuation,I4,N4,0.000000000,0.000000000,187.087238254,547.195074302
59,diagnostic continuation,I4,N5,0.000000000,0.000000000,187.087238254,547.195074302
59,diagnostic continuation,I4,N6,10.168654481,38.540813421,187.087238254,547.195074302
59,diagnostic continuation,I4,N7,0.000000000,0.000000000,187.087238254,547.195074302
59,diagnostic continuation,I4,N8,8.356803394,17.908295877,187.087238254,547.195074302
59,diagnostic continuation,I4,N9,13.486955018,35.190947453,187.087238254,547.195074302
60,diagnostic continuation,I1,N1,0.000000000,0.000000000,187.604458233,547.195074360
60,diagnostic continuation,I1,N2,0.000000000,0.000000000,187.604458233,547.195074360
60,diagnostic continuation,I1,N3,7.732154836,19.961988399,187.604458233,547.195074360
60,diagnostic continuation,I1,N4,0.000000000,0.000000000,187.604458233,547.195074360
60,diagnostic continuation,I1,N5,0.000000000,0.000000000,187.604458233,547.195074360
60,diagnostic continuation,I1,N6,16.651880267,56.149528162,187.604458233,547.195074360
60,diagnostic continuation,I1,N7,0.000000000,0.000000000,187.604458233,547.195074360
60,diagnostic continuation,I1,N8,20.425364407,43.916555571,187.604458233,547.195074360
60,diagnostic continuation,I1,N9,1.922485117,6.613368096,187.604458233,547.195074360
60,diagnostic continuation,I2,N1,0.000000000,0.000000000,187.604458233,547.195074360
60,diagnostic continuation,I2,N2,0.000000000,0.000000000,187.604458233,547.195074360
60,diagnostic continuation,I2,N3,3.475855580,8.912217094,187.604458233,547.195074360
60,diagnostic continuation,I2,N4,0.000000000,0.000000000,187.604458233,547.195074360
60,diagnostic continuation,I2,N5,0.000000000,0.000000000,187.604458233,547.195074360
60,diagnostic continuation,I2,N6,18.330287319,60.820075180,187.604458233,547.195074360
60,diagnostic continuation,I2,N7,0.000000000,0.000000000,187.604458233,547.195074360
60,diagnostic continuation,I2,N8,23.441447921,53.153765592,187.604458233,547.195074360
60,diagnostic continuation,I2,N9,1.376059578,4.811916516,187.604458233,547.195074360
60,diagnostic continuation,I3,N1,0.000000000,0.000000000,187.604458233,547.195074360
60,diagnostic continuation,I3,N2,0.000000000,0.000000000,187.604458233,547.195074360
60,diagnostic continuation,I3,N3,5.165957935,17.018015145,187.604458233,547.195074360
60,diagnostic continuation,I3,N4,0.000000000,0.000000000,187.604458233,547.195074360
60,diagnostic continuation,I3,N5,0.000000000,0.000000000,187.604458233,547.195074360
60,diagnostic continuation,I3,N6,2.672954564,12.099926590,187.604458233,547.195074360
60,diagnostic continuation,I3,N7,0.000000000,0.000000000,187.604458233,547.195074360
60,diagnostic continuation,I3,N8,4.487728365,15.032353882,187.604458233,547.195074360
60,diagnostic continuation,I3,N9,34.493869039,118.438010342,187.604458233,547.195074360
60,diagnostic continuation,I4,N1,0.000000000,0.000000000,187.604458233,547.195074360
60,diagnostic continuation,I4,N2,0.000000000,0.000000000,187.604458233,547.195074360
60,diagnostic continuation,I4,N3,19.425837630,48.548002498,187.604458233,547.195074360
60,diagnostic continuation,I4,N4,0.000000000,0.000000000,187.604458233,547.195074360
60,diagnostic continuation,I4,N5,0.000000000,0.000000000,187.604458233,547.195074360
60,diagnostic continuation,I4,N6,9.681631980,37.377640923,187.604458233,547.195074360
60,diagnostic continuation,I4,N7,0.000000000,0.000000000,187.604458233,547.195074360
60,diagnostic continuation,I4,N8,7.495418473,15.886933311,187.604458233,547.195074360
60,diagnostic continuation,I4,N9,10.825525222,28.454777059,187.604458233,547.195074360
61,diagnostic continuation,I1,N1,0.000000000,0.000000000,187.087239108,547.195081139
61,diagnostic continuation,I1,N2,0.000000000,0.000000000,187.087239108,547.195081139
61,diagnostic continuation,I1,N3,6.139618715,16.246330849,187.087239108,547.195081139
61,diagnostic continuation,I1,N4,0.000000000,0.000000000,187.087239108,547.195081139
61,diagnostic continuation,I1,N5,0.000000000,0.000000000,187.087239108,547.195081139
61,diagnostic continuation,I1,N6,17.297378065,57.675572203,187.087239108,547.195081139
61,diagnostic continuation,I1,N7,0.000000000,0.000000000,187.087239108,547.195081139
61,diagnostic continuation,I1,N8,21.408424580,46.490238099,187.087239108,547.195081139
61,diagnostic continuation,I1,N9,1.780886176,6.229325391,187.087239108,547.195081139
61,diagnostic continuation,I2,N1,0.000000000,0.000000000,187.087239108,547.195081139
61,diagnostic continuation,I2,N2,0.000000000,0.000000000,187.087239108,547.195081139
61,diagnostic continuation,I2,N3,2.931499188,7.899493301,187.087239108,547.195081139
61,diagnostic continuation,I2,N4,0.000000000,0.000000000,187.087239108,547.195081139
61,diagnostic continuation,I2,N5,0.000000000,0.000000000,187.087239108,547.195081139
61,diagnostic continuation,I2,N6,18.540218848,61.192760593,187.087239108,547.195081139
61,diagnostic continuation,I2,N7,0.000000000,0.000000000,187.087239108,547.195081139
61,diagnostic continuation,I2,N8,23.689922160,53.782299649,187.087239108,547.195081139
61,diagnostic continuation,I2,N9,1.356433038,4.823447376,187.087239108,547.195081139
61,diagnostic continuation,I3,N1,0.000000000,0.000000000,187.087239108,547.195081139
61,diagnostic continuation,I3,N2,0.000000000,0.000000000,187.087239108,547.195081139
61,diagnostic continuation,I3,N3,6.206575762,20.548550285,187.087239108,547.195081139
61,diagnostic continuation,I3,N4,0.000000000,0.000000000,187.087239108,547.195081139
61,diagnostic continuation,I3,N5,0.000000000,0.000000000,187.087239108,547.195081139
61,diagnostic continuation,I3,N6,2.271058528,10.321405395,187.087239108,547.195081139
61,diagnostic continuation,I3,N7,0.000000000,0.000000000,187.087239108,547.195081139
61,diagnostic continuation,I3,N8,3.864421213,12.271528833,187.087239108,547.195081139
61,diagnostic continuation,I3,N9,34.277966049,119.446801411,187.087239108,547.195081139
61,diagnostic continuation,I4,N1,0.000000000,0.000000000,187.087239108,547.195081139
61,diagnostic continuation,I4,N2,0.000000000,0.000000000,187.087239108,547.195081139
61,diagnostic continuation,I4,N3,14.914844277,37.117624478,187.087239108,547.195081139
61,diagnostic continuation,I4,N4,0.000000000,0.000000000,187.087239108,547.195081139
61,diagnostic continuation,I4,N5,0.000000000,0.000000000,187.087239108,547.195081139
61,diagnostic continuation,I4,N6,12.313508543,44.164806529,187.087239108,547.195081139
61,diagnostic continuation,I4,N7,0.000000000,0.000000000,187.087239108,547.195081139
61,diagnostic continuation,I4,N8,11.828521998,27.333544658,187.087239108,547.195081139
61,diagnostic continuation,I4,N9,8.265961971,21.651352088,187.087239108,547.195081139
62,diagnostic continuation,I1,N1,0.000000000,0.000000000,187.182150255,547.195074138
62,diagnostic continuation,I1,N2,0.000000000,0.000000000,187.182150255,547.195074138
62,diagnostic continuation,I1,N3,7.838865006,20.550123679,187.182150255,547.195074138
62,diagnostic continuation,I1,N4,0.000000000,0.000000000,187.182150255,547.195074138
62,diagnostic continuation,I1,N5,0.000000000,0.000000000,187.182150255,547.195074138
62,diagnostic continuation,I1,N6,16.842699729,56.631969651,187.182150255,547.195074138
62,diagnostic continuation,I1,N7,0.000000000,0.000000000,187.182150255,547.195074138
62,diagnostic continuation,I1,N8,20.601588327,44.670525740,187.182150255,547.195074138
62,diagnostic continuation,I1,N9,1.366882165,4.788872099,187.182150255,547.195074138
62,diagnostic continuation,I2,N1,0.000000000,0.000000000,187.182150255,547.195074138
62,diagnostic continuation,I2,N2,0.000000000,0.000000000,187.182150255,547.195074138
62,diagnostic continuation,I2,N3,4.895019945,12.266977509,187.182150255,547.195074138
62,diagnostic continuation,I2,N4,0.000000000,0.000000000,187.182150255,547.195074138
62,diagnostic continuation,I2,N5,0.000000000,0.000000000,187.182150255,547.195074138
62,diagnostic continuation,I2,N6,17.895826891,59.800519024,187.182150255,547.195074138
62,diagnostic continuation,I2,N7,0.000000000,0.000000000,187.182150255,547.195074138
62,diagnostic continuation,I2,N8,22.563132398,51.374604842,187.182150255,547.195074138
62,diagnostic continuation,I2,N9,1.187821638,4.255924085,187.182150255,547.195074138
62,diagnostic continuation,I3,N1,0.000000000,0.000000000,187.182150255,547.195074138
62,diagnostic continuation,I3,N2,0.000000000,0.000000000,187.182150255,547.195074138
62,diagnostic continuation,I3,N3,6.100155661,19.130675608,187.182150255,547.195074138
62,diagnostic continuation,I3,N4,0.000000000,0.000000000,187.182150255,547.195074138
62,diagnostic continuation,I3,N5,0.000000000,0.000000000,187.182150255,547.195074138
62,diagnostic continuation,I3,N6,2.201181858,9.592193564,187.182150255,547.195074138
62,diagnostic continuation,I3,N7,0.000000000,0.000000000,187.182150255,547.195074138
62,diagnostic continuation,I3,N8,3.706556269,10.982044669,187.182150255,547.195074138
62,diagnostic continuation,I3,N9,34.635855312,122.883343645,187.182150255,547.195074138
62,diagnostic continuation,I4,N1,0.000000000,0.000000000,187.182150255,547.195074138
62,diagnostic continuation,I4,N2,0.000000000,0.000000000,187.182150255,547.195074138
62,diagnostic continuation,I4,N3,11.200942942,27.881886226,187.182150255,547.195074138
62,diagnostic continuation,I4,N4,0.000000000,0.000000000,187.182150255,547.195074138
62,diagnostic continuation,I4,N5,0.000000000,0.000000000,187.182150255,547.195074138
62,diagnostic continuation,I4,N6,12.511642466,44.040834554,187.182150255,547.195074138
62,diagnostic continuation,I4,N7,0.000000000,0.000000000,187.182150255,547.195074138
62,diagnostic continuation,I4,N8,12.122658602,27.064802114,187.182150255,547.195074138
62,diagnostic continuation,I4,N9,11.511321046,31.279777129,187.182150255,547.195074138
