sweep,origin,investor,node,power_mw,energy_mwh,fleet_power_mw,fleet_energy_mwh
51,diagnostic continuation,I3,N3,19.572614365,70.926431925,187.182150255,547.195074166
51,diagnostic continuation,I3,N4,0.000000000,0.000000000,187.182150255,547.195074166
51,diagnostic continuation,I3,N5,0.000000000,0.000000000,187.182150255,547.195074166
51,diagnostic continuation,I3,N6,4.774993420,18.528752807,187.182150255,547.195074166
51,diagnostic continuation,I3,N7,0.000000000,0.000000000,187.182150255,547.195074166
51,diagnostic continuation,I3,N8,7.785674287,23.244758252,187.182150255,547.195074166
51,diagnostic continuation,I3,N9,13.915038072,47.437774647,187.182150255,547.195074166
51,diagnostic continuation,I4,N1,0.000000000,0.000000000,187.182150255,547.195074166
51,diagnostic continuation,I4,N2,0.000000000,0.000000000,187.182150255,547.195074166
51,diagnostic continuation,I4,N3,4.955820783,13.079017994,187.182150255,547.195074166
51,diagnostic continuation,I4,N4,0.000000000,0.000000000,187.182150255,547.195074166
51,diagnostic continuation,I4,N5,0.000000000,0.000000000,187.182150255,547.195074166
51,diagnostic continuation,I4,N6,17.015302046,55.727235157,187.182150255,547.195074166
51,diagnostic continuation,I4,N7,0.000000000,0.000000000,187.182150255,547.195074166
51,diagnostic continuation,I4,N8,19.805333854,46.127766370,187.182150255,547.195074166
51,diagnostic continuation,I4,N9,5.768569765,14.568016323,187.182150255,547.195074166
52,diagnostic continuation,I1,N1,0.000000000,0.000000000,187.182152740,547.195081046
52,diagnostic continuation,I1,N2,0.000000000,0.000000000,187.182152740,547.195081046
52,diagnostic continuation,I1,N3,11.282682645,27.929800257,187.182152740,547.195081046
52,diagnostic continuation,I1,N4,0.000000000,0.000000000,187.182152740,547.195081046
52,diagnostic continuation,I1,N5,0.000000000,0.000000000,187.182152740,547.195081046
52,diagnostic continuation,I1,N6,15.075633120,52.098024086,187.182152740,547.195081046
52,diagnostic continuation,I1,N7,0.000000000,0.000000000,187.182152740,547.195081046
52,diagnostic continuation,I1,N8,17.708625553,38.751539991,187.182152740,547.195081046
52,diagnostic continuation,I1,N9,2.781577292,9.470070329,187.182152740,547.195081046
52,diagnostic continuation,I2,N1,0.000000000,0.000000000,187.182152740,547.195081046
52,diagnostic continuation,I2,N2,0.000000000,0.000000000,187.182152740,547.195081046
52,diagnostic continuation,I2,N3,11.683783504,27.832122367,187.182152740,547.195081046
52,diagnostic continuation,I2,N4,0.000000000,0.000000000,187.182152740,547.195081046
52,diagnostic continuation,I2,N5,0.000000000,0.000000000,187.182152740,547.195081046
52,diagnostic continuation,I2,N6,14.939147362,52.236812618,187.182152740,547.195081046
52,diagnostic continuation,I2,N7,0.000000000,0.000000000,187.182152740,547.195081046
52,diagnostic continuation,I2,N8,17.663877790,40.345906506,187.182152740,547.195081046
52,diagnostic continuation,I2,N9,2.453476157,8.891097398,187.182152740,547.195081046
52,diagnostic continuation,I3,N1,0.000000000,0.000000000,187.182152740,547.195081046
52,diagnostic continuation,I3,N2,0.000000000,0.000000000,187.182152740,547.195081046
52,diagnostic continuation,I3,N3,18.385068829,66.621928555,187.182152740,547.195081046
52,diagnostic continuation,I3,N4,0.000000000,0.000000000,187.182152740,547.195081046
52,diagnostic continuation,I3,N5,0.000000000,0.000000000,187.182152740,547.195081046
52,diagnostic continuation,I3,N6,4.410033343,16.834103700,187.182152740,547.195081046
52,diagnostic continuation,I3,N7,0.000000000,0.000000000,187.182152740,547.195081046
52,diagnostic continuation,I3,N8,7.170168980,20.386721414,187.182152740,547.195081046
52,diagnostic continuation,I3,N9,16.083051232,56.294943967,187.182152740,547.195081046
52,diagnostic continuation,I4,N1,0.000000000,0.000000000,187.182152740,547.195081046
52,diagnostic continuation,I4,N2,0.000000000,0.000000000,187.182152740,547.195081046
52,diagnostic continuation,I4,N3,6.427571020,16.734154596,187.182152740,547.195081046
52,diagnostic continuation,I4,N4,0.000000000,0.000000000,187.182152740,547.195081046
52,diagnostic continuation,I4,N5,0.000000000,0.000000000,187.182152740,547.195081046
52,diagnostic continuation,I4,N6,16.175481667,53.296389347,187.182152740,547.195081046
52,diagnostic continuation,I4,N7,0.000000000,0.000000000,187.182152740,547.195081046
52,diagnostic continuation,I4,N8,18.388969904,42.028128337,187.182152740,547.195081046
52,diagnostic continuation,I4,N9,6.553004341,17.443337578,187.182152740,547.195081046
53,diagnostic continuation,I1,N1,0.000000000,0.000000000,187.388083992,547.258295705
53,diagnostic continuation,I1,N2,0.000000000,0.000000000,187.388083992,547.258295705
53,diagnostic continuation,I1,N3,14.431632853,36.242374323,187.388083992,547.258295705
53,diagnostic continuation,I1,N4,0.000000000,0.000000000,187.388083992,547.258295705
53,diagnostic continuation,I1,N5,0.000000000,0.000000000,187.388083992,547.258295705
53,diagnostic continuation,I1,N6,14.151953105,49.846196751,187.388083992,547.258295705
53,diagnostic continuation,I1,N7,0.000000000,0.000000000,187.388083992,547.258295705
53,diagnostic continuation,I1,N8,16.150831227,34.953812645,187.388083992,547.258295705
53,diagnostic continuation,I1,N9,2.114100711,7.207075585,187.388083992,547.258295705
53,diagnostic continuation,I2,N1,0.000000000,0.000000000,187.388083992,547.258295705
53,diagnostic continuation,I2,N2,0.000000000,0.000000000,187.388083992,547.258295705
53,diagnostic continuation,I2,N3,13.086481016,30.912988476,187.388083992,547.258295705
53,diagnostic continuation,I2,N4,0.000000000,0.000000000,187.388083992,547.258295705
53,diagnostic continuation,I2,N5,0.000000000,0.000000000,187.388083992,547.258295705
53,diagnostic continuation,I2,N6,14.476722040,51.286128115,187.388083992,547.258295705
53,diagnostic continuation,I2,N7,0.000000000,0.000000000,187.388083992,547.258295705
53,diagnostic continuation,I2,N8,16.883993188,38.742566890,187.388083992,547.258295705
53,diagnostic continuation,I2,N9,2.293087801,8.364280053,187.388083992,547.258295705
53,diagnostic continuation,I3,N1,0.000000000,0.000000000,187.388083992,547.258295705
53,diagnostic continuation,I3,N2,0.000000000,0.000000000,187.388083992,547.258295705
53,diagnostic continuation,I3,N3,18.359479722,61.792717286,187.388083992,547.258295705
53,diagnostic continuation,I3,N4,0.000000000,0.000000000,187.388083992,547.258295705
53,diagnostic continuation,I3,N5,0.000000000,0.000000000,187.388083992,547.258295705
53,diagnostic continuation,I3,N6,5.023986334,20.547269252,187.388083992,547.258295705
53,diagnostic continuation,I3,N7,0.000000000,0.000000000,187.388083992,547.258295705
53,diagnostic continuation,I3,N8,8.411538814,26.649007759,187.388083992,547.258295705
53,diagnostic continuation,I3,N9,14.459250412,51.148674697,187.388083992,547.258295705
53,diagnostic continuation,I4,N1,0.000000000,0.000000000,187.388083992,547.258295705
53,diagnostic continuation,I4,N2,0.000000000,0.000000000,187.388083992,547.258295705
53,diagnostic continuation,I4,N3,12.434573810,32.013262582,187.388083992,547.258295705
53,diagnostic continuation,I4,N4,0.000000000,0.000000000,187.388083992,547.258295705
53,diagnostic continuation,I4,N5,0.000000000,0.000000000,187.388083992,547.258295705
53,diagnostic continuation,I4,N6,14.542973418,49.215678915,187.388083992,547.258295705
53,diagnostic continuation,I4,N7,0.000000000,0.000000000,187.388083992,547.258295705
53,diagnostic continuation,I4,N8,15.635730909,35.209202415,187.388083992,547.258295705
53,diagnostic continuation,I4,N9,4.931748634,13.127059962,187.388083992,547.258295705
54,diagnostic continuation,I1,N1,0.000000000,0.000000000,187.367184961,548.196127282
54,diagnostic continuation,I1,N2,0.000000000,0.000000000,187.367184961,548.196127282
54,diagnostic continuation,I1,N3,12.474301194,31.854815998,187.367184961,548.196127282
54,diagnostic continuation,I1,N4,0.000000000,0.000000000,187.367184961,548.196127282
54,diagnostic continuation,I1,N5,0.000000000,0.000000000,187.367184961,548.196127282
54,diagnostic continuation,I1,N6,14.862927698,51.347587070,187.367184961,548.196127282
54,diagnostic continuation,I1,N7,0.000000000,0.000000000,187.367184961,548.196127282
54,diagnostic continuation,I1,N8,17.298412103,37.470111048,187.367184961,548.196127282
54,diagnostic continuation,I1,N9,2.161393374,7.561166321,187.367184961,548.196127282
54,diagnostic continuation,I2,N1,0.000000000,0.000000000,187.367184961,548.196127282
54,diagnostic continuation,I2,N2,0.000000000,0.000000000,187.367184961,548.196127282
54,diagnostic continuation,I2,N3,10.356846784,25.093475438,187.367184961,548.196127282
54,diagnostic continuation,I2,N4,0.000000000,0.000000000,187.367184961,548.196127282
54,diagnostic continuation,I2,N5,0.000000000,0.000000000,187.367184961,548.196127282
54,diagnostic continuation,I2,N6,15.415217526,53.141394685,187.367184961,548.196127282
54,diagnostic continuation,I2,N7,0.000000000,0.000000000,187.367184961,548.196127282
54,diagnostic continuation,I2,N8,18.415289876,41.855680415,187.367184961,548.196127282
54,diagnostic continuation,I2,N9,2.501446276,9.199634020,187.367184961,548.196127282
54,diagnostic continuation,I3,N1,0.000000000,0.000000000,187.367184961,548.196127282
54,diagnostic continuation,I3,N2,0.000000000,0.000000000,187.367184961,548.196127282
54,diagnostic continuation,I3,N3,14.722829223,48.893529049,187.367184961,548.196127282
54,diagnostic continuation,I3,N4,0.000000000,0.000000000,187.367184961,548.196127282
54,diagnostic continuation,I3,N5,0.000000000,0.000000000,187.367184961,548.196127282
54,diagnostic continuation,I3,N6,3.992643229,16.461830252,187.367184961,548.196127282
54,diagnostic continuation,I3,N7,0.000000000,0.000000000,187.367184961,548.196127282
54,diagnostic continuation,I3,N8,6.308654145,19.986755896,187.367184961,548.196127282
54,diagnostic continuation,I3,N9,21.363662246,75.023397612,187.367184961,548.196127282
54,diagnostic continuation,I4,N1,0.000001580,0.000003297,187.367184961,548.196127282
54,diagnostic continuation,I4,N2,0.000000000,0.000000000,187.367184961,548.196127282
54,diagnostic continuation,I4,N3,12.775921747,32.857022539,187.367184961,548.196127282
54,diagnostic continuation,I4,N4,0.000000000,0.000000000,187.367184961,548.196127282
54,diagnostic continuation,I4,N5,0.000000000,0.000000000,187.367184961,548.196127282
54,diagnostic continuation,I4,N6,13.511630087,46.251200646,187.367184961,548.196127282
54,diagnostic continuation,I4,N7,0.000000000,0.000000000,187.367184961,548.196127282
54,diagnostic continuation,I4,N8,13.844872405,30.951133232,187.367184961,548.196127282
54,diagnostic continuation,I4,N9,7.361135468,20.247389764,187.367184961,548.196127282
55,diagnostic continuation,I1,N1,0.000000000,0.000000000,187.235532941,549.403977159
55,diagnostic continuation,I1,N2,0.000000000,0.000000000,187.235532941,549.403977159
55,diagnostic continuation,I1,N3,11.322183979,29.270841506,187.235532941,549.403977159
55,diagnostic continuation,I1,N4,0.000000000,0.000000000,187.235532941,549.403977159
55,diagnostic continuation,I1,N5,0.000000000,0.000000000,187.235532941,549.403977159
55,diagnostic continuation,I1,N6,15.225295625,52.184271638,187.235532941,549.403977159
55,diagnostic continuation,I1,N7,0.000000000,0.000000000,187.235532941,549.403977159
55,diagnostic continuation,I1,N8,17.987558303,38.630926923,187.235532941,549.403977159
55,diagnostic continuation,I1,N9,2.215738083,7.897404649,187.235532941,549.403977159
55,diagnostic continuation,I2,N1,0.000000000,0.000000000,187.235532941,549.403977159
55,diagnostic continuation,I2,N2,0.000000000,0.000000000,187.235532941,549.403977159
55,diagnostic continuation,I2,N3,8.838081364,22.072477430,187.235532941,549.403977159
55,diagnostic continuation,I2,N4,0.000000000,0.000000000,187.235532941,549.403977159
55,diagnostic continuation,I2,N5,0.000000000,0.000000000,187.235532941,549.403977159
55,diagnostic continuation,I2,N6,15.900209297,54.122891646,187.235532941,549.403977159
55,diagnostic continuation,I2,N7,0.000000000,0.000000000,187.235532941,549.403977159
55,diagnostic continuation,I2,N8,19.311242180,43.260720281,187.235532941,549.403977159
55,diagnostic continuation,I2,N9,2.593009185,9.583890313,187.235532941,549.403977159
55,diagnostic continuation,I3,N1,0.000000000,0.000000000,187.235532941,549.403977159
55,diagnostic continuation,I3,N2,0.000000000,0.000000000,187.235532941,549.403977159
55,diagnostic continuation,I3,N3,11.122584882,36.859912072,187.235532941,549.403977159
55,diagnostic continuation,I3,N4,0.000000000,0.000000000,187.235532941,549.403977159
55,diagnostic continuation,I3,N5,0.000000000,0.000000000,187.235532941,549.403977159
55,diagnostic continuation,I3,N6,3.064604213,12.674542700,187.235532941,549.403977159
55,diagnostic continuation,I3,N7,0.000000000,0.000000000,187.235532941,549.403977159
55,diagnostic continuation,I3,N8,4.731490628,14.990066972,187.235532941,549.403977159
55,diagnostic continuation,I3,N9,27.476232076,97.231556923,187.235532941,549.403977159
55,diagnostic continuation,I4,N1,0.000001243,0.000002608,187.235532941,549.403977159
55,diagnostic continuation,I4,N2,0.000000000,0.000000000,187.235532941,549.403977159
55,diagnostic continuation,I4,N3,9.592145599,24.671626662,187.235532941,549.403977159
55,diagnostic continuation,I4,N4,0.000000000,0.000000000,187.235532941,549.403977159
55,diagnostic continuation,I4,N5,0.000000000,0.000000000,187.235532941,549.403977159
55,diagnostic continuation,I4,N6,12.583591077,43.832211078,187.235532941,549.403977159
55,diagnostic continuation,I4,N7,0.000000000,0.000000000,187.235532941,549.403977159
55,diagnostic continuation,I4,N8,12.357736838,27.189248206,187.235532941,549.403977159
55,diagnostic continuation,I4,N9,12.913828371,34.931385553,187.235532941,549.403977159
56,diagnostic continuation,I1,N1,0.000000000,0.000000000,187.221010124,549.057051392
56,diagnostic continuation,I1,N2,0.000000000,0.000000000,187.221010124,549.057051392
56,diagnostic continuation,I1,N3,9.775864906,25.337583055,187.221010124,549.057051392
56,diagnostic continuation,I1,N4,0.000000000,0.000000000,187.221010124,549.057051392
56,diagnostic continuation,I1,N5,0.000000000,0.000000000,187.221010124,549.057051392
56,diagnostic continuation,I1,N6,15.506941812,53.102917555,187.221010124,549.057051392
56,diagnostic continuation,I1,N7,0.000000000,0.000000000,187.221010124,549.057051392
56,diagnostic continuation,I1,N8,18.485063918,39.628011323,187.221010124,549.057051392
56,diagnostic continuation,I1,N9,2.969559895,9.362733995,187.221010124,549.057051392
56,diagnostic continuation,I2,N1,0.000000000,0.000000000,187.221010124,549.057051392
56,diagnostic continuation,I2,N2,0.000000000,0.000000000,187.221010124,549.057051392
56,diagnostic continuation,I2,N3,7.954367419,20.421262513,187.221010124,549.057051392
56,diagnostic continuation,I2,N4,0.000000000,0.000000000,187.221010124,549.057051392
56,diagnostic continuation,I2,N5,0.000000000,0.000000000,187.221010124,549.057051392
56,diagnostic continuation,I2,N6,16.096889042,54.529994575,187.221010124,549.057051392
56,diagnostic continuation,I2,N7,0.000000000,0.000000000,187.221010124,549.057051392
56,diagnostic continuation,I2,N8,19.665451240,43.395083388,187.221010124,549.057051392
56,diagnostic continuation,I2,N9,2.912488812,10.141440348,187.221010124,549.057051392
56,diagnostic continuation,I3,N1,0.000000000,0.000000000,187.221010124,549.057051392
56,diagnostic continuation,I3,N2,0.000000000,0.000000000,187.221010124,549.057051392
56,diagnostic continuation,I3,N3,14.141311907,48.207341881,187.221010124,549.057051392
56,diagnostic continuation,I3,N4,0.000000000,0.000000000,187.221010124,549.057051392
56,diagnostic continuation,I3,N5,0.000000000,0.000000000,187.221010124,549.057051392
56,diagnostic continuation,I3,N6,2.388744778,9.928471831,187.221010124,549.057051392
56,diagnostic continuation,I3,N7,0.000000000,0.000000000,187.221010124,549.057051392
56,diagnostic continuation,I3,N8,3.548618013,11.242550320,187.221010124,549.057051392
56,diagnostic continuation,I3,N9,26.341751401,93.261429880,187.221010124,549.057051392
56,diagnostic continuation,I4,N1,0.000000000,0.000000000,187.221010124,549.057051392
56,diagnostic continuation,I4,N2,0.000000000,0.000000000,187.221010124,549.057051392
56,diagnostic continuation,I4,N3,7.396775618,19.116231027,187.221010124,549.057051392
56,diagnostic continuation,I4,N4,0.000000000,0.000000000,187.221010124,549.057051392
56,diagnostic continuation,I4,N5,0.000000000,0.000000000,187.221010124,549.057051392
56,diagnostic continuation,I4,N6,11.907731649,42.215389142,187.221010124,549.057051392
56,diagnostic continuation,I4,N7,0.000000000,0.000000000,187.221010124,549.057051392
56,diagnostic continuation,I4,N8,11.240401415,24.336261855,187.221010124,549.057051392
56,diagnostic continuation,I4,N9,16.889048297,44.830348703,187.221010124,549.057051392
57,diagnostic continuation,I1,N1,0.000000000,0.000000000,187.260384483,548.253112602
57,diagnostic continuation,I1,N2,0.000000000,0.000000000,187.260384483,548.253112602
57,diagnostic continuation,I1,N3,7.444110815,19.423309444,187.260384483,548.253112602
57,diagnostic continuation,I1,N4,0.000000000,0.000000000,187.260384483,548.253112602
57,diagnostic continuation,I1,N5,0.000000000,0.000000000,187.260384483,548.253112602
57,diagnostic continuation,I1,N6,16.581357257,55.950438707,187.260384483,548.253112602
57,diagnostic continuation,I1,N7,0.000000000,0.000000000,187.260384483,548.253112602
57,diagnostic continuation,I1,N8,20.313458505,43.964881169,187.260384483,548.253112602
57,diagnostic continuation,I1,N9,2.388788887,7.627148695,187.260384483,548.253112602
57,diagnostic continuation,I2,N1,0.000000000,0.000000000,187.260384483,548.253112602
57,diagnostic continuation,I2,N2,0.000000000,0.000000000,187.260384483,548.253112602
57,diagnostic continuation,I2,N3,6.130816008,15.933855571,187.260384483,548.253112602
57,diagnostic continuation,I2,N4,0.000000000,0.000000000,187.260384483,548.253112602
57,diagnostic continuation,I2,N5,0.000000000,0.000000000,187.260384483,548.253112602
57,diagnostic continuation,I2,N6,16.986529806,56.955190524,187.260384483,548.253112602
57,diagnostic continuation,I2,N7,0.000000000,0.000000000,187.260384483,548.253112602
57,diagnostic continuation,I2,N8,21.182221875,47.019698427,187.260384483,548.253112602
57,diagnostic continuation,I2,N9,2.319913707,8.113568325,187.260384483,548.253112602
57,diagnostic continuation,I3,N1,0.000000000,0.000000000,187.260384483,548.253112602
57,diagnostic continuation,I3,N2,0.000000000,0.000000000,187.260384483,548.253112602
57,diagnostic continuation,I3,N3,11.495668865,38.170010015,187.260384483,548.253112602
57,diagnostic continuation,I3,N4,0.000000000,0.000000000,187.260384483,548.253112602
57,diagnostic continuation,I3,N5,0.000000000,0.000000000,187.260384483,548.253112602
57,diagnostic continuation,I3,N6,1.931233577,8.100032871,187.260384483,548.253112602
57,diagnostic continuation,I3,N7,0.000000000,0.000000000,187.260384483,548.253112602
57,diagnostic continuation,I3,N8,2.661463551,8.431912830,187.260384483,548.253112602
57,diagnostic continuation,I3,N9,30.400579169,108.210847871,187.260384483,548.253112602
57,diagnostic continuation,I4,N1,0.000000000,0.000000000,187.260384483,548.253112602
57,diagnostic continuation,I4,N2,0.000000000,0.000000000,187.260384483,548.253112602
57,diagnostic continuation,I4,N3,12.822046018,33.235997524,187.260384483,548.253112602
57,diagnostic continuation,I4,N4,0.000000000,0.000000000,187.260384483,548.253112602
57,diagnostic continuation,I4,N5,0.000000000,0.000000000,187.260384483,548.253112602
57,diagnostic continuation,I4,N6,11.450220454,41.131376257,187.260384483,548.253112602
57,diagnostic continuation,I4,N7,0.000000000,0.000000000,187.260384483,548.253112602
57,diagnostic continuation,I4,N8,10.485189339,22.362081635,187.260384483,548.253112602
57,diagnostic continuation,I4,N9,12.666786650,33.622762738,187.260384483,548.253112602
58,diagnostic continuation,I1,N1,0.000000000,0.000000000,187.182150239,547.434704933
58,diagnostic continuation,I1,N2,0.000000000,0.000000000,187.182150239,547.434704933
58,diagnostic continuation,I1,N3,8.363129969,22.136680046,187.182150239,547.434704933
58,diagnostic continuation,I1,N4,0.000000000,0.000000000,187.182150239,547.434704933
58,diagnostic continuation,I1,N5,0.000000000,0.000000000,187.182150239,547.434704933
58,diagnostic continuation,I1,N6,16.428486520,55.599595078,187.182150239,547.434704933
58,diagnostic continuation,I1,N7,0.000000000,0.000000000,187.182150239,547.434704933
58,diagnostic continuation,I1,N8,20.088626495,43.108668148,187.182150239,547.434704933
58,diagnostic continuation,I1,N9,1.827913825,5.856351516,187.182150239,547.434704933
58,diagnostic continuation,I2,N1,0.000000000,0.000000000,187.182150239,547.434704933
58,diagnostic continuation,I2,N2,0.000000000,0.000000000,187.182150239,547.434704933
58,diagnostic continuation,I2,N3,4.672773173,12.222065275,187.182150239,547.434704933
58,diagnostic continuation,I2,N4,0.000000000,0.000000000,187.182150239,547.434704933
58,diagnostic continuation,I2,N5,0.000000000,0.000000000,187.182150239,547.434704933
58,diagnostic continuation,I2,N6,17.672460598,58.933191310,187.182150239,547.434704933
58,diagnostic continuation,I2,N7,0.000000000,0.000000000,187.182150239,547.434704933
58,diagnostic continuation,I2,N8,22.372035316,50.091100009,187.182150239,547.434704933
58,diagnostic continuation,I2,N9,1.882653603,6.511472932,187.182150239,547.434704933
58,diagnostic continuation,I3,N1,0.000000000,0.000000000,187.182150239,547.434704933
58,diagnostic continuation,I3,N2,0.000000000,0.000000000,187.182150239,547.434704933
58,diagnostic continuation,I3,N3,8.621751732,28.627507689,187.182150239,547.434704933
58,diagnostic continuation,I3,N4,0.000000000,0.000000000,187.182150239,547.434704933
58,diagnostic continuation,I3,N5,0.000000000,0.000000000,187.182150239,547.434704933
58,diagnostic continuation,I3,N6,1.744875745,7.462410819,187.182150239,547.434704933
58,diagnostic continuation,I3,N7,0.000000000,0.000000000,187.182150239,547.434704933
58,diagnostic continuation,I3,N8,2.380155545,7.092051472,187.182150239,547.434704933
58,diagnostic continuation,I3,N9,33.722603357,119.466297296,187.182150239,547.434704933
58,diagnostic continuation,I4,N1,0.000000000,0.000000000,187.182150239,547.434704933
58,diagnostic continuation,I4,N2,0.000000000,0.000000000,187.182150239,547.434704933
58,diagnostic continuation,I4,N3,13.766031073,35.463922700,187.182150239,547.434704933
58,diagnostic continuation,I4,N4,0.000000000,0.000000000,187.182150239,547.434704933
58,diagnostic continuation,I4,N5,0.000000000,0.000000000,187.182150239,547.434704933
58,diagnostic continuation,I4,N6,10.730450802,39.539451668,187.182150239,547.434704933
58,diagnostic continuation,I4,N7,0.000000000,0.000000000,187.182150239,547.434704933
58,diagnostic continuation,I4,N8,9.304277581,19.652412085,187.182150239,547.434704933
58,diagnostic continuation,I4,N9,13.603924904,35.671526890,187.182150239,547.434704933
59,diagnostic continuation,I1,N1,0.000000000,0.000000000,187.087238254,547.195074302
59,diagnostic continuation,I1,N2,0.000000000,0.000000000,187.087238254,547.195074302
59,diagnostic continuation,I1,N3,9.103851147,23.061435123,187.087238254,547.195074302
59,diagnostic continuation,I1,N4,0.000000000,0.000000000,187.087238254,547.195074302
59,diagnostic continuation,I1,N5,0.000000000,0.000000000,187.087238254,547.195074302
59,diagnostic continuation,I1,N6,16.165163425,55.224317120,187.087238254,547.195074302
59,diagnostic continuation,I1,N7,0.000000000,0.000000000,187.087238254,547.195074302
59,diagnostic continuation,I1,N8,19.644529990,42.415848359,187.087238254,547.195074302
59,diagnostic continuation,I1,N9,1.794612157,5.939812906,187.087238254,547.195074302
59,diagnostic continuation,I2,N1,0.000000000,0.000000000,187.087238254,547.195074302
59,diagnostic continuation,I2,N2,0.000000000,0.000000000,187.087238254,547.195074302
59,diagnostic continuation,I2,N3,3.897776305,10.070672180,187.087238254,547.195074302
59,diagnostic continuation,I2,N4,0.000000000,0.000000000,187.087238254,547.195074302
59,diagnostic continuation,I2,N5,0.000000000,0.000000000,187.087238254,547.195074302
59,diagnostic continuation,I2,N6,18.102985438,60.234654933,187.087238254,547.195074302
59,diagnostic continuation,I2,N7,0.000000000,0.000000000,187.087238254,547.195074302
59,diagnostic continuation,I2,N8,23.098118881,52.226118221,187.087238254,547.195074302
59,diagnostic continuation,I2,N9,1.501041922,5.166502804,187.087238254,547.195074302
59,diagnostic continuation,I3,N1,0.000000000,0.000000000,187.087238254,547.195074302
59,diagnostic continuation,I3,N2,0.000000000,0.000000000,187.087238254,547.195074302
