iteration,investor,max_rel_delta_offer,max_rel_delta_price,abs_offer_step_mw,abs_price_step_eur_per_mwh,undamped_offer_residual_mw,undamped_price_residual_eur_per_mwh,charge_offer_capacity_hours_mwh,discharge_offer_capacity_hours_mwh,mean_charge_bid_price_eur_per_mwh,mean_discharge_offer_price_eur_per_mwh
62,I1,0.0,0.0,0.0,0.0,1.2261144022339723e-06,0.0,0.0,0.0,-7.5,7.5
62,I2,0.0,0.0,0.0,0.0,8.287696956856296e-07,0.0,0.0,0.0,-7.5,7.5
62,I3,0.49999996765376403,0.5315422658892736,0.7487142542947132,158.5012392412968,1.4974285085896046,317.0024784825936,655.6899211598148,647.9500824902676,-33.098734877797824,30.022368727288406
62,I4,0.5432678335787711,0.5028208530877968,3.3354957644720002,270.5091103564765,6.670991528944366,541.018220712953,4092.063599442783,4094.8975367271028,-28.513023418043492,65.99052249897802
63,I1,0.0,0.0,0.0,0.0,1.064324990029929e-06,0.0,0.0,0.0,-7.5,7.5
63,I2,0.0,0.0,0.0,0.0,8.283181647303045e-07,0.0,0.0,0.0,-7.5,7.5
63,I3,0.0452255155255442,0.5022565324111047,0.10580806573970265,80.9165962846762,0.21161613148066916,161.8331925693524,638.353241955064,630.843316890004,-19.104773562050518,17.60735308533744
63,I4,0.40944101451667997,0.5431426268268107,2.5561422776720244,131.2817185071917,5.112284555344515,262.5634370143834,4126.780065121455,4116.25671236073,-17.26585497016567,35.92517124264545
64,I1,0.0,0.0,0.0,0.0,1.0624380471894542e-06,0.0,0.0,0.0,-7.5,7.5
64,I2,0.0,0.0,0.0,0.0,8.694751866802875e-07,0.0,0.0,0.0,-7.5,7.5
64,I3,0.4999999982935384,0.635236163248781,0.7552504901799331,38.86744516135967,1.510500980360043,77.73489032271934,660.6305189603826,651.0278622865071,-12.485058026092142,11.73721135186151
64,I4,0.3296298487499598,0.5092683414194457,2.2406398600519837,69.59273161960878,4.481279720104501,139.18546323921757,4143.915505595487,4154.823578631852,-10.760581380178806,20.09201173797131
65,I1,0.0,0.0,0.0,0.0,1.2805293094980886e-06,0.0,0.0,0.0,-7.5,7.5
65,I2,0.0,0.0,0.0,0.0,8.897255532265505e-07,0.0,0.0,0.0,-7.5,7.5
65,I3,0.23492214712419093,0.5305300589881039,0.18006895164171796,20.735699428201936,0.3601379032841756,41.47139885640387,638.184486112509,629.518526469149,-8.872500757105128,8.542236247491635
65,I4,0.30118597156507076,0.5119261455962909,1.6049362262342322,34.709564170579746,3.209872452469213,69.41912834115949,4134.006989994501,4162.130881968989,-7.529651327752497,12.200988932650572
66,I1,0.0,0.0,0.0,0.0,1.065144812177063e-06,0.0,0.0,0.0,-7.5,7.5
66,I2,0.0,0.0,0.0,0.0,8.295896632152649e-07,0.0,0.0,0.0,-7.5,7.5
66,I3,0.5,1.1807475384145893,0.4839684830806189,10.990015648273886,0.967936966161514,21.98003129654777,542.8838135392574,541.1860805606625,-7.005712048626678,6.836574676787733
66,I4,0.3015466564853861,0.5564735963983913,2.2004646899135043,17.22745741132623,4.400929379827489,34.45491482265246,4142.047160644079,4146.598430594561,-5.966585126025111,8.288701408384197
67,I1,0.0,0.0,0.0,0.0,1.1562019380758623e-06,0.0,0.0,0.0,-7.5,7.5
67,I2,0.0,0.0,0.0,0.0,8.554153776250042e-07,0.0,0.0,0.0,-7.5,7.5
67,I3,0.5,3.623877036734315,0.3592592005151358,5.012835704004052,0.7185184010306429,10.025671408008105,470.51927037167997,471.35612526326406,-6.143124206382576,6.1339258630797
67,I4,0.2813437533479611,0.8873797338452518,2.1612426445069266,7.499553258351879,4.3224852890144145,14.999106516703758,4160.616212659007,4126.034228847045,-5.443378903974444,6.576448625966555
68,I1,0.0,0.0,0.0,0.0,1.0649331574335581e-06,0.0,0.0,0.0,-7.5,7.5
68,I2,0.0,0.0,0.0,0.0,1.3408923521255931e-06,0.0,0.0,0.0,-7.5,7.5
