sweep,investor,termination,optimal,solve_seconds,best_feasible_objective,best_objective_bound,proximal_penalty,complementarity_epsilon,complementarity_max_product,complementarity_max_violation,primal_dual_gap_eur_per_day,profit_eur_per_day,old_power_mw,best_response_power_mw,new_power_mw,old_energy_mwh,best_response_energy_mwh,new_energy_mwh,max_raw_deviation_mw,max_raw_deviation_mwh,max_iterate_change_mw,max_iterate_change_mwh,max_raw_bid_deviation_eur_per_mwh,max_iterate_bid_change_eur_per_mwh,max_raw_quantity_bid_deviation_mw,max_iterate_quantity_bid_change_mw
4,I1,optimal,True,318.07588839996606,,,0.0,0.001,0.0009999334147187586,1.8828024833915247e-11,3.568867671303451,2617.563914695523,52.72361846175298,27.033494174541506,39.87855631814724,155.7821726934347,74.83392987447158,115.30805128395313,25.061780223962813,81.83312575184969,12.530890111981407,40.916562875924846,0.0,0.0,25.061780128589564,12.530890064294782
4,I2,optimal,True,116.2459080000408,,,0.0,0.001,0.0009999294066404822,2.2484217513001217e-09,3.927069588098675,2558.568169478681,53.51956464657611,27.829221748296963,40.674388697416,157.9657403595493,77.01749328680793,117.49160776449844,25.061780223962813,81.83312575184969,12.530890111981407,40.916562875924846,0.0,0.0,25.061780128589564,12.530890064294782
4,I3,optimal,True,164.74543880007695,,,0.0,0.001,0.0010004195337817107,4.19533781710656e-07,1.7507527871639468,131392.44109169237,53.5647517980338,27.873215099875083,40.71898344895444,157.89012549258996,76.93744261795038,117.41378405527016,25.061780223962813,81.83312575184969,12.530890111981407,40.916562875924846,0.0,0.0,25.061780128589564,12.530890064294782
4,I4,optimal,True,267.73500800004695,,,0.0,0.001,0.0010005125272217678,5.125272217678008e-07,3.0920719241257757,204622.83280946664,53.06586860504424,27.374417306189475,40.22014295561686,156.50938510424163,75.55690016324334,116.03314263374247,25.061780223962813,81.83312575184969,12.530890111981407,40.916562875924846,0.0,0.0,25.061780128589564,12.530890064294782
5,I1,optimal,True,65.32553699996788,,,0.0,0.001,0.0010023360296695233,2.3360296695232666e-06,2.902420188416727,6799.982794632983,39.87855631814724,65.57008594547204,52.72432113180964,115.30805128395313,196.26042310463745,155.7842371942953,28.653494200497178,88.7835463213695,14.326747100248589,44.39177316068475,0.0,0.0,28.653494240089103,14.32674712004455
5,I2,optimal,True,82.05707890004851,,,0.0,0.001,0.0010023618559577968,2.3618559577968153e-06,2.650873055914417,6532.63253468465,40.674388697416,66.36595044799553,53.52016474640663,117.49160776449844,198.44397324479695,157.9677807890676,28.653494200497178,88.7835463213695,14.326747100248589,44.39177316068475,0.0,0.0,28.653494240089103,14.32674712004455
5,I3,optimal,True,445.52709829993546,,,0.0,0.001,0.001000004222487599,7.748450375397532e-09,3.208060867036693,129513.7971060659,40.71898344895444,66.40914877719342,53.56406611307393,117.41378405527016,198.36190613731844,157.88784509629428,28.653494200497178,88.7835463213695,14.326747100248589,44.39177316068475,0.0,0.0,28.653494240089103,14.32674712004455
5,I4,optimal,True,132.10723269998562,,,0.0,0.001,0.0010001853408425209,1.8534084252085949e-07,2.320711363805458,202744.28702752758,40.22014295561686,65.91044471603826,53.06529383582755,116.03314263374247,196.9815035529182,156.50732309333034,28.653494200497178,88.7835463213695,14.326747100248589,44.39177316068475,0.0,0.0,28.653494240089103,14.32674712004455
6,I1,optimal,True,112.9058997000102,,,0.0,0.001,0.000999919107236179,3.752086709000487e-11,2.029955147532746,2617.6296595209583,52.72432113180964,27.033812416915012,39.87906677436233,155.7842371942953,74.83592196110595,115.31007957770062,22.869566752570506,74.48833102093006,11.434783376285253,37.24416551046503,0.0,0.0,22.869566742586013,11.434783371293006
6,I2,optimal,True,173.02867660007905,,,0.0,0.001,0.0009999191072367552,4.172420161269892e-11,4.175077466061339,2558.6304723205453,53.52016474640663,27.829642114163168,40.6749019778557,157.9677807890676,77.01948218546056,117.49362851906608,22.869566752570506,74.48833102093006,11.434783376285253,37.24416551046503,0.0,0.0,22.869566742586013,11.434783371293006
6,I3,optimal,True,53.40896769997198,,,0.0,0.001,0.0010000042238464005,5.338883509233906e-09,3.28137275215704,132375.42300654735,53.56406611307393,27.87237497026796,40.718220541670945,157.88784509629428,90.78835121402739,124.33809815516084,22.869566752570506,74.48833102093006,11.434783376285253,37.24416551046503,0.0,0.0,22.869566742586013,11.434783371293006
6,I4,optimal,True,58.889560600044206,,,0.0,0.001,0.00100000875044155,8.750441549956398e-09,3.0673816214548424,216086.4224179901,53.06529383582755,27.374067215383374,40.21968052560546,156.50732309333034,89.40799808709754,122.95766059021393,22.869566752570506,74.48833102093006,11.434783376285253,37.24416551046503,0.0,0.0,22.869566742586013,11.434783371293006
7,I1,optimal,True,84.36814619996585,,,0.0,0.001,0.0010023360183140859,2.336018314085843e-06,3.585591550276149,6631.9122155260675,39.87906677436233,65.56990467100243,51.36332491277466,115.31007957770062,191.4739572741554,148.95166825977805,28.118877470459168,92.24632368016842,12.811627326262574,41.99670007140832,0.0,0.0,28.118877510245103,12.957743826474479
7,I2,optimal,True,110.29245389997959,,,0.0,0.001,0.0010023618470529985,2.3618470529984757e-06,3.212735655484721,6371.966566264154,40.6749019778557,66.36592009846082,52.134551032796416,117.49362851906608,193.65803810348933,151.0535453519911,28.118877470459168,92.24632368016842,12.811627326262574,41.99670007140832,0.0,0.0,28.118877510245103,12.957743826474479
7,I3,optimal,True,108.09214129997417,,,0.0,0.001,0.001000004979756982,6.510193519244197e-09,3.285802017664537,129536.03690516127,40.718220541670945,66.40866579785853,52.06966759347913,124.33809815516084,195.90457392787425,155.31386299374185,28.118877470459168,92.24632368016842,12.811627326262574,41.99670007140832,0.0,0.0,28.118877510245103,12.957743826474479
7,I4,optimal,True,94.40278579993173,,,0.0,0.001,0.001000184813427671,1.8481342767100173e-07,3.370262630400248,202765.4241787532,40.21968052560546,65.9101589293224,51.81710831849693,122.95766059021393,194.64760760237104,154.6761723276166,28.118877470459168,92.24632368016842,12.811627326262574,41.99670007140832,0.0,0.0,28.118877510245103,12.957743826474479
8,I1,optimal,True,76.01056270010304,,,0.0,0.001,0.0009999285238615247,3.6446875056491075e-10,3.043056186463218,3165.501855510234,51.36332491277466,31.16135583126703,41.262340372020844,148.95166825977805,90.68644138232087,119.81905482104946,22.76210892480731,71.17114665054729,11.381054462403656,35.58557332527364,0.0,0.0,22.762108932040867,11.381054466020434
8,I2,optimal,True,108.36168410000391,,,0.0,0.001,0.0009999240469213049,4.859617750269717e-10,3.592797129880637,3077.1160750718504,52.134551032796416,31.932597174052862,42.033572650988006,151.0535453519911,92.78834401943027,121.92094171749727,22.76210892480731,71.17114665054729,11.381054462403656,35.58557332527364,0.0,0.0,22.762108932040867,11.381054466020434
8,I3,optimal,True,64.02982629998587,,,0.0,0.001,0.0010000042236516138,4.916806014073471e-09,3.0115761845954694,132045.23547456253,52.06966759347913,31.86758247758038,41.968625035529755,155.31386299374185,106.3662601198765,130.84006155680916,22.76210892480731,71.17114665054729,11.381054462403656,35.58557332527364,0.0,0.0,22.762108932040867,11.381054466020434
8,I4,optimal,True,27.894492999999784,,,0.0,0.001,0.0010000087318736384,8.731873638425161e-09,2.8836073547718115,215740.3674308588,51.81710831849693,31.61504668517454,41.716077501835734,154.6761723276166,105.72871810425242,130.2024452159345,22.76210892480731,71.17114665054729,11.381054462403656,35.58557332527364,0.0,0.0,22.762108932040867,11.381054466020434
9,I1,optimal,True,41.97501870000269,,,0.0,0.001,0.0010021915007430828,2.191500743082761e-06,3.598644045414403,6133.636603998084,41.262340372020844,61.464412870390696,51.00497200614294,119.81905482104946,177.0370606022611,147.2825205942203,22.061327719842254,68.54325797172257,10.66856846744931,33.10879325416347,0.0,0.0,24.10766513238778,11.7356878103972
9,I2,optimal,True,99.49009239999577,,,0.0,0.001,0.0010022201914824226,2.220191482422626e-06,4.1358049743575975,5895.511689989699,42.033572650988006,62.23565767778575,51.76845954875275,121.92094171749727,179.138974823701,149.36024753391638,22.061327719842254,68.54325797172257,10.66856846744931,33.10879325416347,0.0,0.0,24.10766513238778,11.7356878103972
9,I3,optimal,True,138.21385870000813,,,0.0,0.001,0.001000025467945074,2.546794507403416e-08,3.351460561505519,129753.10895681329,41.968625035529755,62.170305761082034,51.70736528350265,130.84006155680916,181.65031898745724,155.08234497060775,22.061327719842254,68.54325797172257,10.66856846744931,33.10879325416347,0.0,0.0,24.10766513238778,11.7356878103972
9,I4,optimal,True,107.51016880001407,,,0.0,0.001,0.0010001848853836977,1.8488538369764232e-07,1.835689980420284,202972.4217978463,41.716077501835734,61.917834758469304,51.53738373601519,130.2024452159345,181.0197651362408,154.66066740599422,22.061327719842254,68.54325797172257,10.66856846744931,33.10879325416347,0.0,0.0,24.10766513238778,11.7356878103972
10,I1,optimal,True,48.61056810000446,,,0.0,0.001,0.0009999570337840373,7.390858898737808e-10,2.6982110048411414,3297.125594280511,51.00497200614294,32.16948788757149,41.587229946857214,147.2825205942203,94.49547231187782,120.88899645304906,22.620693401428124,70.92293561257887,11.310346700714062,35.461467806289434,0.0,0.0,22.620693405763188,11.310346702881594
10,I2,optimal,True,55.28515809995588,,,0.0,0.001,0.0010000718375733865,7.18375733864407e-08,3.0355868576443754,3201.521814832434,51.76845954875275,32.932960844709,42.35070874520906,149.36024753391638,96.57317881334772,122.9667102071716,22.620693401428124,70.92293561257887,11.310346700714062,35.461467806289434,0.0,0.0,22.620693405763188,11.310346702881594
10,I3,optimal,True,36.698575900052674,,,0.0,0.001,0.0010000042235762104,4.922236003955658e-09,2.4662487798486836,131973.3471669662,51.70736528350265,32.87174915721822,42.28955722036043,155.08234497060775,109.74421222112045,132.41327859586409,22.620693401428124,70.92293561257887,11.310346700714062,35.461467806289434,0.0,0.0,22.620693405763188,11.310346702881594
10,I4,optimal,True,19.624324200092815,,,0.0,0.001,0.000999936158112461,4.922471523022679e-09,2.330144790816121,217624.50751771493,51.53738373601519,32.701786221241754,42.11958497862847,154.66066740599422,110.02091528525024,132.34079134562222,22.620693401428124,70.92293561257887,11.310346700714062,35.461467806289434,0.0,0.0,22.620693405763188,11.310346702881594
