iteration,investor,proximal_coefficient_eur_per_mw2_day,unpenalized_profit_eur_per_day,proximal_penalty_eur_per_day,strategic_epsilon_penalty,epsilon_penalty_eur_per_day,penalized_objective_eur_per_day
1,I3,0.0,147397.32612753697,0.0,1e-06,0.041912419061884996,147397.28421511792
1,I1,0.0,2868.3559105438894,0.0,1e-06,0.0372305322116917,2868.3186800116778
1,I2,0.0,6058.55984611188,0.0,1e-06,0.00924211554321086,6058.550603996337
1,I4,0.0,224989.93817540054,0.0,1e-06,0.11706319380452215,224989.82111220673
2,I3,0.0,143570.70038415294,0.0,1e-06,0.04528253793125994,143570.655101615
2,I1,0.0,2094.067923600553,0.0,1e-06,0.01642471727087184,2094.051498883282
2,I2,0.0,5194.732190641597,0.0,1e-06,0.02834327359693754,5194.703847368
2,I4,0.0,230332.51482477182,0.0,1e-06,0.008008160372265786,230332.50681661145
3,I3,0.0,144351.8330450155,0.0,1e-06,0.002549049377520054,144351.8304959661
3,I1,0.0,-0.009376083689230378,0.0,1e-06,0.0033441354010479525,-0.012720219090278331
3,I2,0.0,3041.4797253777374,0.0,1e-06,0.022560167392313906,3041.457165210345
3,I4,0.0,231628.56512749218,0.0,1e-06,0.006502716194135695,231628.558624776
4,I3,0.0,145515.86802371516,0.0,1e-06,0.0016627264471010248,145515.8663609887
4,I1,0.0,-0.010789370416376298,0.0,1e-06,0.002278721612413317,-0.013068092028789615
4,I2,0.0,1548.155174502289,0.0,1e-06,0.002039373147683592,1548.1531351291412
4,I4,0.0,234364.969156064,0.0,1e-06,9.685413683341059,234355.28374238068
5,I3,0.0,148748.38966905058,0.0,1e-06,0.0016997265897098766,148748.387969324
5,I1,0.0,-0.009544992778196877,0.0,1e-06,0.0016182639358249954,-0.011163256714021873
5,I2,0.0,1235.0978089937537,0.0,1e-06,0.011997524020304202,1235.0858114697335
5,I4,0.0,234144.4354082983,0.0,1e-06,2.4521671507987,234141.9832411475
6,I3,1.0,148804.90592928862,51.67956038238489,1e-06,0.02870792019018257,148753.19766098604
6,I1,1.0,-0.00928442500432235,0.3324573053228031,1e-06,0.023631277708672845,-0.3653730080357983
6,I2,1.0,145.15430585283084,126.6554366249048,1e-06,0.02623176764788564,18.472637460278165
6,I4,1.0,235022.09866308293,229.86567527389414,1e-06,2.9381360127444243,234789.2948517963
7,I3,1.0,149729.93008524584,0.5534815238745407,1e-06,0.02163754013613672,149729.35496618183
7,I1,1.0,-0.00922111266703203,0.03010422180027501,1e-06,0.023789113836081902,-0.06311444830338894
7,I2,1.0,9.565469422980534,111.14828103240951,1e-06,0.027126736241401248,-101.60993834567039
7,I4,1.0,237110.69580783576,165.2779713672781,1e-06,2.9008802483910983,236942.5169562201
8,I3,1.0,150247.90125733337,0.6055882072075489,1e-06,0.02760252963430612,150247.26806659653
8,I1,1.0,0.5825684824589783,0.003931049097192284,1e-06,0.023842353025414917,0.5547950803363711
8,I2,1.0,-3.9529983276648277,10.02233285790596,1e-06,0.026995206488369533,-14.002326392059157
8,I4,1.0,238285.33408520644,127.51953187297322,1e-06,2.861799655338719,238154.95275367814
9,I3,1.0,150409.6814785299,0.40658444347350214,1e-06,0.031330644194331105,150409.24356344223
9,I1,1.0,60.6479573009472,15.439286029394713,1e-06,0.024291570073935256,45.18437970147855
9,I2,1.0,21.265200773482135,1.3771301020994418,1e-06,0.02654170307912321,19.86152896830357
9,I4,1.0,237956.71012146206,10.25480489298857,1e-06,2.801748988390645,237943.65356758068
10,I3,1.0,149769.54706160293,5.314696875232046,1e-06,0.11167994552814296,149764.1206847822
10,I1,1.0,81.34819330045242,0.8626009648479208,1e-06,0.02400217935385646,80.46159015625065
10,I2,1.0,76.57177247188757,0.7683396411955307,1e-06,0.02665058272436608,75.77678224796767
10,I4,1.0,237947.32683470717,16.676189607803636,1e-06,2.526915841667443,237928.1237292577
11,I3,2.0,149920.63068318114,0.4880662128814341,1e-06,0.036215723399387084,149920.10640124485
11,I1,2.0,60.52663323710988,4.223249142314581,1e-06,0.024250004581034008,56.279134090214264
11,I2,2.0,40.13752284411626,0.33021187479183056,1e-06,0.02663990844625911,39.78067106087817
11,I4,2.0,238344.61801571227,10.833790378018744,1e-06,2.579302499823093,238331.20492283444
12,I3,2.0,149917.47735407134,1.9033978673762708,1e-06,0.07599709490149457,149915.49795910905
12,I1,2.0,63.161856900693635,0.0715032614270364,1e-06,0.024016019758533874,63.06633761950807
12,I2,2.0,40.19420883291065,0.008400795298515664,1e-06,0.026551991053376318,40.15925604655875
12,I4,2.0,238547.67905504405,3.473597024814353,1e-06,2.587091965138842,238541.61836605408
13,I3,2.0,149936.922241199,0.6055073020842032,1e-06,0.047310043559803325,149936.26942385337
13,I1,2.0,62.50675199328907,0.01246133499198968,1e-06,0.024048843514628118,62.470241814782455
13,I2,2.0,41.47717517909595,0.19686407186074614,1e-06,0.027130896129121285,41.253180211106084
13,I4,2.0,238691.67755850195,2.9617731381700416,1e-06,2.552308016911379,238686.16347734685
14,I3,2.0,149963.2287331347,0.17015914444712685,1e-06,0.04601055390348102,149963.01256343635
14,I1,2.0,66.73342780413262,0.005766069545847052,1e-06,0.02394582472850083,66.70371590985827
14,I2,2.0,78.09894173885094,0.06368252319466565,1e-06,0.02702384593681597,78.00823536971946
14,I4,2.0,238618.67104713642,3.4624554992791126,1e-06,2.5361324007365527,238612.6724592364
15,I3,2.0,149935.58569187482,0.475637417685388,1e-06,0.04398060980498848,149935.06607384732
15,I1,2.0,66.49900917533064,0.0024610315449671368,1e-06,0.02397383963676753,66.4725743041489
15,I2,2.0,41.38629375791865,0.0009761141306154254,1e-06,0.02677365385896894,41.35854398992907
15,I4,2.0,238677.33921001287,2.6626658088723514,1e-06,2.537050174710113,238672.13949402928
16,I3,3.0,149805.4805434854,0.2378354765878114,1e-06,0.04364746147146706,149805.19906054734
16,I1,3.0,64.73161042667213,0.005635883144523383,1e-06,0.02401519157317285,64.70195935195444
