unit,hour,node,p_charge_mw,p_discharge_mw,net_injection_mw,lambda_reference_eur_per_mwh,spot_revenue_eur,degradation_cost_eur
I3,1,N1,6.578745034850727e-07,7.261302577957694e-07,6.825575431069672e-08,59.99999976347781,4.095345242497803e-06,1.0380035709606317e-05
I3,1,N2,6.12603262264214e-07,7.791411881383421e-07,1.665379258741281e-07,59.99999965269684,9.99227549460854e-06,1.043808337801917e-05
I3,1,N3,4.127354874125306e-07,3.124635935927771,3.1246355231922833,59.99999976572756,187.478130659521,23.434772614974438
I3,1,N4,6.578528025432456e-07,7.260755015953499e-07,6.822269905210429e-08,59.999999779552304,4.0933619280867205e-06,1.0379462281039466e-05
I3,1,N5,6.453610045875025e-07,7.511605554103846e-07,1.057995508228821e-07,59.99999978816604,6.347973026960988e-06,1.0473911699984153e-05
I3,1,N6,4.1273547735120943e-07,4.575995306786254,4.575994894050776,59.99999977776189,274.55969262608613,34.31996789641299
I3,1,N7,6.126018035601715e-07,7.791309783213921e-07,1.6652917476122053e-07,59.999999730618924,9.991750440813423e-06,1.0437995864111725e-05
I3,1,N8,4.127354825814982e-07,4.425950974721789,4.425950561986307,59.99999976001813,265.5570326570305,33.19463540592953
I3,1,N9,4.1273547123168724e-07,7.203442215859544,7.203441803124073,59.99999976608265,432.20650650243437,54.02581971446262
I3,2,N1,6.581837564635814e-07,7.258155707980908e-07,6.76318143345094e-08,59.99999929205798,4.057908812191161e-06,1.0379994954462542e-05
I3,2,N2,6.125639349808451e-07,7.794557860736523e-07,1.668918510928072e-07,59.99999917580257,1.0013510928016597e-05,1.0440147907908731e-05
I3,2,N3,4.127354954161334e-07,2.7418172307946262,2.7418168180591307,59.9999992911508,164.50900714001318,20.563632326475915
I3,2,N4,6.581621146272917e-07,7.257607948324648e-07,6.759868020517306e-08,59.999999305669576,4.055920765374563e-06,1.0379421820948175e-05
I3,2,N5,6.455621571810877e-07,7.510222893926465e-07,1.0546013221155886e-07,59.999999311379526,6.3276078600715255e-06,1.0474383349303007e-05
I3,2,N6,4.1273548551044107e-07,3.785026526606782,3.7850261138712966,59.99999930316281,227.10156419473083,28.387702045067005
I3,2,N7,6.125624339947924e-07,7.794455881258328e-07,1.6688315413104037e-07,59.99999925372465,1.0012989123321638e-05,1.0440060165904688e-05
I3,2,N8,4.1273549075812204e-07,3.669073555506683,3.6690731427711922,59.99999928428791,220.14438594027152,27.518054761816302
I3,2,N9,4.127354795342242e-07,5.37811663812276,5.378116225387281,59.99999929146238,322.68696971263915,40.3358778814368
I3,3,N1,6.563764837017566e-07,7.282970107672677e-07,7.192052706551104e-08,59.99999676136334,4.315231391006207e-06,1.0385051208517683e-05
I3,3,N2,6.098770509080282e-07,7.845481057928777e-07,1.746710548848495e-07,59.99999664368813,1.0480262706840434e-05,1.0458188675256793e-05
I3,3,N3,4.127355402241463e-07,1.5931320785374627,1.5931316658019226,59.99999676270865,95.58789479068399,11.948493684547522
I3,3,N4,6.563536726086085e-07,7.282427954385454e-07,7.188912282993689e-08,59.99999677419928,4.3133471378962295e-06,1.0384473510353654e-05
I3,3,N5,6.436310725196402e-07,7.542192741904352e-07,1.1058820167079496e-07,59.99999677852389,6.6352917439904475e-06,1.0483877600325565e-05
I3,3,N6,4.127355307621778e-07,1.8834551568578881,1.8834547441223572,59.99999677320299,113.0072785698153,14.125916771950642
I3,3,N7,6.098751280725817e-07,7.845380335882431e-07,1.7466290551566138e-07,59.9999967216102,1.0479773758326595e-05,1.0458098712456185e-05
I3,3,N8,4.1273553601605856e-07,1.848282829761176,1.84828241702564,59.99999675446482,110.89693902287279,13.86212431872534
I3,3,N9,4.1273552512736903e-07,2.1896132352580167,2.1896128225224913,59.99999676288969,131.37676226333124,16.422102359951566
I3,4,N1,6.528405340312907e-07,7.335406419068222e-07,8.070010787553157e-08,59.99995072760034,4.842002496243927e-06,1.0397858819535846e-05
I3,4,N2,6.05394939760569e-07,7.945483277962457e-07,1.8915338803567674e-07,59.99995061021544,1.1349193939895521e-05,1.0499574506676111e-05
I3,4,N3,4.1273626893591163e-07,0.17629490181899432,0.17629448908272538,59.99995073217405,10.577660659317319,1.3222148591644745
I3,4,N4,6.528153106985895e-07,7.334875129077147e-07,8.067220220912512e-08,59.99995074044102,4.8403281586704045e-06,1.0397271177047281e-05
I3,4,N5,6.401017601300289e-07,7.607603470575095e-07,1.2065858692748062e-07,59.99995074430399,7.239509272526158e-06,1.0506465803906539e-05
I3,4,N6,4.127362589341568e-07,0.17915156672693805,0.1791511539906791,59.99995074117748,10.749060414665847,1.3436398459739776
I3,4,N7,6.053922179630072e-07,7.945384720058341e-07,1.8914625404282693e-07,59.99995068813752,1.1348765915415547e-05,1.049948017476631e-05
I3,4,N8,4.127362648161645e-07,0.17878886816067233,0.17878845542440752,59.9999507229458,10.727298515296043,1.3409196067270286
I3,4,N9,4.1273625311093266e-07,0.18139906211104656,0.18139864937479344,59.99995073219409,10.883910025374156,1.3604960613547477
I3,5,N1,6.484029823395908e-07,7.413525396240569e-07,9.294955728446614e-08,59.999998317695216,5.5769732806984835e-06,1.0423166414727357e-05
I3,5,N2,6.007047423938457e-07,8.095406725341296e-07,2.0883593014028392e-07,59.99999820064999,1.2530155432648103e-05,1.0576840611959815e-05
I3,5,N3,4.1273550744545614e-07,2.3260063006247864,2.326005887889279,59.99999831774928,139.56034936043164,17.445050350202205
I3,5,N4,6.48374310739456e-07,7.413009520184875e-07,9.292664127903146e-08,59.999998330885084,5.575598321636645e-06,1.0422564470684576e-05
I3,5,N5,6.360065376403711e-07,7.70510605004284e-07,1.3450406736391286e-07,59.99999833588048,8.070243818003927e-06,1.0548878569834913e-05
I3,5,N6,4.127354993167424e-07,2.9298804491695454,2.9298800364340463,59.99999832905094,175.79279729036247,21.974106464287832
I3,5,N7,6.007009248650028e-07,8.095310972954274e-07,2.0883017243042454e-07,59.99999827857207,1.2529809986339382e-05,1.0576740166203225e-05
I3,5,N8,4.1273550456459836e-07,2.853199867110683,2.8531994543751784,59.99999831021254,171.19196244121005,21.399002098846406
I3,5,N9,4.127354947804774e-07,3.658807881459132,3.658807468723637,59.99999831801361,219.52844196935385,27.441062206459698
I3,6,N1,6.444932100628447e-07,7.513583955974944e-07,1.0686518553464964e-07,59.99999981745589,6.411911112571368e-06,1.0468887042452543e-05
I3,6,N2,5.982336762345908e-07,8.295666668790727e-07,2.313329906444819e-07,59.99999970905269,1.3879979371363202e-05,1.0708502573352477e-05
I3,6,N3,4.1273547641044477e-07,3.9797406712563084,3.979740258520832,59.99999981928564,238.7844147920537,29.848058129938387
I3,6,N4,6.444604709532194e-07,7.513086108403019e-07,1.0684813988708247e-07,59.99999983472789,6.41088837556593e-06,1.046826811345141e-05
I3,6,N5,6.330361717223554e-07,7.831777511974613e-07,1.5014157947510597e-07,59.999999845055996,9.008494745242822e-06,1.0621604421898626e-05
I3,6,N6,4.1273546926627625e-07,5.925419200897598,5.925418788162129,59.999999832223224,355.5251262955801,44.440647102248
I3,6,N7,5.982286612913741e-07,8.29557385948403e-07,2.3132872465702887e-07,59.99999978697476,1.3879723430142875e-05,1.0708395354298327e-05
I3,6,N8,4.1273547448634903e-07,5.731450187744186,5.731449775008712,59.9999998147348,343.8869854386845,42.98587950359745
I3,6,N9,4.127354655497587e-07,9.637607203541041,9.637606790805576,59.99999981973793,578.2564057110396,72.2820571220738
I3,7,N1,6.429768114110329e-07,7.623498211944848e-07,1.193730097834519e-07,59.99999998581768,7.162380585314128e-06,1.0539949744541382e-05
I3,7,N2,6.001114292531223e-07,8.534924467232426e-07,2.5338101747012027e-07,59.99999990072299,1.5202861023052306e-05,1.0902029069822736e-05
I3,7,N3,4.127354683647938e-07,4.881600449299158,4.88160003656369,60.000000001662755,292.8960022019383,36.61200646525969
I3,7,N4,6.429408145688335e-07,7.623018791707756e-07,1.1936106460194214e-07,60.00000001471602,7.161663877873048e-06,1.053932020304707e-05
I3,7,N5,6.329735422881003e-07,7.974448309589682e-07,1.6447128867086789e-07,60.0000000389156,9.868277326652573e-06,1.0728137799353013e-05
I3,7,N6,4.127354627650913e-07,7.542590328820108,7.542589916084645,60.00000001360012,452.5553950676588,56.56943056166678
I3,7,N7,6.001056574957259e-07,8.534834729645703e-07,2.5337781546884446e-07,59.999999978645064,1.52026689227198e-05,1.0901918478452223e-05
I3,7,N8,4.1273546793389236e-07,7.36601342409554,7.366013011360072,60.00000000006699,441.9607806820978,55.24510377623256
I3,7,N9,4.1273546026369006e-07,13.406486621975452,13.406486209239992,60.00000000221756,804.3891725841293,100.54865276033183
I3,8,N1,6.453219323902295e-07,7.70893779259368e-07,1.2557184686913855e-07,60.00000000527814,7.534310812811099e-06,1.0621617837371982e-05
I3,8,N2,6.052183660241972e-07,8.756906400499533e-07,2.7047227402575616e-07,59.999999916085294,1.6228336418848767e-05,1.1106817545556129e-05
I3,8,N3,4.127354609568467e-07,6.1703486565531,6.170348243817639,60.00000000249275,370.22089464443945,46.2776180196642
I3,8,N4,6.452865188886015e-07,7.708474951901753e-07,1.255609763015738e-07,60.000000035025884,7.533658582492313e-06,1.0621005105590826e-05
I3,8,N5,6.361424473002684e-07,8.08909252502991e-07,1.7276680520272265e-07,60.00000006785055,1.0366008323885682e-05,1.0837887748524445e-05
I3,8,N6,4.127354576210273e-07,9.573589716193583,9.573589303458125,60.000000019416404,574.4153583933721,71.80192596696781
I3,8,N7,6.052132590422861e-07,8.756821737576459e-07,2.7046891471535987e-07,59.999999994007375,1.6228134881300774e-05,1.110671574599949e-05
I3,8,N8,4.127354629641743e-07,9.50468923217329,9.504688819437826,60.000000000540616,570.281329171408,71.28517233681565
I3,8,N9,4.127354571626233e-07,17.308912988628666,17.30891257589321,60.000000003194096,1038.534754608879,129.81685051023092
I3,9,N1,6.500420570464304e-07,7.663862749311191e-07,1.1634421788468869e-07,59.9999997472954,6.980653043680602e-06,1.0623212489831621e-05
I3,9,N2,6.032868139769507e-07,8.703612179445093e-07,2.670744039675586e-07,59.999999559332494,1.6024464120362505e-05,1.105236023941095e-05
I3,9,N3,4.1273545328284023e-07,8.432848312348591,8.432847899613138,59.999999619221285,505.97087076573933,63.24636543813033
I3,9,N4,6.500158688367795e-07,7.663414595459153e-07,1.163255907091358e-07,59.99999975754512,6.979535414344441e-06,1.0622679962870212e-05
I3,9,N5,6.377102919874949e-07,8.019910342272982e-07,1.6428074223980326e-07,59.99999976962536,9.85684449654208e-06,1.0797759946610948e-05
I3,9,N6,4.1273545392069686e-07,12.057577538595972,12.057577125860517,59.999999651263394,723.4546233467125,90.43183463498569
I3,9,N7,6.032848332072225e-07,8.703545188394606e-07,2.670696856322381e-07,59.99999963725457,1.6024181041055978e-05,1.1052295140350124e-05
I3,9,N8,4.1273545984411743e-07,12.261194171727443,12.261193758991983,59.999999613903725,735.6716208055177,91.95895938347176
I3,9,N9,4.1273545726662253e-07,18.53275126660325,18.532750853867793,59.999999620179985,1111.9650441929577,138.99563759504028
I3,10,N1,1.409675119466119e-06,4.6765302394445035e-07,-9.420220955216686e-07,52.200000309459746,-4.917355367774902e-05,1.407996107557927e-05
I3,10,N2,1.2378021813876395e-06,4.936650034735943e-07,-7.441371779140453e-07,52.20000009900936,-3.8843960760789706e-05,1.2986003886459253e-05
I3,10,N3,5.97332479527474e-07,1.413104618547453e-06,8.15772139019979e-07,52.20000006383454,4.2583305708917344e-05,1.507827823556195e-05
I3,10,N4,1.4095760407549498e-06,4.6763933130568173e-07,-9.419367094492681e-07,52.20000031474969,-4.9169096529726076e-05,1.4079115290454736e-05
I3,10,N5,1.36697684539213e-06,4.792943540071124e-07,-8.876824913850177e-07,52.20000030318287,-4.633702631942805e-05,1.3847033995494318e-05
I3,10,N6,6.03959931807058e-07,1.3976489103701084e-06,7.936889785630504e-07,52.20000004408242,4.1430564715978964e-05,1.5012066316328749e-05
I3,10,N7,1.2377821200346324e-06,4.936614427231737e-07,-7.441206773114587e-07,52.20000013945341,-3.884309945942831e-05,1.2985826720683544e-05
I3,10,N8,5.735667943289441e-07,1.5926028278298562e-06,1.019036033500912e-06,52.20000007001801,5.319368102009848e-05,1.6246272166191002e-05
I3,10,N9,5.973199986463331e-07,1.4133450277521158e-06,8.160250291057826e-07,52.20000006383454,4.259650657141243e-05,1.5079987697988368e-05
I3,11,N1,6.380807430028785e-07,7.548410215487905e-07,1.1676027854591199e-07,59.99999959884837,7.005616665916143e-06,1.0446913234137519e-05
I3,11,N2,1.2269745689257332e-06,4.7387426981673105e-07,-7.531002991090022e-07,52.19999990850324,-3.931183554458367e-05,1.2756366290568483e-05
I3,11,N3,8.240670462593047e-07,9.438034080969293e-07,1.197363618376246e-07,46.72097542935943,5.594199619416549e-06,1.3259028407671755e-05
I3,11,N4,6.380668077510703e-07,7.548169971967045e-07,1.1675018944563423e-07,59.99999960582341,7.005011320717862e-06,1.044662853710831e-05
I3,11,N5,7.744755938112615e-07,6.162477536679595e-07,-1.58227840143302e-07,57.304877806756366,-9.0672270450389e-06,1.0430425106094157e-05
I3,11,N6,1.7429648486818012e-06,5.74275254484517e-07,-1.1686895941972842e-06,41.33073178749295,-4.830279616060193e-05,1.7379300773747387e-05
I3,11,N7,1.2269541964269914e-06,4.738689420722388e-07,-7.530852543547526e-07,52.199999916638795,-3.931105021453999e-05,1.2756173538744226e-05
