iteration,investor,update_rule,selection,termination,solve_seconds,profit_eur_per_day,selected_tick_price_eur_per_mw_day,access_payment_eur_per_day,embedded_vs_common_clearing_price_deviation_eur_per_mw_day,auction_strong_duality_gap,spot_strong_duality_gap,max_abs_price_dual_fraction_of_bound,max_abs_internal_dual_fraction_of_bound,embedded_storage_pair_count,variable_count,constraint_count,selected_total_bid_quantity_mw,embedded_active_award_mw,selected_total_award_mw,common_reclear_max_award_change_mw,max_quantity_change_mw,max_price_change_eur_per_mw_day,max_duration_change_hours,max_award_change_mw
1,I1,seidel,candidate,optimal,12.721676800050773,15934.80861790124,,3547.9995656928336,3.417763640017988,-5.206857167650014e-10,0.0036841375986114144,0.2013671462052583,0.7931925132034606,12,3200,3193,99.99999358378157,99.99998863566515,0.0,100.00000100017206,6.4162184258975685e-06,2.7420317201262208,0.711263290177385,99.99999354724874
1,I2,seidel,retain_after_solver_failure,internalSolverError,6.444957799976692,0.0006845867828883717,,0.00021970667561959305,0.0,3.54503899870906e-05,-119902.30392374616,0.20136714442605236,0.010068357221302619,12,3200,3193,100.0,6.19240912118357e-06,0.0,100.00000100017206,0.0,0.0,0.0,0.0
1,I3,seidel,candidate,optimal,29.42832829989493,136856.1763539684,,3579.2031179674923,3.105731923649131,2.1136111172381788e-07,0.001192009774968028,0.2013671463298331,0.14602584519045628,12,3200,3193,99.99999988062147,99.99999936944558,0.0,100.00000100017206,1.193785266195846e-07,5.997763329012294,0.7112633134856088,99.99999819448365
1,I4,seidel,candidate,optimal,32.45176680001896,158030.4383657794,,3889.7763006451805,3.4817360727856794e-07,2.8656822905759327e-06,0.004529143567197025,0.20136714637381495,0.954347096810258,12,3200,3193,100.0,100.00000006584729,100.00000100017206,100.00000100017206,0.0,13.209969377368509,0.7112633093790919,99.99999977555406
