unit,soc_hour,node,soc_mwh,delta_soc_capacity_dual,rho_periodicity_dual
I3,0,N1,2.0682062626724633e-06,-0.09682418629415931,-65.12348749030848
I3,1,N1,2.060517568023462e-06,-0.09647540034353826,-65.12348749030848
I3,2,N1,2.0528287850411723e-06,-0.0961290605933965,-65.12348749030848
I3,3,N1,2.0451377117911442e-06,-0.09578508777369459,-65.12348749030848
I3,4,N1,2.0374421453804432e-06,-0.09544339424183412,-65.12348749030848
I3,5,N1,2.0297398809865817e-06,-0.09510389172642167,-65.12348749030848
I3,6,N1,2.0220287109937e-06,-0.0947664938967368,-65.12348749030848
I3,7,N1,2.0143064240147294e-06,-0.09443111635990142,-65.12348749030848
I3,8,N1,2.006570803949154e-06,-0.0940976756215536,-65.12348749030848
I3,9,N1,1.998819629021059e-06,-0.09376609473608895,-65.12348749030848
I3,10,N1,2.014265962173162e-06,-0.09443000606664068,-65.12348749030848
I3,11,N1,2.0296947720391117e-06,-0.09510264121468409,-65.12348749030848
I3,12,N1,2.045111871128391e-06,-0.09578437565296068,-65.12348749030848
I3,13,N1,2.060523060288e-06,-0.09647559857151428,-65.12348749030848
I3,14,N1,2.075934134464073e-06,-0.09717671384972268,-65.12348749030848
I3,15,N1,2.0913508884784014e-06,-0.09788814093013329,-65.12348749030848
I3,16,N1,2.1067791227928455e-06,-0.09861031531422396,-65.12348749030848
I3,17,N1,2.122224649375291e-06,-0.09934369099011986,-65.12348749030848
I3,18,N1,2.1144726840691584e-06,-0.0989747801954665,-65.12348749030848
I3,19,N1,2.1067360977244546e-06,-0.09860903817729985,-65.12348749030848
I3,20,N1,2.099012668433028e-06,-0.09824635772581382,-65.12348749030848
I3,21,N1,2.0913001801237193e-06,-0.09788663720782603,-65.12348749030848
I3,22,N1,2.0835964212277298e-06,-0.09752977483184605,-65.12348749030848
I3,23,N1,2.075899183814018e-06,-0.09717567232611558,-65.12348749030848
I3,24,N1,2.0682062626724633e-06,-0.09682424359728789,-65.12348749030848
I3,0,N2,2.0490116038328e-06,-0.0975264269920321,-66.72922195509939
I3,1,N2,2.0463361576859425e-06,-0.09739026320696398,-66.72922195509939
I3,2,N2,2.043660694162635e-06,-0.09725444824927268,-66.72922195509939
I3,3,N2,2.0409845429195378e-06,-0.0971189794968488,-66.72922195509939
I3,4,N2,2.038307033470014e-06,-0.09698384080253158,-66.72922195509939
I3,5,N2,2.0356274950071404e-06,-0.09684901337732141,-66.72922195509939
I3,6,N2,2.0329452563133085e-06,-0.09671447944232384,-66.72922195509939
I3,7,N2,2.0302596455778555e-06,-0.09658022360236947,-66.72922195509939
I3,8,N2,2.0275699902559844e-06,-0.09644623812663955,-66.72922195509939
I3,9,N2,2.024875616923599e-06,-0.09631256591126094,-66.72922195509939
I3,10,N2,2.0490143506814286e-06,-0.09743643113868285,-66.72922195509939
I3,11,N2,2.035566482290241e-06,-0.0968504634592629,-66.72922195509939
I3,12,N2,2.0221146592927774e-06,-0.09627241111854351,-66.72922195509939
I3,13,N2,2.045364190314588e-06,-0.0973870848452388,-66.72922195509939
I3,14,N2,2.0706059532039503e-06,-0.09853655106618231,-66.72922195509939
I3,15,N2,2.05711054725022e-06,-0.0979354999556524,-66.72922195509939
I3,16,N2,2.043662212990273e-06,-0.09734415019434645,-66.72922195509939
I3,17,N2,2.0678001435965354e-06,-0.09849200237033968,-66.72922195509939
