investor,node,power_mw,energy_mwh
I1,N1,0.0,0.0
I1,N2,0.0,0.0
I1,N3,22.962602786576888,73.69022319755524
I1,N4,0.0,0.0
I1,N5,0.0,0.0
I1,N6,11.019229546480952,37.44332246314494
I1,N7,0.0,0.0
I1,N8,12.48255049150342,24.966459001546465
I1,N9,0.3316227133622628,0.7010776181933276
I2,N1,0.0,0.0
I2,N2,0.0,0.0
I2,N3,22.969340675573633,73.70456694200436
I2,N4,0.0,0.0
I2,N5,0.0,0.0
I2,N6,11.01933354008562,37.44359985344506
I2,N7,0.0,0.0
I2,N8,12.4827284924295,24.966946122463508
I2,N9,0.32453687212156923,0.6857768207366944
I3,N1,0.0,0.0
I3,N2,0.0,0.0
I3,N3,22.977774791642354,73.7213691012858
I3,N4,0.0,0.0
I3,N5,0.0,0.0
I3,N6,11.018292493882619,37.44072813838194
I3,N7,0.0,0.0
I3,N8,12.480892446897142,24.963095625471887
I3,N9,0.31889071257493956,0.673620562407107
I4,N1,2.240665191595619e-06,4.591924042612669e-06
I4,N2,2.24200862391819e-06,4.594707294975311e-06
I4,N3,12.074165223114873,39.22334268918143
I4,N4,2.240668878433702e-06,4.5919314268915465e-06
I4,N5,2.2374748239545833e-06,4.585555852485499e-06
I4,N6,11.028348167636722,39.18450792726306
I4,N7,2.2420063373896507e-06,4.5947027068099775e-06
I4,N8,12.497777488661056,27.904148488651956
I4,N9,11.195157977610828,30.486656309712338
