investor,node,hour,installed_power_mw,charge_bid_mw,discharge_bid_mw,bid_charge_eur_per_mwh,offer_discharge_eur_per_mwh
I2,N6,20,11.01933354008562,0.0011347467090576633,6.555254966140501,-0.008436005359709831,0.0071271424090157244
I2,N6,21,11.01933354008562,0.0011307812614051375,0.0210396263812474,-0.008436854891576133,0.00712681640946942
I2,N6,22,11.01933354008562,0.0011307812979991054,1.0380808884786674,-0.008436851595511458,0.007126827549551142
I2,N6,23,11.01933354008562,0.0011307841297887831,0.2967200167572941,-0.008436850985769918,0.007126829569390258
I2,N6,24,11.01933354008562,0.0011307848687848068,0.11734032271184326,-0.00843685075733237,0.007126830309830674
I2,N7,1,0.0,0.0,0.0,-7.5,7.5
I2,N7,2,0.0,0.0,0.0,-7.5,7.5
I2,N7,3,0.0,0.0,0.0,-7.5,7.5
I2,N7,4,0.0,0.0,0.0,-7.5,7.5
I2,N7,5,0.0,0.0,0.0,-7.5,7.5
I2,N7,6,0.0,0.0,0.0,-7.5,7.5
I2,N7,7,0.0,0.0,0.0,-7.5,7.5
I2,N7,8,0.0,0.0,0.0,-7.5,7.5
I2,N7,9,0.0,0.0,0.0,-7.5,7.5
I2,N7,10,0.0,0.0,0.0,-7.5,7.5
I2,N7,11,0.0,0.0,0.0,-7.5,7.5
I2,N7,12,0.0,0.0,0.0,-7.5,7.5
I2,N7,13,0.0,0.0,0.0,-7.5,7.5
I2,N7,14,0.0,0.0,0.0,-7.5,7.5
I2,N7,15,0.0,0.0,0.0,-7.5,7.5
I2,N7,16,0.0,0.0,0.0,-7.5,7.5
I2,N7,17,0.0,0.0,0.0,-7.5,7.5
I2,N7,18,0.0,0.0,0.0,-7.5,7.5
I2,N7,19,0.0,0.0,0.0,-7.5,7.5
I2,N7,20,0.0,0.0,0.0,-7.5,7.5
I2,N7,21,0.0,0.0,0.0,-7.5,7.5
I2,N7,22,0.0,0.0,0.0,-7.5,7.5
I2,N7,23,0.0,0.0,0.0,-7.5,7.5
I2,N7,24,0.0,0.0,0.0,-7.5,7.5
I2,N8,1,12.4827284924295,0.001129829556843106,0.0054545281258081635,-0.008437035304351416,0.007126766151706623
I2,N8,2,12.4827284924295,0.0011298295706603243,0.003303631277356428,-0.008437031169296104,0.007126779140774211
I2,N8,3,12.4827284924295,0.0011298295878837883,0.0030111930354569916,-0.008437030784103199,0.00712678027068267
I2,N8,4,12.4827284924295,0.0011298296038968073,0.002822852462319465,-0.008437030305139741,0.007126781741623896
I2,N8,5,12.4827284924295,0.0011298296221956498,0.003133979490659724,-0.008437031001349845,0.007126779606319272
I2,N8,6,12.4827284924295,0.001129829871255758,10.667359982138759,-0.008437038205260258,0.007126757344836216
I2,N8,7,12.4827284924295,0.0011298576037516142,0.027689577051365648,-0.008437037203337886,0.0071267574102286905
I2,N8,8,12.4827284924295,0.0011298659303324312,0.03962310962671238,-0.008437038636350199,0.007126747958266156
I2,N8,9,12.4827284924295,0.001129961792581584,0.007351747767932983,-0.008439221343777725,0.007120297000372261
I2,N8,10,12.4827284924295,0.0011273478263035376,1.1088431884165362e-07,-0.008437542226680183,0.00712660609095947
I2,N8,11,12.4827284924295,0.001128916818758357,1.0469264632128073e-07,-0.008437220124119313,0.007126722588106393
I2,N8,12,12.4827284924295,0.0005429395802130155,8.624391943283176e-08,-0.008432473646220578,0.007128551323159144
I2,N8,13,12.4827284924295,6.963188173667581,7.966548521449707e-05,-0.00842896908265721,0.0071347647176337094
I2,N8,14,12.4827284924295,12.482728445955392,0.0011132933256446306,-0.008391356077429803,0.007150953470478099
I2,N8,15,12.4827284924295,7.227723685309996,0.001092932685494593,-0.008411051781805675,0.007147612454470315
I2,N8,16,12.4827284924295,1.083223619964797e-07,0.0010092631187194564,-0.00842770047418195,0.007141996921636921
I2,N8,17,12.4827284924295,9.407056822341938e-08,1.6927991416708609e-07,-0.00843167634109433,0.007128722272321119
I2,N8,18,12.4827284924295,9.692756287237259e-08,0.007370234882698834,-0.008431698505910672,0.007128674657656287
I2,N8,19,12.4827284924295,0.0010379715426809435,0.062488362513049525,-0.0084370328280426,0.0071267471531185934
I2,N8,20,12.4827284924295,0.0011251363273567577,0.004016503890059127,-0.008436132702489224,0.007127098822158539
I2,N8,21,12.4827284924295,0.0011213510480541705,12.465435166694748,-0.008437037683245633,0.007126741818338898
I2,N8,22,12.4827284924295,0.0011298292671602973,0.02973268601693458,-0.00843703818084106,0.007126757420937347
I2,N8,23,12.4827284924295,0.001129829387034661,0.022171372110872053,-0.008437037366214591,0.007126760018382163
I2,N8,24,12.4827284924295,0.0011298294787362455,0.01840276458885702,-0.00843703704198227,0.007126761031664681
I2,N9,1,0.32453687212156923,0.0011244476071774093,0.005756990422735,-0.008437371750991914,0.007126639212326931
I2,N9,2,0.32453687212156923,0.0011244733967589863,0.0030759119171686004,-0.008437366307608538,0.007126655957055776
I2,N9,3,0.32453687212156923,0.0011244871314091663,0.002830478252900841,-0.008437365818783155,0.007126657070107732
I2,N9,4,0.32453687212156923,0.0011244996482004939,0.0026690696187033295,-0.008437365188716352,0.007126658673601451
I2,N9,5,0.32453687212156923,0.0011245113529711008,0.0029503383450096192,-0.008437365907116396,0.00712665612886783
I2,N9,6,0.32453687212156923,0.0011245241330185847,0.008773149416594088,-0.008437372504493668,0.007126635294290918
I2,N9,7,0.32453687212156923,0.0011245605340180112,0.10008950089894386,-0.00843737421125311,0.007126629437003705
I2,N9,8,0.32453687212156923,0.0011248763112062879,0.13366159703791372,-0.008437377272104016,0.007126618224758261
I2,N9,9,0.32453687212156923,0.0011252444121824584,0.0078856230774524,-0.008439750802294886,0.007119616130992204
I2,N9,10,0.32453687212156923,0.0011220828184965066,1.0976248882459772e-07,-0.008437984592495385,0.007126439656950197
I2,N9,11,0.32453687212156923,0.001120310337514757,9.676200514854752e-08,-0.008438345533400265,0.007126310900171649
I2,N9,12,0.32453687212156923,0.03787270180109997,8.790015957717867e-08,-0.00843174460662033,0.007128721076961346
I2,N9,13,0.32453687212156923,0.3245367344327391,0.0010993829098604792,-0.008401414614226527,0.007145729120371944
I2,N9,14,0.32453687212156923,0.3245367936477055,0.0011191325283255442,-0.008401437840714492,0.007145711401293845
I2,N9,15,0.32453687212156923,0.04576149139588016,0.001104836811188339,-0.00841618213055623,0.007143158852983069
I2,N9,16,0.32453687212156923,1.2772473156550563e-07,0.0011045469841591243,-0.008428201198593653,0.007138874560200686
I2,N9,17,0.32453687212156923,9.266898308263045e-08,1.7188042008780684e-07,-0.008431675976192765,0.007128723052813162
I2,N9,18,0.32453687212156923,9.594155770043357e-08,0.008015201614822031,-0.00843170105690011,0.007128670939295891
I2,N9,19,0.32453687212156923,0.0010422722857914616,0.14354108411639993,-0.008437371116157322,0.007126616697841852
I2,N9,20,0.32453687212156923,0.0011268028419405554,0.002906221792147439,-0.00843636294051251,0.007127015845580472
I2,N9,21,0.32453687212156923,0.0011220571029948532,0.010752644878361629,-0.008437378855734368,0.007126614859799019
I2,N9,22,0.32453687212156923,0.0011223206542776188,0.08265134576843393,-0.008437375192812322,0.007126628116965034
I2,N9,23,0.32453687212156923,0.0011235901719202717,0.06746434757448547,-0.008437374596374768,0.00712663084578032
I2,N9,24,0.32453687212156923,0.0011241323549991305,0.05919518215655263,-0.008437374380101698,0.007126631743991527
I3,N1,1,0.0,0.0,0.0,-7.5,7.5
I3,N1,2,0.0,0.0,0.0,-7.5,7.5
I3,N1,3,0.0,0.0,0.0,-7.5,7.5
I3,N1,4,0.0,0.0,0.0,-7.5,7.5
I3,N1,5,0.0,0.0,0.0,-7.5,7.5
I3,N1,6,0.0,0.0,0.0,-7.5,7.5
I3,N1,7,0.0,0.0,0.0,-7.5,7.5
I3,N1,8,0.0,0.0,0.0,-7.5,7.5
I3,N1,9,0.0,0.0,0.0,-7.5,7.5
I3,N1,10,0.0,0.0,0.0,-7.5,7.5
I3,N1,11,0.0,0.0,0.0,-7.5,7.5
I3,N1,12,0.0,0.0,0.0,-7.5,7.5
I3,N1,13,0.0,0.0,0.0,-7.5,7.5
I3,N1,14,0.0,0.0,0.0,-7.5,7.5
I3,N1,15,0.0,0.0,0.0,-7.5,7.5
I3,N1,16,0.0,0.0,0.0,-7.5,7.5
I3,N1,17,0.0,0.0,0.0,-7.5,7.5
I3,N1,18,0.0,0.0,0.0,-7.5,7.5
I3,N1,19,0.0,0.0,0.0,-7.5,7.5
I3,N1,20,0.0,0.0,0.0,-7.5,7.5
I3,N1,21,0.0,0.0,0.0,-7.5,7.5
I3,N1,22,0.0,0.0,0.0,-7.5,7.5
I3,N1,23,0.0,0.0,0.0,-7.5,7.5
I3,N1,24,0.0,0.0,0.0,-7.5,7.5
I3,N2,1,0.0,0.0,0.0,-7.5,7.5
I3,N2,2,0.0,0.0,0.0,-7.5,7.5
I3,N2,3,0.0,0.0,0.0,-7.5,7.5
I3,N2,4,0.0,0.0,0.0,-7.5,7.5
I3,N2,5,0.0,0.0,0.0,-7.5,7.5
I3,N2,6,0.0,0.0,0.0,-7.5,7.5
I3,N2,7,0.0,0.0,0.0,-7.5,7.5
I3,N2,8,0.0,0.0,0.0,-7.5,7.5
I3,N2,9,0.0,0.0,0.0,-7.5,7.5
I3,N2,10,0.0,0.0,0.0,-7.5,7.5
I3,N2,11,0.0,0.0,0.0,-7.5,7.5
I3,N2,12,0.0,0.0,0.0,-7.5,7.5
I3,N2,13,0.0,0.0,0.0,-7.5,7.5
I3,N2,14,0.0,0.0,0.0,-7.5,7.5
I3,N2,15,0.0,0.0,0.0,-7.5,7.5
I3,N2,16,0.0,0.0,0.0,-7.5,7.5
I3,N2,17,0.0,0.0,0.0,-7.5,7.5
I3,N2,18,0.0,0.0,0.0,-7.5,7.5
I3,N2,19,0.0,0.0,0.0,-7.5,7.5
I3,N2,20,0.0,0.0,0.0,-7.5,7.5
I3,N2,21,0.0,0.0,0.0,-7.5,7.5
I3,N2,22,0.0,0.0,0.0,-7.5,7.5
I3,N2,23,0.0,0.0,0.0,-7.5,7.5
I3,N2,24,0.0,0.0,0.0,-7.5,7.5
I3,N3,1,22.977774791642354,0.0009769081042084473,9.320307794773074,-0.008107707748190572,0.005903043709573928
I3,N3,2,22.977774791642354,0.0009769106829099388,0.005732772002492214,-0.007964105580809141,0.006361134544291169
I3,N3,3,22.977774791642354,0.0009769107226321504,0.005575415717843077,-0.00796164195429468,0.006368776924652665
I3,N3,4,22.977774791642354,0.0009769107743578553,0.005628964753365809,-0.00796326864943413,0.006363357585517135
I3,N3,5,22.977774791642354,0.000976911282380687,0.007977054499030621,-0.007995595345751304,0.0062610174452358315
I3,N3,6,22.977774791642354,0.0009769128699736898,9.4773651384488,-0.008107690976959094,0.0059030821222792835
I3,N3,7,22.977774791642354,0.0009769159620225977,10.514270739231465,-0.008108206759885852,0.005901208182488165
I3,N3,8,22.977774791642354,0.00097691864539292,8.855614087555132,-0.00811080655013582,0.005891810791682531
I3,N3,9,22.977774791642354,0.000978052500498983,0.01287170240954729,-0.008044776291374579,0.006096356211892056
I3,N3,10,22.977774791642354,1.1928312784360402e-05,1.0793317754788715e-07,-0.007862284587493497,0.006631792866080598
I3,N3,11,22.977774791642354,1.415732556022167e-07,9.647354289526474e-08,-0.007858815173353706,0.006634257992086231
I3,N3,12,22.977774791642354,12.524788952430114,8.949508977754187e-08,-0.006323995492804429,0.007186309087561176
I3,N3,13,22.977774791642354,22.97777462160042,0.0009855531188585442,-0.005265132954502842,0.007590851159088434
I3,N3,14,22.977774791642354,22.977774694487245,0.000986116392518643,-0.0054886407738715635,0.007501137699242211
I3,N3,15,22.977774791642354,20.283791263205778,0.000984344860646011,-0.006556447727427559,0.007096202810887332
I3,N3,16,22.977774791642354,1.2197382515913955e-07,0.0009365890745181634,-0.007855421552871332,0.006645228824310838
I3,N3,17,22.977774791642354,9.296007976991078e-08,0.0008843176934751113,-0.00785309848921912,0.006652852969770012
I3,N3,18,22.977774791642354,9.498647762430248e-08,0.038365444587629936,-0.008009152823115179,0.00616310184070379
I3,N3,19,22.977774791642354,0.000961349124454899,0.0014478422952366307,-0.007884515062859594,0.006602893856349658
I3,N3,20,22.977774791642354,0.001009154153652479,0.003665869533662304,-0.007869414480774762,0.006630176400441504
I3,N3,21,22.977774791642354,0.0009627950858890379,0.0011359222459384434,-0.00787931326176564,0.0066212364165505145
I3,N3,22,22.977774791642354,0.0009628766428799456,10.40500827108816,-0.008108682099076446,0.005899410570481392
I3,N3,23,22.977774791642354,0.0009768713891540725,10.586756331779906,-0.00810806803010736,0.005901729986873011
I3,N3,24,22.977774791642354,0.0009768993778038158,9.779679471861948,-0.008107807765138343,0.005902678942995957
I3,N4,1,0.0,0.0,0.0,-7.5,7.5
I3,N4,2,0.0,0.0,0.0,-7.5,7.5
I3,N4,3,0.0,0.0,0.0,-7.5,7.5
I3,N4,4,0.0,0.0,0.0,-7.5,7.5
I3,N4,5,0.0,0.0,0.0,-7.5,7.5
I3,N4,6,0.0,0.0,0.0,-7.5,7.5
I3,N4,7,0.0,0.0,0.0,-7.5,7.5
I3,N4,8,0.0,0.0,0.0,-7.5,7.5
I3,N4,9,0.0,0.0,0.0,-7.5,7.5
I3,N4,10,0.0,0.0,0.0,-7.5,7.5
I3,N4,11,0.0,0.0,0.0,-7.5,7.5
I3,N4,12,0.0,0.0,0.0,-7.5,7.5
I3,N4,13,0.0,0.0,0.0,-7.5,7.5
I3,N4,14,0.0,0.0,0.0,-7.5,7.5
I3,N4,15,0.0,0.0,0.0,-7.5,7.5
I3,N4,16,0.0,0.0,0.0,-7.5,7.5
I3,N4,17,0.0,0.0,0.0,-7.5,7.5
I3,N4,18,0.0,0.0,0.0,-7.5,7.5
I3,N4,19,0.0,0.0,0.0,-7.5,7.5
I3,N4,20,0.0,0.0,0.0,-7.5,7.5
I3,N4,21,0.0,0.0,0.0,-7.5,7.5
I3,N4,22,0.0,0.0,0.0,-7.5,7.5
I3,N4,23,0.0,0.0,0.0,-7.5,7.5
I3,N4,24,0.0,0.0,0.0,-7.5,7.5
I3,N5,1,0.0,0.0,0.0,-7.5,7.5
I3,N5,2,0.0,0.0,0.0,-7.5,7.5
I3,N5,3,0.0,0.0,0.0,-7.5,7.5
I3,N5,4,0.0,0.0,0.0,-7.5,7.5
I3,N5,5,0.0,0.0,0.0,-7.5,7.5
I3,N5,6,0.0,0.0,0.0,-7.5,7.5
I3,N5,7,0.0,0.0,0.0,-7.5,7.5
I3,N5,8,0.0,0.0,0.0,-7.5,7.5
I3,N5,9,0.0,0.0,0.0,-7.5,7.5
I3,N5,10,0.0,0.0,0.0,-7.5,7.5
I3,N5,11,0.0,0.0,0.0,-7.5,7.5
I3,N5,12,0.0,0.0,0.0,-7.5,7.5
I3,N5,13,0.0,0.0,0.0,-7.5,7.5
I3,N5,14,0.0,0.0,0.0,-7.5,7.5
I3,N5,15,0.0,0.0,0.0,-7.5,7.5
I3,N5,16,0.0,0.0,0.0,-7.5,7.5
I3,N5,17,0.0,0.0,0.0,-7.5,7.5
I3,N5,18,0.0,0.0,0.0,-7.5,7.5
I3,N5,19,0.0,0.0,0.0,-7.5,7.5
I3,N5,20,0.0,0.0,0.0,-7.5,7.5
I3,N5,21,0.0,0.0,0.0,-7.5,7.5
I3,N5,22,0.0,0.0,0.0,-7.5,7.5
I3,N5,23,0.0,0.0,0.0,-7.5,7.5
I3,N5,24,0.0,0.0,0.0,-7.5,7.5
I3,N6,1,11.018292493882619,0.0009797346749391771,2.501340190789318,-0.008056135028056664,0.0060643560620810616
I3,N6,2,11.018292493882619,0.0009797401619809686,6.923788435619661,-0.008057299743429166,0.006060252608750188
I3,N6,3,11.018292493882619,0.0009797475546817092,2.5575998123342965,-0.008056944856041902,0.006061396897504801
I3,N6,4,11.018292493882619,0.0009797501197048345,0.20972858536540773,-0.008054074362695613,0.006070392692003403
I3,N6,5,11.018292493882619,0.0009797507951340926,0.01723160790950118,-0.008017015404324005,0.00618904459567482
I3,N6,6,11.018292493882619,0.0009797524007889805,2.7951348190627634,-0.008055929875618666,0.006064955214878198
I3,N6,7,11.018292493882619,0.000979756199607904,2.6482436304248544,-0.008056354609041664,0.006063314224218431
I3,N6,8,11.018292493882619,0.000979776339568706,0.30731822235336215,-0.008053200052329616,0.006072981532357415
I3,N6,9,11.018292493882619,0.000980694254197742,0.039180184668375,-0.008050772825482394,0.006073725761953987
I3,N6,10,11.018292493882619,1.586115694085089e-05,1.0601791514924707e-07,-0.007861052421046214,0.00663266765195092
I3,N6,11,11.018292493882619,1.511358697410054e-07,9.063718769197496e-08,-0.00785881407841312,0.006634258844519058
I3,N6,12,11.018292493882619,11.017720619178512,9.088975748418339e-08,-0.005117759924530655,0.007644095500020617
I3,N6,13,11.018292493882619,11.018292436124415,0.0009870170408598877,-0.005860409897581155,0.007355695513045603
I3,N6,14,11.018292493882619,10.925906018845316,0.0009837255593918048,-0.006333025100873892,0.007178690509979427
I3,N6,15,11.018292493882619,5.446531866292315,0.000983657552405478,-0.006446212974365934,0.007136489950385476
I3,N6,16,11.018292493882619,1.5954970019225678,0.001025996486329072,-0.00782722318203103,0.006658767151995839
I3,N6,17,11.018292493882619,8.516432820704404e-08,0.0008840869113536253,-0.007853089971175183,0.006652878960297669
I3,N6,18,11.018292493882619,8.942327344627727e-08,4.446097886380278,-0.008036344891705575,0.006077568361366772
I3,N6,19,11.018292493882619,0.0009796379143210269,0.0013841364532399222,-0.007883078481969941,0.006607222329539463
I3,N6,20,11.018292493882619,0.0010252667164702372,6.550674399941204,-0.007869271893212078,0.006630222611515026
I3,N6,21,11.018292493882619,0.0009797147551393074,0.0011672604379285257,-0.007879440621222802,0.0066198653670212475
I3,N6,22,11.018292493882619,0.0009797161113344727,0.19417554165365367,-0.008053813237187683,0.006071253865195329
I3,N6,23,11.018292493882619,0.00097971693832104,2.990551530850792,-0.008056618107498801,0.006062618469456282
I3,N6,24,11.018292493882619,0.0009797277962160632,2.8788655458764643,-0.008056358226045727,0.006063563017887823
I3,N7,1,0.0,0.0,0.0,-7.5,7.5
I3,N7,2,0.0,0.0,0.0,-7.5,7.5
I3,N7,3,0.0,0.0,0.0,-7.5,7.5
I3,N7,4,0.0,0.0,0.0,-7.5,7.5
I3,N7,5,0.0,0.0,0.0,-7.5,7.5
I3,N7,6,0.0,0.0,0.0,-7.5,7.5
I3,N7,7,0.0,0.0,0.0,-7.5,7.5
I3,N7,8,0.0,0.0,0.0,-7.5,7.5
I3,N7,9,0.0,0.0,0.0,-7.5,7.5
I3,N7,10,0.0,0.0,0.0,-7.5,7.5
I3,N7,11,0.0,0.0,0.0,-7.5,7.5
I3,N7,12,0.0,0.0,0.0,-7.5,7.5
I3,N7,13,0.0,0.0,0.0,-7.5,7.5
I3,N7,14,0.0,0.0,0.0,-7.5,7.5
I3,N7,15,0.0,0.0,0.0,-7.5,7.5
I3,N7,16,0.0,0.0,0.0,-7.5,7.5
I3,N7,17,0.0,0.0,0.0,-7.5,7.5
I3,N7,18,0.0,0.0,0.0,-7.5,7.5
I3,N7,19,0.0,0.0,0.0,-7.5,7.5
I3,N7,20,0.0,0.0,0.0,-7.5,7.5
I3,N7,21,0.0,0.0,0.0,-7.5,7.5
I3,N7,22,0.0,0.0,0.0,-7.5,7.5
I3,N7,23,0.0,0.0,0.0,-7.5,7.5
I3,N7,24,0.0,0.0,0.0,-7.5,7.5
I3,N8,1,12.480892446897142,0.0009841359776374835,0.018721004045900182,-0.008024530759013802,0.006162194990087466
I3,N8,2,12.480892446897142,0.0009841353528260203,0.006018187494459596,-0.00795808695740279,0.00637513898966141
I3,N8,3,12.480892446897142,0.0009841354187254006,0.005767760830670313,-0.007954927158436993,0.006385043667856757
I3,N8,4,12.480892446897142,0.0009841355501827363,0.006049065884336024,-0.0079596290179163,0.006369761245092833
I3,N8,5,12.480892446897142,0.0009841372283179032,4.231977270534282,-0.008065349575370695,0.006030308696090378
I3,N8,6,12.480892446897142,0.0009841488207038918,0.01925776561151775,-0.008025463716629282,0.006159201782740358
I3,N8,7,12.480892446897142,0.000984149566004663,0.02177807235943745,-0.008030421098036108,0.006142900850902176
I3,N8,8,12.480892446897142,0.0009841502395892023,0.01884715997184633,-0.008026593058623164,0.006154690877408926
I3,N8,9,12.480892446897142,0.0009848496636786263,6.514342790111325,-0.008080085433083788,0.0059752279065914005
I3,N8,10,12.480892446897142,1.8189392200351587e-05,1.0845849450002848e-07,-0.007859538895073624,0.006633743162067591
I3,N8,11,12.480892446897142,1.821626442046331e-05,1.0246309332137776e-07,-0.007859517938942188,0.006633757928696851
I3,N8,12,12.480892446897142,0.0021251637369269936,8.790238936199125e-08,-0.0077656278231077085,0.006658268074054726
I3,N8,13,12.480892446897142,6.963473153310976,0.0003357991383456906,-0.005786166289505688,0.007389621629290114
I3,N8,14,12.480892446897142,12.480892390082836,0.0009808491723169964,-0.005132760376602811,0.007650093898666202
I3,N8,15,12.480892446897142,7.2262698520448865,0.0009761931757615399,-0.006216816495889114,0.00722434517998734
I3,N8,16,12.480892446897142,1.0651333339974973e-07,0.0009153473890247936,-0.00785441751364042,0.006648515166687373
I3,N8,17,12.480892446897142,9.473588054428242e-08,0.0008844329593960516,-0.007853104532911156,0.006652832413912431
I3,N8,18,12.480892446897142,9.640798313507688e-08,12.465196330597054,-0.008095910926436129,0.005885826226147846
I3,N8,19,12.480892446897142,0.0009841340565359482,0.0014214250431559552,-0.007883474122351956,0.00660444819351419
I3,N8,20,12.480892446897142,0.0010275851154572914,0.007047011137347082,-0.007868838924966044,0.006630631284257359
I3,N8,21,12.480892446897142,0.0009841340488961178,0.0011430170796854849,-0.007878482303818199,0.006621532439805117
I3,N8,22,12.480892446897142,0.0009841355994764252,0.02364316270650768,-0.008033738246422983,0.0061319797572053246
I3,N8,23,12.480892446897142,0.0009841356764993983,0.02188594298317471,-0.008030488389232551,0.006142794963258227
I3,N8,24,12.480892446897142,0.0009841357773717975,0.019861957114907004,-0.00802686386043755,0.006154607373918042
I3,N9,1,0.31889071257493956,0.0009727626047186461,0.06406954842470627,-0.008097390800521596,0.005935458408860226
I3,N9,2,0.31889071257493956,0.0009731503136303037,0.006434663664832009,-0.007976823061518746,0.0063207491528856595
I3,N9,3,0.31889071257493956,0.0009731797923408878,0.006241247218617482,-0.007973914611567347,0.0063298453634411216
I3,N9,4,0.31889071257493956,0.0009732083253392942,0.006315412696138683,-0.007975652725663092,0.006323999393388912
I3,N9,5,0.31889071257493956,0.0009732379625387998,0.009489403824877967,-0.008012123706652526,0.006207793513346062
I3,N9,6,0.31889071257493956,0.0009732885593416599,0.07212114244611681,-0.00809621474442615,0.005939041081496619
I3,N9,7,0.31889071257493956,0.0009735728019274862,0.0847688037042624,-0.008096851582624312,0.005936613304133974
I3,N9,8,0.31889071257493956,0.0009738385078068927,0.10021729617291042,-0.008094707533527788,0.005942540880271812
I3,N9,9,0.31889071257493956,0.0009750903069034942,0.015658423521073966,-0.008050820442030891,0.006077209239427002
I3,N9,10,0.31889071257493956,1.1923631570966655e-05,1.0782871090139522e-07,-0.007862281898563344,0.006631794769180712
I3,N9,11,0.31889071257493956,1.415734957637535e-07,9.637684336467807e-08,-0.007858815176126029,0.006634257983155592
I3,N9,12,0.31889071257493956,0.03856628093649118,8.94080004072269e-08,-0.006646387657555861,0.00706852133009963
I3,N9,13,0.31889071257493956,0.318890542661578,0.0009620730460649612,-0.005068697247796899,0.00767167205980988
I3,N9,14,0.31889071257493956,0.31889061563254806,0.000981733859239417,-0.005312581270906266,0.007572195241597444
I3,N9,15,0.31889071257493956,0.045291719860213436,0.000981211096462385,-0.006704813699286381,0.007042551314339446
I3,N9,16,0.31889071257493956,1.2231294482952626e-07,0.0009337041210847577,-0.00785542315816807,0.006645223670790421
I3,N9,17,0.31889071257493956,9.315310194255528e-08,0.0008813955963826549,-0.00785310327214192,0.006652837574255624
I3,N9,18,0.31889071257493956,9.513866616928489e-08,0.04017942438729299,-0.008013729377166275,0.006148241755467923
I3,N9,19,0.31889071257493956,0.0009600952780702185,0.001451499706834814,-0.007884666670778348,0.006602316492466519
I3,N9,20,0.31889071257493956,0.0010078875609811516,0.004695385113679556,-0.007869425939798466,0.006630135881751771
I3,N9,21,0.31889071257493956,0.0009617398821442531,0.0011430015429710109,-0.007879459302266611,0.00662068490805987
I3,N9,22,0.31889071257493956,0.0009618226871353477,0.09254512114771238,-0.008095822993542036,0.005939625042477938
I3,N9,23,0.31889071257493956,0.0009705977588642313,0.07615229533950482,-0.008097065470521348,0.00593619990120335
I3,N9,24,0.31889071257493956,0.000972111092785672,0.06727312571881093,-0.008096926760249822,0.005936843798615535
I4,N1,1,2.240665191595619e-06,2.2095769854072127e-07,4.1146799807037267e-07,-0.028026241253710223,0.023695026451963645
I4,N1,2,2.240665191595619e-06,2.2105876876534366e-07,4.1002407195269264e-07,-0.028026314904813124,0.023694945969417184
I4,N1,3,2.240665191595619e-06,2.2118328956534393e-07,4.0807721307821956e-07,-0.028026335952001352,0.02369492228469628
I4,N1,4,2.240665191595619e-06,2.213303557503481e-07,4.056401325193799e-07,-0.028026342792640928,0.02369491376498469
I4,N1,5,2.240665191595619e-06,2.2150011014388612e-07,4.0272301461207847e-07,-0.028026345100596275,0.023694909926010546
I4,N1,6,2.240665191595619e-06,2.2169321526691378e-07,3.993354661703453e-07,-0.028026343766565508,0.023694909777752737
I4,N1,7,2.240665191595619e-06,2.219107889684112e-07,3.954879204263473e-07,-0.02802633259639946,0.02369492004463903
I4,N1,8,2.240665191595619e-06,2.221547602254175e-07,3.911919214005627e-07,-0.028026285619340938,0.02369496891073706
I4,N1,9,2.240665191595619e-06,2.2242925722154667e-07,3.8645635563895083e-07,-0.02802609943267925,0.023695168481047774
I4,N1,10,2.240665191595619e-06,2.7426681068287193e-07,3.451309436845169e-07,-0.028027468051309547,0.023693458371294687
I4,N1,11,2.240665191595619e-06,2.2255915800573157e-07,3.829573235100823e-07,-0.02802581258481203,0.023695477324803576
I4,N1,12,2.240665191595619e-06,2.739998050752945e-07,3.4197286266377683e-07,-0.028027188881911753,0.0236937633368543
I4,N1,13,2.240665191595619e-06,2.5261977014553737e-07,3.488792119317149e-07,-0.028026982138164482,0.023694034634173217
I4,N1,14,2.240665191595619e-06,3.107380055950711e-07,3.4231657462026515e-07,-0.028026994480451237,0.02369392717706186
I4,N1,15,2.240665191595619e-06,2.7289541204585354e-07,3.537017149722893e-07,-0.028027155195704,0.023693807726115186
I4,N1,16,2.240665191595619e-06,2.2060275185058729e-07,4.0012425557301455e-07,-0.02802581313966475,0.02369548284923293
I4,N1,17,2.240665191595619e-06,2.727244252898577e-07,3.630503495404536e-07,-0.02802747436290711,0.023693457907217018
I4,N1,18,2.240665191595619e-06,2.2075838872501304e-07,4.0737485432130406e-07,-0.028026127281522713,0.02369514641716408
I4,N1,19,2.240665191595619e-06,2.2070356636095015e-07,4.097560408496353e-07,-0.028026412123754035,0.023694838702094927
I4,N1,20,2.240665191595619e-06,2.2077161003259857e-07,4.1000894545824794e-07,-0.028025507605354452,0.023695921477997633
I4,N1,21,2.240665191595619e-06,2.2068753817042196e-07,4.125198690927463e-07,-0.028026468646729072,0.023694779123700705
I4,N1,22,2.240665191595619e-06,2.207201784169992e-07,4.129817835469434e-07,-0.02802636684949491,0.02369489008410765
I4,N1,23,2.240665191595619e-06,2.207755896312823e-07,4.128823297332067e-07,-0.028026323498854738,0.023694937358478413
I4,N1,24,2.240665191595619e-06,2.2085516654568834e-07,4.1223557535994467e-07,-0.028026243898168803,0.023695023671896628
I4,N2,1,2.24200862391819e-06,2.192907720240408e-07,4.1841542882370497e-07,-0.028026174687663254,0.023695118932273006
I4,N2,2,2.24200862391819e-06,2.1941859344590987e-07,4.165427170160397e-07,-0.02802625563829316,0.023695030640306314
