iteration,investor,node,x_power_mw,x_energy_mwh,proposed_x_power_mw,private_headroom_limit_mw,private_headroom_slack_mw,access_shadow_price_eur_per_mw_day,headroom_complementarity_residual_eur_per_day,headroom_mw
72,I1,N1,0.0,0.0,5.495471424407535e-07,200.0,199.99999945045286,0.0,0.0,200.0
72,I1,N2,0.0,0.0,5.493975991354643e-07,200.0,199.9999994506024,0.0,0.0,200.0
72,I1,N3,0.0,0.0,6.342707240781683e-07,170.53028002486084,170.53027939059012,0.0,0.0,170.4242721253438
72,I1,N4,0.0,0.0,5.499485042077311e-07,200.0,199.9999994500515,0.0,0.0,200.0
72,I1,N5,0.0,0.0,5.494290949868856e-07,200.0,199.9999994505709,0.0,0.0,200.0
72,I1,N6,0.0,0.0,9.896885523173282e-07,146.58895826735866,146.58895727767012,0.0,0.0,146.67933341353518
72,I1,N7,0.0,0.0,5.493932969863492e-07,200.0,199.9999994506067,0.0,0.0,200.0
72,I1,N8,0.0,0.0,6.305778419487965e-07,134.01628146170762,134.0162808311298,0.0,0.0,134.16870110622972
72,I1,N9,0.0,0.0,6.339238585495048e-07,161.52834787815613,161.52834724423226,0.0,0.0,161.39155888640119
72,I2,N1,0.0,0.0,4.32855984838471e-07,200.0,199.99999956714402,0.0,0.0,200.0
72,I2,N2,0.0,0.0,4.323814518387907e-07,200.0,199.99999956761854,0.0,0.0,200.0
72,I2,N3,0.0,0.0,4.996196836973219e-07,170.53028002486084,170.53027952524116,0.0,0.0,170.4242721253438
72,I2,N4,0.0,0.0,4.3279833204876643e-07,200.0,199.99999956720166,0.0,0.0,200.0
72,I2,N5,0.0,0.0,4.3120143075593556e-07,200.0,199.99999956879856,0.0,0.0,200.0
72,I2,N6,0.0,0.0,6.950106334589146e-07,146.58895826735866,146.58895757234802,0.0,0.0,146.67933341353518
72,I2,N7,0.0,0.0,4.324104314506853e-07,200.0,199.99999956758955,0.0,0.0,200.0
72,I2,N8,0.0,0.0,4.963250749543911e-07,134.01628146170762,134.01628096538255,0.0,0.0,134.16870110622972
72,I2,N9,0.0,0.0,4.990362405751848e-07,161.52834787815613,161.52834737911988,0.0,0.0,161.39155888640119
72,I3,N1,0.0,0.0,9.748575080096887e-06,200.0,199.99999025142492,0.0,0.0,200.0
72,I3,N2,0.0,0.0,9.756013470732702e-06,200.0,199.99999024398653,0.0,0.0,200.0
72,I3,N3,0.0,0.0,9.743468063890032e-06,170.53028002486084,170.53027028139277,1.0800242698380093e-08,1.841768306459396e-06,170.4242721253438
72,I3,N4,0.0,0.0,9.742910850611856e-06,200.0,199.99999025708914,0.0,0.0,200.0
72,I3,N5,0.0,0.0,9.783529102596874e-06,200.0,199.9999902164709,0.0,0.0,200.0
72,I3,N6,9.386311302998212,18.77263114456853,9.378075416123085,155.983505457232,146.60543004110892,1.2565767107794172e-08,1.842209690634586e-06,146.67933341353518
72,I3,N7,0.0,0.0,9.751652723659463e-06,200.0,199.99999024834727,0.0,0.0,200.0
72,I3,N8,8.74506967900047,17.490142307133155,8.73117790220155,142.775242917507,134.04406501530545,1.3745042862230886e-08,1.842441419063037e-06,134.16870110622972
72,I3,N9,9.071239048734494,18.142481970139578,9.093369740328443,170.57745623529667,161.4840864949682,1.1406295167285878e-08,1.8419351553811306e-06,161.39155888640119
72,I4,N1,0.0,0.0,9.714916101606027e-07,200.0,199.9999990285084,0.0,0.0,200.0
72,I4,N2,0.0,0.0,9.71340844471913e-07,200.0,199.99999902865915,0.0,0.0,200.0
72,I4,N3,29.57572787465621,97.69178044504753,29.68173577417327,200.0,170.31826422582674,-2.293814312333141e-07,-3.9067847213293895e-05,170.4242721253438
72,I4,N4,0.0,0.0,9.711837202902138e-07,200.0,199.9999990288163,0.0,0.0,200.0
72,I4,N5,0.0,0.0,9.712847094692419e-07,200.0,199.99999902871528,0.0,0.0,200.0
72,I4,N6,43.934355283466616,162.26579046609925,43.85221602416524,190.61368869700178,146.76147267283653,1.782958800706417e-07,2.6166965930666822e-05,146.67933341353518
72,I4,N7,0.0,0.0,9.710302770058406e-07,200.0,199.9999990289697,0.0,0.0,200.0
72,I4,N8,57.08622921476982,136.05597255531737,56.94770134704666,191.25493032099953,134.30722897395287,2.9958684914353376e-07,4.023667954550567e-05,134.16870110622972
72,I4,N9,29.53720206486434,97.51288753467784,29.651860365025353,190.9287609512655,161.27690058624015,-2.412630305966821e-07,-3.891015380067611e-05,161.39155888640119
73,I1,N1,0.0,0.0,4.895145358598709e-07,200.0,199.99999951048545,0.0,0.0,200.0
73,I1,N2,0.0,0.0,4.894400222209322e-07,200.0,199.99999951055997,0.0,0.0,200.0
73,I1,N3,0.0,0.0,4.897645821873043e-07,170.4242721253438,170.42427163557923,0.0,0.0,170.5426928630434
73,I1,N4,0.0,0.0,4.895151821795864e-07,200.0,199.99999951048483,0.0,0.0,200.0
73,I1,N5,0.0,0.0,4.895228683597161e-07,200.0,199.99999951047712,0.0,0.0,200.0
73,I1,N6,0.0,0.0,4.898294318576953e-07,146.67933341353518,146.67933292370574,0.0,0.0,146.50223249687778
73,I1,N7,0.0,0.0,4.895333530234763e-07,200.0,199.99999951046664,0.0,0.0,200.0
73,I1,N8,0.0,0.0,4.89736708836953e-07,134.16870110622972,134.168700616493,0.0,0.0,133.87001812359114
73,I1,N9,0.0,0.0,4.897711397253702e-07,161.39155888640119,161.39155839663005,0.0,0.0,161.74892388312406
73,I2,N1,0.0,0.0,3.922551289187411e-07,200.0,199.99999960774488,0.0,0.0,200.0
73,I2,N2,0.0,0.0,3.913719475846348e-07,200.0,199.99999960862806,0.0,0.0,200.0
73,I2,N3,0.0,0.0,4.557357042529931e-07,170.4242721253438,170.4242716696081,0.0,0.0,170.5426928630434
73,I2,N4,0.0,0.0,3.922648634817708e-07,200.0,199.99999960773513,0.0,0.0,200.0
73,I2,N5,0.0,0.0,3.9231695703422435e-07,200.0,199.99999960768304,0.0,0.0,200.0
73,I2,N6,0.0,0.0,6.421546760342123e-07,146.67933341353518,146.6793327713805,0.0,0.0,146.50223249687778
73,I2,N7,0.0,0.0,3.913784144103208e-07,200.0,199.99999960862158,0.0,0.0,200.0
73,I2,N8,0.0,0.0,4.5278412681365063e-07,134.16870110622972,134.1687006534456,0.0,0.0,133.87001812359114
73,I2,N9,0.0,0.0,4.557260573343136e-07,161.39155888640119,161.39155843067513,0.0,0.0,161.74892388312406
73,I3,N1,0.0,0.0,3.0779182180524285e-07,200.0,199.99999969220818,0.0,0.0,200.0
73,I3,N2,0.0,0.0,3.0163569051852835e-07,200.0,199.99999969836432,0.0,0.0,200.0
73,I3,N3,0.0,0.0,2.9984013387895605e-07,170.4242721253438,170.42427182550367,0.0,0.0,170.5426928630434
73,I3,N4,0.0,0.0,3.028145358125385e-07,200.0,199.99999969718547,0.0,0.0,200.0
73,I3,N5,0.0,0.0,3.063606927493979e-07,200.0,199.9999996936393,0.0,0.0,200.0
73,I3,N6,9.479882402183444,18.959774430108506,9.573453501368675,156.06564471653337,146.4921912151647,0.0,0.0,146.50223249687778
73,I3,N7,0.0,0.0,3.038054478954148e-07,200.0,199.99999969619455,0.0,0.0,200.0
73,I3,N8,8.902878899950352,17.805760664489,9.060688120900233,142.91377078523018,133.85308266432995,0.0,0.0,133.87001812359114
73,I3,N9,8.819856573317036,17.63971700314307,8.568474097899578,170.46279793513565,161.89432383723607,0.0,0.0,161.74892388312406
73,I4,N1,0.0,0.0,9.65506533829861e-07,200.0,199.99999903449347,0.0,0.0,200.0
73,I4,N2,0.0,0.0,9.783120979524718e-07,200.0,199.9999990216879,0.0,0.0,200.0
73,I4,N3,29.457307136956587,97.71363051261852,29.338886399256968,200.0,170.66111360074302,1.4516633861539706e-08,2.4774249005446205e-06,170.5426928630434
73,I4,N4,0.0,0.0,9.950267565677142e-07,200.0,199.99999900497323,0.0,0.0,200.0
73,I4,N5,0.0,0.0,9.797368996573095e-07,200.0,199.9999990202631,0.0,0.0,200.0
73,I4,N6,44.01788510093877,162.2246084115672,44.101414918410924,190.52011759781655,146.4187026794056,0.0,0.0,146.50223249687778
