investor,hour,node,lambda_best_response_eur_per_mwh,lambda_joint_eur_per_mwh,difference_eur_per_mwh
I1,1,N1,60.0000004821788,59.999999997219476,4.849593224776072e-07
I1,1,N2,60.00000043894324,59.999999996096584,4.428466553463295e-07
I1,1,N3,60.000000482189556,59.99999999721954,4.849700161457804e-07
I1,1,N4,60.00000048810609,59.999999997373834,4.907322548319826e-07
I1,1,N5,60.000000491286464,59.99999999745684,4.938296243039986e-07
I1,1,N6,60.00000048677456,59.999999997338875,4.89435684869477e-07
I1,1,N7,60.000000468929414,59.9999999968758,4.720536139757314e-07
I1,1,N8,60.00000047992955,59.99999999716156,4.82767987364241e-07
I1,1,N9,60.000000482376414,59.99999999722449,4.851519221915623e-07
I1,2,N1,60.00000023640414,59.99999999097194,2.4543219723227594e-07
I1,2,N2,60.000000191311116,59.99999998980054,2.015105735608813e-07
I1,2,N3,60.00000023555251,59.99999999094942,2.446030933356269e-07
I1,2,N4,60.00000024149434,59.99999999110447,2.5038987416792224e-07
I1,2,N5,60.00000024360967,59.99999999115972,2.524499507217115e-07
I1,2,N6,60.000000240152445,59.99999999106915,2.490832926582698e-07
I1,2,N7,60.000000221297284,59.99999999057977,2.3071751797942852e-07
I1,2,N8,60.00000023286577,59.999999990880156,2.419856173219159e-07
I1,2,N9,60.0000002357005,59.99999999095334,2.4474715587530227e-07
I1,3,N1,59.99999880501797,59.99999995650505,-1.1514870834616886e-06
I1,3,N2,59.99999875963263,59.999999955325826,-1.1956931942336269e-06
I1,3,N3,59.99999880542245,59.999999956515005,-1.1510925546076578e-06
I1,3,N4,59.99999880991243,59.99999995663242,-1.1467199954040552e-06
I1,3,N5,59.99999881154831,59.99999995667515,-1.145126837798216e-06
I1,3,N6,59.999998809441905,59.99999995661973,-1.1471778265104149e-06
I1,3,N7,59.99999878961881,59.99999995610505,-1.1664862427096523e-06
I1,3,N8,59.999998802216794,59.99999995643197,-1.1542151767685027e-06
I1,3,N9,59.9999988054877,59.99999995651674,-1.1510290391925082e-06
I1,4,N1,59.99992460655711,59.99999923162135,-7.462506424360527e-05
I1,4,N2,59.999924561377725,59.999999230447266,-7.466906954078922e-05
I1,4,N3,59.99992460834165,59.999999231666834,-7.462332518315407e-05
I1,4,N4,59.99992461149074,59.99999923174966,-7.462025892124302e-05
I1,4,N5,59.99992461296916,59.999999231788244,-7.46188190845487e-05
I1,4,N6,59.999924611788735,59.99999923175678,-7.461996804636328e-05
I1,4,N7,59.99992459136389,59.99999923122648,-7.463986258926525e-05
I1,4,N8,59.99992460477771,59.9999992315744,-7.46267966889036e-05
I1,4,N9,59.99992460834626,59.99999923166697,-7.462332070673483e-05
I1,5,N1,59.999999707057086,59.99999997780018,-2.7074309372210337e-07
I1,5,N2,59.99999966183774,59.999999976625304,-3.1478756312708356e-07
I1,5,N3,59.999999706850325,59.99999997779421,-2.709438859938018e-07
I1,5,N4,59.99999971205694,59.999999977930294,-2.6587335355543473e-07
I1,5,N5,59.99999971393471,59.99999997797932,-2.640446084001269e-07
I1,5,N6,59.99999971117779,59.999999977906946,-2.6672915254266627e-07
I1,5,N7,59.999999691823916,59.99999997740453,-2.85580611603109e-07
I1,5,N8,59.99999970390904,59.999999977718176,-2.738091353648997e-07
I1,5,N9,59.99999970695709,59.999999977797046,-2.708399549078422e-07
I1,6,N1,60.000000505364014,59.99999999781374,5.075502755857997e-07
I1,6,N2,60.00000046285587,59.99999999670975,4.6614612614348516e-07
I1,6,N3,60.000000504986424,59.99999999780348,5.071829463076938e-07
I1,6,N4,60.00000051166856,59.99999999797789,5.136906722214007e-07
I1,6,N5,60.000000515469154,59.99999999807703,5.173921238110779e-07
I1,6,N6,60.000000509858275,59.99999999793039,5.119278867482535e-07
I1,6,N7,60.00000049284205,59.99999999748897,4.953530776674597e-07
I1,6,N8,60.0000005031381,59.99999999775643,5.053816636291231e-07
I1,6,N9,60.000000505228314,59.99999999780989,5.07418427275752e-07
I1,7,N1,60.00000058086544,59.99999999977087,5.8109456801958e-07
I1,7,N2,60.00000054671373,59.9999999988867,5.478270281855657e-07
I1,7,N3,60.000000585276304,59.999999999888665,5.853876388073331e-07
I1,7,N4,60.00000059128238,60.000000000043144,5.912392353479845e-07
I1,7,N5,60.000000600286796,60.000000000278234,6.00008561946197e-07
I1,7,N6,60.00000058963944,60.000000000001954,5.896374872804699e-07
I1,7,N7,60.000000576699904,59.999999999665924,5.770339797095403e-07
I1,7,N8,60.00000058447834,59.99999999986882,5.846095234574022e-07
I1,7,N9,60.0000005855879,59.99999999989686,5.856910405555027e-07
I1,8,N1,60.00000058738981,59.999999999953374,5.874364390479059e-07
I1,8,N2,60.00000055085911,59.9999999990147,5.518444154972713e-07
I1,8,N3,60.00000058380353,59.99999999987324,5.839302943400071e-07
I1,8,N4,60.000000597889674,60.00000000023044,5.976592305501072e-07
I1,8,N5,60.00000060998422,60.00000000054784,6.094363769193478e-07
I1,8,N6,60.00000058995733,60.0000000000316,5.899257331520857e-07
I1,8,N7,60.00000058084529,59.999999999793914,5.810513741266732e-07
I1,8,N8,60.000000582814536,59.99999999984751,5.829670257639918e-07
I1,8,N9,60.00000058420184,59.99999999988351,5.843183359388604e-07
