hour,node,shed_mw,bound_mw,marginal_wtp_eur_per_mwh,xi_shed_dual
1,N1,0.0,79.2,4000.0,0.0
1,N2,0.0,221.76,4000.0,0.0
1,N3,0.0,237.6,4000.0,0.0
1,N4,0.0,174.24,4000.0,0.0
1,N5,0.0,79.2,4000.0,0.0
2,N1,0.0,75.6,4000.0,0.0
2,N2,0.0,211.68,4000.0,0.0
2,N3,0.0,226.8,4000.0,0.0
2,N4,0.0,166.32,4000.0,0.0
2,N5,0.0,75.6,4000.0,0.0
3,N1,0.0,73.2,4000.0,0.0
3,N2,0.0,204.96,4000.0,0.0
3,N3,0.0,219.6,4000.0,0.0
3,N4,0.0,161.04,4000.0,0.0
3,N5,0.0,73.2,4000.0,0.0
4,N1,0.0,72.0,4000.0,0.0
4,N2,0.0,201.6,4000.0,0.0
4,N3,0.0,216.0,4000.0,0.0
4,N4,0.0,158.4,4000.0,0.0
4,N5,0.0,72.0,4000.0,0.0
5,N1,0.0,74.4,4000.0,0.0
5,N2,0.0,208.32,4000.0,0.0
5,N3,0.0,223.2,4000.0,0.0
5,N4,0.0,163.68,4000.0,0.0
5,N5,0.0,74.4,4000.0,0.0
6,N1,0.0,81.6,4000.0,0.0
6,N2,0.0,228.48,4000.0,0.0
6,N3,0.0,244.8,4000.0,0.0
6,N4,0.0,179.52,4000.0,0.0
6,N5,0.0,81.6,4000.0,0.0
7,N1,0.0,96.0,4000.0,0.0
7,N2,0.0,268.8,4000.0,0.0
7,N3,0.0,288.0,4000.0,0.0
7,N4,0.0,211.2,4000.0,0.0
7,N5,0.0,96.0,4000.0,0.0
8,N1,0.0,108.0,4000.0,0.0
8,N2,0.0,302.4,4000.0,0.0
8,N3,0.0,324.0,4000.0,0.0
8,N4,0.0,237.6,4000.0,0.0
8,N5,0.0,108.0,4000.0,0.0
9,N1,0.0,111.6,4000.0,0.0
9,N2,0.0,312.48,4000.0,0.0
9,N3,0.0,334.8,4000.0,0.0
9,N4,0.0,245.52,4000.0,0.0
9,N5,0.0,111.6,4000.0,0.0
10,N1,0.0,108.0,4000.0,0.0
10,N2,0.0,302.4,4000.0,0.0
10,N3,0.0,324.0,4000.0,0.0
10,N4,0.0,237.6,4000.0,0.0
10,N5,0.0,108.0,4000.0,0.0
11,N1,0.0,105.6,4000.0,0.0
11,N2,0.0,295.68,4000.0,0.0
11,N3,0.0,316.8,4000.0,0.0
11,N4,0.0,232.32,4000.0,0.0
11,N5,0.0,105.6,4000.0,0.0
12,N1,0.0,103.2,4000.0,0.0
12,N2,0.0,288.96,4000.0,0.0
12,N3,0.0,309.6,4000.0,0.0
12,N4,0.0,227.04,4000.0,0.0
12,N5,0.0,103.2,4000.0,0.0
13,N1,0.0,100.8,4000.0,0.0
13,N2,0.0,282.24,4000.0,0.0
13,N3,0.0,302.4,4000.0,0.0
13,N4,0.0,221.76,4000.0,0.0
13,N5,0.0,100.8,4000.0,0.0
14,N1,0.0,99.6,4000.0,0.0
14,N2,0.0,278.88,4000.0,0.0
14,N3,0.0,298.8,4000.0,0.0
14,N4,0.0,219.12,4000.0,0.0
14,N5,0.0,99.6,4000.0,0.0
15,N1,0.0,99.6,4000.0,0.0
15,N2,0.0,278.88,4000.0,0.0
15,N3,0.0,298.8,4000.0,0.0
15,N4,0.0,219.12,4000.0,0.0
15,N5,0.0,99.6,4000.0,0.0
16,N1,0.0,102.0,4000.0,0.0
16,N2,0.0,285.6,4000.0,0.0
16,N3,0.0,306.0,4000.0,0.0
16,N4,0.0,224.4,4000.0,0.0
16,N5,0.0,102.0,4000.0,0.0
17,N1,0.0,106.8,4000.0,0.0
17,N2,0.0,299.04,4000.0,0.0
17,N3,0.0,320.4,4000.0,0.0
17,N4,0.0,234.96,4000.0,0.0
17,N5,0.0,106.8,4000.0,0.0
18,N1,0.0,112.8,4000.0,0.0
18,N2,0.0,315.84,4000.0,0.0
18,N3,0.0,338.4,4000.0,0.0
18,N4,0.0,248.16,4000.0,0.0
18,N5,0.0,112.8,4000.0,0.0
19,N1,0.0,120.0,4000.0,0.0
19,N2,0.0,336.0,4000.0,0.0
19,N3,0.0,360.0,4000.0,0.0
19,N4,0.0,264.0,4000.0,0.0
19,N5,0.0,120.0,4000.0,0.0
20,N1,0.0,118.8,4000.0,0.0
20,N2,0.0,332.64,4000.0,0.0
20,N3,0.0,356.4,4000.0,0.0
20,N4,0.0,261.36,4000.0,0.0
20,N5,0.0,118.8,4000.0,0.0
21,N1,0.0,112.8,4000.0,0.0
21,N2,0.0,315.84,4000.0,0.0
21,N3,0.0,338.4,4000.0,0.0
21,N4,0.0,248.16,4000.0,0.0
21,N5,0.0,112.8,4000.0,0.0
22,N1,0.0,102.0,4000.0,0.0
22,N2,0.0,285.6,4000.0,0.0
22,N3,0.0,306.0,4000.0,0.0
22,N4,0.0,224.4,4000.0,0.0
22,N5,0.0,102.0,4000.0,0.0
23,N1,0.0,91.2,4000.0,0.0
23,N2,0.0,255.36,4000.0,0.0
23,N3,0.0,273.6,4000.0,0.0
23,N4,0.0,200.64,4000.0,0.0
23,N5,0.0,91.2,4000.0,0.0
24,N1,0.0,84.0,4000.0,0.0
24,N2,0.0,235.2,4000.0,0.0
24,N3,0.0,252.0,4000.0,0.0
24,N4,0.0,184.8,4000.0,0.0
24,N5,0.0,84.0,4000.0,0.0
