hour,lambda_system,system_net_injection_residual_mw
1,60.00000043464611,7.792377854087817e-15
2,60.000000081534935,-4.045375145977914e-14
3,59.99999802070748,6.807054919732991e-15
4,59.9998910553795,-5.4060922405341216e-14
5,59.99999932037559,-1.3877787807814457e-17
6,60.00000046803763,2.5424107263916085e-14
7,60.000000576811004,-3.425038030968608e-14
8,60.000000586213105,5.762751387194953e-14
9,60.00000038227628,-7.101957910649048e-14
10,52.200000682914755,2.1621593404574924e-14
11,60.00000036720381,8.091444181346219e-14
12,59.9601711939847,-8.253814298697648e-14
13,52.242102735478795,5.175027073534011e-14
14,52.129165827876484,-1.366962099069724e-14
15,52.17600898277025,5.4262150328554526e-15
16,59.99999405915241,-1.046315811770171e-13
17,52.20000061277904,-2.5320023855357476e-14
18,60.00000031362532,-7.014527847459817e-14
19,60.000000646518814,-8.722189637211386e-14
20,60.00000077570768,-3.9468428525424315e-14
21,60.0000006905763,-4.5130565951012613e-14
22,60.000000609142,-7.73686670285656e-15
23,60.00000056745197,-1.0796918914479647e-14
24,60.00000051915746,-1.8741952434453424e-14
