fleet,case,gamma,primal_termination,dual_termination,solve_seconds,primal_objective_eur_per_day,unpenalized_market_cost_eur_per_day,generation_cost_eur_per_day,degradation_cost_eur_per_day,soft_balance_penalty_eur_per_day,unregularized_dual_objective_eur_per_day,strong_duality_gap_eur_per_day,max_abs_nodal_balance_residual_mw,max_abs_hourly_system_balance_residual_mw,lambda_min_eur_per_mwh,lambda_max_eur_per_mwh,max_abs_lambda_diff_vs_hard_eur_per_mwh,mean_abs_lambda_diff_vs_hard_eur_per_mwh,max_abs_storage_node_hour_net_diff_vs_hard_mw,max_abs_storage_system_hour_net_diff_vs_hard_mw,max_abs_generation_dispatch_diff_vs_hard_mw,max_abs_soft_primal_vs_dual_lambda_eur_per_mwh,max_abs_h_plus_gamma_lambda_mw
final_gamma1e4,hard_min_norm,,optimal,optimal,4.7017016999889165,371895.7464361582,371895.7464361582,363669.8627193701,8225.883716788077,0.0,371895.7464361463,1.1874362826347351e-08,0.0,0.0,29.651490674450105,60.00000066616255,0.0,0.0,0.0,0.0,0.0,,
final_gamma1e4,gamma_1e-04,0.0001,optimal,optimal,3.272754600038752,371861.198954527,371827.66258486913,363601.2083079254,8226.454276943754,33.5363696578303,371894.74519356556,-0.009140942245721817,0.006000000000064823,0.05400000000051179,19.26052195011862,60.00000000064823,18.977310245881934,1.699226207397366,0.029288185475286,0.049373457183256475,0.09500311142711837,0.06456132820168392,6.456132820168228e-06
final_gamma1e4,gamma_3e-05,3e-05,optimal,optimal,3.926994000095874,371885.3070949333,371874.86775406124,363648.690659266,8226.1770947952,10.439340872047948,371895.7557064407,-0.009273040341213346,0.00180000000001948,0.01620000000015383,29.908691338015718,60.00000000064933,0.25723585663818227,0.023818108645437742,0.008229257870706164,0.01480603675446135,0.029471236188285843,0.0005367606596919927,1.610281979069414e-08
final_gamma1e4,gamma_1e-05,1e-05,optimal,optimal,4.594712799880654,371892.2666557484,371888.7868754247,363662.8053659681,8225.98150945656,3.4797803237445675,371895.7557374271,-0.009301664482336491,0.0006000000000064967,0.005400000000051308,29.9086938908679,60.00000000064966,0.25723215782828035,0.02381786584770907,0.0027098851707254568,0.004934798123937045,0.009772443286848898,0.00026962377715022967,2.6962377715146653e-09
