fleet,case,gamma,generator,hour,p_gen_mw
final_gamma1e4,hard_min_norm,,G_IEEE3,4,-8.727567672697488e-09
final_gamma1e4,hard_min_norm,,G_IEEE3,5,-8.728520674418675e-09
final_gamma1e4,hard_min_norm,,G_IEEE3,6,-8.728542340409893e-09
final_gamma1e4,hard_min_norm,,G_IEEE3,7,-8.728543906611824e-09
final_gamma1e4,hard_min_norm,,G_IEEE3,8,-8.728543900668087e-09
final_gamma1e4,hard_min_norm,,G_IEEE3,9,-8.728539518199716e-09
final_gamma1e4,hard_min_norm,,G_IEEE3,10,-9.39191248542416e-09
final_gamma1e4,hard_min_norm,,G_IEEE3,11,-9.5550001408859e-09
final_gamma1e4,hard_min_norm,,G_IEEE3,12,-9.715769455650669e-09
final_gamma1e4,hard_min_norm,,G_IEEE3,13,-9.71272983072635e-09
final_gamma1e4,hard_min_norm,,G_IEEE3,14,-9.714728625359142e-09
final_gamma1e4,hard_min_norm,,G_IEEE3,15,-9.715768896244653e-09
final_gamma1e4,hard_min_norm,,G_IEEE3,16,-9.721020474521176e-09
final_gamma1e4,hard_min_norm,,G_IEEE3,17,-9.391912355358069e-09
final_gamma1e4,hard_min_norm,,G_IEEE3,18,-8.72853805687534e-09
final_gamma1e4,hard_min_norm,,G_IEEE3,19,-8.728545156114064e-09
final_gamma1e4,hard_min_norm,,G_IEEE3,20,-8.728548225426516e-09
final_gamma1e4,hard_min_norm,,G_IEEE3,21,-8.728546151745654e-09
final_gamma1e4,hard_min_norm,,G_IEEE3,22,-8.728544577623383e-09
final_gamma1e4,hard_min_norm,,G_IEEE3,23,-8.728543819893067e-09
final_gamma1e4,hard_min_norm,,G_IEEE3,24,-8.728543084581595e-09
final_gamma1e4,hard_min_norm,,RES_Wind_N1,1,94.50000094484848
final_gamma1e4,hard_min_norm,,RES_Wind_N1,2,98.43750098422349
final_gamma1e4,hard_min_norm,,RES_Wind_N1,3,102.37500102359849
final_gamma1e4,hard_min_norm,,RES_Wind_N1,4,105.00000104984849
final_gamma1e4,hard_min_norm,,RES_Wind_N1,5,102.37500102359849
final_gamma1e4,hard_min_norm,,RES_Wind_N1,6,94.50000094484848
final_gamma1e4,hard_min_norm,,RES_Wind_N1,7,81.37500081359849
final_gamma1e4,hard_min_norm,,RES_Wind_N1,8,68.25000068234849
final_gamma1e4,hard_min_norm,,RES_Wind_N1,9,55.12500055109848
final_gamma1e4,hard_min_norm,,RES_Wind_N1,10,45.93750045920085
final_gamma1e4,hard_min_norm,,RES_Wind_N1,11,39.375000393598484
final_gamma1e4,hard_min_norm,,RES_Wind_N1,12,36.75000036735064
final_gamma1e4,hard_min_norm,,RES_Wind_N1,13,39.37500039359855
final_gamma1e4,hard_min_norm,,RES_Wind_N1,14,44.62500044610104
final_gamma1e4,hard_min_norm,,RES_Wind_N1,15,52.500000524850634
final_gamma1e4,hard_min_norm,,RES_Wind_N1,16,60.37500060359849
final_gamma1e4,hard_min_norm,,RES_Wind_N1,17,68.25000068232585
final_gamma1e4,hard_min_norm,,RES_Wind_N1,18,76.12500076109849
final_gamma1e4,hard_min_norm,,RES_Wind_N1,19,81.37500081359849
final_gamma1e4,hard_min_norm,,RES_Wind_N1,20,86.62500086609849
final_gamma1e4,hard_min_norm,,RES_Wind_N1,21,89.25000089234848
final_gamma1e4,hard_min_norm,,RES_Wind_N1,22,91.87500091859849
final_gamma1e4,hard_min_norm,,RES_Wind_N1,23,94.50000094484848
final_gamma1e4,hard_min_norm,,RES_Wind_N1,24,95.81250095797348
final_gamma1e4,hard_min_norm,,RES_PV_N6,7,4.795875047807234
final_gamma1e4,hard_min_norm,,RES_PV_N6,8,23.979375239642234
final_gamma1e4,hard_min_norm,,RES_PV_N6,9,67.14225067127099
final_gamma1e4,hard_min_norm,,RES_PV_N6,10,115.10100115083584
final_gamma1e4,hard_min_norm,,RES_PV_N6,11,163.05975163037755
final_gamma1e4,hard_min_norm,,RES_PV_N6,12,203.82468953793548
final_gamma1e4,hard_min_norm,,RES_PV_N6,13,227.80406477773857
final_gamma1e4,hard_min_norm,,RES_PV_N6,14,234.99787734966742
final_gamma1e4,hard_min_norm,,RES_PV_N6,15,215.81437715783238
final_gamma1e4,hard_min_norm,,RES_PV_N6,16,172.6515017262036
final_gamma1e4,hard_min_norm,,RES_PV_N6,17,119.89687619879459
final_gamma1e4,hard_min_norm,,RES_PV_N6,18,67.14225067127099
final_gamma1e4,hard_min_norm,,RES_PV_N6,19,19.183500191683482
final_gamma1e4,hard_min_norm,,RES_PV_N6,20,2.397937523827859
final_gamma1e4,hard_min_norm,,RES_PV_N8,7,8.906625088914733
final_gamma1e4,hard_min_norm,,RES_PV_N8,8,44.533125445179735
final_gamma1e4,hard_min_norm,,RES_PV_N8,9,124.69275124677598
final_gamma1e4,hard_min_norm,,RES_PV_N8,10,213.75900213741582
final_gamma1e4,hard_min_norm,,RES_PV_N8,11,302.82525302807034
final_gamma1e4,hard_min_norm,,RES_PV_N8,12,378.5315662850808
final_gamma1e4,hard_min_norm,,RES_PV_N8,13,423.06469173041205
final_gamma1e4,hard_min_norm,,RES_PV_N8,14,436.42462936401256
final_gamma1e4,hard_min_norm,,RES_PV_N8,15,400.79812900774647
final_gamma1e4,hard_min_norm,,RES_PV_N8,16,320.6385032061444
final_gamma1e4,hard_min_norm,,RES_PV_N8,17,222.6656272264821
final_gamma1e4,hard_min_norm,,RES_PV_N8,18,124.69275124677598
final_gamma1e4,hard_min_norm,,RES_PV_N8,19,35.62650035611348
final_gamma1e4,hard_min_norm,,RES_PV_N8,20,4.4533125443816095
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE1,1,27.725000283183405
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE1,2,7.922445674252688
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE1,3,1.3634701130835623
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE1,4,0.06288448148578515
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE1,5,2.78533949965621
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE1,6,34.3690155329291
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE1,7,107.516442000729
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE1,8,122.60166861484689
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE1,9,17.970655567190033
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE1,10,-8.834498834458048e-09
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE1,11,20.622398565840278
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE1,12,-8.831515700782598e-09
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE1,13,-8.825107937527096e-09
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE1,14,-8.840850622064717e-09
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE1,15,-8.831515701714483e-09
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE1,16,1.017473755905973
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE1,17,-8.834498834477025e-09
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE1,18,12.463065147515655
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE1,19,192.69672102161988
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE1,20,232.01251114338646
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE1,21,213.13599056422137
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE1,22,154.48894377448715
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE1,23,93.04223638769322
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE1,24,52.38827548169051
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE2,1,300.0000029988345
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE2,2,300.0000029988345
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE2,3,300.0000029988345
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE2,4,300.0000029988345
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE2,5,300.0000029988345
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE2,6,300.0000029988345
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE2,7,300.0000029988345
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE2,8,300.0000029988345
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE2,9,300.0000029988345
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE2,10,234.00551624088624
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE2,11,69.39095689632666
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE2,12,56.97389045614245
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE2,13,43.098879122314905
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE2,14,32.22390722678449
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE2,15,24.348890298644143
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE2,16,26.704351253314623
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE2,17,191.22551587088563
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE2,18,300.0000029988345
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE2,19,300.0000029988345
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE2,20,300.0000029988345
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE2,21,300.0000029988345
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE2,22,300.0000029988345
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE2,23,300.0000029988345
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE2,24,300.0000029988345
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE3,1,-8.728544183146379e-09
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE3,2,-8.728544183293281e-09
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE3,3,-8.728544184274528e-09
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE3,4,-8.7285442087958e-09
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE3,5,-8.728544183669485e-09
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE3,6,-8.728544183134932e-09
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE3,7,-8.728544183096447e-09
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE3,8,-8.728544183096596e-09
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE3,9,-8.728544183204351e-09
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE3,10,-9.391912435389476e-09
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE3,11,-9.555000331041012e-09
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE3,12,-9.809924011146499e-09
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE3,13,-9.80999335494059e-09
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE3,14,-9.810098159005842e-09
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE3,15,-9.809924011152604e-09
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE3,16,-9.78585076118387e-09
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE3,17,-9.391912435392662e-09
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE3,18,-8.72854418324034e-09
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE3,19,-8.72854418306584e-09
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE3,20,-8.728544182990794e-09
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE3,21,-8.728544183041463e-09
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE3,22,-8.72854418307999e-09
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE3,23,-8.72854418309857e-09
final_gamma1e4,gamma_1e-04,0.0001,G_IEEE3,24,-8.728544183116625e-09
final_gamma1e4,gamma_1e-04,0.0001,RES_Wind_N1,1,94.50000094484848
final_gamma1e4,gamma_1e-04,0.0001,RES_Wind_N1,2,98.43750098422349
final_gamma1e4,gamma_1e-04,0.0001,RES_Wind_N1,3,102.37500102359849
final_gamma1e4,gamma_1e-04,0.0001,RES_Wind_N1,4,105.00000104984848
final_gamma1e4,gamma_1e-04,0.0001,RES_Wind_N1,5,102.37500102359849
final_gamma1e4,gamma_1e-04,0.0001,RES_Wind_N1,6,94.50000094484848
final_gamma1e4,gamma_1e-04,0.0001,RES_Wind_N1,7,81.37500081359849
final_gamma1e4,gamma_1e-04,0.0001,RES_Wind_N1,8,68.25000068234849
final_gamma1e4,gamma_1e-04,0.0001,RES_Wind_N1,9,55.12500055109848
final_gamma1e4,gamma_1e-04,0.0001,RES_Wind_N1,10,45.93750045920085
final_gamma1e4,gamma_1e-04,0.0001,RES_Wind_N1,11,39.375000393598484
final_gamma1e4,gamma_1e-04,0.0001,RES_Wind_N1,12,36.75000036732591
final_gamma1e4,gamma_1e-04,0.0001,RES_Wind_N1,13,39.37500039357605
final_gamma1e4,gamma_1e-04,0.0001,RES_Wind_N1,14,44.625000446075695
final_gamma1e4,gamma_1e-04,0.0001,RES_Wind_N1,15,52.50000052482591
final_gamma1e4,gamma_1e-04,0.0001,RES_Wind_N1,16,60.37500060359849
final_gamma1e4,gamma_1e-04,0.0001,RES_Wind_N1,17,68.25000068232585
final_gamma1e4,gamma_1e-04,0.0001,RES_Wind_N1,18,76.12500076109849
final_gamma1e4,gamma_1e-04,0.0001,RES_Wind_N1,19,81.37500081359849
final_gamma1e4,gamma_1e-04,0.0001,RES_Wind_N1,20,86.62500086609849
final_gamma1e4,gamma_1e-04,0.0001,RES_Wind_N1,21,89.25000089234848
final_gamma1e4,gamma_1e-04,0.0001,RES_Wind_N1,22,91.87500091859849
final_gamma1e4,gamma_1e-04,0.0001,RES_Wind_N1,23,94.50000094484848
final_gamma1e4,gamma_1e-04,0.0001,RES_Wind_N1,24,95.81250095797348
final_gamma1e4,gamma_1e-04,0.0001,RES_PV_N6,7,4.795875047807234
final_gamma1e4,gamma_1e-04,0.0001,RES_PV_N6,8,23.979375239642234
final_gamma1e4,gamma_1e-04,0.0001,RES_PV_N6,9,67.14225067127099
final_gamma1e4,gamma_1e-04,0.0001,RES_PV_N6,10,115.10100115083584
final_gamma1e4,gamma_1e-04,0.0001,RES_PV_N6,11,163.05975163037755
final_gamma1e4,gamma_1e-04,0.0001,RES_PV_N6,12,203.82468953777604
final_gamma1e4,gamma_1e-04,0.0001,RES_PV_N6,13,227.80406477756864
final_gamma1e4,gamma_1e-04,0.0001,RES_PV_N6,14,234.99787734950792
final_gamma1e4,gamma_1e-04,0.0001,RES_PV_N6,15,215.81437715767294
final_gamma1e4,gamma_1e-04,0.0001,RES_PV_N6,16,172.65150172604416
final_gamma1e4,gamma_1e-04,0.0001,RES_PV_N6,17,119.89687619879459
final_gamma1e4,gamma_1e-04,0.0001,RES_PV_N6,18,67.14225067127099
final_gamma1e4,gamma_1e-04,0.0001,RES_PV_N6,19,19.183500191683482
final_gamma1e4,gamma_1e-04,0.0001,RES_PV_N6,20,2.3979375238278595
final_gamma1e4,gamma_1e-04,0.0001,RES_PV_N8,7,8.906625088914735
final_gamma1e4,gamma_1e-04,0.0001,RES_PV_N8,8,44.533125445179735
final_gamma1e4,gamma_1e-04,0.0001,RES_PV_N8,9,124.69275124677598
final_gamma1e4,gamma_1e-04,0.0001,RES_PV_N8,10,213.75900213741582
final_gamma1e4,gamma_1e-04,0.0001,RES_PV_N8,11,302.82525302807034
final_gamma1e4,gamma_1e-04,0.0001,RES_PV_N8,12,378.5315662848454
final_gamma1e4,gamma_1e-04,0.0001,RES_PV_N8,13,423.0646917301766
final_gamma1e4,gamma_1e-04,0.0001,RES_PV_N8,14,436.4246293637743
final_gamma1e4,gamma_1e-04,0.0001,RES_PV_N8,15,400.798129007511
final_gamma1e4,gamma_1e-04,0.0001,RES_PV_N8,16,320.6385032060591
final_gamma1e4,gamma_1e-04,0.0001,RES_PV_N8,17,222.6656272264821
final_gamma1e4,gamma_1e-04,0.0001,RES_PV_N8,18,124.69275124677598
final_gamma1e4,gamma_1e-04,0.0001,RES_PV_N8,19,35.62650035611348
final_gamma1e4,gamma_1e-04,0.0001,RES_PV_N8,20,4.4533125443816095
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE1,1,27.769420140729903
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE1,2,7.949454904555743
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE1,3,1.3710539371469934
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE1,4,0.06611706096213038
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE1,5,2.7966565531455454
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE1,6,34.418963997086585
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE1,7,107.57489606962969
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE1,8,122.66720049008572
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE1,9,18.011318705883458
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE1,10,-8.834500498307946e-09
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE1,11,20.62377495878232
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE1,12,0.00035138479903155847
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE1,13,0.010757653001812579
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE1,14,0.00027269137746207785
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE1,15,0.0003513966204838042
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE1,16,1.0436075119635708
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE1,17,-8.83449972421703e-09
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE1,18,12.492707662751883
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE1,19,192.75526737147462
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE1,20,232.04913398929844
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE1,21,213.1832459106403
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE1,22,154.53706672768845
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE1,23,93.08957845417335
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE1,24,52.43464164915606
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE2,1,300.0000029988345
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE2,2,300.0000029988345
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE2,3,300.00000299883453
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE2,4,300.0000029988353
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE2,5,300.00000299883453
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE2,6,300.0000029988345
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE2,7,300.0000029988345
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE2,8,300.0000029988345
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE2,9,300.0000029988345
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE2,10,234.0384022564421
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE2,11,69.42222815966555
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE2,12,56.99119320523492
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE2,13,43.105786908237874
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE2,14,32.24127182047617
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE2,15,24.366193035914005
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE2,16,26.69793683910915
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE2,17,191.25840189340528
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE2,18,300.0000029988345
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE2,19,300.0000029988345
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE2,20,300.0000029988345
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE2,21,300.0000029988345
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE2,22,300.0000029988345
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE2,23,300.0000029988345
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE2,24,300.0000029988345
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE3,1,-8.728541873356032e-09
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE3,2,-8.728535907143414e-09
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE3,3,-8.728496131311385e-09
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE3,4,-8.727546944663756e-09
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE3,5,-8.72852063321968e-09
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE3,6,-8.728542339087516e-09
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE3,7,-8.728543906268458e-09
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE3,8,-8.728543900275276e-09
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE3,9,-8.728539514246613e-09
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE3,10,-9.391912485352798e-09
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE3,11,-9.555000140770558e-09
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE3,12,-9.71470851926996e-09
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE3,13,-9.710739914921566e-09
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE3,14,-9.712871433197879e-09
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE3,15,-9.714707961578272e-09
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE3,16,-9.721521259213809e-09
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE3,17,-9.391912355318179e-09
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE3,18,-8.728538050086583e-09
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE3,19,-8.72854515530086e-09
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE3,20,-8.728548221798356e-09
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE3,21,-8.728546150491886e-09
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE3,22,-8.728544577295264e-09
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE3,23,-8.728543819593164e-09
final_gamma1e4,gamma_3e-05,3e-05,G_IEEE3,24,-8.728543083985442e-09
final_gamma1e4,gamma_3e-05,3e-05,RES_Wind_N1,1,94.50000094484848
final_gamma1e4,gamma_3e-05,3e-05,RES_Wind_N1,2,98.43750098422349
final_gamma1e4,gamma_3e-05,3e-05,RES_Wind_N1,3,102.37500102359849
final_gamma1e4,gamma_3e-05,3e-05,RES_Wind_N1,4,105.00000104984849
final_gamma1e4,gamma_3e-05,3e-05,RES_Wind_N1,5,102.37500102359849
final_gamma1e4,gamma_3e-05,3e-05,RES_Wind_N1,6,94.50000094484848
final_gamma1e4,gamma_3e-05,3e-05,RES_Wind_N1,7,81.37500081359849
final_gamma1e4,gamma_3e-05,3e-05,RES_Wind_N1,8,68.25000068234849
final_gamma1e4,gamma_3e-05,3e-05,RES_Wind_N1,9,55.12500055109848
final_gamma1e4,gamma_3e-05,3e-05,RES_Wind_N1,10,45.93750045920085
final_gamma1e4,gamma_3e-05,3e-05,RES_Wind_N1,11,39.375000393598484
final_gamma1e4,gamma_3e-05,3e-05,RES_Wind_N1,12,36.750000367351284
final_gamma1e4,gamma_3e-05,3e-05,RES_Wind_N1,13,39.375000393598576
final_gamma1e4,gamma_3e-05,3e-05,RES_Wind_N1,14,44.625000446102014
final_gamma1e4,gamma_3e-05,3e-05,RES_Wind_N1,15,52.50000052485128
final_gamma1e4,gamma_3e-05,3e-05,RES_Wind_N1,16,60.37500060359849
final_gamma1e4,gamma_3e-05,3e-05,RES_Wind_N1,17,68.25000068232585
final_gamma1e4,gamma_3e-05,3e-05,RES_Wind_N1,18,76.12500076109849
final_gamma1e4,gamma_3e-05,3e-05,RES_Wind_N1,19,81.37500081359849
final_gamma1e4,gamma_3e-05,3e-05,RES_Wind_N1,20,86.62500086609849
final_gamma1e4,gamma_3e-05,3e-05,RES_Wind_N1,21,89.25000089234848
final_gamma1e4,gamma_3e-05,3e-05,RES_Wind_N1,22,91.87500091859849
