investor,node,requested_power_mw,access_bid_eur_per_mw_day,awarded_power_mw,duration_hours,awarded_energy_mwh,pay_as_bid_payment_eur_per_day
I1,N1,0.2815680420761695,19.999999752910036,0.2815680420761695,2.9999999424649006,0.8447041100284631,5.631360771950752
I1,N2,0.28156802395669805,19.999999798221978,0.28156802395669805,2.999999952678567,0.8447040585458918,5.631360422319722
I1,N3,35.01288915585837,8.469773511260065,0.0,3.313851123938627,0.0,0.0
I1,N4,0.28156804207616976,19.999999752910036,0.28156804207616976,2.9999999424649006,0.844704110028464,5.6313607719507575
I1,N5,0.28156802466080977,19.999999794304223,0.28156802466080977,2.9999999517350253,0.8447040603925557,5.631360435298842
I1,N6,17.46305579616962,8.822322624448876,0.0,3.561807957406677,0.0,0.0
I1,N7,0.28156802395670094,19.999999798221978,0.28156802395670094,2.999999952678567,0.8447040585459005,5.63136042231978
I1,N8,34.17857562367779,18.692717961466393,0.0,2.777151001034602,0.0,0.0
I1,N9,28.761066790129746,18.563433015528865,23.292150356408328,3.1808742046963103,74.08940024060722,432.38227292881277
I2,N1,0.28156794774151805,19.99999983241415,0.28156794774151805,2.999999951283719,0.8447038295076109,5.631358907643557
I2,N2,0.2815679334978946,19.999999855223564,0.2815679334978946,2.9999999570565197,0.8447037884021769,5.63135862919349
I2,N3,34.42896829162552,11.527091954413818,2.252539407884541,3.229093062829917,7.27365937575098,25.965228885625955
I2,N4,0.2815679477415238,19.999999832414154,0.2815679477415238,2.999999951283719,0.8447038295076282,5.631358907643674
I2,N5,0.281567935436917,19.99999985206494,0.281567935436917,2.9999999562713207,0.844703793998157,5.63135866708457
I2,N6,31.919650258562072,11.338628796837698,0.0,3.550078237898409,0.0,0.0
I2,N7,0.2815679334978968,19.999999855223564,0.2815679334978968,2.99999995705652,0.8447037884021836,5.631358629193534
I2,N8,32.238184864956686,19.446739481543563,10.159822707623064,2.748329258265504,27.92253800615072,197.57542537381627
I2,N9,25.014802759855737,13.657079403103346,0.0,3.305642982169724,0.0,0.0
I3,N1,0.2815798017404926,19.99997332935871,0.2815798017404926,2.99999078168869,0.8447368095312067,5.631588524895965
I3,N2,0.28156820007772865,19.999999626433063,0.28156820007772865,2.99999991274691,0.8447045756654904,5.631363896370003
I3,N3,29.057664454185904,10.95112553515091,0.0,3.119651840350565,0.0,0.0
I3,N4,0.28157980174051916,19.999973329358255,0.28157980174051916,2.999990781688397,0.844736809531204,5.631588524896369
I3,N5,0.2815816665020937,19.999965968514328,0.2815816665020937,2.9999764974275647,0.8447383816127677,5.631623747399425
I3,N6,35.799863854633685,12.253975166534742,35.799863854633685,3.6222304400312213,129.67535660322758,438.6906426400059
I3,N7,0.28156820007773325,19.999999626433063,0.28156820007773325,2.99999991274691,0.8447045756655043,5.631363896370095
I3,N8,37.74746032198044,18.34797091181689,29.840177292376936,2.8184729052611006,84.10373118675194,547.506704963991
I3,N9,33.474160983746,14.597806944858583,0.0,3.2983899964349233,0.0,0.0
I4,N1,0.2815686617827254,19.999998381073016,0.2815686617827254,2.9999996224959706,0.8447058790548718,5.631372779815403
I4,N2,0.28156866489727794,19.999998376126076,0.28156866489727794,2.999999623245377,0.8447058886095377,5.631372840713546
I4,N3,37.74746059211546,11.56863278303621,37.74746059211546,3.228332159239791,121.86134095916303,436.68651008231427
I4,N4,0.2815686617827304,19.999998381073006,0.2815686617827304,2.9999996224959706,0.8447058790548868,5.6313727798155
I4,N5,0.28156866198572666,19.999998380750114,0.28156866198572666,2.999999622818966,0.8447058797548209,5.631372783784509
I4,N6,36.429715531209276,12.249039137965209,4.200136145366315,3.5251865980545554,14.806263649649853,51.447632029374326
I4,N7,0.28156866489729,19.999998376126058,0.28156866489729,2.9999996232453774,0.8447058886095739,5.631372840713782
I4,N8,30.70559117080411,17.421501273328033,0.0,2.71395881881967,0.0,0.0
I4,N9,37.16347756207992,15.169575577665949,16.707849643591672,3.4471066718504737,57.59373997869941,253.45098790874295
