hour,node,tier,wtp_eur_per_mwh,shed_mw,bound_mw,xi_shed_dual
6,N4,T01_100,100.0,-9.247149893444504e-09,2.5416,-7.171587152484426e-09
6,N4,T02_200,200.0,-9.723725446999248e-09,2.5416,-7.171587149928902e-09
6,N4,T03_300,300.0,-9.830820737346129e-09,2.5416,-7.1715871493391625e-09
6,N4,T04_450,450.0,-9.89302345089251e-09,2.5416,-7.171587148993951e-09
6,N4,T05_600,600.0,-9.921782093849879e-09,2.5416,-7.171587148833676e-09
6,N4,T06_800,800.0,-9.94242085948271e-09,2.5416,-7.171587148718391e-09
6,N4,T07_1000,1000.0,-9.954441923565116e-09,2.5416,-7.171587148651138e-09
6,N4,T08_1300,1300.0,-9.965306582090318e-09,2.5416,-7.171587148590292e-09
6,N4,T09_1600,1600.0,-9.971987083114018e-09,2.5416,-7.171587148552848e-09
6,N4,T10_2000,2000.0,-9.977709929891958e-09,2.5416,-7.171587148520754e-09
6,N4,T_VOLL,10000.0,-9.995617249048797e-09,228.744,9.80920458724e-09
6,N5,T01_100,100.0,-9.247149894382012e-09,0.4236,-9.302952303769393e-08
6,N5,T02_200,200.0,-9.723725447125507e-09,0.4236,-9.302952294569482e-08
6,N5,T03_300,300.0,-9.830820737393473e-09,0.4236,-9.302952292446429e-08
6,N5,T04_450,450.0,-9.89302345091144e-09,0.4236,-9.302952291203667e-08
6,N5,T05_600,600.0,-9.92178209386e-09,0.4236,-9.30295229062667e-08
6,N5,T06_800,800.0,-9.942420859488195e-09,0.4236,-9.302952290211637e-08
6,N5,T07_1000,1000.0,-9.954441923568549e-09,0.4236,-9.302952289969535e-08
6,N5,T08_1300,1300.0,-9.96530658209231e-09,0.4236,-9.30295228975049e-08
6,N5,T09_1600,1600.0,-9.971987083115315e-09,0.4236,-9.302952289615693e-08
6,N5,T10_2000,2000.0,-9.97770992989278e-09,0.4236,-9.302952289500153e-08
6,N5,T_VOLL,10000.0,-9.995617249048797e-09,38.124,8.855227523439933e-09
7,N1,T01_100,100.0,-8.266422555215588e-09,0.519,-7.409114838469512e-08
7,N1,T02_200,200.0,-9.651342467757279e-09,0.519,-7.409114820912577e-08
7,N1,T03_300,300.0,-9.80618074521362e-09,0.519,-7.409114818858988e-08
7,N1,T04_450,450.0,-9.883672225585002e-09,0.519,-7.409114817824051e-08
7,N1,T05_600,600.0,-9.91689763939874e-09,0.519,-7.409114817378832e-08
7,N1,T06_800,800.0,-9.939816887294538e-09,0.519,-7.409114817071198e-08
7,N1,T07_1000,1000.0,-9.952826986827932e-09,0.519,-7.409114816896377e-08
7,N1,T08_1300,1300.0,-9.964377908665147e-09,0.519,-7.40911481674105e-08
7,N1,T09_1600,1600.0,-9.971384727820267e-09,0.519,-7.409114816646777e-08
7,N1,T10_2000,2000.0,-9.977330217024424e-09,0.519,-7.409114816566751e-08
7,N1,T_VOLL,10000.0,-9.99560276724145e-09,46.71,9.065653909304742e-09
7,N2,T01_100,100.0,3.1140000305632194,3.114,-100.0000010545389
7,N2,T02_200,200.0,-8.20716278212084e-09,3.114,-5.816626477710319e-08
7,N2,T03_300,300.0,-9.649009167125811e-09,3.114,-4.015191362058359e-09
7,N2,T04_450,450.0,-9.84091709290438e-09,3.114,-4.0151913610777844e-09
7,N2,T05_600,600.0,-9.89715091226916e-09,3.114,-4.015191360832641e-09
7,N2,T06_800,800.0,-9.930097245604085e-09,3.114,-4.015191360696449e-09
7,N2,T07_1000,1000.0,-9.94705687082032e-09,3.114,-4.0151913606283565e-09
7,N2,T08_1300,1300.0,-9.96118328654067e-09,3.114,-4.015191360572639e-09
7,N2,T09_1600,1600.0,-9.969358994785619e-09,3.114,-4.015191360540804e-09
7,N2,T10_2000,2000.0,-9.97607724956325e-09,3.114,-4.0151913605148615e-09
7,N2,T_VOLL,10000.0,-9.995557636248185e-09,280.26,9.8442756515508e-09
7,N3,T01_100,100.0,3.114000030368332,3.114,-76.03423760961229
7,N3,T02_200,200.0,-8.995487004006225e-09,3.114,-4.0151913672435895e-09
7,N3,T03_300,300.0,-9.695753579327845e-09,3.114,-4.015191361742665e-09
7,N3,T04_450,450.0,-9.851273750019029e-09,3.114,-4.015191361020857e-09
7,N3,T05_600,600.0,-9.901581737197204e-09,3.114,-4.015191360809805e-09
7,N3,T06_800,800.0,-9.932172672524413e-09,3.114,-4.015191360686248e-09
7,N3,T07_1000,1000.0,-9.948256032612674e-09,3.114,-4.015191360622671e-09
7,N3,T08_1300,1300.0,-9.961831814534355e-09,3.114,-4.015191360569732e-09
7,N3,T09_1600,1600.0,-9.96976452964287e-09,3.114,-4.015191360539096e-09
7,N3,T10_2000,2000.0,-9.976325166668091e-09,3.114,-4.015191360513928e-09
7,N3,T_VOLL,10000.0,-9.995566257949853e-09,280.26,9.8442756515508e-09
7,N4,T01_100,100.0,3.1140000202741542,3.114,-10.128388135356408
7,N4,T02_200,200.0,-9.545303815595883e-09,3.114,-4.015191362243568e-09
7,N4,T03_300,300.0,-9.777311261934848e-09,3.114,-4.015191361285831e-09
7,N4,T04_450,450.0,-9.87385724197682e-09,3.114,-4.015191360905951e-09
7,N4,T05_600,600.0,-9.912006526837678e-09,3.114,-4.0151913607587136e-09
7,N4,T06_800,800.0,-9.93729260910902e-09,3.114,-4.015191360661996e-09
7,N4,T07_1000,1000.0,-9.951290053211094e-09,3.114,-4.015191360608752e-09
7,N4,T08_1300,1300.0,-9.9635084364221e-09,3.114,-4.0151913605624476e-09
7,N4,T09_1600,1600.0,-9.970826344327408e-09,3.114,-4.015191360534791e-09
7,N4,T10_2000,2000.0,-9.976981177748565e-09,3.114,-4.0151913605115735e-09
7,N4,T_VOLL,10000.0,-9.99558979598723e-09,280.26,9.8442756515508e-09
7,N5,T01_100,100.0,-7.81783471291254e-09,0.519,-7.409114845678395e-08
7,N5,T02_200,200.0,-9.63630578441165e-09,0.519,-7.409114821163957e-08
7,N5,T03_300,300.0,-9.801621336898564e-09,0.519,-7.409114818935381e-08
7,N5,T04_450,450.0,-9.882045119221583e-09,0.519,-7.40911481785121e-08
7,N5,T05_600,600.0,-9.916070565595335e-09,0.519,-7.409114817392521e-08
7,N5,T06_800,800.0,-9.939384297372114e-09,0.519,-7.409114817078234e-08
7,N5,T07_1000,1000.0,-9.952561624029336e-09,0.519,-7.409114816900594e-08
7,N5,T08_1300,1300.0,-9.964226798447673e-09,0.519,-7.409114816743339e-08
7,N5,T09_1600,1600.0,-9.971287298753724e-09,0.519,-7.409114816648159e-08
7,N5,T10_2000,2000.0,-9.977269111513145e-09,0.519,-7.409114816567519e-08
7,N5,T_VOLL,10000.0,-9.995600473195931e-09,46.71,9.065653909304742e-09
8,N1,T01_100,100.0,-8.521331378489584e-09,0.5970000000000001,-6.310436512203035e-08
8,N1,T02_200,200.0,-9.663025793220636e-09,0.5970000000000001,-6.310436501636566e-08
8,N1,T03_300,300.0,-9.809845743154102e-09,0.5970000000000001,-6.310436500182931e-08
8,N1,T04_450,450.0,-9.88500250406755e-09,0.5970000000000001,-6.310436499429836e-08
8,N1,T05_600,600.0,-9.917578758836132e-09,0.5970000000000001,-6.310436499101499e-08
8,N1,T06_800,800.0,-9.94017492491467e-09,0.5970000000000001,-6.310436498873064e-08
8,N1,T07_1000,1000.0,-9.953047241683725e-09,0.5970000000000001,-6.310436498742681e-08
8,N1,T08_1300,1300.0,-9.964503648790508e-09,0.5970000000000001,-6.310436498626484e-08
8,N1,T09_1600,1600.0,-9.971465923414975e-09,0.5970000000000001,-6.310436498555799e-08
8,N1,T10_2000,2000.0,-9.977381207321923e-09,0.5970000000000001,-6.310436498495701e-08
8,N1,T_VOLL,10000.0,-9.995604689181386e-09,53.730000000000004,9.18772927793866e-09
8,N2,T01_100,100.0,3.5820000355401675,3.582,-200.01148951827648
8,N2,T02_200,200.0,3.582000035038985,3.582,-100.01148851827648
8,N2,T03_300,300.0,-9.010926574246428e-09,3.582,-0.011487518276504738
8,N2,T04_450,450.0,-9.775179880694737e-09,3.582,-2.1840608332401647e-09
8,N2,T05_600,600.0,-9.873176173332486e-09,3.582,-2.184060832828411e-09
8,N2,T06_800,800.0,-9.91979183067203e-09,3.582,-2.1840608326637157e-09
8,N2,T07_1000,1000.0,-9.941349531668621e-09,3.582,-2.1840608325931353e-09
8,N2,T08_1300,1300.0,-9.958201089658469e-09,3.582,-2.1840608325402003e-09
8,N2,T09_1600,1600.0,-9.967530332804024e-09,3.582,-2.184060832511695e-09
8,N2,T10_2000,2000.0,-9.97497696854304e-09,3.582,-2.18406083248934e-09
8,N2,T_VOLL,10000.0,-9.995521064857081e-09,322.38,9.864621546322871e-09
8,N3,T01_100,100.0,3.582000035458687,3.582,-156.07196232871993
8,N3,T02_200,200.0,3.5820000337167346,3.582,-56.071961328719944
8,N3,T03_300,300.0,-9.449297065023495e-09,3.582,-2.1840608349299966e-09
8,N3,T04_450,450.0,-9.809625858602982e-09,3.582,-2.184060832755236e-09
8,N3,T05_600,600.0,-9.884922121673241e-09,3.582,-2.1840608324774586e-09
8,N3,T06_800,800.0,-9.924655515843431e-09,3.582,-2.18406083234541e-09
8,N3,T07_1000,1000.0,-9.94399320385063e-09,3.582,-2.1840608322843616e-09
8,N3,T08_1300,1300.0,-9.9595614559386e-09,3.582,-2.18406083223665e-09
8,N3,T09_1600,1600.0,-9.968357222948505e-09,3.582,-2.1840608322102388e-09
8,N3,T10_2000,2000.0,-9.975470956010654e-09,3.582,-2.184060832189159e-09
8,N3,T_VOLL,10000.0,-9.995537152123137e-09,322.38,9.86462154632291e-09
8,N4,T01_100,100.0,3.5820000340133604,3.582,-35.23826255673763
8,N4,T02_200,200.0,-9.424558697751038e-09,3.582,-2.1840608332050682e-09
8,N4,T03_300,300.0,-9.751805542840489e-09,3.582,-2.184060832047525e-09
8,N4,T04_450,450.0,-9.866060403288678e-09,3.582,-2.1840608316902792e-09
8,N4,T05_600,600.0,-9.908282168339165e-09,3.582,-2.1840608315636338e-09
8,N4,T06_800,800.0,-9.93542391736483e-09,3.582,-2.184060831483678e-09
8,N4,T07_1000,1000.0,-9.950169954813568e-09,3.582,-2.184060831440706e-09
8,N4,T08_1300,1300.0,-9.962883396232984e-09,3.582,-2.1840608314039192e-09
8,N4,T09_1600,1600.0,-9.970428222933379e-09,3.582,-2.1840608313822e-09
8,N4,T10_2000,2000.0,-9.976734032965449e-09,3.582,-2.1840608313641124e-09
8,N4,T_VOLL,10000.0,-9.995580802059899e-09,322.38,9.86462154632301e-09
8,N5,T01_100,100.0,-7.817834711877095e-09,0.5970000000000001,-6.310436520789057e-08
8,N5,T02_200,200.0,-9.636305784382887e-09,0.5970000000000001,-6.310436502261944e-08
8,N5,T03_300,300.0,-9.801621336890006e-09,0.5970000000000001,-6.310436500577669e-08
8,N5,T04_450,450.0,-9.882045119218557e-09,0.5970000000000001,-6.31043649975829e-08
8,N5,T05_600,600.0,-9.916070565593803e-09,0.5970000000000001,-6.310436499411632e-08
8,N5,T06_800,800.0,-9.939384297371315e-09,0.5970000000000001,-6.310436499174105e-08
8,N5,T07_1000,1000.0,-9.952561624028846e-09,0.5970000000000001,-6.310436499039852e-08
8,N5,T08_1300,1300.0,-9.964226798447395e-09,0.5970000000000001,-6.310436498921005e-08
8,N5,T09_1600,1600.0,-9.971287298753546e-09,0.5970000000000001,-6.31043649884907e-08
8,N5,T10_2000,2000.0,-9.977269111513033e-09,0.5970000000000001,-6.310436498788126e-08
8,N5,T_VOLL,10000.0,-9.995600473195931e-09,53.730000000000004,9.1877292779383e-09
9,N1,T01_100,100.0,-8.266422554407272e-09,0.6,-6.273884332680428e-08
9,N1,T02_200,200.0,-9.65134246772458e-09,0.6,-6.273884319543899e-08
9,N1,T03_300,300.0,-9.806180745203515e-09,0.6,-6.273884318007352e-08
9,N1,T04_450,450.0,-9.883672225581362e-09,0.6,-6.273884317232988e-08
9,N1,T05_600,600.0,-9.916897639396883e-09,0.6,-6.273884316899863e-08
9,N1,T06_800,800.0,-9.939816887293564e-09,0.6,-6.273884316669683e-08
9,N1,T07_1000,1000.0,-9.952826986827333e-09,0.6,-6.273884316538878e-08
9,N1,T08_1300,1300.0,-9.964377908664807e-09,0.6,-6.273884316422659e-08
9,N1,T09_1600,1600.0,-9.971384727820047e-09,0.6,-6.273884316352121e-08
9,N1,T10_2000,2000.0,-9.977330217024287e-09,0.6,-6.273884316292244e-08
9,N1,T_VOLL,10000.0,-9.995602767241449e-09,54.0,9.191790631548609e-09
9,N2,T01_100,100.0,3.6000000354232196,3.6,-100.00000105400764
9,N2,T02_200,200.0,-8.207162781919576e-09,3.6,-5.670052221059948e-08
9,N2,T03_300,300.0,-9.649009167118109e-09,3.6,-2.1231405279899886e-09
9,N2,T04_450,450.0,-9.840917092902799e-09,3.6,-2.123140527256299e-09
9,N2,T05_600,600.0,-9.897150912268499e-09,3.6,-2.123140527072879e-09
9,N2,T06_800,800.0,-9.930097245603779e-09,3.6,-2.1231405269709774e-09
9,N2,T07_1000,1000.0,-9.947056870820145e-09,3.6,-2.123140526920026e-09
9,N2,T08_1300,1300.0,-9.961183286540577e-09,3.6,-2.1231405268783373e-09
9,N2,T09_1600,1600.0,-9.969358994785561e-09,3.6,-2.1231405268545178e-09
9,N2,T10_2000,2000.0,-9.976077249563214e-09,3.6,-2.1231405268351067e-09
9,N2,T_VOLL,10000.0,-9.995557636248185e-09,324.0,9.865298438591442e-09
9,N3,T01_100,100.0,3.6000000352283323,3.6,-76.03423761067417
9,N3,T02_200,200.0,-8.995487003912118e-09,3.6,-2.1231405318696836e-09
9,N3,T03_300,300.0,-9.695753579319216e-09,3.6,-2.1231405277537533e-09
9,N3,T04_450,450.0,-9.851273750016968e-09,3.6,-2.1231405272136775e-09
9,N3,T05_600,600.0,-9.901581737196303e-09,3.6,-2.1231405270557613e-09
9,N3,T06_800,800.0,-9.932172672523983e-09,3.6,-2.1231405269633148e-09
9,N3,T07_1000,1000.0,-9.948256032612424e-09,3.6,-2.123140526915746e-09
9,N3,T08_1300,1300.0,-9.96183181453422e-09,3.6,-2.1231405268761357e-09
9,N3,T09_1600,1600.0,-9.969764529642784e-09,3.6,-2.1231405268532137e-09
9,N3,T10_2000,2000.0,-9.976325166668038e-09,3.6,-2.1231405268343813e-09
9,N3,T_VOLL,10000.0,-9.995566257949853e-09,324.0,9.865298438591442e-09
9,N4,T01_100,100.0,3.6000000251341544,3.6,-10.128388140953628
9,N4,T02_200,200.0,-9.545303815558549e-09,3.6,-2.1231405281284466e-09
9,N4,T03_300,300.0,-9.777311261925894e-09,3.6,-2.123140527411846e-09
9,N4,T04_450,450.0,-9.873857241973947e-09,3.6,-2.1231405271276102e-09
9,N4,T05_600,600.0,-9.91200652683628e-09,3.6,-2.123140527017442e-09
9,N4,T06_800,800.0,-9.93729260910831e-09,3.6,-2.1231405269450754e-09
9,N4,T07_1000,1000.0,-9.951290053210665e-09,3.6,-2.123140526905237e-09
9,N4,T08_1300,1300.0,-9.963508436421859e-09,3.6,-2.1231405268705903e-09
9,N4,T09_1600,1600.0,-9.970826344327254e-09,3.6,-2.123140526849897e-09
9,N4,T10_2000,2000.0,-9.97698117774847e-09,3.6,-2.123140526832526e-09
9,N4,T_VOLL,10000.0,-9.995589795987228e-09,324.0,9.865298438591442e-09
9,N5,T01_100,100.0,-7.817834711818629e-09,0.6,-6.273884338074438e-08
9,N5,T02_200,200.0,-9.636305784381263e-09,0.6,-6.273884319732134e-08
9,N5,T03_300,300.0,-9.801621336889523e-09,0.6,-6.27388431806466e-08
9,N5,T04_450,450.0,-9.882045119218387e-09,0.6,-6.273884317253454e-08
9,N5,T05_600,600.0,-9.916070565593717e-09,0.6,-6.273884316910253e-08
9,N5,T06_800,800.0,-9.93938429737127e-09,0.6,-6.273884316675096e-08
9,N5,T07_1000,1000.0,-9.952561624028818e-09,0.6,-6.273884316542182e-08
9,N5,T08_1300,1300.0,-9.96422679844738e-09,0.6,-6.27388431642452e-08
9,N5,T09_1600,1600.0,-9.971287298753536e-09,0.6,-6.273884316353304e-08
9,N5,T10_2000,2000.0,-9.977269111513026e-09,0.6,-6.273884316292966e-08
9,N5,T_VOLL,10000.0,-9.995600473195931e-09,54.0,9.191790631548609e-09
10,N1,T01_100,100.0,-7.81783471227159e-09,0.5436,-7.02856991209656e-08
10,N1,T02_200,200.0,-9.636305784393846e-09,0.5436,-7.028569889750669e-08
10,N1,T03_300,300.0,-9.801621336893267e-09,0.5436,-7.028569887719232e-08
10,N1,T04_450,450.0,-9.88204511921971e-09,0.5436,-7.028569886730966e-08
10,N1,T05_600,600.0,-9.916070565594387e-09,0.5436,-7.028569886312852e-08
10,N1,T06_800,800.0,-9.93938429737162e-09,0.5436,-7.028569886026368e-08
10,N1,T07_1000,1000.0,-9.952561624029033e-09,0.5436,-7.028569885864443e-08
10,N1,T08_1300,1300.0,-9.964226798447501e-09,0.5436,-7.028569885721099e-08
10,N1,T09_1600,1600.0,-9.971287298753614e-09,0.5436,-7.028569885634338e-08
10,N1,T10_2000,2000.0,-9.977269111513076e-09,0.5436,-7.028569885560832e-08
10,N1,T_VOLL,10000.0,-9.99560047319593e-09,48.924,9.10793667941347e-09
10,N2,T01_100,100.0,-7.81783470617242e-09,3.2616000000000005,-3.380949816243385e-09
10,N2,T02_200,200.0,-9.636305784224424e-09,3.2616000000000005,-3.3809498100362183e-09
10,N2,T03_300,300.0,-9.80162133684286e-09,3.2616000000000005,-3.380949809471929e-09
10,N2,T04_450,450.0,-9.882045119201888e-09,3.2616000000000005,-3.3809498091974133e-09
10,N2,T05_600,600.0,-9.916070565585364e-09,3.2616000000000005,-3.3809498090812705e-09
10,N2,T06_800,800.0,-9.939384297366914e-09,3.2616000000000005,-3.3809498090016908e-09
10,N2,T07_1000,1000.0,-9.95256162402615e-09,3.2616000000000005,-3.3809498089567116e-09
10,N2,T08_1300,1300.0,-9.964226798445862e-09,3.2616000000000005,-3.380949808916895e-09
10,N2,T09_1600,1600.0,-9.971287298752558e-09,3.2616000000000005,-3.380949808892795e-09
10,N2,T10_2000,2000.0,-9.977269111512414e-09,3.2616000000000005,-3.3809498088723756e-09
10,N2,T_VOLL,10000.0,-9.99560047319593e-09,293.54400000000004,9.851322779902253e-09
10,N3,T01_100,100.0,-7.817834706176999e-09,3.2616000000000005,-3.3809498162433833e-09
10,N3,T02_200,200.0,-9.63630578422455e-09,3.2616000000000005,-3.3809498100362183e-09
10,N3,T03_300,300.0,-9.801621336842898e-09,3.2616000000000005,-3.3809498094719293e-09
10,N3,T04_450,450.0,-9.882045119201903e-09,3.2616000000000005,-3.3809498091974116e-09
10,N3,T05_600,600.0,-9.916070565585371e-09,3.2616000000000005,-3.380949809081269e-09
10,N3,T06_800,800.0,-9.939384297366918e-09,3.2616000000000005,-3.3809498090016887e-09
10,N3,T07_1000,1000.0,-9.952561624026153e-09,3.2616000000000005,-3.38094980895671e-09
10,N3,T08_1300,1300.0,-9.964226798445864e-09,3.2616000000000005,-3.3809498089168928e-09
10,N3,T09_1600,1600.0,-9.97128729875256e-09,3.2616000000000005,-3.3809498088927933e-09
10,N3,T10_2000,2000.0,-9.977269111512414e-09,3.2616000000000005,-3.3809498088723756e-09
10,N3,T_VOLL,10000.0,-9.99560047319593e-09,293.54400000000004,9.851322779902253e-09
10,N4,T01_100,100.0,-7.817834706207325e-09,3.2616000000000005,-3.3809498162433874e-09
10,N4,T02_200,200.0,-9.636305784225394e-09,3.2616000000000005,-3.3809498100362232e-09
10,N4,T03_300,300.0,-9.801621336843148e-09,3.2616000000000005,-3.380949809471933e-09
10,N4,T04_450,450.0,-9.88204511920199e-09,3.2616000000000005,-3.380949809197416e-09
10,N4,T05_600,600.0,-9.916070565585417e-09,3.2616000000000005,-3.380949809081275e-09
10,N4,T06_800,800.0,-9.93938429736694e-09,3.2616000000000005,-3.380949809001695e-09
10,N4,T07_1000,1000.0,-9.952561624026166e-09,3.2616000000000005,-3.3809498089567145e-09
10,N4,T08_1300,1300.0,-9.964226798445872e-09,3.2616000000000005,-3.380949808916899e-09
10,N4,T09_1600,1600.0,-9.971287298752565e-09,3.2616000000000005,-3.380949808892798e-09
10,N4,T10_2000,2000.0,-9.977269111512417e-09,3.2616000000000005,-3.38094980887238e-09
10,N4,T_VOLL,10000.0,-9.99560047319593e-09,293.54400000000004,9.851322779902253e-09
10,N5,T01_100,100.0,-7.817834712433537e-09,0.5436,-7.028569912096561e-08
10,N5,T02_200,200.0,-9.636305784398344e-09,0.5436,-7.028569889750672e-08
10,N5,T03_300,300.0,-9.801621336894605e-09,0.5436,-7.028569887719234e-08
10,N5,T04_450,450.0,-9.882045119220183e-09,0.5436,-7.028569886730969e-08
10,N5,T05_600,600.0,-9.916070565594627e-09,0.5436,-7.028569886312856e-08
10,N5,T06_800,800.0,-9.939384297371745e-09,0.5436,-7.028569886026372e-08
10,N5,T07_1000,1000.0,-9.95256162402911e-09,0.5436,-7.028569885864446e-08
10,N5,T08_1300,1300.0,-9.964226798447546e-09,0.5436,-7.028569885721102e-08
10,N5,T09_1600,1600.0,-9.971287298753642e-09,0.5436,-7.028569885634342e-08
10,N5,T10_2000,2000.0,-9.977269111513092e-09,0.5436,-7.028569885560835e-08
10,N5,T_VOLL,10000.0,-9.995600473195931e-09,48.924,9.10793667941347e-09
11,N1,T01_100,100.0,-8.12264252971835e-09,0.4818,-8.058386480048744e-08
11,N1,T02_200,200.0,-9.645888055480274e-09,0.4818,-8.058386451602613e-08
11,N1,T03_300,300.0,-9.804506816839858e-09,0.4818,-8.058386449016613e-08
11,N1,T04_450,450.0,-9.883071310877727e-09,0.4818,-8.058386447758559e-08
11,N1,T05_600,600.0,-9.916591420196779e-09,0.4818,-8.058386447226305e-08
11,N1,T06_800,800.0,-9.9396564468495e-09,0.4818,-8.058386446861612e-08
11,N1,T07_1000,1000.0,-9.952728472002627e-09,0.4818,-8.058386446655482e-08
11,N1,T08_1300,1300.0,-9.964321761070527e-09,0.4818,-8.058386446473008e-08
11,N1,T09_1600,1600.0,-9.971348507401606e-09,0.4818,-8.05838644636256e-08
11,N1,T10_2000,2000.0,-9.977307490227729e-09,0.4818,-8.058386446268989e-08
11,N1,T_VOLL,10000.0,-9.995601912860377e-09,43.362,8.99351261712154e-09
11,N2,T01_100,100.0,-8.122642524627188e-09,2.8908,-5.0973107526554035e-09
11,N2,T02_200,200.0,-9.645888055299176e-09,2.8908,-5.097310744753736e-09
11,N2,T03_300,300.0,-9.804506816784663e-09,2.8908,-5.097310744035404e-09
11,N2,T04_450,450.0,-9.883071310857982e-09,2.8908,-5.097310743685943e-09
11,N2,T05_600,600.0,-9.916591420186732e-09,2.8908,-5.097310743538095e-09
11,N2,T06_800,800.0,-9.939656446844242e-09,2.8908,-5.097310743436792e-09
11,N2,T07_1000,1000.0,-9.9527284719994e-09,2.8908,-5.097310743379534e-09
11,N2,T08_1300,1300.0,-9.964321761068689e-09,2.8908,-5.097310743328846e-09
11,N2,T09_1600,1600.0,-9.97134850740042e-09,2.8908,-5.097310743298168e-09
11,N2,T10_2000,2000.0,-9.977307490226984e-09,2.8908,-5.097310743272174e-09
11,N2,T_VOLL,10000.0,-9.995601912860377e-09,260.17199999999997,9.8322521028536e-09
11,N3,T01_100,100.0,-8.122642524627509e-09,2.8908,-5.0973107526554e-09
11,N3,T02_200,200.0,-9.645888055299188e-09,2.8908,-5.097310744753737e-09
11,N3,T03_300,300.0,-9.804506816784667e-09,2.8908,-5.097310744035403e-09
11,N3,T04_450,450.0,-9.883071310857984e-09,2.8908,-5.0973107436859425e-09
11,N3,T05_600,600.0,-9.916591420186733e-09,2.8908,-5.097310743538096e-09
11,N3,T06_800,800.0,-9.939656446844242e-09,2.8908,-5.097310743436794e-09
11,N3,T07_1000,1000.0,-9.9527284719994e-09,2.8908,-5.097310743379536e-09
11,N3,T08_1300,1300.0,-9.964321761068689e-09,2.8908,-5.097310743328845e-09
11,N3,T09_1600,1600.0,-9.97134850740042e-09,2.8908,-5.097310743298166e-09
11,N3,T10_2000,2000.0,-9.977307490226984e-09,2.8908,-5.0973107432721735e-09
11,N3,T_VOLL,10000.0,-9.995601912860377e-09,260.17199999999997,9.8322521028536e-09
11,N4,T01_100,100.0,-8.122642524627827e-09,2.8908,-5.0973107526554e-09
11,N4,T02_200,200.0,-9.6458880552992e-09,2.8908,-5.097310744753731e-09
11,N4,T03_300,300.0,-9.80450681678467e-09,2.8908,-5.0973107440354e-09
11,N4,T04_450,450.0,-9.883071310857986e-09,2.8908,-5.097310743685942e-09
11,N4,T05_600,600.0,-9.916591420186733e-09,2.8908,-5.0973107435380906e-09
11,N4,T06_800,800.0,-9.939656446844242e-09,2.8908,-5.097310743436788e-09
11,N4,T07_1000,1000.0,-9.9527284719994e-09,2.8908,-5.09731074337953e-09
11,N4,T08_1300,1300.0,-9.964321761068689e-09,2.8908,-5.097310743328843e-09
11,N4,T09_1600,1600.0,-9.97134850740042e-09,2.8908,-5.0973107432981635e-09
11,N4,T10_2000,2000.0,-9.977307490226984e-09,2.8908,-5.09731074327217e-09
11,N4,T_VOLL,10000.0,-9.995601912860377e-09,260.17199999999997,9.8322521028536e-09
11,N5,T01_100,100.0,-8.122642529711748e-09,0.4818,-8.058386480048736e-08
11,N5,T02_200,200.0,-9.645888055480039e-09,0.4818,-8.058386451602602e-08
11,N5,T03_300,300.0,-9.804506816839785e-09,0.4818,-8.058386449016601e-08
11,N5,T04_450,450.0,-9.883071310877702e-09,0.4818,-8.058386447758548e-08
11,N5,T05_600,600.0,-9.916591420196765e-09,0.4818,-8.058386447226294e-08
11,N5,T06_800,800.0,-9.939656446849493e-09,0.4818,-8.058386446861604e-08
11,N5,T07_1000,1000.0,-9.952728472002622e-09,0.4818,-8.058386446655473e-08
11,N5,T08_1300,1300.0,-9.964321761070525e-09,0.4818,-8.058386446472996e-08
11,N5,T09_1600,1600.0,-9.971348507401605e-09,0.4818,-8.058386446362551e-08
11,N5,T10_2000,2000.0,-9.977307490227727e-09,0.4818,-8.058386446268979e-08
11,N5,T_VOLL,10000.0,-9.995601912860377e-09,43.362,8.99351261712154e-09
12,N1,T01_100,100.0,-8.667672049673749e-09,0.459,-8.508345536347907e-08
12,N1,T02_200,200.0,-9.671254646699363e-09,0.459,-8.508345516990747e-08
12,N1,T03_300,300.0,-9.812494265570666e-09,0.459,-8.508345514472329e-08
12,N1,T04_450,450.0,-9.885976519246527e-09,0.459,-8.508345513180554e-08
12,N1,T05_600,600.0,-9.918080304553129e-09,0.459,-8.508345512620095e-08
12,N1,T06_800,800.0,-9.940439606579073e-09,0.459,-8.508345512231143e-08
12,N1,T07_1000,1000.0,-9.953210431553965e-09,0.459,-8.508345512009498e-08
12,N1,T08_1300,1300.0,-9.964596997186351e-09,0.459,-8.50834551181219e-08
12,N1,T09_1600,1600.0,-9.971526275343228e-09,0.459,-8.508345511692262e-08
12,N1,T10_2000,2000.0,-9.977419146927502e-09,0.459,-8.508345511590357e-08
12,N1,T_VOLL,10000.0,-9.995606123747137e-09,41.31,8.943517165423e-09
12,N2,T01_100,100.0,-8.667672047035835e-09,2.754,-5.847242525636145e-09
12,N2,T02_200,200.0,-9.671254646538779e-09,2.754,-5.847242520259176e-09
12,N2,T03_300,300.0,-9.812494265518426e-09,2.754,-5.847242519559616e-09
12,N2,T04_450,450.0,-9.885976519227209e-09,2.754,-5.84724251920079e-09
12,N2,T05_600,600.0,-9.918080304543158e-09,2.754,-5.847242519045106e-09
12,N2,T06_800,800.0,-9.940439606573802e-09,2.754,-5.847242518937065e-09
12,N2,T07_1000,1000.0,-9.953210431550712e-09,2.754,-5.847242518875496e-09
12,N2,T08_1300,1300.0,-9.964596997184488e-09,2.754,-5.847242518820688e-09
12,N2,T09_1600,1600.0,-9.971526275342023e-09,2.754,-5.847242518787376e-09
