hour,lambda_system,system_net_injection_residual_mw
1,67.170398659447,-2.083818214919955e-14
2,67.16555215986448,-1.2046941965920241e-15
3,67.16205865996469,6.737606297544772e-14
4,67.16018065998637,1.415729944907274e-15
5,67.16341166000161,-5.951745778160011e-15
6,67.17310465971799,2.6509713069256863e-15
7,67.18707972123251,-1.6974534681161405e-14
8,67.19004481533301,-1.7573281225619145e-14
9,67.17643765896902,-7.052880882069319e-15
10,60.05140484067763,1.093349310068789e-14
11,60.03030568330217,-2.6455186415155776e-15
12,60.027412300654696,4.244632215428865e-15
13,60.02314057119337,1.5696243328270443e-14
14,60.0213374005344,-3.338313584316107e-14
15,60.02145608298568,-5.0249808949704466e-14
16,60.02262251286711,1.748247059090626e-14
17,60.045080089404216,3.2926567415599527e-15
18,67.14800202493953,-4.391654451711864e-14
19,67.17575563437025,-3.270044703950636e-14
20,67.18099204798527,-1.071368333925463e-14
21,67.1825351992381,2.372382178597399e-14
22,67.18200193807557,-4.896780433465369e-15
23,67.17986625563219,-1.2055312113894437e-14
24,67.17547865588318,-5.940461667275235e-14
