node,x_power_mw,x_energy_mwh,energy_power_ratio_h
N1,-2.4760414851449063e-09,-9.982814234053593e-09,0.0
N2,-2.4760329116579046e-09,-9.982799728518903e-09,0.0
N3,39.82518989516007,149.10550937073583,3.743999959906193
N4,-2.476040950234037e-09,-9.982813019100585e-09,0.0
N5,-2.476000673372397e-09,-9.982852752697925e-09,0.0
N6,-2.4761484326679575e-09,-9.982733607458182e-09,0.0
N7,-2.4760354207833515e-09,-9.982811875231261e-09,0.0
N8,70.00000069270305,358.80632788802455,5.125804633390914
N9,42.48913785532902,159.07933006265276,3.743999951335819
