hour,lambda_system,system_net_injection_residual_mw
1,67.15000054125822,8.5194488866845e-15
2,67.1500004933976,3.1198935805691667e-15
3,67.15000040711715,1.6616516826816984e-14
4,67.15000028640367,1.2890777795586937e-14
5,67.15000043504581,-5.3941404150659503e-14
6,67.15000054881935,-4.200294840934633e-14
7,67.15000061279794,2.907661839103187e-14
8,67.15000062904004,6.443446219788007e-14
9,67.15000057716148,2.2979410618308735e-14
10,60.0000006583677,-3.885639883427597e-14
11,60.00000058191952,4.7113831869482526e-14
12,60.00000056411069,-1.2824535425128236e-14
13,60.000000548276994,-1.6677240698214984e-14
14,60.00000052163583,-2.5985768405553748e-14
15,60.000000515167486,9.888192428391198e-15
16,60.000000555674546,4.569529361661713e-14
17,60.000000611701246,-4.571346898490152e-14
18,67.15000052498506,-6.186762845700655e-15
19,67.14999978281107,1.0140631195971895e-13
20,67.14999985208112,9.797923227229801e-15
21,67.15000061880438,-9.617891575602591e-14
22,67.15000061118162,-2.5327791941577186e-14
23,67.15000058100148,6.8491195817452645e-15
24,67.1500005575794,3.791809983396047e-15
