fleet,case,gamma,primal_termination,dual_termination,solve_seconds,primal_objective_eur_per_day,unpenalized_market_cost_eur_per_day,generation_cost_eur_per_day,degradation_cost_eur_per_day,soft_balance_penalty_eur_per_day,unregularized_dual_objective_eur_per_day,strong_duality_gap_eur_per_day,max_abs_nodal_balance_residual_mw,max_abs_hourly_system_balance_residual_mw,lambda_min_eur_per_mwh,lambda_max_eur_per_mwh,max_abs_lambda_diff_vs_hard_eur_per_mwh,mean_abs_lambda_diff_vs_hard_eur_per_mwh,max_abs_storage_node_hour_net_diff_vs_hard_mw,max_abs_storage_system_hour_net_diff_vs_hard_mw,max_abs_generation_dispatch_diff_vs_hard_mw,max_abs_soft_primal_vs_dual_lambda_eur_per_mwh,max_abs_h_plus_gamma_lambda_mw
sweep1,hard_min_norm,,optimal,optimal,14.170682800002396,372750.7681954904,372750.7681954904,364834.0517053985,7916.716490091952,0.0,372750.7681954939,-3.4924596548080444e-09,0.0,0.0,5.623718598054939e-10,60.00000059608753,0.0,0.0,0.0,0.0,0.0,,
sweep1,gamma_3e-05,3e-05,optimal,optimal,3.887889900011942,372740.72071628814,372730.6732370915,364813.9567469996,7916.71649009195,10.047479196636866,372750.77732154715,-0.009125890850555152,0.0018000000000238062,0.016200000000192453,1.1560170700502958e-09,60.00000000079354,0.01031397906610465,0.00043026204760456465,0.020652839139286172,0.015162985242685334,0.0300121041050474,7.525313829859215e-07,2.257594149601347e-11
sweep2,hard_min_norm,,optimal,optimal,4.964368599932641,371899.85652725253,371899.85652725253,363673.97281046683,8225.883716785707,0.0,371899.8565272524,1.1641532182693481e-10,0.0,0.0,29.908698829252494,60.000000590686824,0.0,0.0,0.0,0.0,0.0,,
sweep2,gamma_3e-05,3e-05,optimal,optimal,3.8884574000258,371889.4171860207,371878.9778447984,363652.80075006915,8226.177094729273,10.439341222300783,371899.86583156296,-0.009304161590989679,0.0018000000000213416,0.016200000000170307,29.908698515548917,60.00000000071139,0.043713355315645686,0.0009451205619179288,0.007971363111015428,0.015053185467623575,0.027931842312625577,8.729317826805527e-06,2.618795349844383e-10
