fleet,case,gamma,investor,node,hour,p_charge_mw,p_discharge_mw,net_injection_mw
sweep1,hard_min_norm,,I2,N1,9,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N1,9,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N1,9,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N1,10,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N1,10,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N1,10,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N1,10,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N1,11,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N1,11,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N1,11,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N1,11,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N1,12,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N1,12,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N1,12,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N1,12,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N1,13,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N1,13,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N1,13,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N1,13,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N1,14,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N1,14,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N1,14,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N1,14,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N1,15,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N1,15,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N1,15,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N1,15,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N1,16,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N1,16,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N1,16,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N1,16,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N1,17,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N1,17,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N1,17,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N1,17,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N1,18,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N1,18,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N1,18,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N1,18,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N1,19,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N1,19,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N1,19,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N1,19,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N1,20,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N1,20,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N1,20,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N1,20,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N1,21,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N1,21,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N1,21,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N1,21,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N1,22,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N1,22,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N1,22,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N1,22,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N1,23,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N1,23,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N1,23,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N1,23,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N1,24,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N1,24,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N1,24,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N1,24,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N2,1,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N2,1,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N2,1,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N2,1,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N2,2,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N2,2,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N2,2,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N2,2,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N2,3,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N2,3,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N2,3,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N2,3,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N2,4,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N2,4,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N2,4,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N2,4,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N2,5,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N2,5,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N2,5,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N2,5,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N2,6,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N2,6,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N2,6,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N2,6,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N2,7,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N2,7,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N2,7,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N2,7,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N2,8,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N2,8,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N2,8,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N2,8,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N2,9,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N2,9,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N2,9,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N2,9,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N2,10,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N2,10,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N2,10,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N2,10,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N2,11,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N2,11,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N2,11,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N2,11,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N2,12,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N2,12,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N2,12,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N2,12,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N2,13,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N2,13,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N2,13,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N2,13,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N2,14,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N2,14,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N2,14,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N2,14,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N2,15,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N2,15,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N2,15,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N2,15,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N2,16,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N2,16,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N2,16,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N2,16,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N2,17,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N2,17,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N2,17,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N2,17,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N2,18,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N2,18,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N2,18,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N2,18,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N2,19,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N2,19,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N2,19,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N2,19,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N2,20,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N2,20,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N2,20,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N2,20,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N2,21,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N2,21,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N2,21,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N2,21,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N2,22,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N2,22,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N2,22,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N2,22,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N2,23,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N2,23,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N2,23,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N2,23,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N2,24,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N2,24,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N2,24,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N2,24,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N3,1,-9.587058170255902e-09,0.00042593921271196974,0.00042594879977014
sweep1,hard_min_norm,,I2,N3,1,-9.577266838676669e-09,2.0466190616483826,2.0466190712256496
sweep1,hard_min_norm,,I3,N3,1,-9.577267523998665e-09,1.3033022831192052,1.3033022926964726
sweep1,hard_min_norm,,I4,N3,1,-9.577267475103622e-09,1.6540016072396135,1.654001616816881
sweep1,hard_min_norm,,I1,N3,2,-9.587048463329332e-09,0.000426071439295994,0.0004260810263444573
sweep1,hard_min_norm,,I2,N3,2,-9.577267498423484e-09,1.7344953968666996,1.734495406443967
sweep1,hard_min_norm,,I3,N3,2,-9.577268162232392e-09,1.1762703434503603,1.1762703530276284
sweep1,hard_min_norm,,I4,N3,2,-9.577268127055577e-09,1.446078706034985,1.446078715612253
sweep1,hard_min_norm,,I1,N3,3,-9.586806767489634e-09,0.00043195531552021893,0.0004319649023269864
sweep1,hard_min_norm,,I2,N3,3,-9.577273364625705e-09,0.7271441542300278,0.7271441638073012
sweep1,hard_min_norm,,I3,N3,3,-9.577273971126204e-09,0.6128595804665324,0.6128595900438064
sweep1,hard_min_norm,,I4,N3,3,-9.577273972073504e-09,0.6724861816573796,0.6724861912346536
sweep1,hard_min_norm,,I1,N3,4,-9.586417507732454e-09,0.00044217645911025753,0.00044218604552776527
sweep1,hard_min_norm,,I2,N3,4,-9.577384195199322e-09,0.0603183133321548,0.060318322909539
sweep1,hard_min_norm,,I3,N3,4,-9.577384718742777e-09,0.059479951773127655,0.059479961350512374
sweep1,hard_min_norm,,I4,N3,4,-9.577384772305434e-09,0.05993633332728605,0.05993634290467082
sweep1,hard_min_norm,,I1,N3,5,-9.585516779240912e-09,0.0004668854556787405,0.00046689504119551975
sweep1,hard_min_norm,,I2,N3,5,-9.577269396872288e-09,1.2088852845560396,1.208885294133309
sweep1,hard_min_norm,,I3,N3,5,-9.577269834534331e-09,0.9414231693458225,0.9414231789230924
sweep1,hard_min_norm,,I4,N3,5,-9.577269942641067e-09,1.0759030968271883,1.0759031064044582
sweep1,hard_min_norm,,I1,N3,6,-9.584372920252859e-09,0.0005035099969131455,0.0005035195812860657
sweep1,hard_min_norm,,I2,N3,6,-9.577266144166985e-09,2.60806461195002,2.6080646215272862
sweep1,hard_min_norm,,I3,N3,6,-9.577266455181959e-09,1.6404347175943557,1.6404347271716222
sweep1,hard_min_norm,,I4,N3,6,-9.577266644034559e-09,2.092337742761285,2.0923377523385516
sweep1,hard_min_norm,,I1,N3,7,-9.582741876329528e-09,0.0005682021555429955,0.0005682117382848719
sweep1,hard_min_norm,,I2,N3,7,-9.577265688164284e-09,3.145043648467478,3.145043658044744
sweep1,hard_min_norm,,I3,N3,7,-9.577265804852456e-09,1.926040817845642,1.926040827422908
sweep1,hard_min_norm,,I4,N3,7,-9.577266118195817e-09,2.491947579728748,2.491947589306014
sweep1,hard_min_norm,,I1,N3,8,-9.580293449904e-09,0.0007083402816990634,0.0007083498619925133
sweep1,hard_min_norm,,I2,N3,8,-9.577265218840003e-09,4.0123823059431505,4.012382315520416
sweep1,hard_min_norm,,I3,N3,8,-9.577265027896556e-09,2.4175013549720856,2.417501364549351
sweep1,hard_min_norm,,I4,N3,8,-9.57726554109574e-09,3.1705244219692825,3.170524431546548
sweep1,hard_min_norm,,I1,N3,9,-9.575638652669157e-09,0.0012252540601647148,0.0012252636358033675
sweep1,hard_min_norm,,I2,N3,9,-9.577264748980597e-09,5.646907658484457,5.646907668061721
sweep1,hard_min_norm,,I3,N3,9,-9.577263963051323e-09,3.496260504428899,3.496260514006163
sweep1,hard_min_norm,,I4,N3,9,-9.577264876885801e-09,4.674792042069428,4.674792051646693
sweep1,hard_min_norm,,I1,N3,10,-9.47082858701255e-09,-7.622166636699877e-09,1.8486619503126738e-09
sweep1,hard_min_norm,,I2,N3,10,-9.474909340839081e-09,-7.69537989078952e-09,1.7795294500495611e-09
sweep1,hard_min_norm,,I3,N3,10,-9.474908351180119e-09,-7.695370728832447e-09,1.7795376223476722e-09
sweep1,hard_min_norm,,I4,N3,10,-9.47490945015628e-09,-7.695376173564043e-09,1.7795332765922364e-09
sweep1,hard_min_norm,,I1,N3,11,-9.47913964533188e-09,-7.2367563347554036e-09,2.242383310576476e-09
sweep1,hard_min_norm,,I2,N3,11,-9.48744738451425e-09,-7.300833106719504e-09,2.186614277794746e-09
sweep1,hard_min_norm,,I3,N3,11,-9.487448225898017e-09,-7.30080123099585e-09,2.186646994902167e-09
sweep1,hard_min_norm,,I4,N3,11,-9.487447347291837e-09,-7.300831355821458e-09,2.18661599147038e-09
sweep1,hard_min_norm,,I1,N3,12,0.0019566485446457834,-9.438129259763418e-09,-0.0019566579827750433
sweep1,hard_min_norm,,I2,N3,12,6.354539784266707,-9.459631311019783e-09,-6.354539793726338
sweep1,hard_min_norm,,I3,N3,12,7.606934623784107,-9.459478825157718e-09,-7.606934633243585
sweep1,hard_min_norm,,I4,N3,12,4.2847993255536565,-9.459632268937204e-09,-4.284799335013289
sweep1,hard_min_norm,,I1,N3,13,0.0021333579737343646,-9.4439807707216e-09,-0.002133367417715135
sweep1,hard_min_norm,,I2,N3,13,16.67668096456798,-9.459601371150543e-09,-16.67668097402758
sweep1,hard_min_norm,,I3,N3,13,7.624994286688629,-9.459448265867935e-09,-7.624994296148078
sweep1,hard_min_norm,,I4,N3,13,14.704706649688015,-9.459603297704416e-09,-14.704706659147618
sweep1,hard_min_norm,,I1,N3,14,0.002733953127849011,-9.58265112509981e-09,-0.002733962710500136
sweep1,hard_min_norm,,I2,N3,14,17.07376506681233,-9.590819542848965e-09,-17.073765076403152
sweep1,hard_min_norm,,I3,N3,14,7.696344041792442,-9.590731699508475e-09,-7.696344051383174
sweep1,hard_min_norm,,I4,N3,14,15.12507087383695,-9.590820643826268e-09,-15.125070883427771
sweep1,hard_min_norm,,I1,N3,15,0.0021688615443777996,-9.44412836478173e-09,-0.0021688709885061643
sweep1,hard_min_norm,,I2,N3,15,8.732641031137007,-9.459630569607847e-09,-8.732641040596638
sweep1,hard_min_norm,,I3,N3,15,7.60818299466641,-9.459477479846827e-09,-7.6081830041258875
sweep1,hard_min_norm,,I4,N3,15,5.453194112190236,-9.459631640354914e-09,-5.453194121649867
sweep1,hard_min_norm,,I1,N3,16,0.001942813706978782,-9.438400146150853e-09,-0.001942823145378928
sweep1,hard_min_norm,,I2,N3,16,0.10364015169520073,-9.459727700525201e-09,-0.10364016115492843
sweep1,hard_min_norm,,I3,N3,16,0.24892020143594545,-9.459650305250604e-09,-0.24892021089559577
sweep1,hard_min_norm,,I4,N3,16,0.10315135030928418,-9.45972817174845e-09,-0.10315135976901235
sweep1,hard_min_norm,,I1,N3,17,-9.494208284021694e-09,-6.781915741636555e-09,2.7122925423851386e-09
sweep1,hard_min_norm,,I2,N3,17,-9.500199962728284e-09,-6.914338690908589e-09,2.585861271819695e-09
sweep1,hard_min_norm,,I3,N3,17,-9.500199187544972e-09,-6.914320677754843e-09,2.5858785097901293e-09
sweep1,hard_min_norm,,I4,N3,17,-9.500200106070042e-09,-6.914331378184317e-09,2.5858687278857245e-09
sweep1,hard_min_norm,,I1,N3,18,-9.575612106287906e-09,0.001225441966355226,0.0012254515419673321
sweep1,hard_min_norm,,I2,N3,18,-9.577264982708142e-09,4.898404989330245,4.89840499890751
sweep1,hard_min_norm,,I3,N3,18,-9.577264255848987e-09,3.203225924380916,3.2032259339581803
sweep1,hard_min_norm,,I4,N3,18,-9.577265112605528e-09,4.133086475015799,4.133086484593064
sweep1,hard_min_norm,,I1,N3,19,-9.580178669290582e-09,0.0007135109768130033,0.0007135205569916726
sweep1,hard_min_norm,,I2,N3,19,-9.57726526791475e-09,3.8628014986888553,3.8628015082661205
sweep1,hard_min_norm,,I3,N3,19,-9.57726513030047e-09,2.328866916251798,2.3288669258290633
sweep1,hard_min_norm,,I4,N3,19,-9.577265598770292e-09,3.06258208817246,3.0625820977497256
sweep1,hard_min_norm,,I1,N3,20,-9.582612115263578e-09,0.0005740517283025788,0.0005740613109146941
sweep1,hard_min_norm,,I2,N3,20,-9.57726536608289e-09,3.5568481576457303,3.5568481672229955
sweep1,hard_min_norm,,I3,N3,20,-9.577265543166391e-09,2.0291768386560727,2.0291768482333383
sweep1,hard_min_norm,,I4,N3,20,-9.577265810964076e-09,2.731168113206957,2.7311681227842226
sweep1,hard_min_norm,,I1,N3,21,-9.584229333064828e-09,0.0005091437516003318,0.0005091533358296648
sweep1,hard_min_norm,,I2,N3,21,-9.577266002509804e-09,2.7020810638849486,2.7020810734622147
sweep1,hard_min_norm,,I3,N3,21,-9.577266385645927e-09,1.6467164063435415,1.6467164159208079
sweep1,hard_min_norm,,I4,N3,21,-9.577266524022987e-09,2.1376651986607667,2.137665208238033
sweep1,hard_min_norm,,I1,N3,22,-9.585355149037664e-09,0.0004723744791379889,0.00047238406449313794
sweep1,hard_min_norm,,I2,N3,22,-9.577266387523985e-09,2.35257281391694,2.3525728234942065
sweep1,hard_min_norm,,I3,N3,22,-9.577266908722243e-09,1.4688469227880296,1.4688469323652966
sweep1,hard_min_norm,,I4,N3,22,-9.577266960992382e-09,1.8829219291341228,1.8829219387113898
sweep1,hard_min_norm,,I1,N3,23,-9.586124812173826e-09,0.00045025703470826976,0.00045026662083308194
sweep1,hard_min_norm,,I2,N3,23,-9.577266589245053e-09,2.2010476984334995,2.201047708010766
sweep1,hard_min_norm,,I3,N3,23,-9.577267199417625e-09,1.3840094539962111,1.3840094635734783
sweep1,hard_min_norm,,I4,N3,23,-9.577267196467065e-09,1.7677845053259629,1.76778451490323
sweep1,hard_min_norm,,I1,N3,24,-9.586605591386097e-09,0.0004374614083871425,0.0004374709949927339
sweep1,hard_min_norm,,I2,N3,24,-9.577266721657638e-09,2.1136315050752708,2.1136315146525373
sweep1,hard_min_norm,,I3,N3,24,-9.577267380783393e-09,1.3365296268211657,1.3365296363984331
sweep1,hard_min_norm,,I4,N3,24,-9.577267347622834e-09,1.7023202425073403,1.7023202520846077
sweep1,hard_min_norm,,I1,N4,1,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N4,1,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N4,1,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N4,1,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N4,2,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N4,2,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N4,2,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N4,2,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N4,3,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N4,3,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N4,3,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N4,3,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N4,4,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N4,4,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N4,4,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N4,4,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N4,5,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N4,5,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N4,5,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N4,5,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N4,6,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N4,6,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N4,6,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N4,6,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N4,7,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N4,7,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N4,7,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N4,7,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N4,8,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N4,8,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N4,8,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N4,8,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N4,9,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N4,9,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N4,9,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N4,9,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N4,10,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N4,10,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N4,10,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N4,10,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N4,11,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N4,11,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N4,11,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N4,11,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N4,12,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N4,12,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N4,12,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N4,12,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N4,13,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N4,13,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N4,13,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N4,13,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N4,14,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N4,14,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N4,14,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N4,14,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N4,15,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N4,15,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N4,15,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N4,15,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N4,16,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N4,16,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N4,16,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N4,16,0.0,0.0,0.0
sweep1,hard_min_norm,,I1,N4,17,0.0,0.0,0.0
sweep1,hard_min_norm,,I2,N4,17,0.0,0.0,0.0
sweep1,hard_min_norm,,I3,N4,17,0.0,0.0,0.0
sweep1,hard_min_norm,,I4,N4,17,0.0,0.0,0.0
