iteration,investor,node,x_power_mw,x_energy_mwh,proposed_x_power_mw,private_headroom_limit_mw,private_headroom_slack_mw,access_shadow_price_eur_per_mw_day,headroom_complementarity_residual_eur_per_day,headroom_mw
1,I4,N1,0.0,0.0,1.653663903428037e-06,100.0,99.9999983463361,1.4412152941485473e-07,1.4412152703156903e-05,100.0
1,I4,N2,0.0,0.0,1.3835665442551765e-06,80.60724957308994,80.6072481895234,1.3234835648782616e-07,1.0668236818889723e-05,94.18215002351127
1,I4,N3,11.816547939518715,24.35053376678772,1.957650675058383e-06,39.38848856387747,39.3884866062268,4.3880836681401295e-07,1.7283997478954005e-05,58.73082840841215
1,I4,N4,0.0,0.0,1.6572909358006656e-06,100.0,99.99999834270906,1.447516111464698e-07,1.4475160874751447e-05,100.0
1,I4,N5,0.0,0.0,1.6514300416416063e-06,100.0,99.99999834856996,1.4204336630120526e-07,1.4204336395545844e-05,100.0
1,I4,N6,0.0,0.0,1.684163685092711e-06,100.0,99.99999831583631,1.5769499591380076e-07,1.576949932579589e-05,100.0
1,I4,N7,0.0,0.0,1.6660010907322582e-06,51.84480826569917,51.84480659969808,2.3107122190583959e-07,1.1979842810464172e-05,85.55341697481097
1,I4,N8,15.266529527612319,66.12404102769045,9.023976611592493,29.832486331658572,20.808509720066077,3.381087740202467e-07,7.0355397106399275e-06,1.3356976234916402
1,I4,N9,7.804966922200737,17.19566645194643,1.910074981710847e-06,26.01655195049416,26.01655004041918,5.429092236640555e-07,1.412462498486103e-05,54.79261167736335
1,I2,N1,0.0,0.0,9.439606661263226e-06,100.0,99.99999056039334,1.5624053659396538e-07,1.5624052184547328e-05,100.0
1,I2,N2,0.4298988606556714,0.8597995369785629,8.685611393017986e-06,82.04022550884893,82.04021682323754,2.3295244891061364e-07,1.911146941813091e-05,94.18215002351127
1,I2,N3,3.204608656403995,12.02953880129776,1.4335821029144257e-05,38.253936028789674,38.253921692968646,3.0895213814012085e-07,1.1818630899287415e-05,58.73082840841215
1,I2,N4,0.0,0.0,9.441346560753443e-06,100.0,99.99999055865344,1.5621232974284898e-07,1.5621231499430155e-05,100.0
1,I2,N5,0.0,0.0,9.446521997801172e-06,100.0,99.999990553478,1.5536829416732887e-07,1.5536827949042877e-05,100.0
1,I2,N6,0.0,0.0,9.439239372155433e-06,100.0,99.99999056076062,1.7459455470164552e-07,1.7459453822124757e-05,100.0
1,I2,N7,9.050569487203594,18.101140812764726,9.601081911864878e-06,82.01335082052002,82.0133412194381,2.2441205376561415e-07,1.8404782339234203e-05,85.55341697481097
1,I2,N8,11.146073368920668,55.79381549764713,11.02816126802938,25.987158408379926,14.958997140350546,5.928785903514098e-07,8.868869137641803e-06,1.3356976234916402
1,I2,N9,2.5544875099668345,9.588495079365378,1.43477674540967e-05,26.726509916725476,26.726495568958022,4.1139369834420656e-07,1.099511185589369e-05,54.79261167736335
1,I3,N1,0.0,0.0,1.944036396144395e-05,100.0,99.99998055963604,3.0706879893061957e-06,0.00030706873923532743,100.0
1,I3,N2,5.387951115833063,10.775904572748306,2.6812125345011477e-05,99.57010113934433,99.57007432721899,2.7496467067722566e-06,0.0002737825269669065,94.18215002351127
1,I3,N3,4.515564232979722,9.031129722864181,0.0013669259345883318,50.09801865513737,50.09665172920278,1.8597188993736586e-05,0.0009316569001613849,58.73082840841215
1,I3,N4,0.0,0.0,2.0542336470808153e-05,100.0,99.99997945766353,2.922123529666693e-06,0.00029221229293942454,100.0
1,I3,N5,0.0,0.0,1.9902225403079892e-05,100.0,99.9999800977746,3.0313056089170937e-06,0.00030313050056198187,100.0
1,I3,N6,0.0,0.0,1.8353366475438983e-05,100.0,99.99998164663353,2.955706708796885e-06,0.0002955706166325201,100.0
1,I3,N7,5.396013537985442,10.792029418179089,2.6834487782499655e-05,90.94943051279641,90.94940367830863,2.760519788922011e-06,0.0002510676286446273,85.55341697481097
1,I3,N8,39.302585179403636,162.81866322589093,43.75491067439712,43.75491073054477,5.6147655413951725e-08,18.413952468392345,1.033900258004179e-06,1.3356976234916402
1,I3,N9,14.709933922409888,29.41986905611242,5.625828087259251,60.07820327785334,54.45237519059409,-1.82485010170704e-05,-0.0009936742240474552,54.79261167736335
1,I1,N1,0.0,0.0,1.502057617754392e-07,100.0,99.99999984979424,9.081818094883027e-08,9.081818081241613e-06,100.0
1,I1,N2,0.0,0.0,1.835442924551454e-07,94.18215002351127,94.18214983996698,9.643384638260472e-08,9.082346969650835e-06,94.18215002351127
1,I1,N3,21.732450762685417,46.094491015622566,16.097433340004915,80.46327917109757,64.36584583109266,1.4114750010384478e-07,9.085078231128209e-06,58.73082840841215
1,I1,N4,0.0,0.0,1.511144843230144e-07,100.0,99.99999984888552,9.081818094677178e-08,9.081818080953237e-06,100.0
1,I1,N5,0.0,0.0,1.7702017120874525e-07,100.0,99.99999982297983,9.081818088034807e-08,9.081818071958157e-06,100.0
1,I1,N6,0.0,0.0,1.559870389100214e-07,100.0,99.99999984401296,9.081818102622935e-08,9.081818088456477e-06,100.0
1,I1,N7,0.0,0.0,1.8354366369672834e-07,85.55341697481097,85.55341679126731,1.0616912499966698e-07,9.083131401460667e-06,85.55341697481097
1,I1,N8,32.94911430057174,139.46679756207516,34.284811983850105,34.284811924063376,0.0,32.11638810971099,0.0,1.3356976234916402
1,I1,N9,20.13799996805919,42.644024025362086,16.098996115807804,74.93061164542254,58.83161552961474,1.5443298045514992e-07,9.085541731229888e-06,54.79261167736335
2,I4,N1,0.0,0.0,1.2121812715498593e-05,100.0,99.99998787818728,9.081819192892043e-08,9.08181809201093e-06,100.0
2,I4,N2,0.0,0.0,1.1812670341516509e-05,94.18215002351127,94.18213821084093,9.643385847858963e-08,9.082346987435203e-06,98.25464035940975
2,I4,N3,23.356077671873653,46.92738776134374,28.301590414311487,70.54737634793086,42.24578593361937,2.1509995791066465e-07,9.087066776224476e-06,48.516522895354335
2,I4,N4,0.0,0.0,1.2129333864741478e-05,100.0,99.99998787066613,9.081819193575783e-08,9.081818092011611e-06,100.0
2,I4,N5,0.0,0.0,1.0707828966682632e-05,100.0,99.99998929217104,9.081819064347861e-08,9.081818091882208e-06,100.0
2,I4,N6,0.0,0.0,1.2006022513894335e-05,100.0,99.99998799397748,9.081819182365666e-08,9.08181809200041e-06,100.0
2,I4,N7,0.0,0.0,1.1818405204689627e-05,85.55341697481097,85.55340515640577,1.0616913962813491e-07,9.083131417712842e-06,95.66602045236357
2,I4,N8,16.201517637077075,69.58484519780568,16.602226826847684,16.60222715110396,3.242562769401047e-07,18.542319394164068,6.012463452585939e-06,0.010819097813723033
2,I4,N9,2.547526165578155,5.5707731646965595,0.2943372698827623,62.59757859956409,62.30324132968133,1.4582297392032592e-07,9.085243935569893e-06,60.540569615217464
2,I2,N1,0.0,0.0,8.248307377947574e-06,100.0,99.99999175169262,9.077339363436036e-08,9.077338614709183e-06,100.0
2,I2,N2,0.12897424831515816,0.2579524257100852,6.5573120810136745e-06,94.61204888416694,94.61204232685486,9.595909233458283e-08,9.078885705606124e-06,98.25464035940975
2,I2,N3,1.9693600688092543,7.382696890909646,1.4399678169829369,50.395907332461206,48.95593951547827,1.8281634032504258e-06,8.949945699393875e-05,48.516522895354335
2,I2,N4,0.0,0.0,8.248314536863311e-06,100.0,99.99999175168546,9.07733933126012e-08,9.07733858253262e-06,100.0
2,I2,N5,0.0,0.0,8.231210649841013e-06,100.0,99.99999176878936,9.077324064539588e-08,9.077323317365923e-06,100.0
2,I2,N6,0.0,0.0,8.139940830346618e-06,100.0,99.99999186005917,9.07722552345925e-08,9.077224784578463e-06,100.0
2,I2,N7,2.715175430548175,5.430354803195238,6.5491244231689635e-06,94.60398646201456,94.60397991289014,9.596733662431624e-08,9.078891986300379e-06,95.66602045236357
2,I2,N8,11.42656992960954,56.8320029844941,11.546782741333343,11.546782882947554,1.4161421013625386e-07,35.36189895537819,5.0077473894839025e-06,0.010819097813723033
2,I2,N9,0.7882299409066285,2.9584486990685126,0.03126241130939725,62.604539943952766,62.57327753264337,-1.4967873793921653e-06,-9.365889209806392e-05,60.540569615217464
2,I3,N1,0.0,0.0,2.5037006528450144e-08,100.0,99.99999997496299,8.931091616899989e-08,8.93109161466391e-06,100.0
2,I3,N2,1.6163853922750986,3.232771580394361,8.217882763358892e-08,99.87102575168484,99.87102566950601,9.753147294750218e-08,9.74056823832472e-06,98.25464035940975
2,I3,N3,5.87341909384441,12.456098782483256,6.455356891357846,52.942111496631675,46.48675460527383,-1.2352574092523548e-05,-0.0005742310805826053,48.516522895354335
2,I3,N4,0.0,0.0,2.4845962741256317e-08,100.0,99.99999997515404,8.930189870921898e-08,8.930189868703107e-06,100.0
2,I3,N5,0.0,0.0,2.4735229917758352e-08,100.0,99.99999997526477,8.929944443001142e-08,8.9299444407923e-06,100.0
2,I3,N6,0.0,0.0,3.061778430427779e-08,100.0,99.99999996938222,8.972619979518159e-08,8.97261997677094e-06,100.0
2,I3,N7,1.6188041170882643,3.237609051920406,7.956090231796948e-08,97.28482456945183,97.28482448989092,9.591364637843812e-08,9.330942254111814e-06,95.66602045236357
2,I3,N8,39.38673432938065,163.13017432150923,39.422798250799374,39.42279813274164,0.0,32.91762500808801,0.0,0.010819097813723033
2,I3,N9,17.33777901506589,35.04270788091202,18.46399834048989,76.52624392545603,58.062245584966135,-1.2303611861491529e-05,-0.0007143753334840235,60.540569615217464
2,I1,N1,0.0,0.0,4.4752380176807105e-07,100.0,99.9999995524762,9.360720553724846e-08,9.360720511833394e-06,100.0
2,I1,N2,0.0,0.0,2.947971367453779e-07,98.25464035940975,98.25464006461262,5.5393712153826676e-08,5.4426892495169974e-06,98.25464035940975
2,I1,N3,20.284620270118346,43.75185814843897,19.6641214875896,68.80114316547268,49.137021677883084,1.1325016050721913e-06,5.564775591866965e-05,48.516522895354335
2,I1,N4,0.0,0.0,4.5657618016606186e-07,100.0,99.99999954342383,8.654779982446227e-08,8.654779942930563e-06,100.0
2,I1,N5,0.0,0.0,5.840844988491811e-07,100.0,99.9999994159155,7.668408304122807e-08,7.668408259332823e-06,100.0
2,I1,N6,0.0,0.0,2.783197136213897e-07,100.0,99.99999972168028,7.566056245389261e-08,7.566056224331435e-06,100.0
2,I1,N7,0.0,0.0,3.006391592000114e-07,95.66602045236357,95.66602015172441,6.104073088999962e-08,5.83952379139869e-06,95.66602045236357
2,I1,N8,32.974359006119016,139.55172788098,32.985178165639276,32.98517810393274,0.0,32.92094453785874,0.0,0.010819097813723033
2,I1,N9,18.785895263231865,40.69985627969085,18.20642181830587,79.32646487844933,61.12004306014346,3.2040032290790374e-06,0.00019582881532614945,60.540569615217464
3,I4,N1,0.0,0.0,6.0908947881186385e-06,100.0,99.99999390910521,8.249753219725211e-08,8.249752717241422e-06,100.0
3,I4,N2,0.0,0.0,4.716742183202266e-06,98.25464035940975,98.25463564266757,9.110312078658156e-08,8.951303938795504e-06,99.47638566015598
3,I4,N3,27.723603127861548,55.511777032688386,29.59539975185636,71.87260056722799,42.27720081537163,5.245157040081876e-08,2.217505574917017e-06,55.11569352055335
3,I4,N4,0.0,0.0,6.015137436325668e-06,100.0,99.99999398486257,8.370454417988335e-08,8.370453914493999e-06,100.0
3,I4,N5,0.0,0.0,6.185094934862141e-06,100.0,99.99999381490507,8.287269927211028e-08,8.287269414635516e-06,100.0
3,I4,N6,0.0,0.0,6.197246379329905e-06,100.0,99.99999380275362,8.340991711106172e-08,8.340991194194366e-06,100.0
3,I4,N7,0.0,0.0,5.195657613246172e-06,95.66602045236357,95.66601525670596,9.26111755383114e-08,8.859742131989572e-06,98.6997999288817
3,I4,N8,16.209090775976506,69.61884620609747,16.212336406933403,16.212336734890798,3.279573945746961e-07,18.549816280796648,6.083549417289348e-06,8.75875664405612e-05
3,I4,N9,1.3356463906378795,2.8140100830461234,0.8162693442349043,63.08809578079561,62.27182643656071,3.0838230396122305e-07,1.920352930837999e-05,50.80395923886322
3,I2,N1,0.0,0.0,6.530396542714138e-06,100.0,99.99999346960345,2.0850734422591296e-06,0.00020850733060955655,100.0
3,I2,N2,0.03869551706181173,0.07739298582776326,4.632238948958612e-06,98.38361460772491,98.38360997548595,1.0982310114078591e-06,0.00010804793148933428,99.47638566015598
3,I2,N3,1.9627948682338243,7.351495420109192,1.9599812108443544,46.1183575081757,44.158376297331344,-1.2654683024376443e-06,-5.5881025491386606e-05,55.11569352055335
3,I2,N4,0.0,0.0,6.530351588089178e-06,100.0,99.99999346964842,2.085027625851726e-06,0.00020850274896920914,100.0
3,I2,N5,0.0,0.0,6.491222067543468e-06,100.0,99.99999350877793,2.0785635969202034e-06,0.00020785634619960246,100.0
3,I2,N6,0.0,0.0,5.026902379304704e-06,100.0,99.99999497309761,-1.42066123669424e-06,-0.00014206611652789865,100.0
3,I2,N7,0.8145556308118004,1.6291132127689592,4.2880676397004155e-06,98.38119588291174,98.3811915948441,7.486275279600279e-07,7.365086826141001e-05,98.6997999288817
3,I2,N8,11.428842000893972,56.84215051589757,11.429815745730156,11.42981588852382,1.4279366311598096e-07,35.36055338459368,5.0492629475943304e-06,8.75875664405612e-05
3,I2,N9,0.23658871849975713,0.8879571969139494,0.0001710517539550855,62.54067933106437,62.540508279310416,1.1065589198136987e-06,6.920475728615342e-05,50.80395923886322
3,I3,N1,0.0,0.0,4.220861344696849e-06,100.0,99.99999577913866,9.081818474623766e-08,9.0818180912928e-06,100.0
