iteration,investor,max_rel_delta_offer,charge_offer_capacity_hours_mwh,discharge_offer_capacity_hours_mwh
29,I1,0.02539561466834848,419.9319644143233,426.3613459526379
29,I2,0.1745381289878496,526.7552402164821,531.6306167608997
29,I3,0.0015854611551365343,1669.938481197366,1669.9385207766663
29,I4,0.002222567250445411,2062.897258777176,2062.8972739103515
30,I1,0.007429990583347817,420.11969758320134,426.3603608865501
30,I2,0.6999755836020974,524.2032505471254,531.6324916984026
30,I3,0.002122052468162495,1669.939430075531,1669.9394689310084
30,I4,0.011259311795641297,2062.897476693599,2062.8974921708427
31,I1,0.008691747181707166,420.1752923400364,426.3592545841752
31,I2,0.6202713992109209,522.5790926548367,531.6326828414834
31,I3,0.0011047881463750165,1669.940614225462,1669.9406348317757
31,I4,0.06635029789857878,2062.897916031721,2062.897929641438
32,I1,0.0038574479619642044,420.19153316384165,426.3584165796984
32,I2,0.5776920364677492,522.0913436699141,531.6321689234059
32,I3,0.008845356544216098,1669.9418936783536,1669.9419082512834
32,I4,0.035455092348463585,2062.8983884828403,2062.8984179213153
33,I1,0.004773795752800633,420.1957270423257,426.3574530744151
33,I2,0.26786973085998944,521.9446009180222,531.6314709777278
33,I3,0.034606889127917886,1669.9431878001158,1669.9432011270967
33,I4,0.0011962785120025285,2062.8970850150395,2062.8971495336564
34,I1,0.0038347416631182795,420.19734869661505,426.3576342568053
34,I2,0.5897923772359384,521.8997821734168,531.6303514865688
34,I3,0.002209168284143473,1669.9439339122982,1669.943946860941
34,I4,0.050539760815379975,2062.897323733023,2062.8974015235985
35,I1,0.00241678653822304,420.1972013109014,426.356973955781
35,I2,0.10924275526477785,521.8862311596614,531.6298630778484
35,I3,0.003064651545150939,1669.9448223507327,1669.944834939485
35,I4,0.7232996447778304,2062.899728492892,2062.899805858284
36,I1,0.00026248817385110003,420.1961523621473,426.35562214614527
36,I2,0.16175202507781827,521.8815756222632,531.6289720308265
36,I3,0.0017998720483396087,1669.9464534973079,1669.946505235095
36,I4,0.4127627736081019,2062.899573351148,2062.899551475076
37,I1,0.002860736603114824,420.1957188116827,426.35513281491654
37,I2,0.10500957485095319,521.8797263898025,531.6281812337552
37,I3,0.00045914434436927754,1669.9475295283678,1669.9475539976677
37,I4,0.02679470846799886,2062.9017894585713,2062.9017701294856
38,I1,0.00021135680866249667,420.19436335766267,426.35359042094154
38,I2,0.02689652928634517,521.8786849353174,531.6273158173606
38,I3,0.025969591581155204,1669.949319336967,1669.949335542186
38,I4,0.028443785286402488,2062.9021018451417,2062.902265310623
39,I1,0.0009945544605671236,420.1931227454796,426.35219682345564
39,I2,0.6888070474565258,524.168839092726,531.6263248829184
39,I3,0.007028921359935385,1669.9512203436664,1669.9512341342158
39,I4,0.1416400998899917,2062.900190242161,2062.9003078461324
40,I1,0.0019123493893402708,420.19265238360975,426.35171337689707
40,I2,0.36623027607384345,522.5649619424663,531.6257929908755
40,I3,0.0008486466870494594,1669.952086056355,1669.952099129528
40,I4,0.29384217439116506,2062.900352106815,2062.9005050011733
41,I1,0.004009877142554126,420.19222731714507,426.35126408183163
41,I2,0.1856379786404888,522.0831812346414,531.6252816634376
41,I3,0.00021126620021390304,1669.952856499947,1669.9528691925912
41,I4,1.6299577799840876,2062.9007777776496,2062.900831178273
42,I1,1.0778344982707821,414.4999878901678,426.35122525486264
42,I2,0.05824756779342133,521.9381586495226,531.6244906328284
42,I3,0.001650891040245023,1669.9536713884247,1669.9536841605122
42,I4,0.0023464773457194258,2062.9009481815815,2062.9010723850656
43,I1,0.6999987504266268,418.4844305718198,426.3509861501676
43,I2,0.6716177091931546,524.1856717656202,531.624383227455
43,I3,0.001364480012974004,1669.954072273273,1669.9540850523706
43,I4,0.14725170095579382,2062.9010957068467,2062.901141935076
44,I1,0.22636781014394802,419.6787779585031,426.3500378708345
44,I2,0.3617095988656281,522.5685151754147,531.6237229522417
44,I3,0.0013100513054781246,1669.9550775039577,1669.9550903017046
44,I4,0.004117308128203537,2062.901396491281,2062.9014193403173
45,I1,0.22735917277846884,420.03505627229384,426.3478111179079
45,I2,0.48268552847066104,522.082570718242,531.6225534225728
45,I3,0.00047247790931052966,1669.9558650642782,1669.9558777958243
45,I4,0.0006668233133770398,2062.904293253565,2062.9042969058182
46,I1,0.6999687404097368,420.1411007769549,426.3460287061135
46,I2,0.4602610723972167,521.9359029714013,531.6210760214041
46,I3,0.005755180463388511,1669.9575271299661,1669.9575601363117
46,I4,0.5108270592389997,2062.9059392629565,2062.905942948982
47,I1,0.5460706982502417,420.1722940703885,426.3449316742817
47,I2,0.4869221682502058,505.28862708024155,531.6200523382722
47,I3,0.0026525777187831334,1669.9596392867459,1669.959658152939
47,I4,0.44028615980272756,2062.9061831499425,2062.9061529336846
48,I1,0.5043307267078283,420.1806145366839,426.34346545333517
48,I2,0.6643154268951987,516.8967762225719,531.6192428208623
48,I3,0.0005175801310400365,1669.961540705744,1669.9615731556114
48,I4,0.015533096877288351,2062.90469721171,2062.904720889933
49,I1,0.280134031942885,420.1818627289074,426.3414920895053
49,I2,0.16594813012547827,520.3788437432235,531.6185157754996
49,I3,0.0022943185567099412,1669.9630082833958,1669.9630436098053
49,I4,0.1438308459693,2062.904863971665,2062.904886998958
50,I1,0.04572463873936887,420.1821082964136,426.34087356512794
50,I2,0.5711352639112707,521.422872090194,531.6175648656523
50,I3,0.002107559104401403,1669.9648896238414,1669.9649080224685
50,I4,0.19385856217299857,2062.903332639427,2062.9033530402667
51,I1,0.4721877131330044,413.2478425371599,426.3405940446316
51,I2,0.41776350345320035,521.7359324503245,531.6170543107166
51,I3,0.001370641775131031,1669.9656463315976,1669.9656607100756
51,I4,0.06334632225035286,2062.9036824139866,2062.903720020387
52,I1,0.656549930514212,408.09759451190286,426.33995143410885
52,I2,0.15323598925237497,521.8296052846961,531.6165919180737
52,I3,0.0036498136817301884,1669.966487485463,1669.966500762932
52,I4,0.05222944600739671,2062.903851056875,2062.9039363509423
53,I1,0.6954402114200371,416.55600589154176,425.6887479270145
53,I2,0.46281950711061737,521.8571722426186,531.6158200950277
53,I3,0.0008952061748885865,1669.9686813155224,1669.9687242073958
53,I4,0.08961796089752723,2062.9042648844998,2062.9043186827034
54,I1,0.2856602003666171,418.7714997890162,425.6211701109736
54,I2,0.12657935931483655,521.8648431753093,531.6148770263045
54,I3,0.0002881348215050168,1669.9703791335621,1669.9704010520427
54,I4,0.530529859508349,2062.904632468247,2062.90467966327
55,I1,0.06583380102841144,419.7562407435137,426.12179242455085
55,I2,0.08697198665928452,521.8666839459189,531.6140480564374
55,I3,0.00017391105711668802,1669.97076293653,1669.9707741658026
55,I4,0.2897860968604506,2062.9051896057053,2062.905212407693
56,I1,0.05830989463950087,420.0508460710651,426.27092201505087
56,I2,0.02801378955653344,521.8668431540877,531.6132966051915
56,I3,0.0012345836080358231,1669.9715698704188,1669.9715821891575
56,I4,0.001929988820062367,2062.9054541987616,2062.9054864429245
57,I1,0.21164423268242527,420.1396010797389,423.47386401962706
57,I2,0.6658664386050989,521.8667987189569,524.895187695311
57,I3,0.0010247339786796338,1669.9724177283645,1669.972430373664
57,I4,0.020643063457145144,2062.905599067038,2062.9056306776592
58,I1,0.33679132423833097,420.1659459058072,425.4767737639548
58,I2,0.7453505758674633,521.8664154381552,529.5970706922367
58,I3,0.0007130574274223767,1669.9732900541183,1669.9733027940026
58,I4,0.018431766928330158,2062.905917363518,2062.905935807654
59,I1,0.31162547202809865,420.1743625991522,426.07846110589173
59,I2,0.18024722462354015,521.8654460946196,531.0065566750964
59,I3,2.5128397244630206e-05,1669.9738922098575,1669.973914326054
59,I4,0.06909184274640014,2062.906001477086,2062.9060826985574
60,I1,0.9421174390407383,420.1759066303344,426.25777771331076
60,I2,0.0460460349875575,521.8650552919446,531.429302664759
60,I3,0.00035487712701941107,1669.9748710832994,1669.97488664798
60,I4,0.019884838769542588,2062.9063734604456,2062.9064297267673
