iteration,investor,max_rel_delta_offer,charge_offer_capacity_hours_mwh,discharge_offer_capacity_hours_mwh
1,I1,6.049685419944518,730.829214625431,657.2137540987861
1,I2,11.072647127076218,617.0358366989675,540.3182364861875
1,I3,30.01436368972509,1578.2203473050001,1445.4886981729214
1,I4,34.72624760402727,2044.437305811504,1946.6977694410796
2,I1,1.0539862083857294,488.9266735306419,477.50582123201235
2,I2,13.338740191525845,553.8889092043888,530.8736706504355
2,I3,11.588683062135004,1641.3834242285825,1526.5392846548898
2,I4,5.068808454057691,2057.0482215096167,2027.7263503510933
3,I1,0.7862341340199692,430.6847786012262,441.56026398564086
3,I2,0.481924409245259,538.3464888445367,531.441924777398
3,I3,0.28905600371995727,1661.3550390774255,1551.8641647134123
3,I4,0.4541336180443119,2061.138053288006,2052.3414900360453
4,I1,0.7957903236730455,413.35732496743594,430.9349167220999
4,I2,0.08911820462398289,533.6633496583215,531.5919879371642
4,I3,26.331592490072552,1667.3411948756363,1634.4939415257159
4,I4,0.32404747160503217,2062.3631758487386,2059.7244094792245
5,I1,2.0110730088009587,410.20668582996865,427.7492509953801
5,I2,0.6999983239726151,528.9627947597445,531.6353145493438
5,I3,0.30905733719001255,1669.136660470654,1659.2824934218143
5,I4,0.17637521984307558,2062.730333267613,2061.938820176068
6,I1,0.5140127292852564,409.3715332824121,426.7929356564559
6,I2,0.6999686412898746,526.172386347075,531.6474620405595
6,I3,0.07033245388086658,1669.676087062203,1666.7198451589538
6,I4,0.04432123800628629,2062.840831190901,2062.6033860439156
7,I1,2.1682936272458133,406.9645370110661,426.5060604864252
7,I2,0.9377473365524389,528.976346489584,531.6505010403457
7,I3,0.025833779586751673,1669.838731265055,1668.951867658288
7,I4,0.0006918374427799536,2062.874223332394,2062.8029987663344
8,I1,0.6999849546685926,406.24172288599203,426.41922081889635
8,I2,0.6999969607475911,524.0215985055714,506.712551530316
8,I3,0.006470251316557847,1669.887805908871,1669.621755555979
8,I4,0.012344740859774507,2062.884321904018,2062.862963252545
9,I1,0.6805594854842014,406.0245158569633,426.3928925186172
9,I2,0.9597052659003747,525.1322769769748,524.1691638597423
9,I3,0.0018840573149683608,1669.903547514911,1669.8237413421
9,I4,0.0035454993908405966,2062.887647353358,2062.881248736629
10,I1,2.0487383300205315,405.9591658844868,426.38475942690246
10,I2,0.8727223011115283,527.1542021954534,529.4060257745441
10,I3,0.0007904626594143403,1669.9086294314438,1669.8847269254422
10,I4,0.013191085739257207,2062.8887310948767,2062.886827610802
11,I1,1.6782146353136826,415.94143470702755,426.3820187506468
11,I2,0.7391882643978096,526.0570673118774,530.975990186327
11,I3,0.002306790149633368,1669.912582483581,1669.9054601154673
11,I4,0.007250888002751056,2062.8888997484505,2062.8883807462335
12,I1,0.18798507357621086,418.93511244163,426.38030965926066
12,I2,0.20480294834865978,525.3571923099446,531.4467200278475
12,I3,0.0012566099774411364,1669.9135060359845,1669.9114072279558
12,I4,0.025810740956910366,2062.8895040419943,2062.8893573200526
13,I1,0.08573433750422808,419.8333240978935,426.3798201626933
13,I2,0.5331682378108201,526.3353893158493,531.5874131229872
13,I3,0.000759800025049047,1669.9146137416499,1669.9139425813187
13,I4,0.0021076849292041198,2062.8899554620475,2062.889919981959
14,I1,0.15634604400146315,420.1030327635047,426.37999727447453
14,I2,0.589134768525047,527.785351692037,531.628017471099
14,I3,0.00024793593079328686,1669.9157198861417,1669.9155327739343
14,I4,0.1955282916488705,2062.892744302484,2062.892742587543
15,I1,0.3598929559344989,420.182560913928,426.37851059364675
15,I2,0.956217197685626,525.7874338417755,531.640280403785
15,I3,0.001066442018604267,1669.9172973818102,1669.917250252382
15,I4,0.08668810171105285,2062.8937015587558,2062.8939836125733
16,I1,0.6560054334745384,410.20336791445715,426.37732065457
16,I2,0.2991402574380715,525.5269949877278,531.6433093300349
16,I3,0.001284401885182273,1669.919094328108,1669.919103115304
16,I4,0.07049323735946073,2062.892887465505,2062.89293124065
17,I1,0.17826371900302773,407.2083750976813,426.37572697389936
17,I2,0.43853119520479683,526.7066919276224,531.6435611094865
17,I3,0.0016149787618368863,1669.9214313286336,1669.9214374463388
17,I4,0.04861393036335671,2062.8932936736774,2062.893315806072
18,I1,1.5341026484114269,416.3114568815474,426.3742758964735
18,I2,0.44929350559728526,527.8943953676637,531.6423910214924
18,I3,0.0003205089263448806,1669.9226634979118,1669.9226948104026
18,I4,0.016812734050578756,2062.898200230047,2062.898215794636
19,I1,1.0809767899876082,412.27598327061605,426.37269152843817
19,I2,0.6667984002327523,526.3092600577015,520.6271707313865
19,I3,0.0038722645359168585,1669.9250015250923,1669.925019831781
19,I4,0.647579437519232,2062.895886720292,2062.895887364588
20,I1,0.6999950179139929,419.98904224213817,426.3717843987044
20,I2,0.8580139839417393,525.4493267635303,528.335809990954
20,I3,0.003899451654540964,1669.9265193232177,1669.9265581687064
20,I4,1.223634404421422,2062.896659226844,2062.8966572050203
21,I1,0.22578974446652406,422.3004786446487,426.3703328887657
21,I2,0.14826504653963488,525.2303069261768,530.6478277034065
21,I3,0.003397161475594348,1669.9287028017973,1669.928723007963
21,I4,0.12744868604945145,2062.8970046204213,2062.8970656293445
22,I1,0.067729670706204,422.9591979933031,426.3689190432594
22,I2,0.6117592370952171,525.0687196312217,518.0950728514982
22,I3,0.0007773631882210234,1669.9313839259091,1669.9313936184437
22,I4,0.20679129679584074,2062.8963179005154,2062.8962614101006
23,I1,0.6999977155929308,421.0322228997103,426.3673607365937
23,I2,0.5048176214309594,525.2156332829626,527.5743531938597
23,I3,0.0019256554702674915,1669.9327168490943,1669.9327436169774
23,I4,0.2709856687643401,2062.896795233981,2062.896787277993
24,I1,0.3174533499509089,420.45318029663235,426.36586947850265
24,I2,0.4744624813615864,526.6871956961603,530.4175152486258
24,I3,0.0037212375343391754,1669.9343828049937,1669.9343998396832
24,I4,0.3654129180496365,2062.897261484151,2062.897383241212
25,I1,0.09523691418583691,420.2789669632342,426.3649045940133
25,I2,0.2324030312133275,526.1577354369359,531.2700878874889
25,I3,0.0008494555231798006,1669.935607790774,1669.935621900694
25,I4,0.06899453905424696,2062.895625506906,2062.895742157831
26,I1,0.38884479740887773,410.2237754452839,426.3643871931805
26,I2,0.4604236898484654,527.41271449411,531.5255224201173
26,I3,0.002408185423327521,1669.9349629137726,1669.9349820025038
26,I4,0.01151800497672394,2062.896027876684,2062.8960842356564
27,I1,0.44564905945015576,417.2092478829669,426.363447823973
27,I2,0.09076506384081684,527.6569576811207,531.6023675331398
27,I3,0.0003203146555717174,1669.9356919571394,1669.9357063348234
27,I4,0.16366421609483547,2062.8967824793253,2062.896803234705
28,I1,0.09248075084720653,419.304069827372,426.36228976084
28,I2,0.16674539828379759,527.3225001017485,531.62448095413
28,I3,0.0012488194454157513,1669.937058186688,1669.9370912307613
28,I4,0.014873623858002538,2062.897052870114,2062.89706807531
