iteration,investor,termination,solve_seconds,optimistic_mpec_profit_eur_per_day,max_access_shadow_price_eur_per_mw_day,strong_duality_gap,total_power_mw,total_energy_mwh,max_rel_delta_power,max_rel_delta_energy,max_undamped_delta_power_mw
1,I1,optimal,13.499553199973889,17.240094634805985,5.55651403300775e-07,0.0005281956982798874,31.676964591283195,103.43395982289374,0.6999979205965748,0.6999980022431872,21.429204088795043
1,I2,optimal,26.47386209992692,1033.4283270303972,5.282687526647411e-07,0.000883254746440798,26.933926154127562,99.29805902933111,0.6999967159669598,0.6999966798606178,15.292522605263063
1,I3,optimal,25.120847700047307,141258.55800087782,18.41308140850979,0.0008098994148895144,68.50956477634074,218.92043018944193,0.5717189395982917,0.5732416028651289,31.269866736938273
1,I4,optimal,12.664665800053626,210367.04504278276,18.524390111017397,0.0014592602383345366,85.63279224894899,237.73073767046276,0.6454240928299031,0.6495403582145728,33.02653318198427
2,I1,optimal,12.024959999951534,3055.516546311552,32.927340994404034,0.00045464193681254983,21.18408526386779,84.37077007821158,0.6999957295353779,0.6999956883733657,6.428785663814972
2,I2,optimal,8.492839200072922,3507.5543340246736,35.36040670234205,0.0005189451621845365,23.44591897077669,94.01338160198523,0.478536201437546,0.42011265677468146,3.136345765539074
2,I3,optimal,51.665874500060454,141033.1383648368,32.939074375028774,0.0008695614524185658,69.21606303274572,219.56937278601578,0.03202865773855013,0.017138765223545634,0.6679184119412636
2,I4,optimal,11.59576450008899,210288.65167458917,33.05490622561484,0.001467132125981152,85.84482769211111,237.9255789834881,0.18792827948768315,0.1637091002350074,3.4097235984892773
3,I1,optimal,12.662911500083283,3127.3942869205025,32.928077697851194,0.0003367604222148657,18.78484769489868,81.72885591349912,0.6999872080595888,0.6999871460952998,1.9286396742510465
3,I2,optimal,13.904894500039518,3527.219894128912,35.36048704680562,0.000424323370680213,22.541268340494145,93.3510906618589,0.20233293845819106,0.0933934656856424,0.6768408783851634
3,I3,optimal,20.184452999965288,141029.63878422847,32.94006427601393,0.0008719241595827043,69.47067537767944,220.04133659964026,0.021772697462334747,0.01312021121693165,0.4685853126759394
3,I4,optimal,20.587599899969064,210287.59782495617,33.05750302960563,0.0014632343081757426,85.92121172316347,238.06716556833464,0.20753016586586598,0.1805170959877128,4.4729958156409
4,I1,optimal,15.623948100022972,3127.97064062627,32.92612654727941,0.00042178184958174825,18.0716357669642,80.9609380071397,0.6037601825559952,0.5896046153273283,1.3849910788541173
4,I2,optimal,10.252787900040857,3527.3829770436414,35.36054553140116,0.0004009504336863756,22.26902260647928,93.15978281340236,0.0807090089956653,0.030740726298169544,0.22121161886619944
4,I3,optimal,13.652288399985991,141029.6121060043,32.940312294924226,0.0008780584903433919,69.54683705500422,220.18532313319625,0.027192209353849035,0.02373003619251428,0.5979642542625143
4,I4,optimal,12.69948770001065,210287.60129426236,33.05840831016906,0.0014644908951595426,85.94401596758543,238.11027158217192,0.26968659944125006,0.2671981721578566,7.018989856014457
5,I1,optimal,12.009071999927983,3127.973814603869,32.92506556008484,0.00036144995829090476,17.857760271624713,80.73079681910731,0.334757677079499,0.5074465342658074,0.47822525297071283
5,I2,optimal,15.586644600029103,3527.3846116843665,35.36050262470926,0.0004044699016958475,22.18727837228064,93.1024401002462,0.11001779412365022,0.18389374590675622,0.2502085165146557
5,I3,optimal,28.319941599969752,141029.61277814105,32.94002969026174,0.0008782465592958033,69.56966967692999,220.22856871824408,0.001536543427896814,0.002133848744730091,0.03470781581285465
5,I4,optimal,20.369876399985515,210287.60027909902,33.058628783557445,0.0014684895286336541,85.95085519705785,238.12322558017576,0.16538310811418974,0.1473296610607999,5.465160655383805
6,I1,optimal,17.497615000000224,3127.970812063341,32.92850691542443,0.0003797041135840118,17.79358703514258,80.66169015696185,0.21102565061889206,0.3707428076633662,0.3014652151698458
6,I2,optimal,18.799964100006036,3527.3820982909474,35.360416408674254,0.0003878395655192435,22.162719664838775,93.0851639261207,0.01893360890981905,0.046763956263983164,0.03832250421350336
6,I3,optimal,18.729433300090022,141029.61163108735,32.940235637998605,0.0008728982065804303,69.57655225012928,220.2416482643906,0.0009196917977839716,0.0015582713796684635,0.020806141997805838
6,I4,optimal,10.796505500096828,210287.60106691776,33.058207775974864,0.0014530385960824788,85.95291815515502,238.12714748643197,0.041917960110748255,0.052504533333659696,1.6142866025622205
7,I1,optimal,8.222895800019614,3127.966136586661,32.92809063840879,0.0003105835057795048,17.77433035476872,80.64088006393939,0.9219607801525899,1.7331970127308927,1.3289989189026452
7,I2,optimal,16.062657399917953,3527.3799779869078,35.36048430760345,0.00038161093834787607,22.155326833958462,93.07992745079352,0.04217295917203426,0.09222105780030943,0.09430505876818063
7,I3,optimal,17.441487599979155,141029.61084495264,32.94056815478423,0.0008767039398662746,69.57865103308913,220.24569369735158,0.006801835389683391,0.006795889763125348,0.15401910514448502
7,I4,optimal,6.971013500005938,210287.60071398588,33.05803018668566,0.001454775279853493,85.95354715060567,238.1283615906928,0.000138453376266703,0.002995470162472861,0.005751800558389419
8,I1,optimal,19.100624899961986,3127.96304580072,32.92854293459857,0.0003337548696435988,17.76853423389864,80.63454439642194,0.6999696577854247,0.6999835917902293,1.012399487989105
8,I2,optimal,35.36462820007,3527.379736900335,35.36063788963732,0.00041680963477119803,22.153109881889353,93.07835124889709,0.6999746971586245,0.6999794841377168,1.4485751091539745
8,I3,optimal,13.354864900000393,141029.61017483572,32.940543302348,0.0008784541278146207,69.57929238830081,220.2469821306828,0.0009505304653248863,0.0012076949275123352,0.021669980369958708
8,I4,optimal,8.385710199945606,210287.60063783498,33.05827184306084,0.001461189764086157,85.95373931029665,238.12874941154016,0.012146042029329876,0.012819594871611814,0.48729985689734434
9,I1,optimal,12.464854400022887,3127.958306955288,32.928087132212696,0.00031132204458117485,17.766770921019273,80.63254777993608,0.6797379015100382,1.273126214818014,0.9721712863532235
9,I2,optimal,13.45730710006319,3527.3766822776383,35.36039049176003,0.00037644850090146065,22.152407897927066,93.07779754275352,0.709349090473248,1.0744721558098445,1.0143586939691869
9,I3,optimal,23.304217399912886,141029.60841257035,32.94004368544164,0.0008463076082989573,69.57952726539101,220.24750208414414,0.00024045306957227875,0.0004616242670282194,0.005487005766223518
9,I4,optimal,6.533837200026028,210287.60026994438,33.058035336664105,0.0014609782374463975,85.95380919750731,238.12890595208435,0.003487332566842929,0.0036857035166868737,0.14161134606384707
10,I1,optimal,16.198000400094315,3127.9549072498135,32.92811556918343,0.0003168965340591967,17.766231409783174,80.6318577315094,0.3174509183522445,0.3229363403090736,0.45384965522591814
10,I2,optimal,10.27080489997752,3527.3766401595644,35.3567100315049,0.000368896231520921,22.152192228404,93.0776257147721,0.6147297831688507,0.637976012651824,1.0046212582216667
10,I3,optimal,14.110223700059578,141029.60821795627,32.94024139701083,0.0008785401587374508,69.57961445034607,220.24774409204963,0.0002982679977918296,0.00021674683035411612,0.006807946980018187
10,I4,optimal,8.095780499977991,210287.60004252457,33.058036695454916,0.0014607732882723212,85.95383413379548,238.12897804453507,0.013191083747853372,0.01297902307783185,0.5375576686989625
11,I1,optimal,12.736292700050399,3127.9502844204108,32.9280912765456,0.0003112250124104321,17.766058054492436,80.6315555049803,0.06190195360768695,0.06192707349908453,0.11516847760397853
11,I2,optimal,11.895761799998581,3527.373312229915,35.3604056078892,0.00037263764534145594,22.15208193743635,93.07750116154877,0.7391351423992308,1.1171629327171266,1.0560649210123478
11,I3,optimal,13.37261269998271,141029.60506664743,32.93898168183501,0.000878100108820945,69.57978688136866,220.2481573149502,0.002148581355052692,0.008742995309683642,0.049051400366474596
11,I4,optimal,15.371896600001492,210287.596955096,33.05944075624878,0.0014704866334795952,85.95384009357437,238.12901172784413,0.007250886887333684,0.007036974080305807,0.2915962118103579
12,I1,optimal,14.480514099937864,3127.9465611385904,32.9280906630091,0.00035522517282515764,17.7659470476357,80.63127819581285,0.08473376729612664,0.08473194287871366,0.16722621219572487
12,I2,optimal,17.842116000014357,3527.373617946993,35.36049462953081,0.0004023532965220511,22.152038038395464,93.07746007403392,0.20478548948774178,0.12236813668403432,0.3452357655030578
12,I3,optimal,11.81838740000967,141029.6074560153,32.940448355611636,0.0008481902186758816,69.5798265502176,220.24829904603445,0.0012122009839802014,0.005686179458823749,0.027617311716612747
12,I4,optimal,11.626367899938487,210287.5981825071,33.05794963182428,0.0014495045179501176,85.95385957140863,238.12907102528158,0.025809092848218185,0.028277866120801593,1.030295712657825
13,I1,optimal,21.367265700013377,3127.9424845417016,32.92806659298403,0.00035066966665908694,17.76592289983728,80.63114274479688,0.08572882694228703,0.08573148018011693,0.15485390381316555
13,I2,optimal,9.86328070005402,3527.372215120922,35.35972216484077,0.00039869570173323154,22.15200295796168,93.07741199507764,0.407900740732823,0.4751139338248778,0.8283271655711609
13,I3,optimal,16.229489300050773,141029.60618952115,32.94021231664004,0.0008771955035626888,69.5798712054895,220.24845534642526,0.0007456059570603476,0.00016667388696994443,0.017037957853146324
13,I4,optimal,11.901748200063594,210287.59824927826,33.05787680054081,0.0014589960337616503,85.9538779796215,238.12912965915686,0.002107272517859755,0.004062089275881275,0.08580670301735083
14,I1,optimal,11.108665899955668,3127.940565721569,32.928018009556936,0.00040028919465839863,17.76592901541801,80.6310716574728,0.15633283302572423,0.1563444221742067,0.2581883249789667
14,I2,optimal,11.586661600042135,3527.3705153010133,35.360903210925514,0.00040021626045927405,22.151955833098167,93.07732584683635,0.5891028756155074,0.6999359531610004,0.8415755365935822
14,I3,optimal,9.049704000004567,141029.60543914596,32.9401486069368,0.0008757889736443758,69.57991944023011,220.24861526803505,0.00024368399104967228,0.0005384129838429815,0.0055726127109032575
14,I4,optimal,7.127837199950591,210287.59706586562,33.05816394520865,0.0014364698436111212,85.9540578493295,238.1295134615259,0.19552826223932257,0.19784712419862366,7.978567267656814
15,I1,optimal,24.296850899932906,3127.931117050135,32.928081435724565,0.0003833023365586996,17.765866821759584,80.63079596674585,0.35989235699978184,0.369023835922005,0.5142211168490343
15,I2,optimal,17.41503549995832,3527.3675271124994,35.36043594736818,0.0004306597984395921,22.15191488169842,93.0772383919421,0.9561942845728197,1.3018881438864456,1.3660503533105457
15,I3,optimal,15.859282699995674,141029.60120904687,32.94034194421514,0.000878413615282625,69.57998390989145,220.2488606335377,0.0010652435692681723,0.001384046716561056,0.024274646654232512
15,I4,optimal,23.18992120004259,210287.59749452613,33.056433593113326,0.001459617866203189,85.95412334895697,238.1296822349668,0.08668805012325818,0.08969841126837916,2.8456714166258656
16,I1,optimal,7.157381500001065,3127.923019979855,32.928188533500226,0.0003744052373804152,17.765817615611873,80.63052246975619,0.12681402433226924,0.12681602030984832,0.241969033715564
16,I2,optimal,15.317841499927454,3527.366190998742,35.3603181013628,0.0004366250359453261,22.151875514880334,93.07716587734042,0.054247444679300004,0.171689497102424,0.09367431440774077
16,I3,optimal,13.38729899993632,141029.59580430665,32.94049112851386,0.0008750203996896744,69.58005867830437,220.24913413130736,0.001284018332292608,0.0017336037537208993,0.029339302189807626
16,I4,optimal,12.655686800018884,210287.59415538545,33.0595664792213,0.0014642643509432673,85.95407169089368,238.12961738610664,0.07049322341089427,0.07132598851668287,2.51465134155972
17,I1,optimal,17.718582700006664,3127.917493668125,32.92809912071134,0.0003858799464069307,17.765750876135968,80.63027669996097,0.014035654190369907,0.014039562283775089,0.030254580227315087
17,I2,optimal,13.492678000009619,3527.3643796555148,35.359675337946506,0.0003884127945639193,22.151836334067273,93.07709354053804,0.43852988740824544,0.4675052481366611,0.7161730239936709
17,I3,optimal,15.800690500065684,141029.5976587798,32.94018049623861,0.0008721609483473003,69.5801573770939,220.2494197091897,0.0016148707935142582,0.0018844373169557818,0.036791482094091776
17,I4,optimal,10.102074999944307,210287.59631461534,33.05784271184505,0.0014612532104365528,85.95408164658963,238.12966561285563,0.04861392254939377,0.048745660814083755,1.8564146868157962
