hour,lambda_system,system_net_injection_residual_mw
1,55.00000054571986,4.973799150320701e-14
2,55.000000546039594,-3.552713678800501e-14
3,55.00000054640703,-5.684341886080802e-14
4,55.0000005467165,3.907985046680551e-14
5,55.00000054661607,3.552713678800501e-14
6,55.00000054625143,-2.842170943040401e-14
7,75.00000073883426,-1.5631940186722204e-13
8,75.00000074004527,-9.237055564881302e-14
9,75.00000073945078,1.0658141036401503e-14
10,55.00000054176167,-4.263256414560601e-14
11,55.00000053854498,2.842170943040401e-14
12,29.482884118486385,8.526512829121202e-14
13,29.482884118152455,0.0
14,29.48288411804823,-2.842170943040401e-14
15,29.48288411807394,0.0
16,30.000000290127193,-2.842170943040401e-14
17,55.000000539911476,-2.842170943040401e-14
18,75.00000073960952,2.842170943040401e-14
19,75.00000074063047,-3.552713678800501e-14
20,75.00000074102414,-1.4432899320127035e-14
21,75.0000007407282,-5.329070518200751e-15
22,75.00000074037607,-2.3092638912203256e-14
23,75.00000073889062,-1.0658141036401503e-14
24,55.00000054972665,-4.263256414560601e-14
