unit,hour,node,p_charge_mw,p_discharge_mw,net_injection_mw,lambda_reference_eur_per_mwh,spot_revenue_eur,degradation_cost_eur
I1,1,N1,0.49712892589072405,5.246941315431592e-07,-0.4971284011965925,48.08700370061927,-23.905415268023486,3.7284708793864167
I1,1,N2,1.0197770316679438,6.109213170022605e-07,-1.0197764207466267,41.409051260818515,-42.22797408127109,7.648332319419456
I1,1,N3,7.183672390328216e-07,2.719765689918351e-07,-4.463906700409865e-07,47.10408645247679,-2.1026824713189672e-05,7.427578560184925e-06
I1,1,N4,1.4312210686406714e-07,1.0738431993842899e-07,-3.573778692563815e-08,55.000002356516106,-1.9655783651267687e-06,1.8787982010187212e-06
I1,1,N5,9.515451202676722e-08,8.003200749339163e-08,-1.5122504533375585e-08,63.08201729533721,-9.53958092523214e-07,1.3138988964011913e-06
I1,1,N6,0.6737805013251821,4.548552495505528e-07,-0.6737800464699325,55.31155015638922,-37.26781883469593,5.0533571713532375
I1,1,N7,3.241247719856721,4.5704247080074443e-07,-3.24124726281425,55.052540929502584,-178.4388975987197,24.30936132674394
I1,1,N8,61.03687133277739,4.0655000836496593e-07,-61.03687092622738,61.72572841330811,-3767.545317990453,457.7765380449555
I1,1,N9,8.735497199325e-08,7.715909172633833e-08,-1.0195880266911671e-08,68.77888385085512,-7.012612646351436e-07,1.2338554778969125e-06
I1,2,N1,0.4535597750228874,5.246942766264599e-07,-0.4535592503286108,48.086999343935815,-21.810303372987928,3.40170224787873
I1,2,N2,4.920764237489242,6.109210408745617e-07,-4.920763626568201,41.409044788358536,-203.7641214054882,36.90573636307712
I1,2,N3,6.326761586775929e-07,3.1500424620811785e-07,-3.1767191246947506e-07,47.10408178698259,-1.4963643746389327e-05,7.10760303664283e-06
I1,2,N4,1.3920023280477826e-07,1.1144746721406469e-07,-2.775276559071357e-08,55.000000195615456,-1.5264021129181163e-06,1.879857750141322e-06
I1,2,N5,9.436373293325716e-08,8.088956329936509e-08,-1.3474169633892071e-08,63.08201769722882,-8.499778073006428e-07,1.314399721744667e-06
I1,2,N6,0.5557626374953992,4.5485538908243186e-07,-0.5557621826400101,55.311548094286785,-30.740066694078713,4.168223192630912
I1,2,N7,35.50258432848796,4.570424178929696e-07,-35.502583871445545,55.05253878660553,-1954.5073756074719,266.26938589147784
I1,2,N8,60.69113678411591,4.065500086167045e-07,-60.691136377565904,61.72572838584361,-3746.2045994698256,455.1835289299944
I1,2,N9,8.740609230780776e-08,7.71031464771497e-08,-1.0302945830658062e-08,68.77888605931807,-7.08625137362157e-07,1.233819290887181e-06
I1,3,N1,0.41469072121526634,5.246943739795615e-07,-0.41469019652089234,48.08699903124659,-19.941207078367608,3.1101843443223025
I1,3,N2,5.213564362493914,6.109210390889327e-07,-5.213563751572875,41.40904431389208,-215.88869242218263,39.10173730061215
I1,3,N3,6.115824724035561e-07,3.267647451748227e-07,-2.848177272287334e-07,47.10408145344846,-1.3416077422768324e-05,7.03760413183784e-06
I1,3,N4,1.3815050057351396e-07,1.1255169582617601e-07,-2.5598804747337944e-08,55.00000005723359,-1.4079342625686984e-06,1.8802664729976747e-06
