hour,lambda_system,system_net_injection_residual_mw
1,60.00000048297111,6.274147867912916e-14
2,60.00000042062164,-5.592748486549226e-14
3,60.00000007298803,-1.4703516182379417e-14
4,59.99998591520016,-4.1168457531881586e-14
5,60.00000027265548,1.8610113450279187e-14
6,60.00000049468471,-1.5543122344752192e-15
7,60.00000050742265,3.3834046675451646e-14
8,60.00000052289242,7.292777493006497e-15
9,60.00000054440151,-3.261974024226788e-14
10,52.200000689822765,-9.345996199172646e-14
11,52.86971598208853,7.570333249162786e-15
12,52.16055955954373,-2.0844437287337314e-14
13,52.59193702425277,-4.077987947326278e-14
14,51.990468438519976,3.22519788653608e-14
15,51.947814184118954,1.4210854715202004e-14
16,52.21780968968736,4.801714581503802e-15
17,52.200000616852265,-2.1892210266827306e-14
18,60.00000053950568,-3.0309088572266774e-14
19,60.000001081188984,3.9440672949808686e-14
20,67.14760595269681,5.19306819768417e-14
21,60.000001919667184,-5.5719318048375044e-14
22,60.00000055495818,2.7096380694757727e-14
23,60.000000466329475,1.6910084443821916e-14
24,60.000000326731424,-2.731148640577885e-14
