iteration,regularization_stage,dual_tikhonov_gamma,proximal_coefficient_eur_per_mw2_day,complementarity_epsilon,investor,termination,solve_seconds,preparation_seconds,attempt_count,retry_status,optimistic_mpec_profit_eur_per_day,max_access_shadow_price_eur_per_mw_day,strong_duality_gap,max_complementarity_product,sum_complementarity_products,max_original_nodal_balance_residual_mw,total_absolute_original_nodal_balance_residual_mwh,max_hourly_system_balance_residual_mw,signed_primal_dual_gap_eur_per_day,total_power_mw,total_energy_mwh,max_rel_delta_power,max_rel_delta_energy,abs_capacity_step_mw_equivalent,abs_offer_step_mw,abs_price_step_eur_per_mwh,converged_sweep_streak,max_undamped_delta_power_mw,max_undamped_delta_energy_mwh,max_undamped_rel_delta_power,max_undamped_rel_delta_energy,undamped_capacity_residual_mw_equivalent,undamped_offer_residual_mw,undamped_price_residual_eur_per_mwh
62,,,,,I1,optimal,4.284105700033251,,,,-0.00010531707442353337,0.0,0.000170683313626796,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.268847133456721e-07,,,,2.281456720118413e-06,9.807239389409727e-07,0.0
62,,,,,I2,optimal,4.774796899990179,,,,-9.765946989438539e-05,0.0,0.0001799368765205145,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.3603914780231e-07,,,,1.6706428678851318e-06,7.738131468607076e-07,0.0
62,,,,,I3,optimal,8.539083499985281,,,,125931.34748087505,1.1688318626244076e-08,0.016121855995152146,,,,,,,27.202652486240787,54.40530498783582,0.3226666136957538,0.3226665833510185,3.1867858027654083,1.456048690171507,0.0,0,2.2837718947363426,,,,3.18678580276562,1.456048690171741,0.0
62,,,,,I4,optimal,3.0782117000198923,,,,184169.76938700158,1.2582075925169431e-08,0.012748962501063943,,,,,,,160.13347977142993,493.5263787318653,0.3663723204962174,0.3324240017059009,28.63620117773834,6.838457580343321,0.0,0,15.357787488428066,,,,28.636201177738567,6.838457580343801,0.0
63,,,,,I1,optimal,7.189086699974723,,,,-9.791850285612795e-05,0.0,0.0001827048254199326,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0393252972189154e-06,,,,2.291113647092589e-06,1.080255722196656e-06,0.0
63,,,,,I2,optimal,7.699887200025842,,,,-7.914027821219736e-05,0.0,0.0002055194927379489,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.059163933459089e-07,,,,1.401430096489151e-06,8.30072129576474e-07,0.0
63,,,,,I3,optimal,2.6602030000067316,,,,126169.68605343527,1.35788634272106e-07,0.01589386281557381,,,,,,,27.202655784581225,54.40531649067064,0.027150320451897626,0.02715023255200668,0.3518053070221556,1.3517943958769758,0.0,0,0.25416985663320446,,,,0.3518053079823474,1.3517943960040044,0.0
63,,,,,I4,optimal,3.9352253999677487,,,,184169.48057307693,0.0,0.007947929494548589,,,,,,,160.13347810674136,493.5263644199121,0.0019325598061341116,0.019169371926415525,0.9578125575423379,0.0053782743933242505,0.0,0,0.06284282547390774,,,,0.9578125575455865,0.005378274835932431,0.0
64,,,,,I1,optimal,4.347433999995701,,,,-7.604661085928268e-05,0.0,0.0002038887469097972,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.540616380724614e-07,,,,1.7342486387520957e-06,1.138620178184673e-06,0.0
64,,,,,I2,optimal,4.6968126000138,,,,-7.15196117437215e-05,0.0,0.00018209789413958788,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.433342241935779e-07,,,,1.307508965803036e-06,8.848652218068102e-07,0.0
64,,,,,I3,optimal,2.9919974000076763,,,,126169.69131970781,2.1960640947237476e-08,0.01611090177902952,,,,,,,27.20265204532449,54.40531545150223,0.039446654398497295,0.03944670646871086,0.49725932896694575,1.3146822545660297,0.0,0,0.3592568018347855,,,,0.4972593289691656,1.314682254566452,0.0
64,,,,,I4,optimal,3.542648000002373,,,,184169.72372073657,0.0,0.011976769543252885,,,,,,,160.13348031941064,493.5263678002032,0.002388527666776132,0.012789380490341722,0.6248183973577516,0.006748112294583893,0.0,0,0.07884831684366134,,,,0.6248183973624357,0.0067481126388242215,0.0
65,,,,,I1,optimal,4.642941099999007,,,,-6.309986939420895e-05,0.0,0.0005349402781575918,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.5194160303761763e-07,,,,1.5107186438093167e-06,1.0733493871328815e-06,0.0
65,,,,,I2,optimal,5.342893099994399,,,,-6.464537879631222e-05,0.0,0.00016598176443949342,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.632714284287297e-07,,,,1.1909511777374095e-06,8.393395534390524e-07,0.0
65,,,,,I3,optimal,3.0473017999902368,,,,126169.69260139651,1.9874787324294742e-08,0.01619479217333719,,,,,,,27.20264983008496,54.40531211943381,0.05245467675687434,0.05245469149062027,0.68731712205549,0.026679041209071375,0.0,0,0.4965708767100061,,,,0.687317122057378,0.026679041234623,0.0
65,,,,,I4,optimal,3.1978379000211135,,,,184169.82025244506,0.0,0.013603568251710385,,,,,,,160.13348253397785,493.52637205906996,0.0021294138379368494,0.005642209340388694,0.30520943804535167,0.006219103948347372,0.0,0,0.07266653768475351,,,,0.3052094380552969,0.006219104329128503,0.0
66,,,,,I1,optimal,2.007782500004396,,,,-0.00016315845123925337,0.0,8.293421706184745e-05,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.9430147060091544e-06,,,,4.172653506688773e-06,1.3563428688650192e-06,0.0
66,,,,,I2,optimal,1.7173912999569438,,,,-0.00016966490085277764,-1.1460058063326959e-08,7.426727097481489e-05,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4364049528933314e-06,,,,3.371583433240519e-06,1.054742741228713e-06,0.0
66,,,,,I3,optimal,4.697381599980872,,,,126169.69148458011,0.0,0.016118643048685044,,,,,,,27.202647612280423,54.405307818379896,0.009818094191764689,0.009818069405321407,0.12190015146580348,0.004731821235622179,0.0,0,0.08806923353531104,,,,0.12190015147216415,0.004731821317959226,0.0
