iteration,investor,max_rel_delta_offer,max_rel_delta_price,abs_offer_step_mw,abs_price_step_eur_per_mwh,undamped_offer_residual_mw,undamped_price_residual_eur_per_mwh,charge_offer_capacity_hours_mwh,discharge_offer_capacity_hours_mwh,mean_charge_bid_price_eur_per_mwh,mean_discharge_offer_price_eur_per_mwh
62,I1,0.0,0.0,0.0,0.0,9.807239389409727e-07,0.0,0.0,0.0,-7.5,7.5
62,I2,0.0,0.0,0.0,0.0,7.738131468607076e-07,0.0,0.0,0.0,-7.5,7.5
62,I3,1.0,0.0,1.456048690171507,0.0,1.456048690171741,0.0,643.5854071882694,634.1405026386478,-59.34136283931795,54.17543390177926
62,I4,1.2226387309120836,0.0,6.838457580343321,0.0,6.838457580343801,0.0,3843.00709249244,3843.2035145143186,-52.78527196183431,127.7490611476348
63,I1,0.0,0.0,0.0,0.0,1.080255722196656e-06,0.0,0.0,0.0,-7.5,7.5
63,I2,0.0,0.0,0.0,0.0,8.30072129576474e-07,0.0,0.0,0.0,-7.5,7.5
63,I3,9.107408658932334,0.0,1.3517943958769758,0.0,1.3517943960040044,0.0,643.4908723055912,643.7563347275765,-59.34136283931795,54.17543390177926
63,I4,0.0019325598061341116,0.0,0.0053782743933242505,0.0,0.005378274835932431,0.0,3842.9698812479623,3843.203474561793,-52.78527196183431,127.7490611476348
64,I1,0.0,0.0,0.0,0.0,1.138620178184673e-06,0.0,0.0,0.0,-7.5,7.5
64,I2,0.0,0.0,0.0,0.0,8.848652218068102e-07,0.0,0.0,0.0,-7.5,7.5
64,I3,9.46666090420771,0.0,1.3146822545660297,0.0,1.314682254566452,0.0,643.6245129518041,652.8636490877877,-59.34136283931795,54.17543390177926
64,I4,0.0023885276909853923,0.0,0.006748112294583893,0.0,0.0067481126388242215,0.0,3843.016594387117,3843.2035276658553,-52.78527196183431,127.7490611476348
65,I1,0.0,0.0,0.0,0.0,1.0733493871328815e-06,0.0,0.0,0.0,-7.5,7.5
65,I2,0.0,0.0,0.0,0.0,8.393395534390524e-07,0.0,0.0,0.0,-7.5,7.5
65,I3,0.05245467736841967,0.0,0.026679041209071375,0.0,0.026679041234623,0.0,643.4396219674211,652.863595922039,-59.34136283931795,54.17543390177926
65,I4,0.0021294138640121623,0.0,0.006219103948347372,0.0,0.006219104329128503,0.0,3842.9735658682266,3843.2035808154683,-52.78527196183431,127.7490611476348
66,I1,0.0,0.0,0.0,0.0,1.3563428688650192e-06,0.0,0.0,0.0,-7.5,7.5
66,I2,0.0,0.0,0.0,0.0,1.054742741228713e-06,0.0,0.0,0.0,-7.5,7.5
66,I3,0.009818094339580972,0.0,0.004731821235622179,0.0,0.004731821317959226,0.0,643.4723517604151,652.8635426947302,-59.34136283931795,54.17543390177926
66,I4,0.013249231971137707,0.0,0.000942394649456518,0.0,0.0009423971141292444,0.0,3842.9801805594316,3843.2036340380782,-52.78527196183431,127.7490611476348
67,I1,0.0,0.0,0.0,0.0,1.0818327193691719e-06,0.0,0.0,0.0,-7.5,7.5
67,I2,0.0,0.0,0.0,0.0,8.278073296743322e-07,0.0,0.0,0.0,-7.5,7.5
67,I3,0.01053218172434264,0.0,0.0051258003417669765,0.0,0.005125800450531876,0.0,643.5078108955248,652.8634892390307,-59.34136283931795,54.17543390177926
67,I4,0.021266995203377517,0.0,0.03183248881093374,0.0,0.03183248888457382,0.0,3843.2007437506973,3843.203687408007,-52.78527196183431,127.7490611476348
68,I1,0.0,0.0,0.0,0.0,1.0365227384423562e-06,0.0,0.0,0.0,-7.5,7.5
68,I2,0.0,0.0,0.0,0.0,8.821111072251885e-07,0.0,0.0,0.0,-7.5,7.5
68,I3,0.014905184353215044,0.0,0.007330111802896574,0.0,0.007330111870650695,0.0,643.4569727675296,652.8634356115218,-59.34136283931795,54.17543390177926
68,I4,0.01657801160317298,0.0,0.04111988061243273,0.0,0.04111990449273695,0.0,3842.9169377994936,3843.204708616906,-52.78527196183431,127.7490611476348
69,I1,0.0,0.0,0.0,0.0,1.377452527869652e-06,0.0,0.0,0.0,-7.5,7.5
69,I2,0.0,0.0,0.0,0.0,8.252937634748853e-07,0.0,0.0,0.0,-7.5,7.5
69,I3,0.002627584343824174,0.0,0.0012715635875813313,0.0,0.0012716707430784281,0.0,643.4476917962014,652.8629679283679,-59.34136283931795,54.17543390177926
69,I4,0.042905106882852914,0.0,0.1343793727997011,0.0,0.1343793728294892,0.0,3841.9854185604377,3843.204262904026,-52.78527196183431,127.7490611476348
70,I1,0.0,0.0,0.0,0.0,1.3692181392002138e-06,0.0,0.0,0.0,-7.5,7.5
70,I2,0.0,0.0,0.0,0.0,9.44246169520917e-07,0.0,0.0,0.0,-7.5,7.5
70,I3,0.03673128804414768,0.0,0.017748383973645438,0.0,0.01774838398929829,0.0,643.5705528357445,652.8628609317739,-59.34136283931795,54.17543390177926
70,I4,0.04573100571361693,0.0,0.1343592499189279,0.0,0.1343592499397636,0.0,3842.9163394336,3843.20431586296,-52.78527196183431,127.7490611476348
71,I1,0.0,0.0,0.0,0.0,1.1095763166744292e-06,0.0,0.0,0.0,-7.5,7.5
71,I2,0.0,0.0,0.0,0.0,1.0637684382571448e-06,0.0,0.0,0.0,-7.5,7.5
71,I3,0.029459020566648102,0.0,0.014756974703026166,0.0,0.014756974728762659,0.0,643.4682606500705,652.8628080675186,-59.34136283931795,54.17543390177926
71,I4,0.005917280701562442,0.0,0.017626054472274437,0.0,0.017626054620185967,0.0,3843.0385143308813,3843.2043687624828,-52.78527196183431,127.7490611476348
