iteration,investor,proximal_coefficient_eur_per_mw2_day,unpenalized_profit_eur_per_day,proximal_penalty_eur_per_day,strategic_epsilon_penalty,epsilon_penalty_eur_per_day,penalized_objective_eur_per_day
62,I1,0.0,-0.00010531707442353337,0.0,0.0,0.0,-0.00010531707442353337
62,I2,0.0,-9.765946989438539e-05,0.0,0.0,0.0,-9.765946989438539e-05
62,I3,0.0,125931.34748087505,0.0,0.0,0.0,125931.34748087505
62,I4,0.0,184169.76938700158,0.0,0.0,0.0,184169.76938700158
63,I1,0.0,-9.791850285612795e-05,0.0,0.0,0.0,-9.791850285612795e-05
63,I2,0.0,-7.914027821219736e-05,0.0,0.0,0.0,-7.914027821219736e-05
63,I3,0.0,126169.68605343527,0.0,0.0,0.0,126169.68605343527
63,I4,0.0,184169.48057307693,0.0,0.0,0.0,184169.48057307693
64,I1,0.0,-7.604661085928268e-05,0.0,0.0,0.0,-7.604661085928268e-05
64,I2,0.0,-7.15196117437215e-05,0.0,0.0,0.0,-7.15196117437215e-05
64,I3,0.0,126169.69131970781,0.0,0.0,0.0,126169.69131970781
64,I4,0.0,184169.72372073657,0.0,0.0,0.0,184169.72372073657
65,I1,0.0,-6.309986939420895e-05,0.0,0.0,0.0,-6.309986939420895e-05
65,I2,0.0,-6.464537879631222e-05,0.0,0.0,0.0,-6.464537879631222e-05
65,I3,0.0,126169.69260139651,0.0,0.0,0.0,126169.69260139651
65,I4,0.0,184169.82025244506,0.0,0.0,0.0,184169.82025244506
66,I1,0.0,-0.00016315845123925337,0.0,0.0,0.0,-0.00016315845123925337
66,I2,0.0,-0.00016966490085277764,0.0,0.0,0.0,-0.00016966490085277764
66,I3,0.0,126169.69148458011,0.0,0.0,0.0,126169.69148458011
66,I4,0.0,184170.53976665068,0.0,0.0,0.0,184170.53976665068
67,I1,0.0,-0.00010015932548693843,0.0,0.0,0.0,-0.00010015932548693843
67,I2,0.0,-8.570131013356904e-05,0.0,0.0,0.0,-8.570131013356904e-05
67,I3,0.0,126169.6930850532,0.0,0.0,0.0,126169.6930850532
67,I4,0.0,184169.78378262528,0.0,0.0,0.0,184169.78378262528
68,I1,0.0,-7.130208279109355e-05,0.0,0.0,0.0,-7.130208279109355e-05
68,I2,0.0,-8.49239628052877e-05,0.0,0.0,0.0,-8.49239628052877e-05
68,I3,0.0,126169.67102246794,0.0,0.0,0.0,126169.67102246794
68,I4,0.0,184169.81194437185,0.0,0.0,0.0,184169.81194437185
69,I1,0.0,-0.0001736224481066164,0.0,0.0,0.0,-0.0001736224481066164
69,I2,0.0,-9.389084248534528e-05,0.0,0.0,0.0,-9.389084248534528e-05
69,I3,0.0,126169.58914972172,0.0,0.0,0.0,126169.58914972172
69,I4,0.0,184169.82684803463,0.0,0.0,0.0,184169.82684803463
70,I1,0.0,-0.0001662603153444127,0.0,0.0,0.0,-0.0001662603153444127
70,I2,0.0,-8.891174290673674e-05,0.0,0.0,0.0,-8.891174290673674e-05
70,I3,0.0,126169.68978828032,0.0,0.0,0.0,126169.68978828032
70,I4,0.0,184169.75803993337,0.0,0.0,0.0,184169.75803993337
71,I1,0.0,-7.737543171360232e-05,0.0,0.0,0.0,-7.737543171360232e-05
71,I2,0.0,-0.00017626071861754885,0.0,0.0,0.0,-0.00017626071861754885
71,I3,0.0,126169.66766481311,0.0,0.0,0.0,126169.66766481311
71,I4,0.0,184169.7828237322,0.0,0.0,0.0,184169.7828237322
