hour,node,shed_mw,bound_mw,marginal_wtp_eur_per_mwh,xi_shed_dual
1,N1,0.0,0.0,4000.0,-57624.68116186895
1,N2,0.0,0.0,4000.0,-57624.6892724857
1,N3,0.0,0.0,4000.0,-57624.68687488891
1,N4,0.0,0.0,4000.0,-57624.68926977074
1,N5,0.0,371.25,4000.0,0.0
1,N6,0.0,35.64,4000.0,0.0
1,N7,0.0,0.0,4000.0,-57624.689272903015
1,N8,0.0,39.6,4000.0,0.0
1,N9,0.0,0.0,4000.0,-57624.68927298276
2,N1,0.0,0.0,4000.0,-57624.67996546665
2,N2,0.0,0.0,4000.0,-57624.68816931096
2,N3,0.0,0.0,4000.0,-57624.68633979979
2,N4,0.0,0.0,4000.0,-57624.688166232365
2,N5,0.0,354.375,4000.0,0.0
2,N6,0.0,34.02,4000.0,0.0
2,N7,0.0,0.0,4000.0,-57624.6881694848
2,N8,0.0,37.8,4000.0,0.0
2,N9,0.0,0.0,4000.0,-57624.68816874338
3,N1,0.0,0.0,4000.0,-57624.679060936694
3,N2,0.0,0.0,4000.0,-57624.687357751485
3,N3,0.0,0.0,4000.0,-57624.68593852538
3,N4,0.0,0.0,4000.0,-57624.68735449796
3,N5,0.0,343.125,4000.0,0.0
3,N6,0.0,32.94,4000.0,0.0
3,N7,0.0,0.0,4000.0,-57624.68735948533
3,N8,0.0,36.6,4000.0,0.0
3,N9,0.0,0.0,4000.0,-57624.68735755213
4,N1,0.0,0.0,4000.0,-57624.6785679116
4,N2,0.0,0.0,4000.0,-57624.68692670288
4,N3,0.0,0.0,4000.0,-57624.6857279863
4,N4,0.0,0.0,4000.0,-57624.68692325131
4,N5,0.0,337.5,4000.0,0.0
4,N6,0.0,32.4,4000.0,0.0
4,N7,0.0,0.0,4000.0,-57624.68692671959
4,N8,0.0,36.0,4000.0,0.0
4,N9,0.0,0.0,4000.0,-57624.68692593799
5,N1,0.0,0.0,4000.0,-57624.67940827528
5,N2,0.0,0.0,4000.0,-57624.6877054177
5,N3,0.0,0.0,4000.0,-57624.68612618896
5,N4,0.0,0.0,4000.0,-57624.6877019236
5,N5,0.0,348.75,4000.0,0.0
5,N6,0.0,33.48,4000.0,0.0
5,N7,0.0,0.0,4000.0,-57624.68770542247
5,N8,0.0,37.2,4000.0,0.0
5,N9,0.0,0.0,4000.0,-57624.68770354141
6,N1,0.0,0.0,4000.0,-57624.6818970559
6,N2,0.0,0.0,4000.0,-57624.690008851416
6,N3,0.0,0.0,4000.0,-77086.25903746072
6,N4,0.0,0.0,4000.0,-57624.62114873786
6,N5,0.0,382.5,4000.0,0.0
6,N6,0.0,36.72,4000.0,0.0
6,N7,0.0,0.0,4000.0,-57624.69000886613
6,N8,0.0,40.8,4000.0,0.0
6,N9,0.0,0.0,4000.0,-57624.69000608312
7,N1,0.0,0.0,4000.0,-57624.68554291035
7,N2,0.0,0.0,4000.0,-57624.69334754839
7,N3,0.0,0.0,4000.0,-57624.68896591187
7,N4,0.0,0.0,4000.0,-57624.69334147714
7,N5,0.0,450.0,4000.0,0.0
7,N6,0.0,43.2,4000.0,0.0
7,N7,0.0,0.0,4000.0,-57624.69334974637
7,N8,0.0,48.0,4000.0,0.0
7,N9,0.0,0.0,4000.0,-57642.12821036204
8,N1,0.0,0.0,4000.0,-57624.686558135356
8,N2,0.0,0.0,4000.0,-57624.69405460583
8,N3,0.0,0.0,4000.0,-57624.68925721491
8,N4,0.0,0.0,4000.0,-57624.6940493231
8,N5,0.0,506.25,4000.0,0.0
8,N6,0.0,48.6,4000.0,0.0
8,N7,0.0,0.0,4000.0,-57624.694055018605
8,N8,0.0,54.0,4000.0,0.0
8,N9,0.0,0.0,4000.0,-57624.69373393408
9,N1,0.0,0.0,4000.0,-57629.42997530004
9,N2,0.0,0.0,4000.0,-57624.690807545325
9,N3,0.0,0.0,4000.0,-57624.68769085588
9,N4,0.0,0.0,4000.0,-57624.69080241753
9,N5,0.0,523.125,4000.0,0.0
9,N6,0.0,50.22,4000.0,0.0
9,N7,0.0,0.0,4000.0,-57624.69080748617
9,N8,0.0,55.8,4000.0,0.0
9,N9,0.0,0.0,4000.0,-57624.69080081012
10,N1,0.0,0.0,4000.0,-57623.008442462924
10,N2,0.0,0.0,4000.0,-57623.01504740266
10,N3,0.0,0.0,4000.0,-57623.0150185762
10,N4,0.0,0.0,4000.0,-57623.01502905891
10,N5,0.0,506.25,4000.0,0.0
10,N6,0.0,48.6,4000.0,0.0
10,N7,0.0,0.0,4000.0,-57623.01504596506
10,N8,0.0,54.0,4000.0,0.0
10,N9,0.0,0.0,4000.0,-57623.015019136685
11,N1,0.0,0.0,4000.0,-57623.00593022501
11,N2,0.0,0.0,4000.0,-57632.5681230626
11,N3,0.0,0.0,4000.0,-57612.83304370993
11,N4,0.0,0.0,4000.0,-57623.00995665134
11,N5,0.0,495.0,4000.0,0.0
11,N6,0.0,47.52,4000.0,0.0
11,N7,0.0,0.0,4000.0,-57632.56812300841
11,N8,0.0,52.8,4000.0,0.0
11,N9,0.0,0.0,4000.0,-57612.83304191363
12,N1,0.0,0.0,4000.0,-57623.00408268743
12,N2,0.0,0.0,4000.0,-57632.56656691811
12,N3,0.0,0.0,4000.0,-57612.83375357931
12,N4,0.0,0.0,4000.0,-57623.007463688984
12,N5,0.0,483.75,4000.0,0.0
12,N6,0.0,46.44,4000.0,0.0
12,N7,0.0,0.0,4000.0,-57632.5665670511
12,N8,0.0,51.6,4000.0,0.0
12,N9,0.0,0.0,4000.0,-57612.83406558834
13,N1,0.0,0.0,4000.0,-57623.003702223956
13,N2,0.0,0.0,4000.0,-57632.56729800122
13,N3,0.0,0.0,4000.0,-57612.8327595183
13,N4,0.0,0.0,4000.0,-57623.00686512464
13,N5,0.0,472.5,4000.0,0.0
13,N6,0.0,45.36,4000.0,0.0
13,N7,0.0,0.0,4000.0,-57632.567297387504
13,N8,0.0,50.4,4000.0,0.0
13,N9,0.0,0.0,4000.0,-57612.83293408912
14,N1,0.0,0.0,4000.0,-57623.0035946748
14,N2,0.0,0.0,4000.0,-57632.567066691976
14,N3,0.0,0.0,4000.0,-57612.83292122084
14,N4,0.0,0.0,4000.0,-57623.00662257541
14,N5,0.0,466.875,4000.0,0.0
14,N6,0.0,44.82,4000.0,0.0
14,N7,0.0,0.0,4000.0,-57632.56706732531
14,N8,0.0,49.8,4000.0,0.0
14,N9,0.0,0.0,4000.0,-57612.83258930887
15,N1,0.0,0.0,4000.0,-57623.003178109575
15,N2,0.0,0.0,4000.0,-57632.562059082906
15,N3,0.0,0.0,4000.0,-57612.8362977001
15,N4,0.0,0.0,4000.0,-57623.00609547899
15,N5,0.0,466.875,4000.0,0.0
15,N6,0.0,44.82,4000.0,0.0
15,N7,0.0,0.0,4000.0,-57632.56206327207
15,N8,0.0,49.8,4000.0,0.0
15,N9,0.0,0.0,4000.0,-57612.83653757474
16,N1,0.0,0.0,4000.0,-57623.00413446172
16,N2,0.0,0.0,4000.0,-57632.55676631163
16,N3,0.0,0.0,4000.0,-57612.84238361725
16,N4,0.0,0.0,4000.0,-57623.00750228388
16,N5,0.0,478.125,4000.0,0.0
16,N6,0.0,45.9,4000.0,0.0
16,N7,0.0,0.0,4000.0,-57632.55675755191
16,N8,0.0,51.0,4000.0,0.0
16,N9,0.0,0.0,4000.0,-57612.84238414814
17,N1,0.0,0.0,4000.0,-57623.00746517263
17,N2,0.0,0.0,4000.0,-57623.013618198376
