node,x_power_mw,x_energy_mwh,energy_power_ratio_h,private_headroom_limit_mw,private_headroom_slack_mw,headroom_binding,access_shadow_price_eur_per_mw_day,headroom_complementarity_residual_eur_per_day
N1,6.352992707720325e-05,0.0001285733037475846,2.0238226244355504,100.0,99.99993647007292,False,9.081823866360562e-08,9.081818096684484e-06
N2,6.353427061384037e-05,0.00012858201172122465,2.0238213247578263,100.0,99.99993646572939,False,9.081823866755429e-08,9.081818096684878e-06
N3,6.351242158758016e-05,0.00012853820308779371,2.0238277784849776,58.847181545384025,58.847118032962435,False,1.54392595010477e-07,9.085559261996907e-06
N4,6.352992725009848e-05,0.00012857330409382246,2.0238226243777597,100.0,99.99993647007275,False,9.081823866360578e-08,9.081818096684484e-06
N5,6.353203143772489e-05,0.00012857752211871783,2.0238219872561696,100.0,99.99993646796857,False,9.081823866551867e-08,9.081818096684673e-06
N6,6.352518369242183e-05,0.00012856379498361677,2.0238240570243904,100.0,99.99993647481631,False,9.081823865929346e-08,9.081818096684053e-06
N7,6.353298195201372e-05,0.00012857942847430113,2.023821714702716,100.0,99.99993646701805,False,9.081823866638279e-08,9.081818096684761e-06
N8,6.31498428120745e-05,0.00012781294120070476,2.023962934968168,0.0001840955201117822,0.00012094567729970771,False,0.07515901099345582,9.09015748977969e-06
N9,6.351242123008815e-05,0.00012853820237275132,2.023827778618178,45.701163408715544,45.701099896294316,False,1.988301020144935e-07,9.086754354554756e-06
