investor,hour,node,installed_power_mw,charge_offer_mw,charge_bid_price_eur_per_mwh,accepted_charge_mw,discharge_offer_mw,discharge_offer_price_eur_per_mwh,accepted_discharge_mw,joint_lambda_eur_per_mwh
I2,1,N1,5.052758319639786e-05,2.5223147511922327e-05,-7.5,6.293799468031984e-07,2.5210980887952904e-05,7.5,8.545679729890416e-07,67.14999921488197
I2,1,N2,5.053584382805346e-05,2.5226551919279517e-05,-7.5,6.747869735558906e-07,2.522061606461517e-05,7.5,7.746310016104759e-07,67.14999955667737
I2,1,N3,5.051944886531034e-05,2.5222487299427172e-05,-7.5,5.761360022572901e-07,2.519927941804389e-05,7.5,9.95263831548023e-07,67.14999947731825
I2,1,N4,5.052758399515605e-05,2.522313924838837e-05,-7.5,6.293799354878459e-07,2.5210988362542682e-05,7.5,8.545679921512944e-07,67.1499994590726
I2,1,N5,5.0529345510899503e-05,2.522311443192051e-05,-7.5,6.494259995360426e-07,2.521388341284829e-05,7.5,8.159326413129582e-07,67.14999956029612
I2,1,N6,5.052484073671291e-05,2.522261452384803e-05,-7.5,6.12542179888189e-07,2.5207830214240655e-05,7.5,8.921304689708612e-07,67.14999947937704
I2,1,N7,5.053228377413535e-05,2.522349060474298e-05,-7.5,6.747845006249734e-07,2.521755481091961e-05,7.5,7.746260948473153e-07,67.14999955667737
I2,1,N8,5.008956591172542e-05,2.5011780110369198e-05,-7.5,5.493020112432864e-07,2.497552681617115e-05,7.5,1.0969371912394492e-06,67.14999953240422
I2,1,N9,5.0518934589310754e-05,2.5221904632968715e-05,-7.5,5.761358127199299e-07,2.5198660556773252e-05,7.5,9.952618406610386e-07,67.14999948122498
I2,2,N1,5.052758319639786e-05,2.5223145200868445e-05,-7.5,6.293866268189645e-07,2.5210983692846015e-05,7.5,8.545527888940053e-07,67.14999927850316
I2,2,N2,5.053584382805346e-05,2.522655340153395e-05,-7.5,6.747741355164257e-07,2.5220614083438145e-05,7.5,7.746497996837122e-07,67.14999963792032
I2,2,N3,5.051944886531034e-05,2.5222490864613838e-05,-7.5,5.76136467287564e-07,2.5201361650918154e-05,7.5,9.95265785710918e-07,67.14999959190762
I2,2,N4,5.052758399515605e-05,2.5223140413115968e-05,-7.5,6.29386616397535e-07,2.5210986993749216e-05,7.5,8.545528054632609e-07,67.14999955470157
I2,2,N5,5.0529345510899503e-05,2.5223116068056054e-05,-7.5,6.494062624665139e-07,2.5213881111519017e-05,7.5,8.159694877755238e-07,67.1499996410713
I2,2,N6,5.052484073671291e-05,2.5222615898874016e-05,-7.5,6.125458176640287e-07,2.5207828515123276e-05,7.5,8.921207480829248e-07,67.14999958408085
I2,2,N7,5.053228377413535e-05,2.5223492085217584e-05,-7.5,6.747716608930556e-07,2.5217552830288667e-05,7.5,7.746448955401317e-07,67.14999963792032
I2,2,N8,5.008956591172542e-05,2.5011780411424636e-05,-7.5,5.493037028070199e-07,2.4977168834110397e-05,7.5,1.0969408316671787e-06,67.14999961626249
I2,2,N9,5.0518934589310754e-05,2.5221907439329937e-05,-7.5,5.761362763737564e-07,2.519958213616831e-05,7.5,9.952618035183738e-07,67.14999959425319
I2,3,N1,5.052758319639786e-05,2.5223146558115543e-05,-7.5,6.292988990154218e-07,2.5210980387034092e-05,7.5,8.547480493033505e-07,67.14999933415298
I2,3,N2,5.053584382805346e-05,2.522655661260714e-05,-7.5,6.746942435866802e-07,2.5220609730175372e-05,7.5,7.747703496651971e-07,67.14999974031002
I2,3,N3,5.051944886531034e-05,2.5222494382547172e-05,-7.5,5.7600956429808e-07,2.5201357887756887e-05,7.5,9.957304664349563e-07,67.14999968693763
I2,3,N4,5.052758399515605e-05,2.522314338708668e-05,-7.5,6.292988878219423e-07,2.5210981994136168e-05,7.5,8.547480671543893e-07,67.14999965146556
I2,3,N5,5.0529345510899503e-05,2.5223119505327765e-05,-7.5,6.493039846758864e-07,2.5213875798522853e-05,7.5,8.161610732253262e-07,67.14999974031224
I2,3,N6,5.052484073671291e-05,2.5222619264519655e-05,-7.5,6.124450207133999e-07,2.5207822357937773e-05,7.5,8.923817060052168e-07,67.14999968141053
I2,3,N7,5.053228377413535e-05,2.5223495295687092e-05,-7.5,6.746917595681587e-07,2.5217548475893476e-05,7.5,7.747654594566218e-07,67.14999974031002
I2,3,N8,5.008956591172542e-05,2.5011777566683687e-05,-7.5,5.49159586441434e-07,2.4977146956082538e-05,7.5,1.0976850819983508e-06,67.14999972595577
I2,3,N9,5.0518934589310754e-05,2.522191115783651e-05,-7.5,5.760093706279864e-07,2.5200872596428378e-05,7.5,9.957287161007142e-07,67.14999969155183
I2,4,N1,5.052758319639786e-05,2.5223148578456666e-05,-7.5,6.291236632550766e-07,2.5210974643726072e-05,7.5,8.551397910425082e-07,67.14983465981241
I2,4,N2,5.053584382805346e-05,2.5226560108818625e-05,-7.5,6.74555427222031e-07,2.5220604040887207e-05,7.5,7.749812712318451e-07,67.14983509382101
I2,4,N3,5.051944886531034e-05,2.522249988239444e-05,-7.5,5.757603696831035e-07,2.520134510242711e-05,7.5,9.966433100870992e-07,67.14983506245476
I2,4,N4,5.052758399515605e-05,2.522314729647398e-05,-7.5,6.291236517624633e-07,2.5210974003254696e-05,7.5,8.551398089540275e-07,67.14983501171855
I2,4,N5,5.0529345510899503e-05,2.5223123598954312e-05,-7.5,6.491265375954813e-07,2.5213868338155155e-05,7.5,8.164946160220232e-07,67.14983509400618
I2,4,N6,5.052484073671291e-05,2.5222623713563995e-05,-7.5,6.122461322293427e-07,2.5207812434622294e-05,7.5,8.928980402876116e-07,67.14983504749436
