iteration,node,total_before_mw,scale
1,N2,118.29327497564816,0.8453565937758168
3,N3,111.76808040324676,0.8947098280583433
7,N2,100.95460280835752,0.9905442368965618
24,N2,106.86769042757523,0.9357365130649147
27,N2,107.83143479265557,0.9273733600251698
32,N2,100.41748940268634,0.9958424632484869
34,N2,100.00004064962164,0.9999995935039488
36,N2,100.00002186769734,0.9999997813230744
