fleet,case,gamma,generator,hour,p_gen_mw
with_penalty,hard_min_norm,,G_IEEE1,1,27.680709973433974
with_penalty,hard_min_norm,,G_IEEE1,2,7.769341279450906
with_penalty,hard_min_norm,,G_IEEE1,3,1.3228195099802007
with_penalty,hard_min_norm,,G_IEEE1,4,0.06874889889050359
with_penalty,hard_min_norm,,G_IEEE1,5,2.693271790709021
with_penalty,hard_min_norm,,G_IEEE1,6,34.35705227894714
with_penalty,hard_min_norm,,G_IEEE1,7,107.73891063166678
with_penalty,hard_min_norm,,G_IEEE1,8,122.9599414296575
with_penalty,hard_min_norm,,G_IEEE1,9,17.646262997866668
with_penalty,hard_min_norm,,G_IEEE1,10,-8.834500498675585e-09
with_penalty,hard_min_norm,,G_IEEE1,11,20.624364850341905
with_penalty,hard_min_norm,,G_IEEE1,12,0.005171547878170668
with_penalty,hard_min_norm,,G_IEEE1,13,0.14382909972226646
with_penalty,hard_min_norm,,G_IEEE1,14,0.0045348751624700884
with_penalty,hard_min_norm,,G_IEEE1,15,0.005153545758434025
with_penalty,hard_min_norm,,G_IEEE1,16,1.1812792155648524
with_penalty,hard_min_norm,,G_IEEE1,17,-8.834499724424685e-09
with_penalty,hard_min_norm,,G_IEEE1,18,12.07655912933296
with_penalty,hard_min_norm,,G_IEEE1,19,193.0176867300195
with_penalty,hard_min_norm,,G_IEEE1,20,232.6027011301292
with_penalty,hard_min_norm,,G_IEEE1,21,213.42402156699927
with_penalty,hard_min_norm,,G_IEEE1,22,154.59572069828184
with_penalty,hard_min_norm,,G_IEEE1,23,93.09334927601442
with_penalty,hard_min_norm,,G_IEEE1,24,52.39709317581594
with_penalty,hard_min_norm,,G_IEEE2,1,300.0000029988345
with_penalty,hard_min_norm,,G_IEEE2,2,300.0000029988345
with_penalty,hard_min_norm,,G_IEEE2,3,300.00000299883453
with_penalty,hard_min_norm,,G_IEEE2,4,300.00000299883527
with_penalty,hard_min_norm,,G_IEEE2,5,300.00000299883453
with_penalty,hard_min_norm,,G_IEEE2,6,300.0000029988345
with_penalty,hard_min_norm,,G_IEEE2,7,300.0000029988345
with_penalty,hard_min_norm,,G_IEEE2,8,300.0000029988345
with_penalty,hard_min_norm,,G_IEEE2,9,300.0000029988345
with_penalty,hard_min_norm,,G_IEEE2,10,234.05249625788144
with_penalty,hard_min_norm,,G_IEEE2,11,69.43563010709335
with_penalty,hard_min_norm,,G_IEEE2,12,56.9948241858465
with_penalty,hard_min_norm,,G_IEEE2,13,42.98116660775202
with_penalty,hard_min_norm,,G_IEEE2,14,32.24546077981351
with_penalty,hard_min_norm,,G_IEEE2,15,24.36984203046618
with_penalty,hard_min_norm,,G_IEEE2,16,26.56871628190101
with_penalty,hard_min_norm,,G_IEEE2,17,191.2724958949752
with_penalty,hard_min_norm,,G_IEEE2,18,300.0000029988345
with_penalty,hard_min_norm,,G_IEEE2,19,300.0000029988345
with_penalty,hard_min_norm,,G_IEEE2,20,300.0000029988345
with_penalty,hard_min_norm,,G_IEEE2,21,300.0000029988345
with_penalty,hard_min_norm,,G_IEEE2,22,300.0000029988345
with_penalty,hard_min_norm,,G_IEEE2,23,300.0000029988345
with_penalty,hard_min_norm,,G_IEEE2,24,300.0000029988345
with_penalty,hard_min_norm,,G_IEEE3,1,-8.728541866085472e-09
with_penalty,hard_min_norm,,G_IEEE3,2,-8.728535708782485e-09
with_penalty,hard_min_norm,,G_IEEE3,3,-8.728494262647118e-09
with_penalty,hard_min_norm,,G_IEEE3,4,-8.727552302531542e-09
with_penalty,hard_min_norm,,G_IEEE3,5,-8.728519695116239e-09
with_penalty,hard_min_norm,,G_IEEE3,6,-8.728542336852567e-09
with_penalty,hard_min_norm,,G_IEEE3,7,-8.728543911195648e-09
with_penalty,hard_min_norm,,G_IEEE3,8,-8.728543908154112e-09
with_penalty,hard_min_norm,,G_IEEE3,9,-8.728539434160071e-09
with_penalty,hard_min_norm,,G_IEEE3,10,-9.391912485533322e-09
with_penalty,hard_min_norm,,G_IEEE3,11,-9.555000140829056e-09
with_penalty,hard_min_norm,,G_IEEE3,12,-9.714856074925469e-09
with_penalty,hard_min_norm,,G_IEEE3,13,-9.714457054594794e-09
with_penalty,hard_min_norm,,G_IEEE3,14,-9.714769227984755e-09
with_penalty,hard_min_norm,,G_IEEE3,15,-9.714855473695335e-09
with_penalty,hard_min_norm,,G_IEEE3,16,-9.715495637798783e-09
with_penalty,hard_min_norm,,G_IEEE3,17,-9.391912355428505e-09
with_penalty,hard_min_norm,,G_IEEE3,18,-8.728537865906945e-09
with_penalty,hard_min_norm,,G_IEEE3,19,-8.728545166602661e-09
with_penalty,hard_min_norm,,G_IEEE3,20,-8.728548350508242e-09
with_penalty,hard_min_norm,,G_IEEE3,21,-8.728546167171553e-09
