iteration,regularization_stage,dual_tikhonov_gamma,proximal_coefficient_eur_per_mw2_day,complementarity_epsilon,investor,termination,solve_seconds,preparation_seconds,attempt_count,retry_status,optimistic_mpec_profit_eur_per_day,max_access_shadow_price_eur_per_mw_day,strong_duality_gap,max_complementarity_product,sum_complementarity_products,max_original_nodal_balance_residual_mw,total_absolute_original_nodal_balance_residual_mwh,max_hourly_system_balance_residual_mw,signed_primal_dual_gap_eur_per_day,total_power_mw,total_energy_mwh,max_rel_delta_power,max_rel_delta_energy,abs_capacity_step_mw_equivalent,abs_offer_step_mw,abs_price_step_eur_per_mwh,converged_sweep_streak,max_undamped_delta_power_mw,max_undamped_delta_energy_mwh,max_undamped_rel_delta_power,max_undamped_rel_delta_energy,undamped_capacity_residual_mw_equivalent,undamped_offer_residual_mw,undamped_price_residual_eur_per_mwh
1,,,,,I1,optimal,8.170741700101644,,,,2289.7409409524043,0.0,6.32135197520256e-07,,,,,,,21.61903533607224,43.23807067342392,21.61903533607224,21.61903533671196,24.170816309856814,20.376820420255644,20.130200359518323,0,86.47614134428896,,,,96.68326523942727,81.50728168102258,72.75448724236215
1,,,,,I2,optimal,25.22690479992889,,,,1975.8541475477055,0.0,1.3422686606645584e-07,,,,,,,21.619033449356564,43.23806689922046,21.619033449356564,21.61903344961023,24.17081420035824,13.433932715685271,45.23157566318946,0,86.47613379742626,,,,96.68325680143296,53.73573086274109,180.92630265275784
1,,,,,I3,optimal,11.09478190005757,,,,103598.80747451994,0.0,7.62520357966423e-09,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.342761203925007e-07,,,,1.3242204884159598e-06,1.0337231214151978e-06,0.0
1,,,,,I4,optimal,7.357826400082558,,,,94419.27866795861,0.0,2.3865140974521637e-09,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.274011186596935e-06,,,,4.144563035145455e-06,2.922855271566354e-06,0.0
2,,,,,I1,optimal,11.713033700129017,,,,5278.181104104255,0.0,1.0296935215592384e-07,,,,,,,43.35138065876208,86.7027613197632,1.005241213812558,1.0052412138050055,24.29750072612433,20.20805081182243,16.35867381330525,0,86.92938129075938,,,,97.19000290449733,80.83220324728974,65.5964490547441
2,,,,,I2,optimal,12.042867900105193,,,,6294.961051874504,0.0,1.7939601093530655e-07,,,,,,,43.35137920242806,86.70275840574396,1.0052413214485454,1.0052413214455507,24.297501207240906,13.12361228374081,20.418453624938397,0,86.92938301228598,,,,97.19000482896362,52.49444913496323,81.67381449975359
2,,,,,I3,optimal,11.76687639998272,,,,103598.76923118989,0.0,7.566995918750763e-10,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.2742226311567887e-07,,,,1.3858523810225867e-06,1.1041405521499262e-06,0.0
2,,,,,I4,optimal,12.517327000154182,,,,94419.2622217232,0.0,8.119968697428703e-08,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.7838493295396554e-06,,,,5.982453176262583e-06,2.9012954116551373e-06,0.0
3,,,,,I1,optimal,13.187391799874604,,,,9383.813912596386,0.0,3.3760443329811096e-09,,,,,,,59.65063967680038,138.3376550828824,0.3759801595786991,0.5955392074848422,20.791849013679393,14.599200306001485,5.094592829288258,0,65.1970360721532,,,,83.16739605471757,58.39680122400594,21.948284899943733
3,,,,,I2,optimal,11.68107259995304,,,,5101.744238364727,0.0,6.344635039567947e-09,,,,,,,52.866362445436984,105.73272489204717,0.21948513330058012,0.21948513330162395,10.638074668101579,6.190257676605095,30.497883418747225,0,38.05993297203568,,,,42.55229867240633,24.761030706420403,121.9915336749889
