iteration,investor,max_rel_delta_offer,max_rel_delta_price,abs_offer_step_mw,abs_price_step_eur_per_mwh,undamped_offer_residual_mw,undamped_price_residual_eur_per_mwh,charge_offer_capacity_hours_mwh,discharge_offer_capacity_hours_mwh,mean_charge_bid_price_eur_per_mwh,mean_discharge_offer_price_eur_per_mwh
1,I1,21.61903533607224,8.856725866714545,20.376820420255644,20.130200359518323,81.50728168102258,72.75448724236215,86.47614143728174,18.94035029743757,-7.516092589872447,9.589928824305924
1,I2,21.619033449356564,10.890533391576586,13.433932715685271,45.23157566318946,53.73573086274109,180.92630265275784,518.8568027845575,105.41648244289512,-12.721655739689156,11.223194967979692
1,I3,0.0,0.0,0.0,0.0,1.0337231214151978e-06,0.0,0.0,0.0,-7.5,7.5
1,I4,0.0,0.0,0.0,0.0,2.922855271566354e-06,0.0,0.0,0.0,-7.5,7.5
2,I1,2.575534140113609,1.5894832096409697,20.20805081182243,16.35867381330525,80.83220324728974,65.5964490547441,162.48271348328387,52.185249949782175,-7.145304599796041,11.598815704355799
2,I2,5.7649419389796055,0.9934399976179272,13.12361228374081,20.418453624938397,52.49444913496323,81.67381449975359,1010.2903604194711,233.93077416785425,-13.321753904241167,13.44239415043459
2,I3,0.0,0.0,0.0,0.0,1.1041405521499262e-06,0.0,0.0,0.0,-7.5,7.5
2,I4,0.0,0.0,0.0,0.0,2.9012954116551373e-06,0.0,0.0,0.0,-7.5,7.5
3,I1,12.539217326965748,0.7826101060675091,14.599200306001485,5.094592829288258,58.39680122400594,21.948284899943733,226.52306013707624,107.75764556465992,-7.079908507144612,12.099640418056536
3,I2,20.321605842812673,22.10727506169938,6.190257676605095,30.497883418747225,24.761030706420403,121.9915336749889,1239.3445747768112,536.2352653556571,-17.111260128080737,11.49820251805764
3,I3,0.0,0.0,0.0,0.0,1.0994227625162837e-06,0.0,0.0,0.0,-7.5,7.5
3,I4,0.0,0.0,0.0,0.0,3.1579773000332565e-06,0.0,0.0,0.0,-7.5,7.5
4,I1,27.112655034832507,1.51768830022358,11.762021521800776,1.0126381267131794,47.04808608720803,9.758629563960634,271.5638256352267,423.799280204447,-7.035932935120063,12.080400461070402
4,I2,20.018929994130048,14.300981293420758,5.759857055793918,47.089368759143646,23.039428223175694,188.3574750365746,1399.6698943798476,855.3434654336481,-19.201834540420098,12.542869444530806
4,I3,0.0,0.0,0.0,0.0,9.242535422503545e-07,0.0,0.0,0.0,-7.5,7.5
4,I4,0.0,0.0,0.0,0.0,3.233074464093737e-06,0.0,0.0,0.0,-7.5,7.5
5,I1,27.137104181045004,6.392088442381022,9.783107430767922,7.751368946463941,39.13242972307171,31.899244097570065,326.9349928916336,731.3265773425223,-7.195758874367085,12.498133680959235
5,I2,1.4147070403682827,4.773117194989602,4.7052628790830155,30.65475651806913,18.82105151633208,122.61902607227653,1527.1503994698392,1114.2941907253828,-19.5398533019566,16.07054857338429
5,I3,0.0,0.0,0.0,0.0,1.1374209552002786e-06,0.0,0.0,0.0,-7.5,7.5
5,I4,0.0,0.0,0.0,0.0,7.859869544952011e-05,0.0,0.0,0.0,-7.5,7.5
6,I1,0.7499999999125765,9.076136130036277,7.319312964323766,14.845119070264744,29.277251857295084,56.06455717631091,373.72191525787684,961.9722161533074,-6.727358152301957,14.36326676150958
6,I2,0.4394033157300479,4.191716016539185,3.5849968777629875,35.282294596533056,14.339987511051955,141.12917838613225,1620.90143559531,1312.1133116346605,-20.529838408412303,19.77374969211118
6,I3,0.0,0.0,0.0,0.0,2.0501519085644303e-05,0.0,0.0,0.0,-7.5,7.5
6,I4,0.0,0.0,0.0,0.0,3.719947718411922e-06,0.0,0.0,0.0,-7.5,7.5
7,I1,1.2575768378741303,1.8806063722579158,6.050389643136724,18.255898417783133,24.201558572546922,68.04951371346971,407.8824357569555,1145.3351600528638,-6.17180581127155,16.74900788344897
7,I2,0.39940289240297,8.040455806138194,3.0660552761049606,17.086556030963724,12.264221104419857,68.34622412385488,1847.023331628321,1628.638374906892,-21.981583257927646,20.7496309192205
