iteration,investor,termination,solve_seconds,optimistic_mpec_profit_eur_per_day,strong_duality_gap,total_power_mw,total_energy_mwh,max_rel_delta_power,max_rel_delta_energy,max_undamped_delta_power_mw
4,I1,optimal,21.37265039999329,3497.3589038970704,8.475035429000854e-08,37.28273829905122,132.16310204526255,0.6999998161864662,0.6999996940589509,23.481942468551928
4,I2,optimal,18.395029699997394,2929.0106395208277,1.7951242625713348e-07,34.94557491031451,117.15809071089838,0.6999999920478409,0.6999999925488042,26.789609693817873
4,I3,optimal,22.523160599987023,140870.39488836803,2.4796463549137115e-08,43.57686350330956,153.50299920791664,0.6999995316756702,0.6999992774319006,26.869078438472346
4,I4,optimal,20.13801420001255,208227.72407044852,1.9278377294540405e-07,49.47803209802033,174.29562019876408,0.6999997552671338,0.699999629470653,26.629787248591335
5,I1,optimal,34.13458820000233,11527.041834552396,1.8044374883174896e-09,70.69772659930658,254.63175182429873,2.552254324610898,3.039316660316559,48.45933822715463
5,I2,optimal,30.83654839999508,10363.179147508079,1.57160684466362e-09,68.5564987510264,241.99688956639625,2.509501126865883,3.5194113037772414,47.37540664982741
5,I3,optimal,20.542977999997674,138405.4434272617,3.963359631597996e-07,78.40962746957518,282.15778342961863,2.299739542498264,2.8004938253186786,39.534538514609245
5,I4,optimal,16.70273720000114,203176.55673049542,1.1024530977010727e-07,82.91934886893314,298.3302084299041,2.007415222913561,2.4285315207664366,41.50881730879005
6,I1,optimal,21.02411719999509,502.0492829569492,3.112945705652237e-07,30.38141136339103,110.72984295320514,0.6999999958118496,0.6999999969408455,26.914166109472657
6,I2,optimal,17.895557299998472,354.275278376253,3.3783726394176483e-07,28.317571563658667,101.61739481594603,0.6999999964332271,0.699999997456439,26.72056188183582
6,I3,optimal,17.376442699998734,140886.82199538915,6.926711648702621e-08,43.11274850784799,157.9917508308794,0.6999999187166541,0.6999999311814118,27.939123778452096
6,I4,optimal,10.377696199997445,208371.04318558602,2.1595042198896408e-08,44.46567575360742,162.84352594548156,0.6999999005431192,0.6999998934441799,30.76195873624049
7,I1,optimal,49.20907929999521,12481.97860991889,4.831235855817795e-09,69.82721348621286,237.3523607085095,2.647977452787689,2.5942755059118863,45.73432114538935
7,I2,optimal,54.825432400000864,11417.366853380508,5.820766091346741e-11,68.16351734139703,230.3893672173021,2.6510057590711216,2.5705883962033185,46.02611907874238
7,I3,optimal,25.344747399998596,139114.32355575138,1.8742866814136505e-08,80.65369485470124,276.1761258619029,2.361585518427631,2.2050701145634624,39.75824842960455
7,I4,optimal,127.62822840000445,206484.65143497605,1.8044374883174896e-09,81.40806863670038,279.65200268074994,2.383592079763133,2.0473294384948524,42.42200032286836
8,I1,optimal,15.177260199998273,2495.9743342105808,3.026798367500305e-09,32.272572160512496,113.60429091199752,0.6999999920983853,0.6999999939668984,26.493254837262533
8,I2,optimal,16.808288599990192,2195.2596596832605,5.721813067793846e-08,30.834647404054525,108.00046651250167,0.6999999956638449,0.6999999966025002,26.589859559223903
8,I3,optimal,17.58846199999971,140886.3787625263,4.502362571656704e-07,45.313194135818655,161.91519501690385,0.6999999493391724,0.6999999499468175,27.944757812560777
8,I4,optimal,36.62814360001357,208372.3272588241,1.4668330550193787e-08,45.539513956779,162.95799847894384,0.6999999998919447,0.6999999996932827,26.839324828791977
9,I1,optimal,43.09678380000696,11721.976397545548,2.9103830456733704e-10,68.94230091346398,243.4759614534293,2.4034523169934694,2.8139181386086247,48.59481370133257
9,I2,optimal,54.50749129999895,10793.016830320372,1.1641532182693481e-10,67.66158995858049,238.38711333921967,2.384407445395325,2.799193040049713,48.43532522635588
9,I3,optimal,113.64509279999766,138883.27180018977,3.026798367500305e-09,81.73564599553362,289.73248931847786,2.372330712317952,2.547741237339904,40.07224448899866
9,I4,optimal,15.077745899994625,206438.5067174327,2.77708750218153e-07,81.66518994553917,290.4557877285655,2.368883344167392,2.4680451428361896,41.65904939337871
10,I1,optimal,170.2246911000111,1705.5948452219614,7.566995918750763e-10,28.505054106710432,102.12098933141515,0.6999999536724838,0.6999999635245785,26.879583831841174
10,I2,optimal,36.60023419999925,1493.2346755098358,4.190951585769653e-09,27.36263186006422,97.96432978698313,0.6999999987615925,0.6999999988910928,26.997276108963106
10,I3,optimal,20.79982650000602,140886.2010168957,8.731149137020111e-10,46.23785499859737,168.22879679914072,0.6999999933098418,0.6999999940909654,28.271696055993118
10,I4,optimal,15.571474600001238,208373.04965612417,1.6880221664905548e-09,46.21672839988846,168.44582578371956,0.6999999978451953,0.6999999969782046,27.1255662457817
11,I1,optimal,63.02890429999388,11805.655908752635,3.14321368932724e-09,67.31044153836919,230.18766826061517,2.3173246488072827,2.177975956099933,49.46911264501953
11,I2,optimal,43.540844100003596,10947.020262826567,2.2118911147117615e-09,66.25674633274264,226.4152881670037,2.425454521443714,2.255767909384755,50.61715805949558
11,I3,optimal,84.766896000001,139134.00342069578,5.762558430433273e-09,83.42395791960482,287.93236545118407,2.4543214805256746,2.2873227678236243,39.725972107279865
11,I4,optimal,43.532899699988775,206498.94089598928,6.402842700481415e-09,83.00928095096586,287.99872000466405,2.3660606857331956,2.258056912751515,41.959803152446355
12,I1,optimal,45.81614360000822,1921.3397465234316,1.1641532182693481e-10,28.910189417372898,101.69296185730393,0.6999999997218406,0.6999999994868069,27.31767486647005
12,I2,optimal,239.15996950000408,1735.737193765864,1.57160684466362e-09,28.08845518112648,98.66818526960127,0.6999999999669996,0.6999999998976384,27.743382616533374
12,I3,optimal,27.372605299999123,140885.84125311967,4.0745362639427185e-10,47.70870058824179,171.29929319492902,0.6999999928590175,0.6999999934440133,29.297858727621872
12,I4,optimal,18.889912499987986,208373.87778711133,9.305658750236034e-07,47.58430692566966,171.31923432851127,0.6999999902883306,0.6999999904440104,27.39189053649066
13,I1,optimal,390.7173504999955,11378.541225698194,4.598405212163925e-09,66.49679014475211,232.7599939405639,2.3636888468376207,2.541182189141445,48.211273751795844
13,I2,optimal,40.93105450000439,10574.831184025841,2.3865140974521637e-09,65.781241370424,230.0841161702235,2.4568856662876706,2.661524542368478,48.02502435769857
13,I3,optimal,75.76190979999956,138994.6033964044,1.7462298274040222e-09,84.08030096430889,296.1985160129483,2.3816152811401055,2.452851800046036,39.65320653416777
13,I4,optimal,132.4562672000029,206457.01580442148,1.1641532182693481e-09,83.64170653063637,296.13978116457565,2.3885371953587526,2.448124688207106,42.07291433610294
14,I1,optimal,19.826421100005973,1419.120606052872,2.542859874665737e-06,26.387399318896822,93.93322533692931,0.6999999938873143,0.6999999957920858,27.18182542988288
14,I2,optimal,36.090629099999205,1284.927465751993,5.496549420058727e-07,25.81296227474658,91.78347450376135,0.6999999943213461,0.6999999961462819,27.180100134705974
14,I3,optimal,20.55098129999533,140885.72529067236,1.001753844320774e-06,48.45887068252263,175.8505716861875,0.6999999965686349,0.6999999965624694,28.84925418559708
14,I4,optimal,13.100286400003824,208374.3554121388,3.026798367500305e-09,48.327300741378565,175.83298305503268,0.699999995817479,0.6999999934299136,26.849562268048267
15,I1,optimal,16.345809599995846,11375.500477518317,5.413312464952469e-09,65.34733942517418,224.48246856983968,2.3556904655014903,2.2717410370892637,49.42358734029192
15,I2,optimal,67.84632409999904,10612.679862536279,2.270098775625229e-09,64.8787169200572,222.71918555158413,2.3508975363519276,2.2600483134754783,49.33322532450867
15,I3,optimal,50.66852009999275,139180.13659649857,2.457527443766594e-07,85.13838776042388,295.6047567569862,2.3663128333224863,2.3092826443612595,39.56116599418275
15,I4,optimal,60.56289529999776,206488.2810579255,2.3283064365386963e-10,84.63557535537173,295.43178347808697,2.3590592036308675,2.289360293334543,42.20921222465493
16,I1,optimal,138.57254740000644,1513.6409650133546,2.153683453798294e-09,26.471401954203646,93.05553797256344,0.6999999998192634,0.6999999996569519,27.36413851844597
16,I2,optimal,161.36571449998883,1401.6431347734656,2.270098775625229e-09,26.094380125323134,91.64134009298476,0.6999999996454664,0.699999999513621,27.32331989827844
16,I3,optimal,26.139975399986724,140878.3547151186,5.296897143125534e-09,49.435996326760005,179.02762220155782,0.6999999998454925,0.6999999995461782,29.13468484865253
16,I4,optimal,15.548641699992004,208368.23783893613,3.4924596548080444e-10,49.285172875486325,178.97579455419353,0.6999999095915307,0.6999998947039785,27.056777819350476
17,I1,optimal,43.22008810000261,11046.098764040786,1.7462298274040222e-09,64.74047011403555,224.1675490481129,2.3868993848109095,2.4792232984551488,48.081246495832914
17,I2,optimal,53.944232900001225,10323.950676888799,1.57160684466362e-09,64.41809198883954,222.93379197145526,2.383753157025526,2.4707245946957417,48.06364100127058
17,I3,optimal,28.893255000002682,139111.9182382932,9.511131793260574e-08,85.65240537161462,300.6786392249313,2.368860275715203,2.4059466164899774,39.55585995127009
17,I4,optimal,25.016335499996785,206471.18184789733,1.3699172995984554e-06,85.18903797494774,300.5196790422952,2.36584989219766,2.3999217573194565,42.15697990692547
18,I1,optimal,18.725296200005687,1229.1536878450759,3.876630216836929e-08,24.99857822757815,88.12844417034765,0.6999999932025999,0.6999999954021767,27.12079665893353
18,I2,optimal,17.355610600003274,1143.8909252100193,1.1480879038572311e-06,24.73675808740771,87.14015792983511,0.6999999960420417,0.6999999970872657,27.10488073767018
18,I3,optimal,17.202810100003262,140870.6705671737,1.9326165784150362e-05,50.04136672897259,183.16945149537588,0.6999998542645782,0.699999868209665,28.77111687301165
18,I4,optimal,17.526829199996428,208361.64105817708,2.8603244572877884e-07,49.90234775660621,183.1217722110906,0.6999999996662545,0.6999999992447122,26.737041369906763
19,I1,optimal,48.59126159999869,10941.370568566663,2.735760062932968e-09,63.95255233151248,218.05578051931334,2.357162867251723,2.296323481884579,49.30695527772575
19,I2,optimal,70.53587489998608,10245.856599706145,2.9103830456733704e-10,63.72961781817659,217.21138731047213,2.3601617811817084,2.2937141232328164,49.33241492100713
19,I3,optimal,23.461816199996974,139215.01020205845,3.3277319744229317e-07,86.40995457607264,301.07958851093235,2.369643586168949,2.3430079670318125,39.539775614568306
19,I4,optimal,81.37198950001039,206488.41811881066,3.026798367500305e-09,85.90788127406057,300.87929909488724,2.3691590261566717,2.335662423624528,42.18663431626501
20,I1,optimal,75.64169249999395,1271.4209481176508,2.3865140974521637e-09,24.95396462927957,87.01287110595663,0.6999999995728424,0.69999999932726,27.31468030956595
20,I2,optimal,38.26265280001098,1195.4426069923588,2.6193447411060333e-09,24.774097148504026,86.33652932576571,0.6999999995136672,0.6999999992986826,27.32303579744804
20,I3,optimal,44.088974699989194,140858.47531610468,7.372582331299782e-07,50.71928331650284,186.46417029961907,0.6999999835054157,0.6999999797245053,29.084542330108047
20,I4,optimal,17.61824689999048,208350.82367811102,9.594950824975967e-07,50.568682423911135,186.40416280810658,0.6999999878210067,0.6999999891165555,27.024402852006876
