iteration,investor,proximal_coefficient_eur_per_mw2_day,unpenalized_profit_eur_per_day,proximal_penalty_eur_per_day,strategic_epsilon_penalty,epsilon_penalty_eur_per_day,penalized_objective_eur_per_day
57,I1,0.0,-6.348333837460725e-05,0.0,0.0,0.0,-6.348333837460725e-05
57,I2,0.0,-0.0001222337399504291,0.0,0.0,0.0,-0.0001222337399504291
57,I3,0.0,132401.8005955504,0.0,0.0,0.0,132401.8005955504
57,I4,0.0,205757.6201524687,0.0,0.0,0.0,205757.6201524687
58,I1,0.0,1.0316976738940977,0.0,0.0,0.0,1.0316976738940977
58,I2,0.0,0.09019338410575406,0.0,0.0,0.0,0.09019338410575406
58,I3,0.0,132474.02194003586,0.0,0.0,0.0,132474.02194003586
58,I4,0.0,205581.80436185416,0.0,0.0,0.0,205581.80436185416
59,I1,0.0,-7.492458521097544e-05,0.0,0.0,0.0,-7.492458521097544e-05
59,I2,0.0,-7.350457463496696e-05,0.0,0.0,0.0,-7.350457463496696e-05
59,I3,0.0,132530.3863937487,0.0,0.0,0.0,132530.3863937487
59,I4,0.0,206793.14809115048,0.0,0.0,0.0,206793.14809115048
