hour,lambda_system,system_net_injection_residual_mw
1,67.15000065846299,7.390166800182955e-15
2,67.15000065669668,-2.333400476051727e-15
3,67.15000065341408,-6.960475307560528e-14
4,67.15000065334397,-2.0837551460378425e-14
5,67.15000065486382,1.6398738591189653e-14
6,67.15000065773172,-2.24448754760235e-14
7,67.15000066013873,-1.1027856727346442e-13
8,67.15000066129366,5.2544481187645666e-14
9,67.15000065969782,7.31322915438956e-15
10,67.15000063188948,-4.0783228977371553e-14
11,60.00000059021746,3.007370433662301e-14
12,60.000000559738176,7.325801879575333e-14
13,60.00000053384428,-1.9307637928885165e-14
14,60.00000052744673,4.5582757831713996e-14
15,60.0000005190893,-6.425104979953235e-15
16,60.00000058890204,-8.606370614630966e-14
17,67.15000048283812,6.118732328885143e-14
18,67.15000066092439,3.4022148426866376e-14
19,67.15000067591549,1.8989027016825414e-14
20,92.7075577729662,2.2011511972242097e-14
21,67.15000068896931,-9.049895254356934e-14
22,67.15000066520085,-3.052768902542298e-14
23,67.15000065854215,3.8548771749167846e-14
24,67.15000065957209,-3.2718223583485585e-14
