hour,node,demand_mw,generation_mw,p_charge_mw,p_discharge_mw,storage_net_injection_mw,load_shed_mw,net_injection_mw,lambda_eur_per_mwh
1,N1,0.0,364.5000032183796,3.3217384372090287e-07,4.700861681239202e-07,1.3791232440301733e-07,0.0,364.500003356292,67.14999984340174
1,N2,0.0,0,3.4914106150616285e-07,4.3674121972563556e-07,8.760015821947273e-08,0.0,8.760015821947147e-08,67.14999994330219
1,N3,0.0,3.5643128136304867,4.3807638765587644e-07,22.89196849924047,22.89196806116408,0.0,26.456280874794523,67.14999992619167
1,N4,0.0,0,3.3217384283102927e-07,4.700861695390583e-07,1.3791232670802903e-07,0.0,1.3791232670802909e-07,67.14999991745198
1,N5,371.25,8.89873233205823e-08,3.388741085199327e-07,4.5597145801004324e-07,1.1709734949011055e-07,0.0,-371.2499997939153,67.14999994513528
1,N6,35.64,0,3.2526604375445134e-07,4.861711845662842e-07,1.609051408118328e-07,0.0,-35.63999983909486,67.14999992503814
1,N7,0.0,0,3.491410458517726e-07,4.367411868605971e-07,8.760014100882455e-08,0.0,8.760014100881651e-08,67.14999994330219
1,N8,39.6,0,5.472019751107957e-07,46.382625039598125,46.382624492396154,0.0,6.782624492396159,67.14999993450787
1,N9,0.0,0,4.26552214021429e-07,9.151091022967108,9.151090596414894,0.0,9.151090596414893,67.14999992708225
2,N1,0.0,368.4375032577546,3.3217381130079934e-07,4.7008623960606384e-07,1.3791242830526447e-07,0.0,368.437503395667,67.14999986818556
2,N2,0.0,0,3.491408920582747e-07,4.3674151561941023e-07,8.760062356113548e-08,0.0,8.760062356113547e-08,67.14999997644857
2,N3,0.0,3.7441835743567022,4.381110193195549e-07,0.27707564240984733,0.277075204298828,0.0,4.02125877865553,67.149999964478
2,N4,0.0,0,3.321738101638819e-07,4.700862414996486e-07,1.379124313357667e-07,0.0,1.3791243133576672e-07,67.1499999519421
2,N5,354.375,8.89873234336898e-08,3.3887385258472136e-07,4.5597197162455284e-07,1.1709811903983148e-07,0.0,-354.3749997939145,67.14999997750178
2,N6,34.02,0,3.252659583379355e-07,4.861713938041314e-07,1.609054354661958e-07,0.0,-34.01999983909457,67.14999996122499
2,N7,0.0,0,3.491408764008633e-07,4.367414827596942e-07,8.760060635883094e-08,0.0,8.760060635883094e-08,67.14999997644857
2,N8,37.8,0,5.522102320703246e-07,49.52601135736705,49.526010805156815,0.0,11.726010805156813,67.1499999695511
2,N9,0.0,0,4.267485464331937e-07,4.210226767164663,4.210226340416116,0.0,4.210226340416117,67.14999996462198
3,N1,0.0,372.3750032971295,3.321704745592709e-07,4.700936229088868e-07,1.379231483496159e-07,0.0,372.37500343505263,67.14999864917758
3,N2,0.0,0,3.4913807906844845e-07,4.367464384103926e-07,8.760835934194413e-08,0.0,8.760835934194412e-08,67.14999877020324
3,N3,0.0,1.4331353985515058,4.3816531276026697e-07,3.9297091343331636,3.9297086961678507,0.0,5.362844094719261,67.14999875947845
3,N4,0.0,0,3.321704731049689e-07,4.700936254172403e-07,1.379231523122714e-07,0.0,1.3792315231227143e-07,67.14999874540189
3,N5,343.125,8.89873191420692e-08,3.38870552007358e-07,4.559786060631394e-07,1.1710805405578138e-07,0.0,-343.12499979390446,67.14999877059027
3,N6,32.94,0,3.2526230022894323e-07,4.861803753977167e-07,1.6091807516877348e-07,0.0,-32.93999983908192,67.14999875559641
3,N7,0.0,0,3.491380633612681e-07,4.3674640563739417e-07,8.760834227612607e-08,0.0,8.760834227612605e-08,67.14999877020324
3,N8,36.6,0,5.476821751375077e-07,34.92662078873353,34.92662024105136,0.0,-1.6733797589487436,67.1499987649694
3,N9,0.0,0,4.268475063800696e-07,0.0005319758709083748,0.0005315490234019947,0.0,0.0005315490234019948,67.1499987596612
4,N1,0.0,375.0000033233796,3.3216374515001246e-07,4.701084902316081e-07,1.379447450815956e-07,0.0,375.0000034613243,67.14999965317732
4,N2,0.0,0,3.4913252565955534e-07,4.36756136946642e-07,8.762361128708666e-08,0.0,8.762361128708669e-08,67.14999978508718
4,N3,0.0,2.9965473313221747,4.412439348205331e-07,2.664100769570799,2.664100328326864,0.0,5.660647659649253,67.14999977476084
4,N4,0.0,0,3.321637434286108e-07,4.7010849325753905e-07,1.3794474982892822e-07,0.0,1.379447498289282e-07,67.14999975989204
4,N5,337.5,8.898732275265988e-08,3.388641152130642e-07,4.5599152329188693e-07,1.171274080788227e-07,0.0,-337.49999979388525,67.14999978510107
4,N6,32.4,0,3.2525498460943153e-07,4.861983131768575e-07,1.60943328567426e-07,0.0,-32.39999983905667,67.14999977056182
4,N7,0.0,0,3.4913250985586205e-07,4.367561043417589e-07,8.762359448589685e-08,0.0,8.762359448589685e-08,67.14999978508718
4,N8,36.0,0,5.670802376550896e-07,25.23927760506908,25.239277037988842,0.0,-10.76072296201115,67.14999978075603
4,N9,0.0,0,4.2744972575994503e-07,7.15882373368389e-05,7.116078761107895e-05,0.0,7.116078761107897e-05,67.14999977495731
5,N1,0.0,372.3750032971291,3.3215392211412e-07,4.7013026457149254e-07,1.3797634245737247e-07,0.0,372.37500343510544,67.14999112934909
