investor,hour,node,installed_power_mw,charge_offer_mw,charge_bid_price_eur_per_mwh,accepted_charge_mw,discharge_offer_mw,discharge_offer_price_eur_per_mwh,accepted_discharge_mw,joint_lambda_eur_per_mwh
I1,1,N1,6.3684647031183e-05,3.187323066038157e-05,-7.5,6.351538673528429e-07,3.186980481735794e-05,7.5,8.653049732543691e-07,67.1499974145038
I1,1,N2,6.371815823019735e-05,3.190425513248054e-05,-7.5,6.769382478285636e-07,3.1904044020297015e-05,7.5,7.885487222263107e-07,67.14999774408302
I1,1,N3,6.372082038896575e-05,3.19078479919762e-05,-7.5,5.785297342432419e-07,3.1864410045118606e-05,7.5,1.0299799016021019e-06,67.14999768635428
I1,1,N4,6.368464553647865e-05,3.187324022134508e-05,-7.5,6.35153866920538e-07,3.1869792426310675e-05,7.5,8.653049705491145e-07,67.14999765869437
I1,1,N5,6.368614199770985e-05,3.187381905294781e-05,-7.5,6.504352822371429e-07,3.187132250780284e-05,7.5,8.341099976020063e-07,67.14999775011331
I1,1,N6,6.368241716226947e-05,3.187171042687131e-05,-7.5,6.171215072790096e-07,3.1868208671358554e-05,7.5,9.080616346162032e-07,67.14999768364609
I1,1,N7,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.14999774408325
I1,1,N8,6.351810643975637e-05,3.195849166109769e-05,-7.5,5.520017501870397e-07,3.1931329067715266e-05,7.5,1.1493996128827098e-06,67.14999771515141
I1,1,N9,6.369671215333547e-05,3.1883016141870385e-05,-7.5,5.78522634911194e-07,3.1861261209349695e-05,7.5,1.0299664526769781e-06,67.14999769033328
I1,2,N1,6.3684647031183e-05,3.187317826905668e-05,-7.5,6.351513801451928e-07,3.1869864577144824e-05,7.5,8.653091380220796e-07,67.1499895125786
I1,2,N2,6.371815823019735e-05,3.190417347944175e-05,-7.5,6.769366986955585e-07,3.190413703803976e-05,7.5,7.885515263515123e-07,67.14998987225704
I1,2,N3,6.372082038896575e-05,3.190738621067185e-05,-7.5,5.785253995713856e-07,3.19013975360841e-05,7.5,1.030023656211918e-06,67.14998982788521
I1,2,N4,6.368464553647865e-05,3.1873189421850734e-05,-7.5,6.351513789172926e-07,3.18698503788416e-05,7.5,8.653091365007206e-07,67.14998978877708
I1,2,N5,6.368614199770985e-05,3.1873759540528025e-05,-7.5,6.504331530482861e-07,3.187139035764426e-05,7.5,8.34113836935975e-07,67.1499898753717
I1,2,N6,6.368241716226947e-05,3.187165838211388e-05,-7.5,6.171185523070813e-07,3.1868268305026065e-05,7.5,9.080656635576395e-07,67.14998981802484
I1,2,N7,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.14998987225701
I1,2,N8,6.351810643975637e-05,3.195850197533766e-05,-7.5,5.519957425507617e-07,3.1941438559076e-05,7.5,1.1494054420486186e-06,67.14998985071564
I1,2,N9,6.369671215333547e-05,3.1882424696833654e-05,-7.5,5.785182450672988e-07,3.186261120270576e-05,7.5,1.0299681412340715e-06,67.14998982808594
I1,3,N1,6.3684647031183e-05,3.1873364643988586e-05,-7.5,6.350862365670243e-07,3.1869650693026095e-05,7.5,8.653152462994242e-07,67.14999693801977
I1,3,N2,6.371815823019735e-05,3.190430998231081e-05,-7.5,6.769101369451569e-07,3.190398079267468e-05,7.5,7.88593910282592e-07,67.14999734419798
I1,3,N3,6.372082038896575e-05,3.1907388395831364e-05,-7.5,5.783804294512538e-07,3.1902223076305204e-05,7.5,1.0298925831088894e-06,67.1499972939833
I1,3,N4,6.368464553647865e-05,3.1873376883149294e-05,-7.5,6.350862338967314e-07,3.186963526852471e-05,7.5,8.65315246991754e-07,67.14999725533235
I1,3,N5,6.368614199770985e-05,3.187392263640521e-05,-7.5,6.503838895897058e-07,3.187120338232768e-05,7.5,8.341392109813468e-07,67.14999734419546
I1,3,N6,6.368241716226947e-05,3.18718936123423e-05,-7.5,6.170316809465725e-07,3.186799824766645e-05,7.5,9.080383285880095e-07,67.14999728526726
I1,3,N7,0.0,0.0,-7.5,0.0,0.0,7.5,0.0,67.14999734419798
I1,3,N8,6.351810643975637e-05,3.195868558565847e-05,-7.5,5.518036015614056e-07,3.194122584746124e-05,7.5,1.1492239478766174e-06,67.14999732985166
I1,3,N9,6.369671215333547e-05,3.1882309779386e-05,-7.5,5.783729751253916e-07,3.1879021178196435e-05,7.5,1.0298546597555077e-06,67.14999729539869
I1,4,N1,6.3684647031183e-05,3.187378648621684e-05,-7.5,6.349627530676174e-07,3.186916659463131e-05,7.5,8.653348871602197e-07,67.14999777418276
I1,4,N2,6.371815823019735e-05,3.1904663497322444e-05,-7.5,6.768608499420029e-07,3.190357639594822e-05,7.5,7.886818997021708e-07,67.14999821414835
I1,4,N3,6.372082038896575e-05,3.190785331355502e-05,-7.5,5.781021666228297e-07,3.190349548239832e-05,7.5,1.0296420166301252e-06,67.14999816717668
