hour,lambda_system,system_net_injection_residual_mw
1,67.15000025767591,1.225176033771987e-14
2,67.15000060789534,4.722444635205072e-14
3,67.14999905611403,-4.693659104583273e-15
4,67.14999908248673,5.536228664661576e-15
5,67.14999901589474,1.504722637638657e-15
6,67.15000048315896,1.5610720179684735e-14
7,67.15000063099166,1.2926214318907827e-15
8,67.15000065261464,-1.624790281860426e-14
9,67.15000064574218,5.795494136632316e-14
10,60.00000063246868,-2.529155571327497e-14
11,60.000000588878244,3.776019515783994e-15
12,60.000000582234065,-3.327119031738585e-14
13,60.00000058271304,-1.6644735279468508e-14
14,60.00000057899201,1.6721168779771658e-14
15,60.00000057220432,5.1045593533333156e-14
16,60.00000058153295,1.6789256040929037e-15
17,60.00000060194795,-1.5279803518373353e-14
18,67.15000062934925,-2.1504241489595373e-14
19,61.4499290286022,9.107402040192778e-14
20,92.1539623823115,8.212953429322101e-14
21,67.1500009295603,-1.2261089611540488e-14
22,67.15000066014454,2.8880580768081976e-14
23,67.15000064349452,5.563236892519931e-14
24,67.15000063556442,3.1199040387790874e-14
