node,x_power_mw,x_energy_mwh,ratio_hours
N1,1.0210458203736072e-06,3.5698698688006823e-06,3.4962876274195454
N2,1.012201226347026e-06,3.6175983246494855e-06,3.5739912484646776
N3,0.7072752858390209,2.648039901375817,3.7440017407571666
N4,1.0210463567549506e-06,3.569867077648832e-06,3.496283057112552
N5,1.013023537035618e-06,3.5656969256381976e-06,3.519855951296448
N6,33.510901923747774,131.44583666500992,3.9224798235543687
N7,1.016648284791226e-06,3.627744116484829e-06,3.5683374189037314
N8,17.590776083859026,50.47443388289519,2.8693693582518858
N9,0.7090998757270608,2.654871189495541,3.7440017695298904
