iteration,investor,selection,termination,solve_seconds,profit_eur_per_day,selected_tick_price_eur_per_mw_day,access_payment_eur_per_day,auction_strong_duality_gap,spot_strong_duality_gap,max_abs_price_dual_fraction_of_bound,max_abs_internal_dual_fraction_of_bound,embedded_storage_pair_count,variable_count,constraint_count,selected_total_bid_quantity_mw,selected_total_award_mw,max_quantity_change_mw,max_price_change_eur_per_mw_day,max_duration_change_hours,max_award_change_mw
1,I1,candidate,optimal,12.373606799985282,36873.51083496971,0.0,0.0,-1.4545330027579406e-06,0.006347727554384619,1.0,0.8011258857349169,9,2681,2674,56.259562196172105,56.258744024040915,56.259562196172105,0.0,1.3750773673419712,56.258744024040915
1,I2,candidate,optimal,38.677177599980496,18699.722577390534,0.01,0.9999999862555412,-3.57813017437536e-07,0.0035759505699388683,0.20136714624200683,0.7332483216869083,10,2854,2847,99.99999980529549,99.99999862555411,99.99999980529549,0.01,0.7112632154195122,99.99999862555411
1,I3,candidate,optimal,40.084717500023544,140433.3954830294,0.02,1.9999999411754166,-3.8290047221778423e-07,0.0035180890699848533,0.2013671463298308,0.6591784551869854,11,3027,3020,99.999999017245,99.99999705877083,99.999999017245,0.02,0.7112633209985475,99.99999705877083
