investor,hour,node,lambda_best_response_eur_per_mwh,lambda_joint_eur_per_mwh,difference_eur_per_mwh
I1,1,N1,60.00000058738963,59.999999997136754,5.90252874133057e-07
I1,1,N2,60.00000058610134,59.999999996010565,5.900907780187481e-07
I1,1,N3,60.00000058745668,59.99999999715508,5.903016031538755e-07
I1,1,N4,60.00000058758081,59.99999999729003,5.902907744825825e-07
I1,1,N5,60.00000058768367,59.99999999737225,5.903114228544837e-07
I1,1,N6,60.00000058756578,59.99999999725255,5.903132276330325e-07
I1,1,N7,60.000000587013915,59.99999999678979,5.902241255739682e-07
I1,1,N8,60.00000058736611,59.999999997073786,5.902923234657464e-07
I1,1,N9,60.00000058745694,59.999999997155115,5.903018234221236e-07
I1,2,N1,60.00000058092473,59.99999998901872,5.919060086512218e-07
I1,2,N2,60.000000579560115,59.99999998784108,5.917190364357339e-07
I1,2,N3,60.00000058093036,59.999999989005445,5.919249161934204e-07
I1,2,N4,60.00000058108244,59.9999999891489,5.919335421822325e-07
I1,2,N5,60.00000058114855,59.999999989202784,5.919457635172876e-07
I1,2,N6,60.000000581048184,59.999999989106875,5.919413084143343e-07
I1,2,N7,60.00000058047269,59.9999999886203,5.91852383990954e-07
I1,2,N8,60.00000058083046,59.999999988917196,5.919132632925539e-07
I1,2,N9,60.00000058093062,59.999999989005474,5.919251435670958e-07
I1,3,N1,60.00000052424096,59.99999993714317,5.870977872746153e-07
I1,3,N2,60.00000052285861,59.9999999359619,5.868967107858225e-07
I1,3,N3,60.00000052426048,59.99999993715918,5.871012973557299e-07
I1,3,N4,60.00000052438937,59.99999993726966,5.871197075180135e-07
I1,3,N5,60.00000052443896,59.99999993731198,5.871269763702003e-07
I1,3,N6,60.00000052437297,59.99999993725402,5.871189543427136e-07
I1,3,N7,60.000000523771185,59.99999993674112,5.8703006544647e-07
I1,3,N8,60.000000524154366,59.99999993706718,5.870871859769977e-07
I1,3,N9,60.00000052426073,59.99999993715921,5.87101517623978e-07
I1,4,N1,59.99999745816296,59.99999896298175,-1.5048187904653787e-06
I1,4,N2,59.999997456787966,59.99999896180758,-1.5050196111587866e-06
I1,4,N3,59.99999745821736,59.99999896302782,-1.5048104629045156e-06
I1,4,N4,59.99999745831308,59.99999896311002,-1.504796941276254e-06
I1,4,N5,59.999997458358074,59.999998963148585,-1.5047905108644954e-06
I1,4,N6,59.99999745832209,59.99999896311697,-1.5047948807023204e-06
I1,4,N7,59.99999745770054,59.999998962586794,-1.5048862564981391e-06
I1,4,N8,59.99999745810873,59.9999989629347,-1.5048259669470099e-06
I1,4,N9,59.99999745821748,59.99999896302785,-1.50481037053396e-06
I1,5,N1,60.000000560497156,59.999999968714135,5.917830208090891e-07
I1,5,N2,60.00000055911995,59.999999967535324,5.915846230664101e-07
I1,5,N3,60.000000560503686,59.99999996871648,5.917872059058027e-07
I1,5,N4,60.00000056064876,59.99999996884263,5.91806127658856e-07
I1,5,N5,60.00000056070574,59.99999996889085,5.918148957562153e-07
I1,5,N6,60.00000056061959,59.99999996881416,5.918054313269749e-07
I1,5,N7,60.00000056003252,59.99999996831455,5.917179706216302e-07
I1,5,N8,60.0000005604004,59.999999968626284,5.9177411770861e-07
I1,5,N9,60.000000560503956,59.999999968716516,5.917874403849055e-07
I1,6,N1,60.00000058805758,59.99999999778073,5.902768478449616e-07
I1,6,N2,60.00000058680488,59.99999999667432,5.901305613065233e-07
I1,6,N3,60.00000058813904,59.999999997796664,5.903423740960534e-07
I1,6,N4,60.00000058826563,59.99999999794422,5.903214059799211e-07
I1,6,N5,60.00000058839039,59.99999999804273,5.903476605340074e-07
I1,6,N6,60.00000058824765,59.99999999789544,5.903522080075163e-07
I1,6,N7,60.00000058771745,59.999999997453536,5.902639159671708e-07
I1,6,N8,60.000000588055,59.999999997719755,5.903352473524137e-07
I1,6,N9,60.00000058813933,59.9999999977967,5.903426298914383e-07
I1,7,N1,60.00000058993877,59.999999999792905,5.901458663970516e-07
I1,7,N2,60.00000058899267,59.99999999891634,5.900763326849301e-07
I1,7,N3,60.00000059023625,59.99999999995737,5.902788799971859e-07
I1,7,N4,60.0000005902992,60.000000000069235,5.902299662352561e-07
I1,7,N5,60.00000059059483,60.00000000030587,5.902889625986063e-07
I1,7,N6,60.00000059031562,60.000000000035634,5.902799884438537e-07
I1,7,N7,60.00000058990524,59.999999999695554,5.902096873455775e-07
I1,7,N8,60.000000590179255,59.999999999901235,5.902780202404756e-07
I1,7,N9,60.00000059023657,59.99999999995741,5.902791571088528e-07
I1,8,N1,60.000000590209204,59.999999999972644,5.90236560071844e-07
I1,8,N2,60.000000589250824,59.99999999904298,5.902078470398919e-07
I1,8,N3,60.00000059033965,59.999999999950234,5.903894191305881e-07
I1,8,N4,60.000000590589764,60.00000000025356,5.90336206585107e-07
I1,8,N5,60.00000059099746,60.000000000573095,5.904243636223327e-07
I1,8,N6,60.00000059045407,60.000000000063025,5.90391046273453e-07
I1,8,N7,60.000000590163395,59.9999999998222,5.90341194595112e-07
I1,8,N8,60.00000059026665,59.999999999878156,5.903884954250316e-07
I1,8,N9,60.000000590340036,59.99999999995029,5.903897459802465e-07
I1,9,N1,60.00000058709005,59.99999999537753,5.91712520758847e-07
I1,9,N2,60.000000584911376,59.99999999333764,5.915737375516983e-07
I1,9,N3,60.000000585696384,59.999999993941636,5.917547483136332e-07
I1,9,N4,60.00000058721074,59.99999999546366,5.917470815575143e-07
I1,9,N5,60.00000058735646,59.99999999554445,5.918120109527081e-07
I1,9,N6,60.00000058595374,59.99999999411911,5.918346346334147e-07
I1,9,N7,60.00000058582395,59.99999999411686,5.917070851069184e-07
I1,9,N8,60.000000585557146,59.99999999384274,5.917144036970967e-07
I1,9,N9,60.00000058569696,59.99999999394172,5.917552385881208e-07
I1,10,N1,52.20000051560526,52.2000000030946,5.125106596892692e-07
I1,10,N2,52.20000051314639,52.200000000990094,5.12156297816091e-07
I1,10,N3,52.2000005127302,52.20000000063835,5.120918515899575e-07
I1,10,N4,52.20000051566724,52.2000000031475,5.125197404254322e-07
I1,10,N5,52.20000051553215,52.20000000303183,5.125003212924639e-07
I1,10,N6,52.20000051249843,52.20000000044083,5.120575963246665e-07
I1,10,N7,52.20000051361799,52.200000001394535,5.122234512100476e-07
I1,10,N8,52.200000512803925,52.200000000700186,5.121037389699268e-07
I1,10,N9,52.20000051273027,52.20000000063835,5.120919226442311e-07
I1,11,N1,60.00000058530035,59.99999999598849,5.893118597555258e-07
I1,11,N2,52.2000005109184,52.19999999908504,5.118333632481153e-07
I1,11,N3,46.72097606480361,46.72097560795215,4.5685145977358843e-07
I1,11,N4,60.00000058538203,59.999999996058236,5.893237968734866e-07
I1,11,N5,57.30487860898971,57.30487804636025,5.626294594662795e-07
I1,11,N6,41.330732111505924,41.33073170811886,4.0338706241982436e-07
I1,11,N7,52.20000051101304,52.199999999166394,5.118466432918467e-07
I1,11,N8,49.917073655880685,49.91707316733534,4.885453463998601e-07
I1,11,N9,46.72097606480367,46.72097560795215,4.5685152372243465e-07
I1,12,N1,52.20000057154718,59.99998651424917,-7.799985942701994
I1,12,N2,52.200000510562255,52.19999999877902,5.117832344581075e-07
I1,12,N3,4.728240069318234e-08,35.29894252312892,-35.29894247584652
I1,12,N4,52.20000057159653,59.999986514291294,-7.799985942694761
I1,12,N5,52.20000055102236,57.30486922278614,-5.104868671763775
I1,12,N6,5.970452084097445e-09,29.908707939997193,-29.90870793402674
I1,12,N7,52.20000051063933,52.19999999884513,5.117941981325203e-07
I1,12,N8,7.159538969991583e-08,38.49503455817705,-38.495034486581666
I1,12,N9,4.728127327764249e-08,35.298942523128744,-35.29894247584747
I1,13,N1,52.20000051267011,59.999999388751064,-7.799998876080956
I1,13,N2,52.200000509932046,52.199999998238376,5.116936705462649e-07
I1,13,N3,4.2363751808564395e-09,35.29893720573034,-35.29893720149396
I1,13,N4,52.200000512723044,59.99999938879642,-7.799998876073374
I1,13,N5,52.200000512245694,57.3048776485727,-5.104877136327005
I1,13,N6,2.9533372375343555e-09,29.908693724995906,-29.908693722042567
