fleet,case,investor,total_power_mw,total_energy_mwh,charge_mwh,discharge_mwh,throughput_mwh,spot_revenue_eur_per_day,generation_rent_eur_per_day,degradation_eur_per_day,capex_eur_per_day,profit_eur_per_day,capacity_proportional_profit_eur_per_day,dispatch_attribution_band_eur_per_day
with_penalty,hard_min_norm,I1,48.33497015900355,133.007633856896,142.00110740013037,124.40660218882462,266.40770958895496,2587.2079226979054,0.0,1998.057821917162,901.8678934331977,-312.71779265245436,-265.00312515412793,47.714667498326435
with_penalty,hard_min_norm,I2,48.394892675219204,133.2726972345975,142.28430250303344,124.65470828569761,266.939010788731,2592.439468461284,0.0,2002.0425809154826,1135.5746467569109,-545.1777592111096,-498.7165586451704,46.46120056593918
with_penalty,hard_min_norm,I3,38.32782204331646,130.21314372908265,139.01532519865722,121.79077034524282,260.8060955439,2497.2685691723264,125006.93125440228,1956.0457165792502,863.9375249559458,124684.21658203941,124622.26847849625,61.948103543167235
with_penalty,hard_min_norm,I4,52.20145510971534,151.0800365727801,161.30927229162626,141.32240821760462,302.6316805092309,2950.190898171543,177855.9570741944,2269.7376038192315,1018.7070251836312,177517.70334336307,177485.47557884196,32.227764521114295
with_penalty,gamma_1e-02,I1,48.33497015900355,133.007633856896,142.10217389224817,124.49514613830308,266.59732003055126,5885.467855063513,0.0,1999.4799002291345,901.8678934331977,2984.1200614011805,3202.113474358016,217.99341295683553
with_penalty,gamma_1e-02,I2,48.394892675219204,133.2726972345975,142.38536081317622,124.74324506698048,267.12860588015667,5897.000110857514,0.0,2003.464544101175,1135.5746467569109,2757.9609199994284,2989.0596863705805,231.09876637115212
with_penalty,gamma_1e-02,I3,38.32782204331646,130.21314372908265,139.11660703528045,121.87950295718107,260.9961099924615,5857.945671910566,102589.33602386856,1957.4708249434614,863.9375249559458,105625.8733458797,105065.68467534598,560.1886705337238
with_penalty,gamma_1e-02,I4,52.20145510971534,151.0800365727801,161.41029619364423,141.41091485406696,302.8212110477112,6654.727504175182,110708.1627665282,2271.1590828578337,1018.7070251836312,114073.02416266192,114184.12065386766,111.09649120573886
with_penalty,gamma_3e-03,I1,48.33497015900355,133.007633856896,142.10217389328943,124.49514613921532,266.59732003250474,5902.995304474671,0.0,1999.4799002437856,901.8678934331977,3001.6475107976876,3221.0622075899737,219.41469679228612
with_penalty,gamma_3e-03,I2,48.394892675219204,133.2726972345975,142.38536081562162,124.74324506912285,267.1286058847445,5914.564664473223,0.0,2003.4645441355838,1135.5746467569109,2775.5254735807284,3008.0078451062263,232.4823715254979
with_penalty,gamma_3e-03,I3,38.32782204331646,130.21314372908265,139.11660703772841,121.87950295932572,260.99610999705413,5874.041301770701,105864.98191417438,1957.470824977906,863.9375249559458,108917.61486601122,108355.58595447196,562.0289115392661
with_penalty,gamma_3e-03,I4,52.20145510971534,151.0800365727801,161.4102961973467,141.41091485731067,302.8212110546574,6674.973136227673,118640.82281267463,2271.1590829099305,1018.7070251836312,122025.92984080875,122136.06168403022,110.13184322147572
with_penalty,gamma_1e-03,I1,48.33497015900355,133.007633856896,142.10217389146592,124.49514613761775,266.5973200290837,4734.124290015099,0.0,1999.4799002181276,901.8678934331977,1832.776496363774,2005.9242761652533,173.14777980147937
with_penalty,gamma_1e-03,I2,48.394892675219204,133.2726972345975,142.38536081017634,124.74324506435225,267.1286058745286,4743.5580493359785,0.0,2003.4645440589645,1135.5746467569109,1604.5188585201029,1782.5142479799626,177.99538945985978
with_penalty,gamma_1e-03,I3,38.32782204331646,130.21314372908265,139.11660703228063,121.87950295455293,260.9961099868336,4634.509507631599,114700.99072957036,1957.4708249012517,863.9375249559458,116514.09188734475,116151.00118705363,363.09070029112627
with_penalty,gamma_1e-03,I4,52.20145510971534,151.0800365727801,161.41029619079154,141.41091485156772,302.82121104235927,5377.327654917548,140686.49317546835,2271.1590828176945,1018.7070251836312,142773.95472238457,142785.90225341436,11.94753102978575
with_penalty,gamma_3e-04,I1,48.33497015900355,133.007633856896,142.05321102773428,124.4522499685539,266.5054609962882,2584.638907051276,0.0,1998.7909574721616,901.8678934331977,-316.0199438540833,-268.5140701025837,47.50587375149962
with_penalty,gamma_3e-04,I2,48.394892675219204,133.2726972345975,142.33640217567353,124.70035260049889,267.0367547761724,2589.86381162643,0.0,2002.775660821293,1135.5746467569109,-548.4864959517738,-502.24001914480255,46.24647680697126
with_penalty,gamma_3e-04,I3,38.32782204331646,130.21314372908265,139.06753312421355,121.836509499991,260.9040426242045,2494.77045605591,125020.95020037353,1956.780319681534,863.9375249559458,124695.00281179194,124633.49339258681,61.50941920513287
with_penalty,gamma_3e-04,I4,52.20145510971534,151.0800365727801,161.36136350111803,141.3680451178755,302.72940861899355,2947.172707559857,177912.03612936192,2270.470564642452,1018.7070251836312,177570.0312470957,177537.78831574236,32.242931353335734
with_penalty,gamma_1e-04,I1,48.33497015900355,133.007633856896,142.0184867439095,124.42182816239215,266.44031490630164,2584.1502609659115,0.0,1998.3023617972622,901.8678934331977,-316.01999426454836,-268.5141223805524,47.50587188399595
with_penalty,gamma_1e-04,I2,48.394892675219204,133.2726972345975,142.30168444511781,124.66993653562996,266.9716209807478,2589.3752576617803,0.0,2002.2871573556083,1135.5746467569109,-548.4865464507388,-502.2400716794839,46.24647477125495
with_penalty,gamma_1e-04,I3,38.32782204331646,130.21314372908265,139.03264779506367,121.80594660266411,260.8385943977278,2494.2795460185666,125020.95044598496,1956.2894579829583,863.9375249559458,124695.00300906462,124633.49359549851,61.50941356610565
with_penalty,gamma_1e-04,I4,52.20145510971534,151.0800365727801,161.32668922192317,141.33766712057002,302.6643563424932,2946.6847594816045,177912.03693261766,2269.982672568699,1018.7070251836312,177570.03199434694,177537.7890612578,32.24293308914639
with_penalty,gamma_3e-05,I1,48.33497015900355,133.007633856896,142.00632191123591,124.41117060114613,266.41749251238207,2583.97908605835,0.0,1998.1311938428655,901.8678934331977,-316.02000121771334,-268.5141294425641,47.50587177514922
with_penalty,gamma_3e-05,I2,48.394892675219204,133.2726972345975,142.28951808510755,124.65927763629038,266.9487957213979,2589.204061258721,0.0,2002.1159679104844,1135.5746467569109,-548.4865534086741,-502.2400787845975,46.246474624076654
with_penalty,gamma_3e-05,I3,38.32782204331646,130.21314372908265,139.02050633904153,121.79530952160891,260.81581586065045,2494.1087003997586,125020.95048411319,1956.1186189548785,863.9375249559458,124695.00304060211,124633.49362772575,61.50941287635942
with_penalty,gamma_3e-05,I4,52.20145510971534,151.0800365727801,161.31451130176816,141.3269980934339,302.6415093952021,2946.513399799067,177912.03703826177,2269.811320464016,1018.7070251836312,177570.0320924132,177537.78915889034,32.24293352285167
with_penalty,gamma_1e-05,I1,48.33497015900355,133.007633856896,142.00284332159205,124.40812302267351,266.41096634426555,2583.930138157039,0.0,1998.0822475819916,901.8678934331977,-316.0200028581503,-268.51413109826285,47.50587175988744
with_penalty,gamma_1e-05,I2,48.394892675219204,133.2726972345975,142.28603897966596,124.65622960592944,266.9422685855954,2589.1551060973807,0.0,2002.0670143919656,1135.5746467569109,-548.4865550514958,-502.2400804516858,46.24647459980997
with_penalty,gamma_1e-05,I3,38.32782204331646,130.21314372908265,139.01704540672128,121.79227741264691,260.80932281936816,2494.0600010364583,125020.95049343817,1956.069921145261,863.9375249559458,124695.00304837342,124633.49363565561,61.50941271780175
with_penalty,gamma_1e-05,I4,52.20145510971534,151.0800365727801,161.31102976670394,141.32394793449026,302.6349777011942,2946.464410315154,177912.03706287232,2269.7623327589563,1018.7070251836312,177570.0321152449,177537.789181603,32.24293364188634
no_penalty,hard_min_norm,I1,48.36521122336168,133.10562451657793,142.10460278360162,124.49727408030226,266.6018768639039,2588.936088799401,0.0,1999.5140764792793,902.5209923165775,-313.09897999645557,-267.97928489122876,45.11969510522681
no_penalty,hard_min_norm,I2,48.38444933541806,133.19493702444885,142.19997003553408,124.58082494825129,266.78079498378537,2590.730732093469,0.0,2000.8559623783904,1134.9592841616202,-545.0845144465413,-500.339753357199,44.74476108934232
no_penalty,hard_min_norm,I3,38.32722439149153,130.25225267575658,139.05547205456213,121.82594284511366,260.8814148996758,2498.1985418950294,125007.09237133738,1956.6106117475686,864.1714411173328,124684.50886036751,124621.18697621288,63.32188415463315
no_penalty,hard_min_norm,I4,52.18354525030242,151.02543908946174,161.24996206188197,141.27044676256656,302.5204088244485,2949.1012672306874,177856.60164230247,2268.903066183364,1018.3408992193785,177518.45894413043,177491.91637209046,26.542572039965307
no_penalty,gamma_1e-02,I1,48.36521122336168,133.10562451657793,142.2068643176625,124.58686500124684,266.79372931890936,5890.139545411026,0.0,2000.9529698918202,902.5209923165775,2986.665583202628,3234.2432898442776,247.57770664164946
no_penalty,gamma_1e-02,I2,48.38444933541806,133.19493702444885,142.30228366463135,124.67046150944888,266.9727451740802,5893.936924458084,0.0,2002.2955888056017,1134.9592841616202,2756.6820514908622,2942.799659443187,186.11760795232476
no_penalty,gamma_1e-02,I3,38.32722439149153,130.25225267575658,139.15839012004915,121.91610895061459,261.0744990706637,5859.0568186354585,102589.33608919407,1958.058743029978,864.1714411173328,105626.16272368222,104967.9377118538,658.2250118284283
no_penalty,gamma_1e-02,I4,52.18354525030242,151.02543908946174,161.35196555886827,141.35981161826226,302.71177717713056,6652.230857083892,110708.16292970921,2270.338328828479,1018.3408992193785,114071.71455874525,114296.2442559797,224.5296972344513
no_penalty,gamma_3e-03,I1,48.36521122336168,133.10562451657793,142.20686432035606,124.58686500360669,266.79372932396274,5905.197598225398,0.0,2000.9529699297204,902.5209923165775,3001.7236359791,3250.4547926971063,248.73115671800633
no_penalty,gamma_3e-03,I2,48.38444933541806,133.19493702444885,142.3022836674658,124.6704615119321,266.97274517939786,5909.006552073572,0.0,2002.295588845484,1134.9592841616202,2771.7516790664677,2959.0140675352004,187.26238846873275
no_penalty,gamma_3e-03,I3,38.32722439149153,130.25225267575658,139.15839012193922,121.91610895227402,261.07449907421324,5872.887832868105,105870.40047004964,1958.0587430565993,864.1714411173328,108921.05811874382,108261.21910701913,659.839011724689
no_penalty,gamma_3e-03,I4,52.18354525030242,151.02543908946174,161.35196556167284,141.35981162071823,302.7117771823911,6669.609600359992,118679.63985634732,2270.338328867933,1018.3408992193785,122060.57022862001,122284.41569515794,223.84546653792495
no_penalty,gamma_1e-03,I1,48.36521122336168,133.10562451657793,142.20686431734157,124.58686500096569,266.79372931830727,4700.586482858766,0.0,2000.9529698873046,902.5209923165775,1797.112520654884,1979.1095810694724,181.9970604145883
no_penalty,gamma_1e-03,I2,48.38444933541806,133.19493702444885,142.30228366415764,124.67046150903386,266.97274517319147,4703.74098609315,0.0,2002.295588798936,1134.9592841616202,1566.486113132594,1717.7913190839315,151.30520595133748
no_penalty,gamma_1e-03,I3,38.32722439149153,130.25225267575658,139.15839011590333,121.91610894698245,261.07449906288576,4599.40941010407,114868.76195193807,1958.0587429716431,864.1714411173328,116645.94117795317,116237.86772587159,408.07345208157494
no_penalty,gamma_1e-03,I4,52.18354525030242,151.02543908946174,161.35196555564852,141.35981161544143,302.7117771710899,5333.510401588863,141318.75301903678,2270.3383287831743,1018.3408992193785,143363.5841926231,143438.35537833872,74.7711857156246
no_penalty,gamma_3e-04,I1,48.36521122336168,133.10562451657793,142.1566436966211,124.54286691603498,266.69951061265607,2586.401753359079,0.0,2000.2463295949206,902.5209923165775,-316.36556855241895,-271.4658932319693,44.89967532044966
no_penalty,gamma_3e-04,I2,48.38444933541806,133.19493702444885,142.25205048802562,124.62645242435732,266.87850291238294,2588.1947607794214,0.0,2001.5887718428721,1134.9592841616202,-548.353295225071,-503.79111746132116,44.56217776374979
