hour,lambda_system,system_net_injection_residual_mw
1,60.00000058969703,-5.350581089302864e-14
2,60.000000589832766,6.587091982979132e-14
3,60.00000058951543,1.892930256985892e-14
4,60.00000058315003,-4.416605969836951e-14
5,60.000000589715945,3.93574062229618e-14
6,60.000000581353156,3.191891195797325e-15
7,60.000000589871966,1.2011225347663412e-14
8,60.000000589966696,-5.2159665475670636e-14
9,60.00000058995914,3.385486335716337e-14
10,52.20000051217919,-2.0546064849469303e-14
11,52.20000051315388,-4.228561945041065e-14
12,52.20000051295169,-5.02028973947688e-14
13,52.200000512892245,-5.392908342116698e-14
14,52.211515292426135,-8.902600878712974e-15
15,52.20000051273729,7.707029459069759e-14
16,52.200000512718816,-1.2045919817182948e-14
17,52.20000051210514,4.4221570849600766e-14
18,60.00000058995025,2.8144153674247718e-14
19,60.00000059053825,-1.2270046090279152e-13
20,64.68310897358502,-1.4502288259166107e-14
21,60.000000591416025,-2.2343238370581275e-15
22,60.00000058999487,5.488665077990618e-15
23,60.00000058995579,7.91033905045424e-15
24,60.0000005897914,-3.1134816946831734e-14
